row,identifier,column,original,new,variation
38,021d14e0-9899-43f4-b54d-f31abc6121cb,email,christopherespinoza@healthcare.org,christophlrespinoza@healthcare.org,Email Typo
38,021d14e0-9899-43f4-b54d-f31abc6121cb,jobTitle,Plastic Surgeon,PlasticS urgeon,Job Title Typo
39,a1b05717-123e-48f3-a856-b84dac9ac64e,jobTitle,Reconstructive Specialist,Reconstructive Sepcialist,Job Title Typo
41,ff6581ca-1748-4b1c-9d61-b002011b529e,jobTitle,Vision Therapist,Vision Therapits,Job Title Typo
41,ff6581ca-1748-4b1c-9d61-b002011b529e,email,anthonygilbert@healthcare.org,anthonygilbewt@healthcare.org,Email Typo
43,1fae9d17-471d-4a2e-9f53-d03e90d96339,email,brittanykim@healthcare.org,brittanhkim@healthcare.org,Email Typo
43,1fae9d17-471d-4a2e-9f53-d03e90d96339,jobTitle,Plastic Surgeon,Plasti cSurgeon,Job Title Typo
47,fc63b1fb-1023-4f86-b25b-c3708f04c96d,email,kendralopez@healthcare.org,keddralopez@healthcare.org,Email Typo
48,eb8afc40-af24-4d5a-b896-72f64e00b989,jobTitle,Diet Technician,Diet Tecnhician,Job Title Typo
49,1b3252e9-7a59-4681-a02d-7023437200a4,jobTitle,Child Life Specialist,Chil dLife Specialist,Job Title Typo
49,1b3252e9-7a59-4681-a02d-7023437200a4,email,brandonfuller@healthcare.org,brandoxfuller@healthcare.org,Email Typo
52,3bc4b4b2-a018-4f61-b8b2-2eb38ededebd,jobTitle,Foot Care Nurse,Foot Caer Nurse,Job Title Typo
53,bd1f8f39-b80e-434b-af89-ee8cf5d9b00c,email,dawnjackson@healthcare.org,dawndackson@healthcare.org,Email Typo
55,c30ccdd8-1cda-4e2b-8ced-b02dc0dc83c7,email,peterbush@healthcare.org,peterbosh@healthcare.org,Email Typo
56,f121910e-b580-4601-8f69-8312c844e82b,email,marycampbell@healthcare.org,mamycampbell@healthcare.org,Email Typo
57,0d10734c-c711-4dca-9401-38321122da51,jobTitle,Anesthesiologist,Anestehsiologist,Job Title Typo
58,db8a4c7f-f41d-47b3-b083-75a3556744ac,email,kevinsolis@healthcare.org,kevcnsolis@healthcare.org,Email Typo
59,b5d858b9-f269-4daf-9e3c-dacad0db9f19,email,randystein@healthcare.org,raydystein@healthcare.org,Email Typo
61,898cc7ae-fa29-4675-b1a0-9fb4143f5774,email,jacquelinewilliams@healthcare.org,jacquelznewilliams@healthcare.org,Email Typo
61,898cc7ae-fa29-4675-b1a0-9fb4143f5774,jobTitle,Epidemiologist,Epidemiologsit,Job Title Typo
63,96e743ae-f3dc-4608-b3f5-5dae23bbbc63,jobTitle,Neurosurgeon,Neruosurgeon,Job Title Typo
66,55468e35-e4f4-4b76-9961-c661232b2901,email,tarabutler@healthcare.org,tarabutljr@healthcare.org,Email Typo
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,email,laurenkelley@healthcare.org,lourenkelley@healthcare.org,Email Typo
67,d5964131-dcb3-4aaf-9a0b-de0e1ee9f778,jobTitle,Rheumatologist,Rheumaotlogist,Job Title Typo
69,dfeaf29e-ef57-4eda-a2c7-039aa77d38c8,jobTitle,Radiologist,Radiologits,Job Title Typo
71,22cea693-11c0-4be8-9ee1-835893d07e44,email,tristangilbert@healthcare.org,tristangiwbert@healthcare.org,Email Typo
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,email,jonathonhutchinson@healthcare.org,jonaxhonhutchinson@healthcare.org,Email Typo
72,699b1daf-498e-4e8a-bf1b-12afbd0a52cb,jobTitle,Neurological Nurse,Neuroloigcal Nurse,Job Title Typo
73,c72c1863-a478-4863-91af-f050e1e610b0,email,shelbyleblanc@healthcare.org,shelbylexlanc@healthcare.org,Email Typo
76,c3b974e4-5bfd-4bb4-b341-c0bec3e5c2d1,jobTitle,Cytotechnologist,Cytotechonlogist,Job Title Typo
76,c3b974e4-5bfd-4bb4-b341-c0bec3e5c2d1,email,maryporter@healthcare.org,marwporter@healthcare.org,Email Typo
77,b5c9e921-de1b-4215-904f-6274886b00e6,email,chloerodriguez@healthcare.org,chloerodwiguez@healthcare.org,Email Typo
78,8a94c42a-1422-4866-b3c7-b6d42f0a6c4b,jobTitle,Dialysis Nurse,Dialysi sNurse,Job Title Typo
81,057141b1-aabc-451f-bc91-05ee6c752883,jobTitle,GI Technician,GI Technicina,Job Title Typo
83,5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,jobTitle,Speech Therapist,Speech Therpaist,Job Title Typo
83,5d6e3c4e-2ae1-4c81-bcf7-597e20ee7786,email,gregorycopeland@healthcare.org,grjgorycopeland@healthcare.org,Email Typo
84,0362d0d2-a71e-4258-b0bb-d427fb9fe536,email,daviddavila@healthcare.org,daviddcvila@healthcare.org,Email Typo
85,3041dbb4-f555-4423-b59d-5c50f16e06ed,email,stephanierodriguez@healthcare.org,stephanierodbiguez@healthcare.org,Email Typo
88,cb372bdd-1bcd-4c63-a9c2-b5878c6d0114,jobTitle,Renal Dietitian,Renal Dietitain,Job Title Typo
90,ac96167d-a574-4898-916c-91da2c601312,jobTitle,Pathologist,Ptahologist,Job Title Typo
92,b190abfa-7bf8-4117-97d1-b0becbd007d1,email,nicolejacobs@healthcare.org,nicolejacmbs@healthcare.org,Email Typo
93,99ebc199-6039-44cf-9eeb-907775714c3b,email,josephperez@healthcare.org,josephperyz@healthcare.org,Email Typo
94,616f8e4d-f895-497b-a642-3f9b29dd7df6,email,sarahhudson@healthcare.org,sarahhuqson@healthcare.org,Email Typo
94,616f8e4d-f895-497b-a642-3f9b29dd7df6,jobTitle,General Practitioner,eGneral Practitioner,Job Title Typo
95,6192083f-d999-4865-ac13-0b103a5dacd6,email,christophernunez@healthcare.org,christopnernunez@healthcare.org,Email Typo
95,6192083f-d999-4865-ac13-0b103a5dacd6,jobTitle,Gynecologist,Gynecolgoist,Job Title Typo
97,53163b07-5e76-41ec-ad6f-4334d70e4112,email,mrsamywhitephd@healthcare.org,mrsamywhitepyd@healthcare.org,Email Typo
98,8e82356c-baaf-461a-96e9-f83c78313397,jobTitle,Optician,Optiican,Job Title Typo
98,8e82356c-baaf-461a-96e9-f83c78313397,email,aaronjacobs@healthcare.org,aaronjacybs@healthcare.org,Email Typo
100,ce63bc0e-31d4-4918-9f71-6c6fb46271ce,jobTitle,Endocrine Nurse,Endcorine Nurse,Job Title Typo
101,db7ab001-c2c4-4958-8123-1a108b992df8,jobTitle,Speech Therapist,Speech hTerapist,Job Title Typo
101,db7ab001-c2c4-4958-8123-1a108b992df8,email,alexishammond@healthcare.org,alwxishammond@healthcare.org,Email Typo
106,059b0583-fde2-4f93-8e6f-1ca7271e2d2f,jobTitle,Vision Therapist,Vsiion Therapist,Job Title Typo
107,06722257-bde3-4232-82d5-afa942d09119,jobTitle,Respiratory Therapist,Respiratory Theraipst,Job Title Typo
108,c25247a3-56db-49aa-87f0-17cdab34b74d,jobTitle,Lung Function Technician,Lung uFnction Technician,Job Title Typo
110,ea9f0d6e-a74b-432f-8ba2-8a39051dcf24,email,nicholasbowen@healthcare.org,nicnolasbowen@healthcare.org,Email Typo
110,ea9f0d6e-a74b-432f-8ba2-8a39051dcf24,jobTitle,Optometrist,Optometrits,Job Title Typo
111,5975d0ad-a365-46b6-a9b0-98b2ba2a20d8,jobTitle,Vision Therapist,Vision Therapits,Job Title Typo
111,5975d0ad-a365-46b6-a9b0-98b2ba2a20d8,email,mrlarrysanford@healthcare.org,mrlagrysanford@healthcare.org,Email Typo
112,d6049020-a1b0-4084-825a-07c11dda7a0f,jobTitle,Speech Therapist,Speech Therpaist,Job Title Typo
114,d8f4b142-19df-471b-8378-e81c25581591,email,dianataylor@healthcare.org,dianabaylor@healthcare.org,Email Typo
116,2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,email,kaylafrederick@healthcare.org,kaylafrederxck@healthcare.org,Email Typo
116,2bc0668a-ad9e-4ee0-9dd7-d64aa7357ac1,jobTitle,Medical Assistant,Medical Assitsant,Job Title Typo
120,ff6b8936-156a-455f-a8dd-66aa5e928c94,email,morganward@healthcare.org,morgazward@healthcare.org,Email Typo
121,7867bda9-bba4-4d8a-9cba-29ce6432ecf9,email,briansantiago@healthcare.org,briinsantiago@healthcare.org,Email Typo
121,7867bda9-bba4-4d8a-9cba-29ce6432ecf9,jobTitle,Neurologist,Nuerologist,Job Title Typo
124,737a9dc4-a3b2-4a58-b554-5b0c35293337,jobTitle,Orthopedic Surgeon,Orthopedic uSrgeon,Job Title Typo
124,737a9dc4-a3b2-4a58-b554-5b0c35293337,email,zacharybates@healthcare.org,zahharybates@healthcare.org,Email Typo
125,8273304e-5be0-42fd-9d56-6614ebe1b9f9,jobTitle,Sleep Technician,Sleep Technciian,Job Title Typo
125,8273304e-5be0-42fd-9d56-6614ebe1b9f9,email,kylearnold@healthcare.org,kylyarnold@healthcare.org,Email Typo
126,3a3e41a9-69cc-4315-a805-fa4b895f5005,email,olivialee@healthcare.org,oyivialee@healthcare.org,Email Typo
127,e7ff2b28-94f5-4a32-a4f2-6813037105b1,email,suzannehale@healthcare.org,suzaniehale@healthcare.org,Email Typo
127,e7ff2b28-94f5-4a32-a4f2-6813037105b1,jobTitle,Psychologist,Pyschologist,Job Title Typo
132,f9957bea-a99c-4f4f-97ff-cb81bbcb6006,jobTitle,Plastic Surgeon,Platsic Surgeon,Job Title Typo
132,f9957bea-a99c-4f4f-97ff-cb81bbcb6006,email,michaelgarcia@healthcare.org,michailgarcia@healthcare.org,Email Typo
135,8cd90c61-d7e4-4a66-837a-1e9c382b1ae8,jobTitle,Pulmonary Function Technologist,Pulmoanry Function Technologist,Job Title Typo
136,e81a8b15-89e9-45d5-94e0-379a1732ed34,jobTitle,Pulmonary Function Technologist,Pulmonary Functoin Technologist,Job Title Typo
138,51972f67-9ae9-4728-97b5-99f822e3bcf6,jobTitle,Anesthesiology Assistant,Ansethesiology Assistant,Job Title Typo
138,51972f67-9ae9-4728-97b5-99f822e3bcf6,email,meganpatel@healthcare.org,megankatel@healthcare.org,Email Typo
139,3bd47992-4df7-46d7-ba2e-21ad97cb44c2,email,edgarcowan@healthcare.org,edgarcgwan@healthcare.org,Email Typo
140,1feb02a0-6548-49c7-bb2f-775aefa7ca69,email,chadwright@healthcare.org,chadvright@healthcare.org,Email Typo
140,1feb02a0-6548-49c7-bb2f-775aefa7ca69,jobTitle,Rheumatology Nurse,Rheumatoolgy Nurse,Job Title Typo
142,35d8151c-f1c6-427b-8993-6bfce66ce628,email,jessicawilson@healthcare.org,jessicawicson@healthcare.org,Email Typo
142,35d8151c-f1c6-427b-8993-6bfce66ce628,jobTitle,Nutritionist,Nutritionsit,Job Title Typo
148,ee2aafe9-9a59-4140-802c-7a6c3e3f40cc,jobTitle,Anesthesiology Assistant,Anesthesiology Assitsant,Job Title Typo
149,24e78e1d-ea73-4f29-9759-8ac502019df9,jobTitle,Cosmetic Surgery Nurse,CosmeticS urgery Nurse,Job Title Typo
149,24e78e1d-ea73-4f29-9759-8ac502019df9,email,lindsayscott@healthcare.org,lindsaysjott@healthcare.org,Email Typo
151,51853f6a-2079-4452-a531-574beba00297,email,angelareed@healthcare.org,angenareed@healthcare.org,Email Typo
151,51853f6a-2079-4452-a531-574beba00297,jobTitle,Respiratory Therapist,Respiratory Theraipst,Job Title Typo
152,30860f35-5c27-421d-80e5-1d91eafe7d43,jobTitle,Plastic Surgeon,Plastic Sugreon,Job Title Typo
152,30860f35-5c27-421d-80e5-1d91eafe7d43,email,dawnrichards@healthcare.org,dawnricharrs@healthcare.org,Email Typo
153,1ccbaaf3-ea06-40d8-9d41-e18418cd38b5,jobTitle,Cosmetic Surgery Nurse,Cosmteic Surgery Nurse,Job Title Typo
154,7945f41a-232f-4fae-8be4-85f737028e97,email,michaeldunn@healthcare.org,michaelduin@healthcare.org,Email Typo
154,7945f41a-232f-4fae-8be4-85f737028e97,jobTitle,Urology Nurse,rUology Nurse,Job Title Typo
155,e2fd8534-38dd-462f-96d3-3e2f09474afe,email,michaelcobb@healthcare.org,micoaelcobb@healthcare.org,Email Typo
156,57843e01-93b0-48ac-8f03-8d6a08055d83,jobTitle,Genetic Counselor,eGnetic Counselor,Job Title Typo
158,0116d36e-bba3-48dc-b6a1-521655d2309b,email,michaelbrown@healthcare.org,michaelbxown@healthcare.org,Email Typo
158,0116d36e-bba3-48dc-b6a1-521655d2309b,jobTitle,Lung Function Technician,Lung Function Technicina,Job Title Typo
159,ec58cdb4-2fc6-42c0-a32c-21f087b967f8,jobTitle,Lung Function Technician,Lung Function Tecnhician,Job Title Typo
159,ec58cdb4-2fc6-42c0-a32c-21f087b967f8,email,lisaburke@healthcare.org,likaburke@healthcare.org,Email Typo
160,65bafead-a230-4023-b2bd-c3d683ed9b5e,jobTitle,Renal Dietitian,Renal Dietitina,Job Title Typo
162,abcb17bd-a0c6-468a-a2b5-b39d8f573edc,jobTitle,Cardiovascular Surgeon,Cardiovasuclar Surgeon,Job Title Typo
163,1a78701e-5c52-4557-8ae3-690a3d65d36f,jobTitle,EKG Technician,EK GTechnician,Job Title Typo
165,f7480915-dfe1-4599-917a-9d3adb9d625e,email,danieljames@healthcare.org,danialjames@healthcare.org,Email Typo
165,f7480915-dfe1-4599-917a-9d3adb9d625e,jobTitle,ER Nurse,ER Nruse,Job Title Typo
166,c55c1e8a-ab91-40ba-ba15-6be5625e2cd7,jobTitle,Pharmacy Technician,Pharmacy Techincian,Job Title Typo
167,6daaea8b-8e2f-44db-8a1b-ef799548e082,jobTitle,Pharmacy Technician,Pharmacy Techincian,Job Title Typo
167,6daaea8b-8e2f-44db-8a1b-ef799548e082,email,tiffanyrojas@healthcare.org,tiffbnyrojas@healthcare.org,Email Typo
168,b4275c48-9ebf-4683-939f-aef5d3cce919,email,juliaross@healthcare.org,juqiaross@healthcare.org,Email Typo
169,fc00a599-e902-4528-9c41-8ebdb1f60302,jobTitle,Pulmonologist,Pumlonologist,Job Title Typo
170,1b3e39be-ace2-41fb-ba2f-8debdf30bfa3,email,julieduarte@healthcare.org,juliaduarte@healthcare.org,Email Typo
170,1b3e39be-ace2-41fb-ba2f-8debdf30bfa3,jobTitle,Dialysis Nurse,Dialyssi Nurse,Job Title Typo
171,5b473ab4-a29b-446d-98d6-d1114c149a2f,email,timothypenamd@healthcare.org,timothypenpmd@healthcare.org,Email Typo
172,767f12e1-e997-45de-ab08-0e352a4e54c4,email,herbertgalloway@healthcare.org,herbertgajloway@healthcare.org,Email Typo
175,b9561b91-70ee-4eed-9747-26eaf92272d9,email,diananavarro@healthcare.org,diananavxrro@healthcare.org,Email Typo
181,b383854d-627f-4c49-857f-af3a7efb31c7,jobTitle,Dialysis Nurse,Dialysis Nruse,Job Title Typo
181,b383854d-627f-4c49-857f-af3a7efb31c7,email,jonathandavidson@healthcare.org,jonathandavydson@healthcare.org,Email Typo
182,1c0bab15-4f11-4e03-91f2-c42efd7f0f5b,jobTitle,ER Nurse,ER Nusre,Job Title Typo
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,email,brianlopez@healthcare.org,briknlopez@healthcare.org,Email Typo
186,36b52bde-08bd-4713-b044-e72f88d4005e,email,michaelajones@healthcare.org,michaqlajones@healthcare.org,Email Typo
188,86268bc5-fb1d-4776-9d90-f14f901173ff,email,ashleymeyers@healthcare.org,ashleymepers@healthcare.org,Email Typo
190,33e732ba-a98f-4794-a008-e092515945b3,jobTitle,Epidemiologist,Epidemioloigst,Job Title Typo
190,33e732ba-a98f-4794-a008-e092515945b3,email,cameronhawkins@healthcare.org,camerpnhawkins@healthcare.org,Email Typo
191,fab3cd59-0b37-4e56-b7d4-f87e53a9917f,email,amyrogers@healthcare.org,amyoogers@healthcare.org,Email Typo
194,08ef284a-0e85-4205-b4ca-9e2a159101f7,email,luisatkinson@healthcare.org,luisatxinson@healthcare.org,Email Typo
200,868a4d2e-81a8-4afa-b125-1f9b62639aad,email,jasminewells@healthcare.org,jasmanewells@healthcare.org,Email Typo
200,868a4d2e-81a8-4afa-b125-1f9b62639aad,jobTitle,Registered Nurse,Rgeistered Nurse,Job Title Typo
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,jobTitle,Cytotechnologist,Cytotechnolgoist,Job Title Typo
210,7e42990d-ed1d-4d83-8191-2a676304b6a9,jobTitle,Licensed Practical Nurse,Licensed Practical uNrse,Job Title Typo
210,7e42990d-ed1d-4d83-8191-2a676304b6a9,email,timothyho@healthcare.org,tvmothyho@healthcare.org,Email Typo
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,jobTitle,Community Outreach Specialist,Communit yOutreach Specialist,Job Title Typo
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,email,gabrielhunt@healthcare.org,gabriewhunt@healthcare.org,Email Typo
213,f5bfd913-72d1-4af0-a2a5-f0cb9fd9572a,jobTitle,Physical Therapy Assistant,Physical TherapyA ssistant,Job Title Typo
214,203fb98a-a752-41de-9966-323ddeb26469,email,michaelpaul@healthcare.org,michaelpaml@healthcare.org,Email Typo
215,1dc1d806-6dda-4c9e-a391-cffa15ae14f2,jobTitle,Renal Dietitian,Renal iDetitian,Job Title Typo
215,1dc1d806-6dda-4c9e-a391-cffa15ae14f2,email,coleprice@healthcare.org,coloprice@healthcare.org,Email Typo
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,jobTitle,Cardiologist,Cardiologits,Job Title Typo
221,6f8c9548-7e55-4ca6-89f5-86d2468e9a21,email,amandafowler@healthcare.org,amyndafowler@healthcare.org,Email Typo
222,1e163ece-a389-486d-8bf6-729c1046e73e,email,laurenleon@healthcare.org,laurenlexn@healthcare.org,Email Typo
223,37205b7e-b84a-43d8-98ba-e9730b19f5b2,jobTitle,Dialysis Nurse,Diaylsis Nurse,Job Title Typo
223,37205b7e-b84a-43d8-98ba-e9730b19f5b2,email,donnaharrington@healthcare.org,donnaharringvon@healthcare.org,Email Typo
224,11a4e0a9-f52a-4dbe-8279-1be8bbee3ce8,jobTitle,Community Outreach Specialist,Community Outreach Speciqlist,Job Title Typo
225,c626b633-d85f-4218-9c15-0c53edeae4ce,jobTitle,Cardiac Nurse,Cardiac Numse,Job Title Typo
226,34546089-3771-401d-919d-5e65639d631e,email,lindacunningham@healthcare.org,liidacunningham@healthcare.org,Email Typo
226,34546089-3771-401d-919d-5e65639d631e,jobTitle,Child Life Specialist,Child Life Spceialist,Job Title Typo
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,email,missalyssasimmons@healthcare.org,missalyssasummons@healthcare.org,Email Typo
227,cbc4740f-18f4-4db9-96b1-ce90ee75e67b,jobTitle,Urodynamics Technician,Urodynamics Techincian,Job Title Typo
228,116c00eb-243f-42b4-ab25-68c03c82b15f,email,rhondashelton@healthcare.org,rhondashllton@healthcare.org,Email Typo
229,aa741eb5-e680-4802-b8cc-5cecda992d44,jobTitle,Gerontology Nurse,eGrontology Nurse,Job Title Typo
230,93711ea7-d065-408a-8ea4-3229de21eb83,email,michellegutierrez@healthcare.org,michellegutierrmz@healthcare.org,Email Typo
230,93711ea7-d065-408a-8ea4-3229de21eb83,jobTitle,Geriatrician,Geriatricina,Job Title Typo
231,4b7132bb-1852-452e-a991-93ca562bed61,email,oscarchavez@healthcare.org,oscarcmavez@healthcare.org,Email Typo
232,74fae37f-a1c2-49c5-9ad9-8fed600827bb,jobTitle,Medical Laboratory Scientist,MedicalnLaboratory Scientist,Job Title Typo
233,2848213e-c474-4200-b0a5-31be231fb1b7,jobTitle,Medical Laboratory Scientist,eMdical Laboratory Scientist,Job Title Typo
233,2848213e-c474-4200-b0a5-31be231fb1b7,email,johnnunez@healthcare.org,johnnunjz@healthcare.org,Email Typo
234,ef9c94f2-1519-47c7-b410-aa2963422883,jobTitle,Lab Technician,Lab Techniican,Job Title Typo
234,ef9c94f2-1519-47c7-b410-aa2963422883,email,briannabarr@healthcare.org,briennabarr@healthcare.org,Email Typo
235,69c08294-c6e9-4b23-8590-1647b60d4931,jobTitle,GI Nurse,IG Nurse,Job Title Typo
235,69c08294-c6e9-4b23-8590-1647b60d4931,email,kimberlywatson@healthcare.org,kimberlywaeson@healthcare.org,Email Typo
236,d48d9384-ce96-4431-b46b-c79829016262,email,christinacooper@healthcare.org,christinavooper@healthcare.org,Email Typo
237,01396d1a-8cec-4b63-b9fd-ae736f40bcfc,jobTitle,Neurosurgeon,Neurosurgeno,Job Title Typo
238,7c1e3a6e-b3f5-4339-8676-f7926ec46a36,email,jamesnavarro@healthcare.org,jtmesnavarro@healthcare.org,Email Typo
239,4280ea37-ccd3-42ee-8b73-fb3c5b32db8e,jobTitle,Urodynamics Technician,Urodynamics Tecnhician,Job Title Typo
240,09c67817-02b4-4b61-995c-ced93b3aa572,email,angelabrown@healthcare.org,angelubrown@healthcare.org,Email Typo
241,5119bcdb-b22d-4ebf-b547-e93fcc070722,jobTitle,Urology Nurse,UrologysNurse,Job Title Typo
242,ec0d69c6-03c9-4b69-ae2a-6d3fa8af8702,email,melissarichardson@healthcare.org,melissnrichardson@healthcare.org,Email Typo
243,a948ba9a-f697-450c-81cb-171a2125ec3a,jobTitle,GI Nurse,GI Nures,Job Title Typo
243,a948ba9a-f697-450c-81cb-171a2125ec3a,email,davidestrada@healthcare.org,davideztrada@healthcare.org,Email Typo
244,83c452e1-9ce0-4e6d-8509-23b3d4a8e3c7,email,rebeccaaguirre@healthcare.org,rebecdaaguirre@healthcare.org,Email Typo
245,06ea3809-a312-4f0d-94e9-9b77fae76dd2,jobTitle,Geriatrician,Geraitrician,Job Title Typo
246,b4aeeccf-8757-4725-951f-7564f55126c9,jobTitle,Lab Technician,Lab Techniczan,Job Title Typo
247,976690be-d403-40bb-a870-633ead977ed1,jobTitle,GI Nurse,GI uurse,Job Title Typo
248,abc42a9b-ed6b-4634-a2e8-ff22fcc37500,jobTitle,Neurosurgeon,Neurosugreon,Job Title Typo
248,abc42a9b-ed6b-4634-a2e8-ff22fcc37500,email,andrealewis@healthcare.org,andrealecis@healthcare.org,Email Typo
249,9dd6b565-ab32-4a34-bc39-653c67cde34e,email,kaylahernandez@healthcare.org,kaylahernaxdez@healthcare.org,Email Typo
