identifier,text,city,postalCode,country
61ef4435-69ea-4db8-9541-b40f7635abe4,Annemijnring 16,IJlst,2946 BJ,NL
a7176911-8230-488e-8b29-03f37d2c1e7e,Ashleyhof 106,Wernhout,4372 TZ,NL
2802e605-3fe6-4c84-9615-4be95b698ec7,Triin Road 77,Liivtown,11181,EE
b95a9bfb-827f-4f52-b905-b6dc9e888d32,Jõgi Causeway 101,Lake Aleksander,55297,EE
3899c22a-d4ed-41bd-9692-74a2acbe4ff6,Siim Corners 52,Antsside,88239,EE
55e4ddc4-3d71-4abb-9ace-f37c8d61adb6,Natalja Turnpike 77,Markomouth,53409,EE
de4452be-1567-43c9-af7a-98c53abe5a8d,Andreev Mountains 144,Roosilehtside,42298,EE
aace1c9a-1c59-4fa1-b543-be48696b7284,Galina Landing 107,Sandermouth,60040,EE
9b935e61-28d1-4f89-87f9-e252d474ae8e,Ojala Mall 143,North Dmitrihaven,69451,EE
a2d4870a-e360-4ea5-a600-bef84b4e2db2,Kaljuvee Valley 79,Viiraburgh,86485,EE
62d55697-ec36-42c8-ad3f-a0b6de8a6d76,Nina Courts 41,New Vello,49095,EE
636164d8-bb88-41b8-9be5-f8a138462e03,Priit Freeway 68,Abramovfurt,49182,EE
8c4990e1-820d-4c8e-a991-334cba4dede6,Ina-Hager-Ring 132,Ternitz,6479,AT
5cf10f05-e927-4cd1-8763-9a9fa4134092,Constanze-Hirschmann-Gasse 142,Drosendorf-Zissersdorf 1,3665,AT
cc552e29-1187-4fe4-81b4-f9bd2a80c809,Emilija-Mayerhofer-Gasse 80,Bad Leonfelden,3548,AT
ea5fe267-5877-4d3a-a8b5-a07a9659a673,Obermayrring 94,Sankt Pölten,2375,AT
71f00da3-b54d-4beb-af4d-0b016700c29f,Buchbergergasse 123,Sankt Veit an der Glan,4320,AT
73c46a50-a041-4cfb-9736-99ffc852ed2e,Florentina-Haider-Straße 18,Zwettl,1226,AT
2c12129c-487b-4acf-8535-c13d4d697998,Tilk Gardens 128,Tomingasview,46417,EE
c44117e6-2c98-49d9-bd88-deb7fc584d66,Bondarenko Dam 122,Port Martin,56228,EE
f84b85e7-da12-4d3a-bcaa-db1a7dcd07ad,Katrin Parks 68,South Kadriport,72226,EE
eedbba8b-0f83-41ee-b2ac-89bdb2998fa3,Linda Expressway 107,Mõttustown,82276,EE
1ba43eaf-84f4-4346-9301-6d9e87d3b238,Vaht Prairie 14,Gerassimovville,28799,EE
572b4813-53e1-4084-8089-a684556ec366,Salumets Ramp 103,Mihkeltown,71568,EE
