identifier,contactType,phone,email,availableLanguage,fax,anchor
71b94dd5-03a1-4f1e-a130-da080520fede,,+31(0)163 968373,WilliamsWilliams@healthcare.org,['nl'],+31919-155875,01d34690-a795-4c54-8a30-f7cd00fdec23
a6e5b62b-897b-4deb-b2f2-156878116ec7,,001-930-948-1077x706,Daniel@healthcare.org,['et'],811.813.1263x791,df39ccaa-580c-49fc-bb69-e69041300879
0f9af823-8f2f-448c-8698-ab013749d8d4,,(0844)-301912,Lam@healthcare.org,['nl'],+31(0)33-4088601,8397d412-7118-4b71-8707-e77b4bf0ae53
1ab9dfc8-a8c4-468f-9bc3-2f2cf2735786,,+1-862-637-6254x25660,Smith@healthcare.org,['de'],+1-287-409-1662,584d3c02-0ff9-4318-922a-3a6211091978
12e856cd-67cf-4b4b-ad47-d4ab18c2073f,,+1-219-972-9904x560,Newton@healthcare.org,"['de', 'en']",854-727-3852,6d5b7d50-1417-44f9-b7c1-44fb2b16ad04
d683cb77-b235-4073-b7f9-e6d654adb2c2,,600.540.4943x8856,Arnold@healthcare.org,['et'],795-239-8522,58ba0bf3-675e-4c52-9eb9-5739b8acdd81
e540ca04-d824-4730-8209-8de7a9868291,,429.565.7086x93058,LeePatton@healthcare.org,['de'],+1-557-903-9342x6197,c0037457-0184-4803-9840-fccb2446ecee
a62c825d-88ff-4798-b9f0-52c32eb9e5d4,,(492)964-8022,LongMartinez@healthcare.org,['et'],001-408-608-6259x118,abbf66c7-680a-4e2a-866b-d06fa2b4d215
96dccf41-1ece-4677-97ef-81048a1dec8c,,001-251-337-9378x25278,Johnson@healthcare.org,"['de', 'en']",350.411.6959x75685,e55e44b8-08a6-45b4-8321-0210a43c991d
446010ca-28fb-465a-b7d3-4652a35d7602,,+31607 599449,BuckBurke@healthcare.org,"['nl', 'en']",(0620)-743615,eb1c3ba4-5b9e-42d0-ab0c-9fddb61b03e9
5d838847-f37f-4126-bbc5-257c928af969,,7863408115,GibbsReese@healthcare.org,['de'],402.484.0065x2822,dba45b5e-1498-465b-b9fe-0a1b7efbe877
56f8a486-e06e-46b7-a7b8-5cc1c3c571ad,,(869)551-6637,Cook@healthcare.org,['de'],(937)569-1448x5809,12b34a24-667f-4eeb-8889-832c37773772
5874e070-3946-4d33-b966-40a43665c97f,,416-588-2223,Austin@healthcare.org,"['et', 'en']",8826759451,76a933cf-65fd-4f69-93a2-5c9b6e3a52d7
b53fcf47-0757-4ff3-8930-87516aed87c4,,(612)420-9981x39981,ReedFry@healthcare.org,['de'],(910)501-5751x7594,fef06b04-68fc-442a-b6f2-59264e60678b
beefc451-fd98-4893-adab-681d179fbb79,,(227)990-6196x5387,Guerrero@healthcare.org,"['de', 'en']",+1-714-487-8674x238,eb6ec9e0-225f-4457-9662-5aa1056b565f
24f85b0e-611e-41a2-9c4b-cb40fe1a40aa,,820-929-8300,Baker@healthcare.org,"['de', 'en']",001-617-585-5103x374,5c05c1f3-241d-4e27-8bf4-1e101c622f82
c3499544-f540-41b7-8438-d3fc36af4390,,(054)-6921658,ValenciaThomas@healthcare.org,['nl'],(035)-5645641,c6b7e7cb-be0d-44ed-b306-1611ef96a214
2af3e6ed-842a-42c9-ad2b-897fe5014963,,+1-561-882-3366x706,Obrien@healthcare.org,"['de', 'en']",001-609-340-9555x72981,852d2ee5-0061-4d30-9907-3286329cd43a
bdc6dd13-3c23-4a84-aba2-ccc40385da8b,,318.777.2785x2646,Fisher@healthcare.org,"['et', 'en']",873.957.6070,e93b4418-b170-41ed-9b04-0be38f41d3e4
b58f095e-1550-4339-89e0-484ed649ad52,,+1-945-373-2585x7675,Bishop@healthcare.org,['et'],(231)226-7835,a54e6c8f-ecb3-477a-acef-5e55840658d1
e4103089-c35a-46ae-a2af-54032c7a0174,,(046)-8811970,FaulknerHoward.Midwifery@dept.healthcare.org,"['nl', 'en']",(0695) 410390,a49999cf-87e5-4bbc-a2e9-e671ab341860
094f374a-c4e5-439a-bc35-d315680ffbcc,,+31394-102599,FaulknerHoward.Podiatric@dept.healthcare.org,['nl'],(018)-7656016,6251d74d-61f9-4408-b833-0558fb2323e7
72faca28-c4cb-46f8-af3b-3b331a25f1e9,,059-3880588,FaulknerHoward.Toxicologic@dept.healthcare.org,"['nl', 'en']",0270 452519,5804a881-1d8c-4a3b-a261-479043a061c4
e80eac5d-c7b5-4e62-8e7f-9686f08c5eb4,,(051) 8323639,FaulknerHoward.Primary@dept.healthcare.org,['nl'],(0524)-583375,d733f669-852d-4585-88df-6b197c3ad037
4ffe8465-70c1-489c-8570-76fed513a495,,0388-571688,FaulknerHoward.Rheumatologic@dept.healthcare.org,['nl'],+31(0)11-9752436,2a9e9a38-1d5a-474c-8da8-40fd4adb0798
5d120dfc-5432-4d71-96d5-bfbcf6bda5f1,,(082) 4906649,FaulknerHoward.Speech@dept.healthcare.org,"['nl', 'en']",(045) 8771652,0c661a49-4995-4cf1-baaf-500ca74b3d20
17d97737-150d-4a06-8255-57c8eb8bce58,,001-458-761-8374x46670,Garrett.Laboratory@dept.healthcare.org,"['et', 'en']",232.434.2284,03e3c25b-700b-4433-b5d6-147620f12d46
69de61db-972e-461f-aeba-e35a16f215aa,,940.373.0626x86368,Garrett.Gynecologic@dept.healthcare.org,['et'],(618)801-0367,3f79dd31-beb7-48d6-ab02-1118ae63ad3a
b7929b51-b3e5-4262-a269-94f5cd3b8fe6,,473-772-9840,Garrett.Anesthesia@dept.healthcare.org,"['et', 'en']",+1-655-948-4207x39657,82e2f424-0dbc-4d25-9aac-e3a3c2f89ef4
996f7edd-209c-4fd8-85e7-13bcc588167e,,936.734.8282,Garrett.Podiatric@dept.healthcare.org,"['et', 'en']",364-678-0347x103,9090d244-c1d4-4db0-909b-f39cacb1691c
40e3df12-0ea5-4401-bc09-0f8db35eec57,,3928436755,Garrett.Otolaryngologic@dept.healthcare.org,"['et', 'en']",802-509-8453,0438b3d4-a81b-4fe3-bda4-8455acac00dc
30381d6e-3955-4970-b93a-a37743fe9a82,,+1-402-781-6459x305,Green.Diet@dept.healthcare.org,['et'],+1-847-979-5417x21848,6fa68010-0ddd-49b7-80b4-25aae7eb533c
f9a6be12-60ea-4dc6-b58b-d76d77c4cdd9,,001-216-444-1588x1009,Green.Rheumatologic@dept.healthcare.org,['et'],566-270-5216,afbae6c3-4b51-4edb-bb76-8615f6b1465d
00980ff7-58a1-43a7-9b1e-d2c5bf8e8fa6,,+1-407-382-8239,Green.Genetic@dept.healthcare.org,"['et', 'en']",001-374-244-3600,d5562dab-f4a9-44e3-ba4f-4535e45d8903
854ae19e-7102-47c1-b49b-dfd379251a4f,,001-711-953-4757x78811,Green.Pulmonary@dept.healthcare.org,['et'],(468)378-6813x2685,940f737e-548c-4ec4-a536-5ca8d66a45e9
872d8896-7f8a-4a7e-bcfe-3d6086755238,,397-985-3806x55803,Green.Public@dept.healthcare.org,"['et', 'en']",356-293-8088,976ae5fb-66f1-40a0-ba1a-262bba13834f
27e696e8-5b3f-439f-b694-d7c58145d4a1,,001-237-952-0782x64973,Green.Community@dept.healthcare.org,"['et', 'en']",+1-892-897-5956x928,a5dc7c7b-cfa8-4592-8055-6e426b496a3b
00507b7e-e67f-4667-8b27-e2f68ae8d74f,,592-453-2482x89177,Green.Anesthesia@dept.healthcare.org,['et'],+1-559-731-8734x648,996d6642-3cf8-4ff0-b49d-f1fff13a9049
89afeb2e-76c1-4a3b-8874-d52853dfba9f,,960-710-5249x87486,Green.Public@dept.healthcare.org,['et'],311.518.0985,d05d2cb9-6b76-411f-bc87-65b6b04a2620
5a50b1d4-3b6f-4e11-87c3-d1a3a4abda17,,544.622.9322,Green.Respiratory@dept.healthcare.org,['et'],742.994.3126x2390,87fde43c-9c72-41e4-ac1a-c8a3ed51fa2b
5712081c-f3e9-4944-ab0a-8c966a4ede37,,(778)908-5327,Green.Urologic@dept.healthcare.org,"['et', 'en']",643.515.7458,208d549b-6b0e-4d01-80dd-28b3acea35a3
e54b7b8f-a8b9-4e48-b6a8-bf15dd4b3c69,,+31(0)72 1174446,Nash.Midwifery@dept.healthcare.org,['nl'],094 5710437,09b12bc9-8805-4048-b53a-7cec4fbf545a
e3b236c5-3c43-443f-adbf-6920274be4f1,,0090 292719,Nash.Gastroenterologic@dept.healthcare.org,"['nl', 'en']",+31(0)082 111913,0ed91a32-4f0f-49db-8b6a-3fea01cf7f93
7c74a37f-0830-42f4-962b-9a82fe0caa1c,,+3168-2180831,Nash.Pharmacy@dept.healthcare.org,['nl'],+31(0)585-898643,2360db82-1a14-4f91-8a34-065b2b058a0e
bed24e0e-0741-470c-9251-af1e9dd85a0c,,(0221) 772442,Nash.Gynecologic@dept.healthcare.org,"['nl', 'en']",025 5318724,bd966783-41ff-4f63-a4a3-b63500513063
a3fd7317-b1cb-42ff-8334-15e7fa57e355,,053 6068424,Nash.Nursing@dept.healthcare.org,['nl'],041 5604324,5b5eea1f-8eac-4752-a34a-d5b9fd72a908
986ee565-f2ff-4aa3-b662-eb2cd24a8ad7,,040 0925263,Nash.Anesthesia@dept.healthcare.org,"['nl', 'en']",(0083) 787995,d042c1c8-4900-44e6-a873-6d8a12ee6e46
fbbaf41c-df3e-4e71-8574-f051cd0c24e0,,+31(0)903-976622,Nash.Neurologic@dept.healthcare.org,"['nl', 'en']",+31(0)67-3412904,bbda98aa-ae43-4b71-b8ec-fe833a614c6c
fec1f5ae-3669-4bb8-8157-81ea7eb502c4,,(071)-4954446,Nash.Hematologic@dept.healthcare.org,['nl'],0788 364600,6ca1c7a8-ba71-4935-89d9-a4015207cce5
7983efda-c8c0-4c6e-a9f2-078460fd260e,,001-379-429-0953x4613,LopezKey.Midwifery@dept.healthcare.org,['de'],+1-572-275-7274x758,8e4e7077-71e5-4207-861f-f6a278c49995
fe33db2c-802e-4866-9d69-21b1fb8a5771,,4776198027,LopezKey.Midwifery@dept.healthcare.org,"['de', 'en']",345-327-5051,0b5560b6-31ce-4544-9707-f76cef137c97
9b286a1a-655f-4a9c-8aad-73819c79afaa,,(676)926-3634x12755,LopezKey.Musculoskeletal@dept.healthcare.org,"['de', 'en']",732-472-5372x18997,7c7e8bd2-f193-48ca-844d-d831dad389fe
33e987dc-431f-435f-b8ff-678d16859830,,642.328.2731,LopezKey.Speech@dept.healthcare.org,['de'],3614677220,006287fa-dd33-4a90-8317-310ddb2101c5
3c4cb59e-6243-4995-a99c-7b7030fca3ed,,352-764-2213x857,LopezKey.Dentistry@dept.healthcare.org,['de'],864.370.2527x33127,b3e1da11-73de-4a9e-87f3-aa2b2c0eb235
3c6d8616-9a23-443f-8d0b-4da49829bafd,,684.940.9924x3881,LopezKey.Otolaryngologic@dept.healthcare.org,"['de', 'en']",(810)878-8899,a3328206-f963-4ee1-96f9-012957edb96b
f6f62f89-c15f-47b6-b34c-4b8146d03c79,,(601)580-2105,LopezKey.Primary@dept.healthcare.org,['de'],001-510-232-5689x56360,ce5e761b-7b59-41c0-bd08-b032f9ad5202
b5b72b3c-4599-447e-9d2e-eb5295feb4ec,,875-786-7548x4785,Williams.Midwifery@dept.healthcare.org,"['de', 'en']",(540)337-4662x2732,e20e2224-47d3-4352-8019-fdfa510020c1
f9406074-bd7e-4ba8-a366-38d1c4abdd91,,5807119229,Williams.Gastroenterologic@dept.healthcare.org,['de'],(911)667-2598x393,f059a06d-d7fa-45bc-9dc1-1ea22f06771e
0ef4e235-47c3-42d4-a2f7-9ff1e059738b,,381-716-0035x63569,Williams.Toxicologic@dept.healthcare.org,['de'],779-474-3605,b5e2d9ff-fcb0-407f-b212-78352b4d0a93
11508a2b-557b-4bd4-900a-f2735d2c2a29,,001-616-747-4060x712,Williams.Speech@dept.healthcare.org,['de'],492-377-0952x6042,deb5b9e5-d838-43ce-b444-8cb3be767191
25373ebe-8b63-40a3-8d40-a27d0ef95153,,713-613-7306,Williams.Emergency@dept.healthcare.org,['de'],(894)778-0476x370,2b243c58-9743-4bc8-bba4-35db5c0d4feb
c1443bfc-9a08-421e-9f6b-e08ac1a92e78,,(844)892-6012,Williams.Gastroenterologic@dept.healthcare.org,['de'],319-438-1357,60c3746c-bc6b-404b-9a3d-4eac1e682c1f
6d803820-3c7c-460b-bcd5-0b5826078aed,,(773)284-9912,Williams.Oncologic@dept.healthcare.org,"['de', 'en']",+1-754-683-9409x651,3027bdbd-981f-45ed-8c7c-9761a617fe49
af7fc126-9652-423c-b74a-d4ffe4aacf11,,369.274.0297,Williams.Public@dept.healthcare.org,"['de', 'en']",+1-801-626-6923x81006,6e95a644-022b-4290-a685-b54ed17d4cc0
e6bbf388-7a78-46e5-b66c-c2a5a31a6b2d,,(678)703-5729x33031,Williams.Gynecologic@dept.healthcare.org,['de'],542-829-6406x19726,08415966-ad7b-487f-befd-e1439889cbe1
3f94fd29-f46c-47af-af92-7101f88a62a8,,001-318-412-2405,Williams.Dentistry@dept.healthcare.org,['de'],+1-589-928-6405x208,396836c7-7c79-4d7c-a64a-aa398354e04f
9644c5c6-4ee8-4d87-bbd9-995a9ed468f9,,347.571.9451x65015,Brady.Endocrine@dept.healthcare.org,"['et', 'en']",001-900-504-7180,b235872f-f682-43bd-8174-dc65f9646b27
93e1647f-8a31-45d9-8792-3f99c1bbc76c,,001-999-641-5126,Brady.Gastroenterologic@dept.healthcare.org,['et'],(449)232-8774x711,c2324d72-03d0-4575-94bb-58bd4e8b1b51
86b2d0fc-2304-41c8-a407-70a12dd79136,,654-695-1507x9259,Brady.Musculoskeletal@dept.healthcare.org,['et'],207.723.5310x6769,81190840-8a64-44fd-8b58-46c879e32aa0
c2c5c2ec-a671-4355-b136-ef21818f7dff,,9047689415,Brady.Toxicologic@dept.healthcare.org,"['et', 'en']",553-308-3780x650,231e58b0-1acd-4824-83ab-4db80e45aea5
d3bc58b3-8014-4633-86ca-420fa47b30bc,,+1-245-243-6001x29592,Brady.Cardiovascular@dept.healthcare.org,['et'],+1-829-821-2282,f421e7e0-5c56-4c5c-89d2-30412c05fec3
5b4d1164-993e-4d6d-bd8d-ed255133f6d5,,463-459-4238,Garcia.Psychiatric@dept.healthcare.org,['de'],915.499.8919x25474,5d81778a-5ef7-4581-af71-f4aead1c4859
9212ce67-2ac7-4049-a3bf-b89a46ccd6c2,,+1-752-463-3297x96930,Garcia.Public@dept.healthcare.org,['de'],5768910649,44a07ecb-5fb2-4686-8bee-3f1d5fc97072
bd39fc33-8c9b-4b64-bd68-f6dc4f856ed4,,(825)518-9729,Garcia.Midwifery@dept.healthcare.org,['de'],001-224-907-5758x349,4f5a41c7-0fa0-4b35-a7b1-13deedeeefbd
62fe41f3-ca3e-4ca0-9c7c-9eeaf76b2d0e,,+1-962-449-8326x975,Garcia.Renal@dept.healthcare.org,['de'],6968654247,cbce125b-da1c-4162-b87e-3cae01b62820
6d186983-79ad-4f5b-9235-316a2f57000f,,461-244-2234x2253,Garcia.Surgical@dept.healthcare.org,['de'],724-394-4204,86d26605-33d6-4c61-a8f8-a67abdf76a13
83b6dc42-cfb2-4a08-8ce7-3c9a7843acbe,,416.261.9485,Garcia.Primary@dept.healthcare.org,"['de', 'en']",8263505589,cd1fe22d-965d-4317-ab5e-68c2e3d86d14
64141322-a599-465c-8b9f-1c64fb03ea14,,(891)563-5112x43236,Garcia.Gynecologic@dept.healthcare.org,['de'],708.746.3819,35331bc5-5abd-452e-a300-47d0085d7943
8c49ed4d-0e66-4715-a165-3ef02a3268ef,,519-441-3491x16725,Garcia.Pulmonary@dept.healthcare.org,['de'],520.890.7788,53ec7d88-1994-49c4-8995-e98cc82dd858
3a7e19a0-cd98-4592-a5a3-2c3dec16c0b1,,672.893.9656,Garcia.Podiatric@dept.healthcare.org,['de'],(629)287-1395,7a9f3f59-c92c-463c-8309-28ae79dac846
3068a7d1-a7f4-40f3-b84b-ce864238f932,,9987000694,Garcia.Anesthesia@dept.healthcare.org,['de'],+1-208-361-6405x0051,c078dac2-bb2b-46f3-ad6d-3a646d2b0123
7c9d5f59-d5ec-41b8-b8c1-0758de4bfebb,,(079) 4630887,SantanaShaw.Urologic@dept.healthcare.org,['nl'],+31326 713312,3d361779-8dfd-4010-a7ce-5dbadce4708a
51122513-4bdf-4d43-9175-09ac96bd8c43,,+31(0)046 977965,SantanaShaw.Gynecologic@dept.healthcare.org,"['nl', 'en']",(014) 8835438,7e43c0b7-b356-4e54-a7b9-528c63f72b5f
16d01411-d2cd-48a2-ba97-e05014c20f5f,,+31(0)53 6734856,SantanaShaw.Respiratory@dept.healthcare.org,"['nl', 'en']",+31977 121844,689a0ced-3e14-44b1-9a00-cb0031f1f4f4
9373c9c4-2f89-4734-8ddc-40ee565648cd,,(099)-0102983,SantanaShaw.Urologic@dept.healthcare.org,"['nl', 'en']",+31(0)56 2847314,44587bbe-0a66-4218-a13b-be30b8b7da07
fdfd9f0d-10f0-4f9e-898b-e9b31b818fee,,+31(0)02 0865150,SantanaShaw.Rheumatologic@dept.healthcare.org,"['nl', 'en']",(0834)-606772,9dadf9e4-cebd-49bd-b77d-a5f9618a327d
186541a8-19da-4882-a825-24c26fad850a,,+31419-921707,SantanaShaw.Dentistry@dept.healthcare.org,['nl'],+3146-2082263,0f33131c-98ec-42e1-bccc-a57a3b1eadb0
273ecf08-f709-4c31-8e32-f4d6f2c972ce,,048-5521781,SantanaShaw.Primary@dept.healthcare.org,['nl'],+3122 5638455,746e80c4-41fb-4b2a-8fee-b9b05e9bc37d
510b42eb-2981-4d53-a826-fe248ac170a3,,+31(0)71-1726268,SantanaShaw.Anesthesia@dept.healthcare.org,"['nl', 'en']",056 4421978,b5f1e073-d379-4278-9362-5c7f1c71b0af
c5ecde9f-0cfa-46dd-bd8b-e9823426d567,,034 8340854,SantanaShaw.Surgical@dept.healthcare.org,['nl'],+31(0)203-943740,8dc78aa7-22ee-475c-a88a-1c8181cd34bb
468d334e-9424-4067-9c06-e7672a311741,,+31(0)73 0808776,Chan.Rheumatologic@dept.healthcare.org,"['nl', 'en']",0759-981290,7648fb30-2d6d-4fa9-9859-792c2a865fb4
765539ad-9ffd-4cd9-91a9-30c0daba4df2,,(0953) 248826,Chan.Diet@dept.healthcare.org,['nl'],+3146 3195626,a0a8175d-88f1-4464-85e8-b8d8966f92d4
1aa746fc-d7fb-41fc-b463-708cf813a593,,+31(0)40-3753150,Chan.Gastroenterologic@dept.healthcare.org,['nl'],+31(0)639-636510,c2555384-f868-44ec-9163-38135b0f0d7c
4c5105aa-d059-4d03-87af-3bf9fbca660a,,+31(0)38 7027910,Chan.Endocrine@dept.healthcare.org,"['nl', 'en']",074-3882542,4b080778-534b-4cd2-a338-ccfd6f3d0471
c18f919a-755a-4e10-95df-5d8623360c8f,,+31(0)70-5750575,Chan.Infectious@dept.healthcare.org,['nl'],(0118)-449657,a6fee832-6b63-419e-83bd-e688439983f1
b404705f-4231-431c-8021-ef3585deae1e,,(089)-6304883,Chan.Toxicologic@dept.healthcare.org,"['nl', 'en']",(0186) 180455,f35fd4a8-05e1-4a9a-a643-7b65c63c3d08
6fdc28be-aebd-40c9-8599-8f0457307b40,,(042) 3373345,Chan.Surgical@dept.healthcare.org,['nl'],(0952) 163399,45bae81f-7b6f-4e55-8013-6ca46810ae35
7d755537-7920-4ad2-890a-8ae9eb6dd5ce,,6055174476,Smith.Dermatology@dept.healthcare.org,['de'],+1-885-789-1565x18297,37eb9bfb-4ec7-4b01-b6cf-a3f8fc72dd60
53bb37a9-0db0-4f5a-b910-9f24fb3bb177,,001-868-851-8970x3860,Smith.Midwifery@dept.healthcare.org,"['de', 'en']",001-688-531-1568,5b1e40ca-ecba-414d-816a-03fba7a120a0
52de0888-961a-43f3-87f2-6b6a8e83eace,,428.340.1727x482,Smith.Musculoskeletal@dept.healthcare.org,"['de', 'en']",+1-838-927-0185x56531,58edb6ee-c235-470a-972d-982d0079a59f
174479e9-7b92-4162-afa8-29220b4d65cc,,+1-441-795-0924,Smith.Radiography@dept.healthcare.org,"['de', 'en']",736.858.0559x7376,ef85acba-abff-4cef-919c-91fea8abe4a5
bb566709-d29f-4059-8571-b1aae6a12ddb,,+1-916-238-0262x16583,Smith.Speech@dept.healthcare.org,['de'],313-281-1819,1cb2cb16-bd9f-4617-ae4a-5c81363ae3bc
6f4be7c9-6f46-44c3-be37-a633b5022339,,(972)853-3296,Smith.Podiatric@dept.healthcare.org,"['de', 'en']",2924904106,c326fbf2-4731-4680-9275-07dd390cfd7e
0c7eaa15-e871-4bf6-961b-f25618eef26e,,(576)959-0019x977,Carter.Cardiovascular@dept.healthcare.org,"['et', 'en']",504.730.3584x06533,b6c843e4-1325-4452-ac29-c1bfb0791b94
32496cd3-4e3e-4805-90f0-b244e4aca274,,491.388.2159,Carter.Pulmonary@dept.healthcare.org,"['et', 'en']",001-346-443-2133x440,756132a4-739f-4249-b038-f3af2fd37e43
dc4248d4-9386-41ca-8d29-832bbaad1280,,279.871.5682,Carter.Cardiovascular@dept.healthcare.org,"['et', 'en']",+1-599-929-2658x8335,73e3cabd-21a5-423f-b8dd-43bd3f97f4f8
3d7ef2cc-490f-429a-a4c0-a67a69a82355,,518.996.4982x3071,Carter.Optometric@dept.healthcare.org,"['et', 'en']",294-440-9541x0907,fdcafb55-d386-458c-9341-16e3074af7dc
468651f9-b6a1-4b5b-aeb8-9e6bc00448a8,,759-797-0897x64903,Carter.Oncologic@dept.healthcare.org,['et'],226-836-0049x83429,f109bc67-a0f8-4547-9713-88efc973c4e3
3e2bd860-dbc9-4dac-b643-6a4c9bf20579,,668-518-7344x0594,Carter.Pediatric@dept.healthcare.org,"['et', 'en']",001-445-584-4671x163,540f3137-d09a-43b5-ba92-3a649cf31dca
231ca0e2-8a32-4ad2-b657-181b6c3057b7,,349.910.0138x6581,Carter.Anesthesia@dept.healthcare.org,['et'],577-204-8875x9728,9d2e5daa-3788-47ce-bcab-7a91183947ef
acee8c40-af01-42b0-91d3-1df83f181a9f,,426.623.0577x154,Carter.Urologic@dept.healthcare.org,['et'],9387443171,623fc5b9-976d-4953-a47f-1aaf5875de0f
8680ae8c-0aaf-4e11-9e00-41ad97f151bb,,010 4402155,Riggs.Emergency@dept.healthcare.org,"['nl', 'en']",027-6331162,536ff84c-82c7-4e62-9f61-7ff963611515
e723d345-83a6-449c-96b5-d8cd1b968a7c,,(0590) 188424,Riggs.Community@dept.healthcare.org,"['nl', 'en']",+31616-048469,275ab60d-7b1e-4ff7-8476-d9681803b6e7
361aec2f-da7e-48c1-8207-6b2f3d7729cf,,(0846) 477996,Riggs.Psychiatric@dept.healthcare.org,['nl'],(0303) 524308,3922c73e-84d7-41e2-a0c5-f3291ea2d7d4
429170e6-6b85-4a71-af69-c7cb082f054e,,+3110 1269407,Riggs.Geriatric@dept.healthcare.org,['nl'],+3139 9880320,87e8b9a7-1116-4820-a76d-4b32212178c7
7985d15f-2f0d-4180-a9d3-54f04f09d600,,+31(0)720 904314,Riggs.Hematologic@dept.healthcare.org,"['nl', 'en']",0773-498674,8cff3e99-1e8e-4d52-aab9-c1851af0ed28
1bafa8f1-3a5d-4fea-aa0b-38370a09d6b6,,(008) 1065335,Riggs.Plastic@dept.healthcare.org,['nl'],+31(0)10-7644694,901355e7-a6fe-434f-a6bd-a493a18b020e
c35d84f6-1bcf-4a9d-bda3-c437027ededb,,(0605) 867996,Riggs.Otolaryngologic@dept.healthcare.org,"['nl', 'en']",0991-242898,fa17cbeb-6f9f-41b3-9605-e8bc77abb7f8
b4e51962-666f-4b6c-8dc8-022471d3a220,,(0098) 416565,Riggs.Dentistry@dept.healthcare.org,"['nl', 'en']",+31(0)350-019861,cabd877d-48be-4890-9a9f-454686003bbc
e66a59a3-b578-4a62-90c9-e76da443b0d8,,0426-963913,Riggs.Primary@dept.healthcare.org,"['nl', 'en']",0724-240035,e3677779-cd45-4722-bf9e-c8b457b0757b
318cfc04-c210-45c8-8a78-0ca7656f0573,,(074)-6598211,Riggs.Pulmonary@dept.healthcare.org,['nl'],+31(0)641 894827,433ca80a-1b3c-4c49-9776-77c7555e4565
16c5d27b-9f7b-438b-932c-d6d68ca35d1a,,516.929.9513,Mathis.Laboratory@dept.healthcare.org,"['et', 'en']",001-691-983-8727x95321,aa9bb48d-2134-44aa-bc8f-167a04d6466e
783106a8-c2be-49c3-9bd1-87350ad460f4,,538.395.0218x13265,Mathis.Toxicologic@dept.healthcare.org,"['et', 'en']",(532)537-9645x24465,00d2ff48-c92f-4d5b-8f67-59680a0110c1
8ae33628-6431-4f35-9d3d-d17fb21baa32,,+1-404-437-2028x35763,Mathis.Laboratory@dept.healthcare.org,['et'],+1-578-992-0906x20396,dfb0d760-9ace-4bd2-aae1-d0eee5efdaa5
fddac323-160b-4dd1-a5e0-53025df40556,,+1-557-350-1390x164,Mathis.Psychiatric@dept.healthcare.org,['et'],935-578-6833x61770,b15fd5e8-fc3a-49ce-a2c5-a15cb3d7f89f
