identifier,institution,department,jobTitle,email,anchor
fb88c184-7539-4990-a3a8-176a865815bb,6558d20b-b614-48de-a48a-44a3ae383343,b4ca0142-3b23-4fd8-8d20-f686854df9b6,,timothyfrenchphd@healthcare.org,86d88dfa-8644-47d4-9f93-023b2b0d0b28
0566f682-832a-4893-bdf9-a5eecd50de3d,6558d20b-b614-48de-a48a-44a3ae383343,b4ca0142-3b23-4fd8-8d20-f686854df9b6,,sandrasandoval@healthcare.org,6173fade-5928-4966-99c2-f9c5b8e87ae6
1ecaa889-38b6-458e-acee-65543ba4045d,6558d20b-b614-48de-a48a-44a3ae383343,f64e8f4a-ef89-42e7-aa17-06669b6e83a9,,davidharrison@healthcare.org,881fe7d2-4929-4064-a3b6-303298816488
f8f8da39-1179-491f-9f6a-ebf5235ccb42,6558d20b-b614-48de-a48a-44a3ae383343,833cf90f-f555-4628-9d15-3fb4968051b7,,stephenmiller@healthcare.org,f725b007-e192-499f-8d89-17df03e645b9
4c0967f5-1645-4b88-8586-f5824c0c782a,6558d20b-b614-48de-a48a-44a3ae383343,080638c9-4967-49fb-b2e0-2961ac73189c,,lorettatorres@healthcare.org,b10a02f0-3c9f-45f6-9a1a-dca196622773
ac46a931-2444-4c85-9e27-88a45c3395b2,6558d20b-b614-48de-a48a-44a3ae383343,f64e8f4a-ef89-42e7-aa17-06669b6e83a9,,austinwade@healthcare.org,d1cfcb3f-4b37-4149-8426-cd16f72f18bf
f02f18fa-9e37-4562-83d5-bcb4905d5706,6558d20b-b614-48de-a48a-44a3ae383343,833cf90f-f555-4628-9d15-3fb4968051b7,,ashleytyler@healthcare.org,b3aae80a-8215-4c65-af96-4166e821351b
255c6993-970b-4aec-8367-294b0855fc7f,6558d20b-b614-48de-a48a-44a3ae383343,ca687a98-f48e-49a8-aaeb-5a328fad725d,,catherineramirez@healthcare.org,986b3c74-64f1-4da1-9533-df0d54b45872
91f5d64a-8a2f-4af6-8220-85cbd0122624,004e0b1f-a990-431d-9252-dc9531866aa1,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,,kevincooper@healthcare.org,0d1f7157-c155-4e3b-a9ea-24cbb2d8af99
95c404b5-ea2d-4e73-9fbe-394e17901abb,004e0b1f-a990-431d-9252-dc9531866aa1,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,,karenmitchell@healthcare.org,6546a097-f546-4de5-a78d-d499b7f1e1ef
2aca4d1a-8e63-41bf-bae3-2f69bb3cbcad,004e0b1f-a990-431d-9252-dc9531866aa1,65739938-a96e-4bf4-9865-23b8f9154865,,michaelpetersen@healthcare.org,00d3470f-abed-43b1-89e6-6c0421125186
7f1f4610-b0da-485e-9f2c-010f5974c264,004e0b1f-a990-431d-9252-dc9531866aa1,65739938-a96e-4bf4-9865-23b8f9154865,,graceadams@healthcare.org,a8f6dc78-6605-463f-a21b-cd13bf1bbc2b
82568696-8dc7-49f5-8fbe-cd9e270a245e,004e0b1f-a990-431d-9252-dc9531866aa1,4bc01de3-d197-4561-b9b6-8b9523aa9e67,,pamelabowers@healthcare.org,bbfd1135-290a-4d07-aefc-486379fb1b86
1683620e-9870-464d-90fa-32d166e80fee,004e0b1f-a990-431d-9252-dc9531866aa1,4bc01de3-d197-4561-b9b6-8b9523aa9e67,,johnpineda@healthcare.org,c734627f-1c37-46f5-ad1d-134f91ee4f41
830450dd-ec2e-4654-a7c5-dd94700e0859,004e0b1f-a990-431d-9252-dc9531866aa1,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,,davidbaker@healthcare.org,09692c8d-469b-4933-afc1-dcb19dd1ada7
0c16f7b3-9853-437e-a66a-3f6fbc16dc58,004e0b1f-a990-431d-9252-dc9531866aa1,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,,brittneyrios@healthcare.org,791931e9-5d61-4584-929d-4e8c68cad7a1
0e02f87b-ec75-4820-9d8f-7f551dd34a69,004e0b1f-a990-431d-9252-dc9531866aa1,2dc6c2ac-cbae-4e93-af39-c04551bb91c1,,codymitchell@healthcare.org,e744b3ad-951e-4379-b9c8-4ddd63db2a60
4235d184-a832-4838-b67c-5e324d4fb1b5,004e0b1f-a990-431d-9252-dc9531866aa1,2dc6c2ac-cbae-4e93-af39-c04551bb91c1,,tonyrogers@healthcare.org,bcf280e4-ccb7-4d20-b6c7-861461b89cc2
1ec6563e-8b63-4cd9-ad44-e4b3651711be,004e0b1f-a990-431d-9252-dc9531866aa1,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,,terryhoffman@healthcare.org,56986738-71cf-4c86-88e2-8883d1073e33
8bc10731-6326-454a-af79-37a5d6bb2057,004e0b1f-a990-431d-9252-dc9531866aa1,65739938-a96e-4bf4-9865-23b8f9154865,,hannahmiller@healthcare.org,1a2a322d-5a23-40e9-9a94-07742393fe5e
9815d9d4-7325-4f04-b463-bc082e820323,004e0b1f-a990-431d-9252-dc9531866aa1,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,,sarahmyers@healthcare.org,ff300d96-7436-467d-8a6a-9be02fabf1db
76d48b77-7b99-4fa0-be7c-1353fb8c6d5b,004e0b1f-a990-431d-9252-dc9531866aa1,4bc01de3-d197-4561-b9b6-8b9523aa9e67,,ronniejames@healthcare.org,8b6a86c0-299a-4c03-852e-3f483072b3e3
431bdaff-58f3-4327-8f8c-0dcec802cc50,004e0b1f-a990-431d-9252-dc9531866aa1,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,,caitlinwright@healthcare.org,5b7feec3-ad43-4e14-9a2f-c72117fe41c3
e6f66a23-3308-4ee6-808d-81b80721c84e,004e0b1f-a990-431d-9252-dc9531866aa1,4bc01de3-d197-4561-b9b6-8b9523aa9e67,,cherylwebb@healthcare.org,0791488b-e0db-48b2-bd62-f4ce0c640f49
7b70a0e3-e684-4c3a-9d06-d3841bf0ee7e,004e0b1f-a990-431d-9252-dc9531866aa1,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,,susanwilliams@healthcare.org,872296c7-87c2-415d-8c35-6c8374003a2e
110d2f8c-d730-466c-982a-bc95d8c3ecb2,004e0b1f-a990-431d-9252-dc9531866aa1,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,,codystephenson@healthcare.org,26d6ec32-3848-4348-afa4-5063b191aeca
ba8f6aa7-9dbe-4134-89e7-90f8f98e712c,004e0b1f-a990-431d-9252-dc9531866aa1,4bc01de3-d197-4561-b9b6-8b9523aa9e67,,sabrinabrown@healthcare.org,199d9679-fbb3-486e-abed-cda1972f5943
aefa37e2-2652-4038-be68-398169fd54f8,5009cae7-b883-4d70-b29d-9e230e1d6da9,9b83a437-28b7-405b-abc2-ded76bd8e65f,,shariramirez@healthcare.org,f3bf298c-ae30-4cef-849c-550d3e3f979c
906ecd8a-fccf-47c6-9413-94fe7050594b,5009cae7-b883-4d70-b29d-9e230e1d6da9,9b83a437-28b7-405b-abc2-ded76bd8e65f,,patriciamitchell@healthcare.org,f6e68035-3612-42fe-80da-c72e4365c89a
6f8ae41b-08b5-474e-b6e3-1d4195d60005,5009cae7-b883-4d70-b29d-9e230e1d6da9,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,,michellegarcia@healthcare.org,960ad3a1-e1bd-44e6-8771-6ddfe7a4d2f7
91864dc9-fe29-4278-b1f9-7d7709af0ce4,5009cae7-b883-4d70-b29d-9e230e1d6da9,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,,barbarawest@healthcare.org,99880164-8b01-4cc5-85a1-350b996ac4d8
aae6adf1-84ef-48a2-809b-eeabb83f7a59,5009cae7-b883-4d70-b29d-9e230e1d6da9,c5cf255f-278d-44f6-88df-480ea3b4e529,,sandrahall@healthcare.org,24344145-7f9b-4492-a977-d9fcea2464d9
35f2e473-bc3f-40fa-ac31-17b967fcb6f6,5009cae7-b883-4d70-b29d-9e230e1d6da9,c5cf255f-278d-44f6-88df-480ea3b4e529,,cherylschmitt@healthcare.org,2256a104-6b8d-491c-b6d0-bbd9e5ce89f8
680af53f-e866-4fe6-9aa1-ba6db91e1094,5009cae7-b883-4d70-b29d-9e230e1d6da9,6250e9f9-08d1-4e63-a7e8-aeae24a703e3,,allisonlee@healthcare.org,0ac1f2aa-9453-48a3-9d38-bed2c7c854e1
5f80c3ee-c091-4ea4-b1ba-46c35265aeeb,5009cae7-b883-4d70-b29d-9e230e1d6da9,6250e9f9-08d1-4e63-a7e8-aeae24a703e3,,janetherring@healthcare.org,01d4c080-c6d4-41f2-b5da-4791f99ccbfe
66680bc7-3f91-4b13-adc4-fbe89e152e09,5009cae7-b883-4d70-b29d-9e230e1d6da9,f146b080-0a2c-46a9-9bd3-839291e54b3a,,victorwilson@healthcare.org,e1432e73-04ef-4ca7-a196-1f7a1d67829c
c9d46b51-87fd-42d1-b3f4-822278269fab,5009cae7-b883-4d70-b29d-9e230e1d6da9,f146b080-0a2c-46a9-9bd3-839291e54b3a,,davidhill@healthcare.org,111004d0-3dd0-463c-bbbd-cd207c9814b7
1438df29-0846-4d5b-bc5a-d2add5ff84e4,5009cae7-b883-4d70-b29d-9e230e1d6da9,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa,,johnhughes@healthcare.org,9415e92f-1d72-4ac3-9c76-4a47b3ac1729
438546ab-9f8f-4ba6-90a6-65102b5cb4c0,5009cae7-b883-4d70-b29d-9e230e1d6da9,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa,,anthonyshelton@healthcare.org,cca6216f-9350-466e-8cd6-5e9848ece305
af6762f5-7755-42ab-abf3-19b0e014a943,5009cae7-b883-4d70-b29d-9e230e1d6da9,bb1a48e2-50b9-4e51-a81e-5658d813a70f,,jessicacole@healthcare.org,4aa7a7fb-f399-480e-9451-80ee6a7d6b1c
7abf198c-06d6-47db-8dec-1171b81f91a3,5009cae7-b883-4d70-b29d-9e230e1d6da9,bb1a48e2-50b9-4e51-a81e-5658d813a70f,,dramberallen@healthcare.org,bba7f3ab-601f-4788-8384-a61b9dc7ee45
0a70b762-9ede-46dc-ba40-0e874a4c2fbf,5009cae7-b883-4d70-b29d-9e230e1d6da9,18711121-c9e8-460c-8a8f-541d052ba051,,heidibenson@healthcare.org,b1d8c383-1272-492c-b64c-dfba05915bf5
ceb9ac4b-e21d-4711-a69f-659c393846c8,5009cae7-b883-4d70-b29d-9e230e1d6da9,18711121-c9e8-460c-8a8f-541d052ba051,,jameshampton@healthcare.org,19f4ea14-d540-4af7-b1b3-8ddb10c70842
47e664f5-8303-4a22-824a-8a940701495d,5009cae7-b883-4d70-b29d-9e230e1d6da9,d0ab9ea4-c15f-47ca-a04e-6817ad982a08,,kelseysmith@healthcare.org,e5816dfc-d0eb-4f91-a716-d7150ce384e3
02015133-138d-4648-86cb-e969470eb144,5009cae7-b883-4d70-b29d-9e230e1d6da9,d0ab9ea4-c15f-47ca-a04e-6817ad982a08,,dannyruiz@healthcare.org,e2c4af37-e756-4ebf-81e4-cfd0564522bb
c1ea2d57-4c40-4f65-8bad-3fcee98643d9,5009cae7-b883-4d70-b29d-9e230e1d6da9,10c313bd-6478-4399-8d68-2a6149262a13,,michellemeyers@healthcare.org,197841d4-e706-45d2-aa96-e79f1140b40c
372970eb-3dee-4ad9-860f-ab000210b680,5009cae7-b883-4d70-b29d-9e230e1d6da9,10c313bd-6478-4399-8d68-2a6149262a13,,stephenmathis@healthcare.org,84eaee51-311d-4bd3-b066-787f71c0f077
73985f6e-a8b0-412c-ae36-0fe2062044c3,5009cae7-b883-4d70-b29d-9e230e1d6da9,18711121-c9e8-460c-8a8f-541d052ba051,,kevinkaufman@healthcare.org,8889daf9-6c06-4266-bfe0-826c42f123e6
4a27b829-2311-4239-9d16-1b10d0869cb3,5009cae7-b883-4d70-b29d-9e230e1d6da9,f146b080-0a2c-46a9-9bd3-839291e54b3a,,erinwoods@healthcare.org,8c227625-efd8-4200-bf98-b2fdc452e610
41869401-c10e-4f49-9b79-681481df2def,5009cae7-b883-4d70-b29d-9e230e1d6da9,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,,martinwarren@healthcare.org,fa84d79e-88b8-4b81-9f05-785370696824
4338c2c6-110e-4119-a312-bf301d3c36f9,5009cae7-b883-4d70-b29d-9e230e1d6da9,bb1a48e2-50b9-4e51-a81e-5658d813a70f,,teresarodriguez@healthcare.org,851a811a-6601-4459-87b8-a4b6fc164e12
179f0e0d-81a4-464a-b85c-aba73efc72c8,5009cae7-b883-4d70-b29d-9e230e1d6da9,18711121-c9e8-460c-8a8f-541d052ba051,,lisaedwards@healthcare.org,f8027f47-3679-43c0-8f0b-f061bd4d330d
46fbe835-9693-4f0b-a0ac-eeaaa2c3d220,5009cae7-b883-4d70-b29d-9e230e1d6da9,18711121-c9e8-460c-8a8f-541d052ba051,,joseclark@healthcare.org,d9dfe7be-1ddb-4a6c-b7a2-7fb32a9570b8
851713d0-b4f0-4707-b523-180991d32b11,5009cae7-b883-4d70-b29d-9e230e1d6da9,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,,georgeboyd@healthcare.org,5646bd7d-aee2-493c-9f01-8c743df7fe6a
e767824a-7ffe-4c26-ac38-9e203911774a,5009cae7-b883-4d70-b29d-9e230e1d6da9,9b83a437-28b7-405b-abc2-ded76bd8e65f,,cynthiamorales@healthcare.org,59d66239-0166-4796-a975-d06b0043af98
99de79ef-46f2-432d-840b-12d498a4a2b9,5009cae7-b883-4d70-b29d-9e230e1d6da9,10c313bd-6478-4399-8d68-2a6149262a13,,joshuaflynn@healthcare.org,3e98b054-2b71-4653-b3ad-e4d96ed66248
0694eba6-d7e8-464d-a8c3-29b893d44c68,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,ed6fe79b-8c56-4b92-8f32-2470a2334974,,danawilliams@healthcare.org,9355ac4c-61fd-4e44-9d58-e098a14a3bf0
ae8735b6-1887-470b-ae31-514579a19704,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,ed6fe79b-8c56-4b92-8f32-2470a2334974,,alexanderanderson@healthcare.org,67ddb936-3e0f-4a71-9f7c-4f1a1e94d967
5d94c725-87c3-4472-9c77-88109a832dbc,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,7cbb1bcc-ef38-4237-99a0-f532d2197d93,,michelejones@healthcare.org,1d09f845-0757-4743-bf5f-eba8f2f4d6c1
f4df0cc8-a509-441c-92ae-4a83e9a513cf,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,7cbb1bcc-ef38-4237-99a0-f532d2197d93,,randyrice@healthcare.org,dc4dc502-a5ef-40cd-8ac1-f2c897f31293
904f587b-ee9a-4387-8b65-8dd7d33b3cab,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2709483a-176f-4018-b186-46ce90e49461,,davidstone@healthcare.org,23984285-e82d-4545-8584-7c7b35672a2e
e3feff39-84be-4bfb-b8d7-84850c18a5f4,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2709483a-176f-4018-b186-46ce90e49461,,garycarter@healthcare.org,6333d1ec-8c85-4a14-9ef0-2a9098407d45
265808fd-604a-4250-9abe-271664c49c4f,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,1da11d7a-a281-4ecd-b084-486f52268c27,,ashleyle@healthcare.org,280a063f-9e83-4a1f-a12a-7e7234fceff5
5e7c493c-a81b-45f3-817a-37037a081e20,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,1da11d7a-a281-4ecd-b084-486f52268c27,,donaldjackson@healthcare.org,e6e5b8a4-3a43-4c61-89b5-026b4757cb16
d77849a3-5f2e-449f-940b-94e2a238fbce,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,d296e670-f35f-4a3e-ad38-505b5e8a511b,,lisameyers@healthcare.org,12fd3550-ff88-43ce-a49c-c66396cd2a09
a7710851-2856-45ca-a466-59e97f81e1be,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,d296e670-f35f-4a3e-ad38-505b5e8a511b,,courtneylyons@healthcare.org,27e13b47-fa11-4dc5-a8e3-cb0ac3c8ad84
2ea021b0-a13b-4b29-bb6e-5eb2e9ef5c8f,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,,patrickmarshall@healthcare.org,7d6a840f-e5b7-4b77-a9a4-3d8d0a76ef0d
317250d6-1dcb-4038-8eb6-171981599ead,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,,vickiehill@healthcare.org,b5eb125d-d828-45f0-8e36-9e2150357bc4
ad758641-0d48-40f9-8453-b9fa3f30a2e6,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,,katherinerodriguez@healthcare.org,9fc7e9a9-4e62-430b-a800-c6f73776b599
dec40e65-491d-4fd0-bf3a-3edb46d670c8,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,,taramason@healthcare.org,e34ea0c6-e83b-4e1f-992f-7f93098b55a7
e5f26682-bdca-473e-b49d-4098fbc20287,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,f3be0a6c-15ec-4910-8e38-34376a1c7817,,williamlutz@healthcare.org,bd84ac7c-068c-4375-9fac-a4a1d8fa61f9
11506100-2269-4e73-ac3f-f242f4f232ef,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,f3be0a6c-15ec-4910-8e38-34376a1c7817,,drashleyparkdds@healthcare.org,d9955c24-bbde-4b2b-96ec-c5a77dac37ea
eeff5d16-22d0-4fab-a878-d27e3fa64dcc,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2709483a-176f-4018-b186-46ce90e49461,,williamtorres@healthcare.org,44049ac4-f112-4897-8f2e-a9d01efb7ecb
dcaf18a9-6ce4-4ef5-afc8-1e5abc3913be,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2709483a-176f-4018-b186-46ce90e49461,,davidbuckley@healthcare.org,c951ab85-3f65-4cfe-8878-228cd15e5685
388f7b1b-0916-44cc-9f61-ad9cf9a053d6,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,d296e670-f35f-4a3e-ad38-505b5e8a511b,,lisajohnson@healthcare.org,7c1691b4-3bbf-4d08-bca0-9ca1733c2b58
050053ca-dc7d-4340-a006-39bafc93a10b,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,7cbb1bcc-ef38-4237-99a0-f532d2197d93,,marthajimenez@healthcare.org,0307b970-02ce-465d-b52c-08a482b2a2ae
d366c2dc-e829-4940-97e3-970ea3377926,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,d296e670-f35f-4a3e-ad38-505b5e8a511b,,sandrabrown@healthcare.org,486d4a98-c6c2-4d08-b4b6-7809e2d21f8b
30a59d64-e83a-4806-b541-7a1cc6d904e7,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,,nicholaswood@healthcare.org,bcbf9090-e461-4a49-a214-8ddf4f7a6286
7f6398d4-8a06-4784-88dd-4fa96cd76b4d,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2709483a-176f-4018-b186-46ce90e49461,,stevenhunt@healthcare.org,d94a5b7d-6666-49ff-ac5e-d6c63b0c6e22
681328c0-dea1-43bb-b7f5-b9dda6730c69,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,ed6fe79b-8c56-4b92-8f32-2470a2334974,,lindaknight@healthcare.org,2a835718-0d49-4483-8a44-7865a5ee8e69
e5a65163-ecf6-48dd-b3ab-43604f7dad9f,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,f3be0a6c-15ec-4910-8e38-34376a1c7817,,morganjones@healthcare.org,8d76d5d7-a707-4610-96f8-5401f4c33994
9e13a5dd-1e5e-4153-8612-c9293e7e1269,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,,jamiemoore@healthcare.org,bb790b4a-393f-4a83-be0d-a720e17bcec5
8049671e-6d9f-4bde-a9b7-688c57b60213,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,,kylemanning@healthcare.org,0de1eedb-6036-4ec4-be05-4bf517ae33ff
6d1a4b59-a699-4423-8405-8f339db1daa9,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,d296e670-f35f-4a3e-ad38-505b5e8a511b,,justinjones@healthcare.org,41c52128-0555-4221-8aac-f91caa798d9b
cb8efca7-3033-40c8-8062-985137a00da5,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,ed6fe79b-8c56-4b92-8f32-2470a2334974,,jamesball@healthcare.org,d46ff5d4-0917-4692-abc8-c0e3af9c64ef
5dd85f9a-3810-4eb9-ae9d-a9e566bead11,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,2709483a-176f-4018-b186-46ce90e49461,,carolmiller@healthcare.org,dd5a4625-7539-4c29-9f4f-f6d711c275d6
768fa020-f743-4a57-b990-51d6e6ab8214,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,1da11d7a-a281-4ecd-b084-486f52268c27,,jenniferbrooks@healthcare.org,3199cf3d-4024-45a7-a4d6-7ef20c3b21f3
d1eba6de-2a01-45de-a099-65ed7a6e2ccf,7e4abe74-c3f7-45f6-812b-1e9b4ac50911,d296e670-f35f-4a3e-ad38-505b5e8a511b,,robertrobertson@healthcare.org,02f6ef8e-f8a8-470e-80fc-4c999150b640
03976b48-2662-46b4-a373-e1d3ad32b217,2fb59e41-d566-4f4d-969c-5eb1641de08f,4388938a-82bc-4728-ac20-74955c5b6d49,,andreprice@healthcare.org,6481c434-6fd0-438e-bfbf-f0ff704530ad
0f94015f-4345-4f2a-af7f-7fe418270df0,2fb59e41-d566-4f4d-969c-5eb1641de08f,4388938a-82bc-4728-ac20-74955c5b6d49,,erikahill@healthcare.org,4694572e-4aab-4296-a866-365afb4d9ca6
0c5c08a6-5019-436c-9c6a-a4566be43c29,2fb59e41-d566-4f4d-969c-5eb1641de08f,ff09ff3a-4eef-4333-a849-4a7e4e72d338,,joshuaharris@healthcare.org,1db98691-1c7e-4395-840b-e549f7ebf8cd
aa909dd8-2833-4c06-a183-c06ba8ef31f8,2fb59e41-d566-4f4d-969c-5eb1641de08f,ff09ff3a-4eef-4333-a849-4a7e4e72d338,,courtneyjohnson@healthcare.org,0e1bebee-5052-4fb0-b33a-463cd3e01f89
c10d2c0b-cae5-48d3-b03d-d71fa9db0f01,2fb59e41-d566-4f4d-969c-5eb1641de08f,29c5de2a-50ec-47bf-a933-312316653367,,roycampbell@healthcare.org,3145bb7c-933d-4798-bb0f-b9990777a678
b65a47af-dcb1-41a8-b0e3-c43b8c46d358,2fb59e41-d566-4f4d-969c-5eb1641de08f,29c5de2a-50ec-47bf-a933-312316653367,,aprilcoleman@healthcare.org,525ce2ea-854b-414e-b147-d5c07c7e845d
1056e1a3-7074-4633-a7a0-9aad124d6c15,2fb59e41-d566-4f4d-969c-5eb1641de08f,67706bef-d5be-4022-9ea7-0756a1d577a4,,savannahmann@healthcare.org,d3d6bff2-ec12-4349-b86f-a276b7834f3d
737cdbf4-c289-4baf-92c3-3ff5b55ce0fa,2fb59e41-d566-4f4d-969c-5eb1641de08f,67706bef-d5be-4022-9ea7-0756a1d577a4,,thomasfisher@healthcare.org,2687d2f9-fa49-495e-8886-6fc636b92227
b7bc5683-6285-43bf-bbc0-eecc69e05da6,2fb59e41-d566-4f4d-969c-5eb1641de08f,1eff1078-3985-477f-8069-f48d5c5815b0,,justinnelson@healthcare.org,67744de2-2c6e-44f3-b3ca-e1f93b2d8bb2
fa3d8eea-dec1-4c90-af04-cc85de798ded,2fb59e41-d566-4f4d-969c-5eb1641de08f,1eff1078-3985-477f-8069-f48d5c5815b0,,pamelagordon@healthcare.org,75a09dcb-9366-4b23-831d-604b24ef7197
8c8bfc7f-a71d-431f-9d14-2b31aa14f659,2fb59e41-d566-4f4d-969c-5eb1641de08f,567ffb07-cbc9-4874-9bb3-aa4c5147a3fa,,cameronbullock@healthcare.org,928cd65a-fb80-4f4f-9a70-94dc6a29abfc
647f58e2-c303-4f77-a747-a89c633f933f,2fb59e41-d566-4f4d-969c-5eb1641de08f,567ffb07-cbc9-4874-9bb3-aa4c5147a3fa,,carlfisher@healthcare.org,10de99f3-c3c6-4930-af97-d437f1831c1a
