identifier,text,city,postalCode,country,anchor
839358a0-d990-4594-85f0-6d3bc32b04d5,Anna Inlet 146,Langtown,,EE,e775f27e-2ec0-42f0-9310-0ac51932263c
0368b353-0017-4176-a110-10e889fcadbe,Viktor Points 24,Viksburgh,,EE,94d7f681-d551-4e14-a18d-99ce20fa5cd3
a17dd4d7-0c56-432a-8c90-08be82778f3c,Riina Gardens 123,Tõnuland,,EE,0b9bcb7e-dba6-40f1-b5bb-cdb0bda31488
7f888d4c-31bd-425f-a7ec-146f145c7a48,Oras Locks 130,Maiefurt,,EE,4c43745b-8063-4ef2-a534-28bbb20ed719
3c880919-02a7-4888-806d-84700c5f803d,Tarmo Lake 92,East Sergey,,EE,024e8609-4486-4d26-8fd0-92769c017e5d
225aef70-8ef6-4f38-9d96-c75da2c15b7f,Ossipov Road 24,Põderberg,,EE,3a0879fb-dc78-43b3-a919-b5aaf0c99bea
cf8a41a2-d8e9-489a-b55e-db83f58a4e2b,Rein Trail 98,Sillasteberg,,EE,bf2b6442-2f9f-4bf9-96b6-b5d01c87284d
789071c8-f40c-47e8-bd7e-4c6f53f55cb6,Priit Street 91,North Romanfurt,,EE,679bcce2-681d-40de-8c15-514db40eb501
df10717b-0891-49b1-8e4a-c2d479ed67a6,Anu Isle 106,Port Viktor,,EE,52c51809-d20e-4b0e-bd87-44d801a50ef1
6c78c142-5460-4896-a246-4544ca63e7b6,Nõmme Hollow 68,Lake Andreshaven,,EE,de8e3228-aa64-4f16-b035-50885a2bf7fe
cd460f8c-8cd7-4720-9b19-69f8fd329f3e,Matvejev Orchard 138,Indrekmouth,,EE,f26ce972-e1da-4dd8-aa09-7bb2c187715f
296c25a9-a752-4ebf-8431-a4b172456b15,Pavel Radial 80,East Juri,,EE,5f3fa533-e28c-4c3c-ad82-5ea8dda9a02a
a7797896-cf95-465d-be9a-33774a8f98c0,Priit Mount 91,North Irinaborough,,EE,49ab05a8-8060-44aa-8037-fffa14b8317e
ec2a5981-c6c9-4521-9e21-9b0d6fd9fab0,Rosenberg Crossroad 115,Anneshire,,EE,f13a2ff3-9365-4891-a460-0a02c5acc612
b10b440e-fb43-4306-8a9e-b7d3e696cef8,Aino Divide 11,Annaview,,EE,93d5e33b-bd86-4312-b506-9af5d2ebe96b
e931e03d-e6f8-47c3-978b-e9428cd355b9,Isisring 85,Grootschermer,,NL,70bef8fb-6598-42bf-8a18-bafe2df4a748
66441406-828a-4a51-ba98-25223e3ef441,Beratbaan 11,Helvoirt,,NL,5e6cc9e4-1768-499d-acff-d101cb622873
892dbdd1-37e2-414b-a755-8f9dec134f5b,Juliesingel 112,Schaijk,,NL,e3531771-ba25-4533-805c-7d25fcb8f90c
3d6811f5-0b20-4641-9ca3-362482a86fa1,Suzepad 34,Punthorst,,NL,020aca12-055d-4ed4-9fa7-cb00816241bd
861ce993-c27a-48ee-aaf4-fe5e2de77c38,Liseboulevard 99,Jouswier,,NL,edb8a483-c652-43ab-865b-b8d7f5199484
44ce606a-3f7c-4ada-949a-2550df1053ac,Aliciahof 116,Vuren,,NL,97e27d7a-9c36-4f6d-9121-9f59df240ae5
2cac44e7-b761-4743-ac76-59be7b512f3e,Stenpad 39,Dreumel,,NL,e6ab5199-de93-4896-bada-5a662fa0823a
a58f5e0e-6a32-4fb0-8238-8b1f1bdbf4d5,Sennalaan 52,De Zilk,,NL,6bd2729b-a516-4d17-a71f-767485883d44
39d95b7f-cc5b-453f-8072-84e2a821de29,Calvin-Mitter-Straße 50,Wörgl,,AT,8c9ebc8a-5984-4e66-8895-3e23f2c1c87d
69aaae94-342d-4f31-a61b-e697dba5c5b3,Elina-Wurzer-Platz 107,Rottenmann,,AT,10587f45-2539-4215-a3c0-b46981001b5e
a5ea5ffe-14fc-4eb4-90c0-b31a501c215c,Nikolina-Kucera-Straße 39,Fürstenfeld,,AT,6af26631-1761-41c2-b6c5-5e3ba203b291
55462424-1af4-447f-a450-a75254e1cb16,Konstantin-Koller-Ring 94,Leoben,,AT,5551d5e3-4f47-4c94-93e6-db96c2450788
39934f1d-1272-4a28-a1fa-69861ca963dd,Josef-Haderer-Ring 12,Herzogenburg,,AT,e6effcd1-6728-4f94-9370-bdf9d85d37fe
9ae63a4a-9f87-49ed-a6cb-5628b6890c05,Alara-Reif-Weg 88,Enns,,AT,dc413314-7f1f-4654-a90a-a00650807f5e
53934316-ba17-4806-8960-8134bfb56845,Foidlstr. 65,Krems an der Donau,,AT,06ab5a91-d83d-424b-bcd8-d4e4b8d056c1
c64f06ad-47bd-4012-acd2-f5c236de6e7c,Fernando-Polzer-Platz 77,Ferlach,,AT,c9aadaa6-e440-4a7c-a953-61bfee628c9a
38b91698-1ef4-40b5-b0b0-671aced2faca,Petra-Falkner-Straße 107,Schwanenstadt,,AT,f7f6b599-6f1c-4ff4-bf84-8dfcefd622d7
5b9421b0-d30d-4024-97d0-71575d9d25e0,Nikolai-Scheucher-Ring 93,Gänserndorf,,AT,531d07a1-ad26-4be4-8adf-4be2468f6365
f0e4a3aa-e3a3-4172-af86-c53a558bba35,Manuel-Schwendinger-Weg 5,Altheim,,AT,ae1c3845-5676-4476-913e-7095fff70694
90c25a42-3383-4cad-bdb3-811767f1287a,Madeleine-Teufl-Ring 6,Rottenmann,,AT,8fc57f7b-eed5-40da-b11e-db4321d98c64
f3c0d0b9-b351-49c3-b6f1-a9556b32273d,Nikola-Schwab-Ring 3,Jennersdorf,,AT,f26b659b-f85c-4c9e-8f13-0e07331fcd72
074f9e83-6cc4-44fa-83c2-c3bb4ca20d76,Haasstr. 75,Neulengbach,,AT,044ec9a8-12c1-4b82-be5c-99ac0f95b88a
3da25aa6-632b-4bcd-8856-a9ac2b141b41,Jennifer-Bernhard-Gasse 77,Judenburg,,AT,e8bb1f29-98d3-4b06-a454-5742d6591826
c637e3c5-6de4-442a-a492-8c957fca5e88,Neumayerplatz 30,Traismauer,,AT,5b34a62a-cfc2-40da-838e-0b04ec52cef1
cc740e65-8b1d-41b4-bff8-6f72399c1ec7,Blauensteinerweg 102,Ternitz,,AT,374049d3-3a4b-4aab-8659-cf439de8ddf4
a4a15a20-bc12-4d72-b6c4-14de9a358485,Sarap Crest 87,South Jüri,,EE,b4652600-92c4-4c99-9062-5b3bd2385cf5
a4c01a30-19ba-4357-8a55-6fa59236a038,Valeri Locks 82,Ülleview,,EE,7a0cd3b5-e85c-4c1b-b265-00149a7945cf
92d6cbe8-2bcc-48cb-ad8f-8720d87d0904,Raadik Junctions 95,Malleton,,EE,e2238f55-48e4-42fd-b89e-d0ff2c8cb3fc
378bf81d-866e-4d53-9384-c2abc8708bf2,Gontšarov Square 129,Jaanusburgh,,EE,8fdd2315-6676-44ce-bcea-20e0c497449d
724e8a14-e255-4b4e-9fb0-99595f76c53c,Müür Park 111,Enebury,,EE,43305aa1-725b-40ca-ae00-1a756efa9a18
59a690b4-fea0-4c9f-a600-2f9472ec0c4a,Katharina-Stecher-Ring 136,Groß-Enzersdorf,,AT,931e0d80-fc7e-4ebb-9616-7a2f57a47b99
288c9891-2975-42d4-a1c4-d540cb2248b9,Walterplatz 132,Feldkirchen,,AT,14b64d4f-c548-4917-b297-30a1560e409d
4e422eb2-b310-40de-a03e-acfed619688a,Urbanstraße 86,Mattersburg,,AT,673ce1e6-fb95-40e0-acd8-88239993bdd7
ba78738d-9f38-4bd2-ae91-6757d1dc887e,Reischlstraße 16,Amstetten,,AT,e90a2364-3a03-473e-bb9b-df46f5930c38
53c1e28f-cc44-4efb-8bdb-710a60f5aa76,Rosa-Sorger-Straße 82,Gföhl,,AT,d4e3fd71-e861-43fd-bca1-248409aaae6d
66a3ea0d-7262-421f-8177-a3000bd62767,Calvin-Kasper-Straße 46,Dürnstein,,AT,514f652f-cb71-4e2f-bbe1-4cbd9b7f3e1b
ad0749ab-81ed-495b-988a-b034efbb99f1,Fleischmanngasse 147,Köflach,,AT,eb63d7ef-1540-454d-a644-d4f4e0985dd3
734e2f9e-8f26-437b-9933-e33c4ee5ea44,Elyas-Pieber-Gasse 121,Schrattenthal,,AT,19f8b828-a40a-4ab8-aea4-e39843f26ed2
9c4c1735-9d8f-42f1-aa61-9d6cba9613b0,Dana-Edlinger-Straße 95,Kufstein,,AT,a63a98d1-f116-4fa5-b3ad-f6e2736243ad
21467780-fc04-40d1-8a72-7ce9856418c0,Claire-Posch-Ring 75,Marchtrenk,,AT,08f2bc96-d0a7-46b0-9c3e-5d9b0640151e
d71483e9-4a55-435f-8d16-f759db0d96c0,Meikelaan 31,Bakhuizen,,NL,1f206b2e-2e40-45cc-9bb9-967b19c87c07
ec2ee9d1-ba59-4c4b-b3e0-4bbc2be2ee6f,Charlottebaan 71,Rijswijk (GLD),,NL,aa07c6e1-b284-4450-bec2-64ee8d6ba9fc
cd57d464-3f77-4718-ae1b-602eb7149f80,Milahof 74,Oppenhuizen,,NL,4c9dc9a8-4da3-4a8f-9870-62f9d7d9cd2c
c38b4305-c981-4349-ad7d-79a1e996571c,Stefring 97,Ansen,,NL,cde7f769-6d4d-4b1a-a524-c559554829e5
7c998db7-b319-41bd-a9e0-2bcfb35f568b,Tijslaan 138,Eindhoven,,NL,0534756e-86ae-4731-ba72-ec894d34b9c9
a48b7809-9b38-4704-8c68-0b3e49e2564c,Fennasteeg 133,Westerbroek,,NL,46fbd74c-525b-4551-a65c-5421ec5f3b26
f8a90e11-59f2-4a51-add0-98a7529e37c1,Aydenstraat 36,Zijdewind,,NL,c14826b8-ab2a-4ee2-9bdd-3860c4cd6141
1de7d533-dc8d-4fa2-b618-7848f5462c70,Suzeweg 129,Achtmaal,,NL,ee9f143d-fe72-4797-a949-8f966ba714d9
30bafbbd-5fe3-4505-a542-c4ee304cab7f,Merlehof 84,Haren Gn,,NL,a115a910-b92f-426b-bcdd-6c4f71ca581e
8da841b6-a545-469d-979f-5aa7d032b8b1,Noortjesteeg 33,Makkum,,NL,eda3852f-378f-48ec-92b8-a1e10815f813
b178ef99-4163-44ab-9682-eb672471bcfd,Bastiaanpad 40,Kuitaart,,NL,9b2c7c5e-3c44-42a4-bc64-46da61dbbd36
605fa641-0dc6-4b75-be57-61462ba8d923,Lotpad 136,Den Horn,,NL,662cd6c6-c4b2-45f2-97ad-9fa3e5ea8fd8
050e3bb1-2061-4118-8c99-b41e6fb882cd,Jasperhof 106,Hidaard,,NL,f883d4ec-c625-40f6-b224-f96d9378de03
e30a41a7-79e7-4815-87e5-29a8c77e812e,Nadiaring 94,Loënga,,NL,35951baf-7432-4cbc-983a-f1862d6efa7d
826bee74-c348-4d41-8162-14f75c4401bf,Sennasteeg 120,Simpelveld,,NL,5ab5d4c1-01a9-4f82-a339-931759f6b809
34820581-93b8-4615-a3c5-2e8df3f432f9,Esmeeweg 105,Farmsum,,NL,9c195380-9b00-44f3-8cd6-b053f952eb70
665d67d9-e092-4a03-bd89-5391217af19e,Reichlgasse 149,Poysdorf,,AT,c468c138-1871-4c59-be6c-482de83bf4c8
e4382137-0c72-4679-9350-ee112b9e80bc,Jasper-Heller-Gasse 49,Braunau am Inn,,AT,38411fea-a54b-4f00-a5e8-a321b111abef
b0947779-d56c-428b-a0fe-2f5988955249,Steinlechnerring 79,Retz,,AT,b90f8320-e2a3-4bd5-95c0-57741912f354
80181f7a-f54f-4270-92e8-8649b3d51317,Höflergasse 51,Scheibbs,,AT,1e544cc5-7ab0-4ef0-89da-2bbb57561bef
55540a4d-ccc0-4a45-bd86-8fea7ce8974e,Danilo-Mitterlehner-Gasse 113,Baden,,AT,84f3ffce-29d5-491a-9abb-092d28d483ca
54cbfcf5-b0fc-4e87-b4f3-5d42a1e96df1,Elisabeth-Rössler-Ring 94,Schrattenthal,,AT,9c9da0d2-9087-4f0e-9206-d547d6a2c182
55902cd0-6b85-4d56-ba91-00088db41b21,Laht Mews 133,Lake Irinatown,,EE,463f2dad-3500-4026-b927-eac4aa6fd185
aa8cd137-cd50-433a-a08f-df40c6a30bff,Pavel Lock 86,North Jekaterinastad,,EE,cdd1e166-3317-4126-a0cb-72ad45f4eaa8
9319388e-6944-4f4b-9271-9c422b4ebdbf,Anu Trace 90,Toomasberg,,EE,814c8efb-9e65-4a3c-9164-9612336d5cc0
729c2d9c-b161-4336-9cc3-8de6b7546adc,Peeter Islands 42,Palumouth,,EE,29c4a8b3-d71b-458f-90b7-865f338ad4df
0847bf31-6d4f-4963-82ac-2084592e81b0,Anna Fork 68,Urmasland,,EE,08d6bc9c-9c16-457c-968b-1abdcef46fcc
1e72b595-4a23-4bf7-b88c-2928f70136a5,Villemson Ranch 78,North Sergeiburgh,,EE,d6b0d495-3961-4bfb-956a-5e5a2627f1dd
1865e1e2-c248-4727-b2cc-da39542592f1,Kalmus Trail 111,Pulkmouth,,EE,579162f7-d96b-42f7-b1cf-c5538abc0ff7
e4dbc073-4164-4009-86b3-fab31f997782,Kristi Creek 38,New Jelena,,EE,6a9000a8-f744-45c9-963f-464362d63c9d
c7c3e802-1902-41e3-bcb2-57fc3247e32e,Rikstraat 122,Puttershoek,,NL,cb562026-a4d6-4d94-9097-be87168d8bf9
cad7a997-2ada-400f-aec5-d6b5d34231ae,Linnbaan 30,Sleen,,NL,ee7150cd-f25b-4180-a41f-26d3b6f6fec4
ee2d0a2c-9a1f-4c5c-bbc6-19f0798b9de9,Gijsweg 99,Beutenaken,,NL,3a1e1faa-400a-47fc-b5ca-4006085698d7
e8543892-c6ff-4114-bcae-734ce29065d2,Deandreef 26,Nieuw-Weerdinge,,NL,0ce131dc-eece-4051-94b6-35d80f23d695
ed672156-c6e2-494b-9375-4894084d919e,Samsteeg 87,Lobith,,NL,50bea76b-e732-4e1f-a4b2-1ca69938b9e7
c2342e3b-8e1c-4a5c-914d-3096bcc32be2,Sebastiaanhof 113,Westerhoven,,NL,d04ed07f-5d29-4600-bde2-ae271f3fd2cd
6276bca0-7b69-4d10-910d-dcc84363565f,Berendpad 16,Echteld,,NL,87a35077-5d37-4869-9b91-cfb5de4f4739
0b4226b1-b804-4336-8fcf-84d81628502d,Mickring 114,Zeijerveen,,NL,3464a4d6-7f6e-45a6-80b3-5a929e0394e7
ade4c28f-815b-40ff-99f3-6f514558d1b1,Rikdreef 97,Nieuwe Pekela,,NL,412bc65b-1586-4778-96e9-ae4150011d9d
b194be62-a6e2-4f53-ad80-fc806ecbdc2b,Martdreef 99,Dreischor,,NL,3a581614-3763-4524-bcb9-ca3ef0d3f406
775b6c2a-fb3e-4421-96a4-f2fca88eea2d,Kilk Corner 132,North Kristina,,EE,085c52f0-f19d-49dd-9bb6-cafb82acaff5
66c0d315-d74b-4ddc-ace9-4e5e7b9d3b18,Ossipov Crossroad 139,South Jaanuschester,,EE,62d33a20-d1e8-41d6-8041-39adc89ab359
371bfa24-7eab-4c60-8178-d93027a0dbc7,Galina Villages 104,South Kristi,,EE,5726adc9-aa25-45aa-9168-8dc60aab3d43
65bdd4a6-0435-422f-8f78-06075a2992aa,Maslov Walk 8,West Mihkelton,,EE,dfd030d2-232d-4c75-bc20-8bb30de5a69c
71d84271-7ea2-40a9-8dbb-6280cd3efe59,Lebedev Extensions 76,North Natalja,,EE,13ea5afc-0fdd-4282-ac31-a254074fbe49
555e8f70-73ad-4c20-9f37-c5c81b5e8b49,Katrin Spur 147,New Roman,,EE,2331b262-75b1-4d44-94d2-88517042924d
6c3107f5-0503-4b2b-8239-5e097ae25d66,Olga Hollow 46,Kuuskmouth,,EE,d91f6f79-7d3c-4d71-b418-27e1a97daee1
b7b0a397-468b-4b24-92e9-949729cf0d06,Juulsteeg 36,Voorburg,,NL,83448662-04a4-411a-80e1-a7683cd17950
6040d13f-e29e-4685-94f4-81fa9417d5e0,Lukahof 42,Ewijk,,NL,53475d8a-44ba-4427-9e49-dc9e29cf0d42
5d6f6478-3a68-423f-a2f0-f30fe5d2f3de,Jasmijnweg 8,Zevenhoven,,NL,4abaea30-7bfe-45c5-94c3-aaaaeceb437a
32856846-5952-4486-85db-2167b4fe3c70,Amberhof 92,Lathum,,NL,1436d260-d434-492d-8bbe-ea054653ff61
022ff113-fd32-44eb-bb6a-893ef9b0dfc3,Damianhof 129,Velserbroek,,NL,bfd81305-78ce-4c41-9cc9-31187fb5a235
91d6b5cb-dd20-43f5-a82e-222233ef1d41,Kayleighpad 142,Empe,,NL,59de82a0-e8a3-405f-8538-75f4176088e5
caa9dc9c-ff0a-4d92-842e-ccd54965aa34,Youssefdreef 133,Vries,,NL,bbf60181-8edc-4f3f-bb3c-b1db792613ac
eda0acce-71bb-4353-b1f9-aa4382db16d1,Mayastraat 90,Deest,,NL,395d4e8b-9f80-4627-a3c8-8c7ad35666e5
d76ca1a6-3b71-470b-b38a-7cb6680f7a73,Zoëweg 54,Hierden,,NL,592270c8-a0be-41ce-b43d-4820d50f88d0
64ddf9f6-ee02-4d3a-9fae-3a8b0817cce8,Lilysingel 63,Kerkrade,,NL,a7b4913b-5624-4f64-87b9-2b789469d522
a5be547f-f055-4df6-8e48-37dd5fdf2fec,Madeliefstraat 141,Blokzijl,,NL,25453a55-4e53-4609-9f92-c54bfb98c8d5
57fb747b-3a6c-42ae-8c89-9b9d82a9ac2e,Tarasteeg 102,Makkum,,NL,4e48ce3c-38a1-408d-b06f-0d4ac4092209
80f79c80-0fa1-41bc-b2d8-7b64b35b4a90,Emmabaan 11,Laag-Keppel,,NL,6d83cb04-570b-4a6d-8bb0-56566ffef3e8
2ed9b788-d5f7-411a-bc0a-fb544c6d04c5,Larastraat 137,Punthorst,,NL,ca5aa58d-2dd7-4003-9aa3-cdad289cd17d
019f75ce-e972-41aa-bdf7-aeebd2084a70,Lolastraat 72,Markenbinnen,,NL,754ab5b6-9dd5-46b4-9f6e-3974fd0293cd
4a4b5f0f-a425-4b51-9362-a06d8fb82e95,Veerlehof 31,Tripscompagnie,,NL,265c2480-2234-4048-9c0e-54d7c307fd76
ade536d9-6151-4a4f-89e3-2814751db020,Mehmetstraat 86,Mander,,NL,e8dd17ff-fee5-463f-b296-2d39d502c185
5dc033d6-3d49-4e80-bdd0-12e2ae54e5c2,Yaraweg 29,Beek,,NL,33755744-a22a-45f9-ab5a-8e04b76a548c
dbab077a-5fc2-489f-b358-a67a7e037cfe,Tiesweg 137,Voorthuizen,,NL,d82d87e4-4040-4119-8655-114404f896dc
7337051c-5030-4c17-bae9-25ef05f3ca40,Johannasingel 43,Grubbenvorst,,NL,17fafba0-9a4e-4610-9c5e-a35b866294bf
95fa65ef-2b2d-4ae3-8dda-807ad19d3663,Laura Corners 45,Piretbury,,EE,14ab54b4-c114-497f-acee-452fde13865c
fe852779-ba67-48fc-a38d-d1d277e67209,Luik Garden 129,East Anneburgh,,EE,4d1aa07e-aca2-4647-87fa-b649e2631aac
0e1c80ab-67ee-4b3c-9b26-ee24ded17aab,Mäesalu Locks 135,Reimanntown,,EE,c477cdad-05b7-419c-8846-6f9c4563a8eb
4fa77ded-510b-4721-aa7c-1f605432e402,Kolk Stream 78,West Sirjetown,,EE,a2717e89-710e-4f7c-9191-08b063dfcae1
f34892b6-219b-4fba-bd4d-db86867df173,Reet Club 38,North Tiiuville,,EE,6c910628-26c2-4bba-bdd2-071a8a0492d9
76ee7f44-2266-4c67-9f6b-3b4d6cc3c4f3,Aleksandr Knolls 104,Kisseljovside,,EE,8e215cad-70b4-4cad-ab76-e57760fb32f8
81c9e34b-9163-4ca2-a1c9-6a2054bbd37a,Jelena Rapid 28,West Andrei,,EE,55a6b1ce-e7a0-4b9d-b769-52875a368197
271014d0-11ed-4ade-96b3-8838aca02ca7,Aino Plains 117,Port Alekseiland,,EE,10c2d392-a9db-434c-9322-21e2fcb0959b
e7ab948e-a1b3-4468-8649-debcabe8f8bb,Keanosingel 76,Wijnjewoude,,NL,ee41eb04-f811-4567-a01a-55d602cb637d
689bce96-659e-4d01-9de9-20bab41d04e6,Vincebaan 98,2e Exloërmond,,NL,52863cd3-658d-418f-95ee-9dd716d9b315
0334a1ca-64a9-4693-9b25-76ed28af9647,Simonring 120,Krewerd,,NL,40f2bed7-6afb-4c2b-bb80-d1c3b4adfc26
f483a5b5-784b-470c-9b82-94a7b6761764,Pepijnsteeg 115,Beerze,,NL,cc401018-6b3c-486a-8774-53988af57b7a
af2de6c6-4e2f-45db-969d-75b13ee32b36,Saarsteeg 12,Hoofddorp,,NL,ea0d57eb-4b8c-4413-8556-eaef6e48ba72
7771931a-df48-49c6-9d78-1b1b8a8d1c81,Tijnring 65,Boerakker,,NL,485469ec-46dd-46c1-ba14-3f637f33d5b1
3ac4a913-a320-4926-8589-da58f9ed644a,Milanpad 127,Udenhout,,NL,a75a7cfe-d10a-4fe7-96f9-9be1aefe132b
d6f5b9b2-87ce-4136-8001-ba0f1b190618,Laureen-Nowak-Weg 135,Schwechat,,AT,b9452195-d03c-4606-8b7f-c1618c1d76b2
231c39d0-610c-49d5-ac6b-a66c524b4dac,Melisa-Werner-Straße 111,Trieben,,AT,01f33f11-e544-45d5-9df5-f725d31b6f93
63287c81-2a8b-4245-97cb-1842f4a0bc90,John-Varga-Straße 113,Völkermarkt,,AT,5df270d2-55ff-4f22-a0e7-b30f114d1ad3
b06c4825-34ed-41a9-bf06-5ff5e1980013,Mark-Rossmann-Ring 140,Althofen,,AT,e1c7087e-5a46-4d02-b117-3924b70918e8
4e6e52a5-cc3f-41b1-b3c0-0d706593f1f2,Levi-Schweiger-Weg 114,Ebenfurth,,AT,c3d2e249-a0b3-430f-8a23-12e869c458e7
