identifier,contactType,phone,email,availableLanguage,fax
add1ad30-89c3-4172-9b26-d70d0d93b972,Information,(082) 4906649,FaulknerHoward.Speech@dept.healthcare.org,"['nl', 'en']",(045) 8771652
11ef71d3-c465-4e98-a64d-bb5c6bc8117f,Emergency,001-458-761-8374x46670,Garrett.Laboratory@dept.healthcare.org,"['et', 'en']",232.434.2284
f5a7b09e-2d53-41d4-8bfc-94529c2f9027,Referrals,940.373.0626x86368,Garrett.Gynecologic@dept.healthcare.org,['et'],(618)801-0367
da7974a2-53b8-48e6-8791-cd6f3901e4fb,Emergency,473-772-9840,Garrett.Anesthesia@dept.healthcare.org,"['et', 'en']",+1-655-948-4207x39657
3bd5ac4c-bfaa-4387-b2fc-9e7cf80cff32,Referrals,936.734.8282,Garrett.Podiatric@dept.healthcare.org,"['et', 'en']",364-678-0347x103
6999ddde-a2fb-4dce-a7ec-3e0d51ba602d,Appointments,3928436755,Gaarrett.Otolaryngologic@dept.healthcare.org,"['et', 'en']",802-509-8453
17b12cd0-f350-4ebd-a713-aca6223eaa67,Appointments,+1-402-781-6459x305,Green.Diet@dept.healthcare.org,['et'],+1-847-979-5417x21848
e0a0f1f3-6ed3-40a0-b0ce-bcf8a53c624b,Appointments,001-216-444-1588x1009,Green.Rheumatologic@dept.healthcare.org,['et'],566-270-5216
4b26ea14-3151-40b7-a43a-17796e71676c,Appointments,+1-407-382-8239,Green.Genetic@dept.healthcare.org,"['et', 'en']",001-374-244-3600
9d5c1341-4796-480a-888e-42c13fd0ae41,Information,001-711-953-4757x78811,Green.Pulmonary@dept.healthcare.org,['et'],(468)378-6813x2685
d4befd74-1f58-4f7d-bfb0-9d2a178866d2,Staff,397-985-3806x55803,Green.Pulbic@dept.healthcare.org,"['et', 'en']",356-293-8088
42404595-8234-4ade-a340-a6ffc953b873,Information,001-237-952-0782x64973,GreenCommunity@dept.healthcare.org,"['et', 'en']",+1-892-897-5956x928
24412703-439a-49ea-af9b-63e0b682e54b,Emergency,592-453-2482x89177,Green.Anestheesia@dept.healthcare.org,['et'],+1-559-731-8734x648
84676797-cb26-4f72-86be-1b0286527165,Appointments,960-710-5249x87486,Green.Public@dept.healthcare.org,['et'],311.518.0985
41fc0a57-a09b-4c20-81d8-21f895a4ebec,Emergency,544.622.9322,Green.Respiratory@dept.healthcare.org,['et'],742.994.3126x2390
84bb4e75-bc8e-44d2-8311-aa03fd814ca3,Emergency,(778)908-5327,Green.Urologic@dept.healthcare.org,"['et', 'en']",643.515.7458
09eabe7e-af60-468b-93e6-449a916916cc,Information,001-883-421-4756x8056,Robinson.Midwifery@dept.healthcare.org,"['de', 'en']",001-889-320-4978x96373
75cc3e4d-76e9-45db-a34f-ab369bd95b17,Appointments,+1-438-533-7131,RobinsonRespiratory@dept.healthcare.org,"['de', 'en']",+1-298-796-9647
a75b877e-cf4d-40e1-ad93-446acd57fe65,Emergency,319.544.6541x9175,Robinson.Obstextric@dept.healthcare.org,"['de', 'en']",(463)307-4285
a29d47bf-720b-4d3c-ba27-ad9a9c978f20,Emergency,(771)442-8397,Robinson.Neurologic@dept.healthcare.org,['de'],001-929-864-3122
938f2437-491a-4214-8fbb-356ae42cea9a,Emergency,+1-491-974-9486x23198,Robinson.Surgical@dept.healthcare.de,"['de', 'en']",+1-630-332-9229x9211
c3d29c33-631e-4457-8b9f-50405dc797e5,Staff,566-904-3319x238,Robinson.Obstetric@dept.healthcare.org,"['de', 'en']",304-969-8825x98634
60be245a-d8b7-4af1-a74f-ba8eb7130fad,Emergency,001-848-696-7998x32041,Robinson.Renal@dept.healthcare.org,['de'],677.448.6297
597714ad-d675-4eb8-b7bc-f0cb789ca4ba,Emergency,(813)857-7256,Mcneil.Radiography@dept.healthcare.et,['et'],(591)818-7210x867
6cd79a22-c24a-4fc5-aed7-92d4d411f26a,Staff,9156573359,Mcneil.Diet@dept.healthcare.org,['et'],+1-527-660-1015
91ec5938-9e74-45ae-8ae3-5ec25ccb555d,Referrals,(274)327-9086,Mcneil.Optometric@dept.healthcare.org,"['et', 'en']",741-463-4637
1ec919b8-9b64-45b4-a7d4-44a72b4fbce7,Emergency,001-645-542-2375x0579,Mcenil.Plastic@dept.healthcare.org,['et'],4172823695
08061b68-c710-4f43-807e-034910c71394,Emergency,001-286-594-3160x875,Mcneil.Pediatric@dept.healthcare.org,"['et', 'en']",+1-846-578-4101x566
631a0aa8-adbc-4387-aa1a-a05cfb849991,Referrals,001-999-947-8546x92506,Mcneil.Optometric@dept.healthcare.org,['et'],313-453-6095x2271
a817d989-0870-4659-9a75-2bc7eb9fbcac,Referrals,+31(0)72 1174446,Nash.Midwifery@dept.healthcare.org,['nl'],094 5710437
547157b5-8403-42c0-a04d-6d930fed8828,Referrals,0090 292719,Nash.Gastroenterologic@dept.healthcare.org,"['nl', 'en']",+31(0)082 111913
a74db1b1-d098-426f-b5aa-27548f2e81ec,Information,+3168-2180831,Nash.Pharmacy@dept.healthcare.org,['nl'],+31(0)585-898643
ac702b82-ab79-4825-8cab-bc214aa7f644,Staff,(0221) 772442,Nash.Gynecologic@dept.healthcare.nl,"['nl', 'en']",025 5318724
3a998d8e-c181-42e4-a0d9-ccb7f9fe9aa1,Referrals,053 6068424,Nash.Nursing@dept.healthcare.org,['nl'],041 5604324
754aaa88-9fef-4240-8033-45c5488d58a2,Appointments,040 0925263,Nash.Anesthesia@dept.healthcare.org,"['nl', 'en']",(0083) 787995
88aa0bee-b93a-4bfb-8082-4911714d09ab,Referrals,+31(0)903-976622,Nash.Neurologci@dept.healthcare.org,"['nl', 'en']",+31(0)67-3412904
13afc595-6082-420a-9bcb-2df1d70e04d4,Information,(071)-4954446,Nash.Hematologic@dept.healthcare.org,['nl'],0788 364600
ae558590-0ae5-4e45-9469-ed2e6c19281d,Appointments,001-379-429-0953x4613,LopezKey.Midwifery@dept.healthcare.org,['de'],+1-572-275-7274x758
00c05feb-d6eb-4dce-ba5b-87d944cd48bc,Information,4776198027,LopezKey.Midwifery@dept.healthcare.de,"['de', 'en']",345-327-5051
aed326e7-9f91-4c1d-84ac-8f8985af4b8b,Emergency,(676)926-3634x12755,LopezKey.Musculoskeletal@dept.healthcare.org,"['de', 'en']",732-472-5372x18997
57f479ca-4327-4301-942e-f27144da66ee,Information,642.328.2731,LopezKey.Speech@dept.healthcare.org,['de'],3614677220
c49c0772-4e91-45b8-a09b-4b5d6e1fb808,Emergency,352-764-2213x857,LopezKey.Dentistry@dept.healthcare.org,['de'],864.370.2527x33127
256fc459-2d3f-4f63-96c4-688734bcb60b,Appointments,684.940.9924x3881,LopezKey.Otolaryngologic@dept.healthcare.org,"['de', 'en']",(810)878-8899
d6b0a287-7ca3-4a45-9ab6-974938ff4fd0,Referrals,(601)580-2105,LopezKey.Primary@dept.healthcare.de,['de'],001-510-232-5689x56360
56f47cff-7dd2-4e85-bdf2-f9b1e38a7add,Referrals,875-786-7548x4785,Williams.Midwifery@dept.healthcare.org,"['de', 'en']",(540)337-4662x2732
26f43fe5-c81c-49d6-a951-0df7f1db1919,Referrals,5807119229,Williams.Gastroenterologic@dept.healthcare.org,['de'],(911)667-2598x393
2c81e8cf-e7d2-4d66-ab9c-0af1d86e3b41,Information,381-716-0035x63569,Williams.Toxicologic@dept.healthcare.org,['de'],779-474-3605
3a4a8286-3292-4897-a184-a408f1df1dd6,Referrals,001-616-747-4060x712,Williams.Speech@dept.healthcare.org,['de'],492-377-0952x6042
01f66e17-40cb-437e-83ac-2abb54b76420,Appointments,713-613-7306,Williams.Emergency@dept.healthcare.org,['de'],(894)778-0476x370
adb174de-d4ae-4447-9ff7-d4078a4bc1f2,Emergency,(844)892-6012,Williams.Gastroenterologgic@dept.healthcare.org,['de'],319-438-1357
f2b73f3a-864d-44e1-b517-1f05578dd195,Referrals,(773)284-9912,Williams.Oncologic@dept.healthcare.org,"['de', 'en']",+1-754-683-9409x651
b4cd1efa-f4af-4193-a551-3edd29f9e49f,Emergency,369.274.0297,Williams.Public@dept.healthcare.org,"['de', 'en']",+1-801-626-6923x81006
81f15c16-7af5-49a8-83c1-f4df6de0d5b3,Information,(678)703-5729x33031,Williams.Gynecologic@dept.healthcare.org,['de'],542-829-6406x19726
dfaef4de-1b9c-48a4-a99f-71d438ba03b2,Referrals,001-318-412-2405,Williams.Dentistry@dept.healthcare.org,['de'],+1-589-928-6405x208
950e1382-9d4d-4a64-9567-4b2e46292e0b,Referrals,+3140-4154353,Peck.Podaitric@dept.healthcare.org,"['nl', 'en']",(033) 6184256
d45f4d0e-14da-47e2-a25e-6de68c14234d,Staff,+31(0)85-2214427,Peck.Spech@dept.healthcare.org,"['nl', 'en']",038-9317356
1c58f9d7-5155-4a84-8b00-1d426a5cfb06,Emergency,(059)-4724061,Peck.Anesthesia@dept.healthcare.org,"['nl', 'en']",(0921)-163416
da12ac96-db29-4c72-8eff-989cdac351a9,Staff,+3118 9245783,Peck.Musculoskeletal@dept.healthcare.org,"['nl', 'en']",+31(0)29-9252052
19d890bf-9be6-4929-b3a8-790b8b8d3496,Staff,+31913-064853,Peck.Infectious@dept.healthcare.org,['nl'],+31417-201745
16942cab-818e-4980-bb0b-20ffdf7f9f24,Appointments,+31(0)984-690815,Peck.Neurologic@dept.healthcare.org,"['nl', 'en']",0621 208435
38501464-11ad-4453-8425-32b4e6257226,Information,+31(0)327-020290,Peck.Radiography@dept.healthcare.nl,"['nl', 'en']",+31503 374495
742400ac-6c74-46e6-a152-249e380a9601,Appointments,+31996 776098,Peck.Rheumatologic@dept.healthcare.org,"['nl', 'en']",+31832-948469
e3702a27-b1e0-4091-9c04-6daa30656c5d,Referrals,347.571.9451x65015,Brady.Endocrine@dept.healthcare.org,"['et', 'en']",001-900-504-7180
10ea47b7-2691-4faf-9410-8f37ebdbcf69,Referrals,001-999-641-5126,Brrady.Gastroenterologic@dept.healthcare.org,['et'],(449)232-8774x711
98139426-8fa4-4431-8dee-a3ad78c027b7,Referrals,654-695-1507x9259,Brady.Musculoskeletal@dept.healthcare.org,['et'],207.723.5310x6769
0f975c0d-9b05-4772-966d-4be75aab8b4e,Appointments,9047689415,Brady.Toxicologic@dept.healthcare.et,"['et', 'en']",553-308-3780x650
6459342f-634a-4b91-bd91-04cd7bd0fd03,Appointments,+1-245-243-6001x29592,Brad.yCardiovascular@dept.healthcare.org,['et'],+1-829-821-2282
880658dc-6494-4e0d-9b16-04188fb711b6,Emergency,463-459-4238,Garcia.Psychiatric@dept.healthcare.de,['de'],915.499.8919x25474
48578920-7691-42ab-b67e-f7bf2f17572f,Referrals,+1-752-463-3297x96930,Garcia.Public@dept.healthcare.org,['de'],5768910649
e6340010-216a-42f8-8baf-a1ba3f885409,Staff,(825)518-9729,Garcia.Midwifery@dept.healthcare.de,['de'],001-224-907-5758x349
e30028e4-68d7-4795-92ca-c7a47501ae9f,Information,+1-962-449-8326x975,Garcia.Renal@dept.healthcare.org,['de'],6968654247
cb015709-ed7e-4728-b767-4f177b4ce9fd,Information,461-244-2234x2253,Garcia.Surgical@dept.healthcare.org,['de'],724-394-4204
97843028-d1bf-40ba-90e3-a1d20bfdd0ca,Staff,416.261.9485,Garcia.Primary@dept.healthcare.org,"['de', 'en']",8263505589
82776a7b-6a31-4b2b-857a-1480a603da30,Information,(891)563-5112x43236,Garcia.Gynecologic@dept.healthcare.org,['de'],708.746.3819
95070ce2-4c81-42d2-9bcd-d9f52f880a20,Information,519-441-3491x16725,Garcia.Pulmonary@dept.healthcare.org,['de'],520.890.7788
7afa5c99-b006-43e3-9ac8-1ced7e7741cf,Information,672.893.9656,Garcia.Podiatric@dept.healthcare.org,['de'],(629)287-1395
9441f1a9-16e1-4200-bb36-38845d2457c5,Appointments,9987000694,Garcia.Anesthesia@dept.healthcare.org,['de'],+1-208-361-6405x0051
0fa220b5-ddcf-451c-9d99-ea2b41b65115,Staff,(079) 4630887,SantanaShaw.Urologic@dept.healthcare.org,['nl'],+31326 713312
5f227cb4-52e6-494c-b0d2-7ba4885cbfd9,Information,+31(0)046 977965,SantanaShaw.Gynecologic@dept.healthcare.org,"['nl', 'en']",(014) 8835438
0b12ab8e-5786-49c8-8ed2-32886d7f2d23,Emergency,+31(0)53 6734856,SantanaShaw.Respiratory@dept.healthcare.org,"['nl', 'en']",+31977 121844
d597ba99-55a9-44da-85f3-5bb8cfce9fc7,Appointments,(099)-0102983,SantanaShaw.Urologic@dept.healthcare.org,"['nl', 'en']",+31(0)56 2847314
41a7fab6-8032-4e43-b857-928a22cbf6b5,Referrals,+31(0)02 0865150,SantanaShaw.Rhzeumatologic@dept.healthcare.org,"['nl', 'en']",(0834)-606772
ed5aef79-78b1-4087-b8c0-d62d3b821030,Appointments,+31419-921707,SantanaShaw.Dentistry@dept.healthcare.org,['nl'],+3146-2082263
40d8f796-bd6b-4877-96c9-7df683d44c0f,Information,048-5521781,SantanaShaw.Primary@dept.healthcare.org,['nl'],+3122 5638455
41388aab-d1ce-4c99-86cc-67b0fcb5f0e5,Appointments,+31(0)71-1726268,SantanaShaw.Anesthesia@dept.healthcare.org,"['nl', 'en']",056 4421978
b54b47ac-88d0-4092-81c4-067d5f7e10b1,Information,034 8340854,SantanaShaw.Surgical@dept.healthcare.org,['nl'],+31(0)203-943740
5572d976-1541-450c-8e56-5937ac6ca733,Information,+31(0)153 066453,Allen.Pathology@dept.healthcare.org,"['nl', 'en']",(099) 9073342
c3356168-731e-4409-bd12-87e460f2eb6d,Staff,009-3476195,Allen.Renal@dept.healthcare.org,"['nl', 'en']",+31753 990157
23dc2477-adaa-41cb-b991-f87f00cb0b2b,Emergency,+31(0)872-208716,Allen.Gastroenterologic@dept.healthcare.org,"['nl', 'en']",+31219-957937
870b5d7a-ae1b-4c91-8d0c-cd74503d2dac,Staff,+31747 857914,Allen.Speech@dept.healthcare.org,['nl'],(0675) 727514
fc285db8-1d50-4f04-8830-365a16045b19,Information,(0874)-206546,Allen.Pediatric@dept.healthcare.org,['nl'],000 3610679
15e71575-086e-4f93-97ed-610a3cf8ed55,Emergency,(0338) 007752,Ibarra.Primary@dept.healthcare.org,['nl'],+31090 036407
6db18e10-e90e-4efa-bec6-2b0cf5bbeaff,Staff,(0884) 832251,Ibarra.Gynecologic@dept.healthcare.org,['nl'],+3146 6848215
3c0f9ac6-e84b-473b-b35b-cd465aa919db,Staff,(000) 0035114,Ibarra.Optometric@dept.healthcare.org,"['nl', 'en']",0701-634499
3e3dfc74-fd20-4c10-ab60-df9ddb402da9,Referrals,054-0275331,Ibarra.Endocrine@dept.healthcare.org,"['nl', 'en']",+31(0)58-1229381
5a38d856-50ee-4a5d-bbab-2a48f098795c,Emergency,(0359)-559906,Ibarra.Speech@dept.healthcare.org,"['nl', 'en']",+3156 6532566
a72f5b62-ee05-4273-b49e-2fef11216254,Staff,+31(0)119-890522,Ibarra.Neurologic@dept.healthcare.org,['nl'],+3176-5445627
6e097369-853b-4d11-92ed-1cfc337ed922,Information,(0145) 901789,Ibarra.Optometric@dept.healthcare.org,['nl'],(007) 7131339
34764267-357a-44b9-9440-dfea817549c7,Staff,+31(0)778 505017,Ibarra.Pulmonary@dept.healthcare.org,['nl'],(003)-8016162
2a447a46-563b-4d38-a5a4-32e5e3285f88,Appointments,+31(0)73 0808776,Chan.Rheumatologic@dept.healthcare.org,"['nl', 'en']",0759-981290
992bce50-757e-4698-9ba3-60a6c0f89ec1,Emergency,(0953) 248826,Chan.Diet@dept.healthcare.org,['nl'],+3146 3195626
311f49e2-5e55-4ebb-8998-14c2ec1c49a0,Emergency,+31(0)40-3753150,Chan.Gastroenterologic@dept.healthcare.nl,['nl'],+31(0)639-636510
ca6265e0-5e5e-4294-b3aa-201cc6a78659,Information,+31(0)38 7027910,Chan.Endocrine@dept.healthcare.org,"['nl', 'en']",074-3882542
414305a0-15da-4f11-a398-545360c469a3,Referrals,+31(0)70-5750575,Cdhan.Infectious@dept.healthcare.org,['nl'],(0118)-449657
979fee08-a8f5-4c34-9322-de20f2d761be,Staff,(089)-6304883,Chan.Toxicologic@dept.healthcare.org,"['nl', 'en']",(0186) 180455
7a69f007-605e-4f05-81a8-85d9d17d3eb4,Emergency,(042) 3373345,Chan.Surgical@dept.healthcare.org,['nl'],(0952) 163399
10d53423-69c2-4afa-b9df-d6cd283662c8,Staff,6055174476,Smith.Dermatology@dept.healthcare.org,['de'],+1-885-789-1565x18297
71d9e474-817a-4e17-8f24-75a53d197b6b,Emergency,001-868-851-8970x3860,Smit.hMidwifery@dept.healthcare.org,"['de', 'en']",001-688-531-1568
388e1252-aece-4158-b1d1-0a81c98b1e52,Emergency,428.340.1727x482,Smith.Musculoskeletal@dept.healthcare.org,"['de', 'en']",+1-838-927-0185x56531
ff3e4138-8d53-4a1c-8058-a4fd0f30ac6c,Information,+1-441-795-0924,Smith.Radiography@dept.healthcare.org,"['de', 'en']",736.858.0559x7376
b6f81ccf-8cbf-493a-b31c-49dac519192d,Appointments,+1-916-238-0262x16583,Smith.Speech@dept.healthcare.org,['de'],313-281-1819
020b6479-cba3-401a-b1f8-74e45130edb6,Emergency,(972)853-3296,Smith.Podiatric@dept.healthcare.org,"['de', 'en']",2924904106
b8d5c63a-f395-4308-9608-f783ca6ef6ae,Appointments,(576)959-0019x977,Carter.Cardiovascular@dept.healthcare.org,"['et', 'en']",504.730.3584x06533
34ae9c6b-1594-42e8-9a7f-2de3c6cc4842,Information,491.388.2159,Carter.Pulmonary@dept.healthcare.org,"['et', 'en']",001-346-443-2133x440
46ae0f5b-186a-4c52-a575-8dcc9804837a,Referrals,279.871.5682,Carter.Cardiovascular@dept.healthcare.org,"['et', 'en']",+1-599-929-2658x8335
b3c7b2bc-0e27-41ac-be84-de0af920eadf,Referrals,518.996.4982x3071,Carter.Optometric@dept.healthcare.org,"['et', 'en']",294-440-9541x0907
2fe66264-3f67-45da-a720-335e167ea701,Appointments,759-797-0897x64903,Carter.Oncologic@dept.healthcare.org,['et'],226-836-0049x83429
3b8b1029-5185-4831-ab43-76e2b47399de,Referrals,668-518-7344x0594,Carter.Pediatric@dept.healthcare.org,"['et', 'en']",001-445-584-4671x163
3d7f2d47-1b46-4dda-8f10-89cfcb0da665,Staff,349.910.0138x6581,Cartr.Anesthesia@dept.healthcare.org,['et'],577-204-8875x9728
7dd05002-660a-4868-89ab-7123a0c807f5,Staff,426.623.0577x154,Carter.Urologic@dept.healthcare.org,['et'],9387443171
a1217c9d-db1d-41f2-8e21-c0840ec9f666,Appointments,(0806) 446410,Griffin.Musculoskeletal@dept.healthcare.org,['nl'],0923 808299
94f9e442-22fd-45d2-8d80-2a7cdb0a1132,Information,(051) 3322487,Griffin.Respiratory@dept.healthcare.org,['nl'],074-3532772
ea5b24ea-07a3-4d6b-a9c2-014838f3b526,Information,(0904) 980790,Griffin.Psychiatric@dept.healthcare.org,['nl'],+31(0)99-2009421
1a5c031d-0a90-438e-9a0d-274fd1b5ddd3,Referrals,(029) 7657829,Griffin.Respiratory@dept.healthcare.org,['nl'],+3147 9124838
ca8037cb-1ce8-4cf1-9bb8-7da8969c9bee,Referrals,+31(0)325 583390,Gnriffin.Plastic@dept.healthcare.org,['nl'],(0875) 267737
301f1519-6302-4268-aaee-81a1ef08de86,Referrals,+31(0)378 207287,Griffin.Toxicologic@dept.healthcare.nl,"['nl', 'en']",+31(0)032 390557
7366ba14-525f-4bc8-8caa-4c6f1351fbf9,Emergency,+31956-110289,Griffin.Respiratory@dept.healthcare.nl,"['nl', 'en']",+3130-1814664
196b1975-789f-43a8-9c18-783d7329b2f3,Staff,+31(0)049 493858,Griffin.Anesthesia@dept.healthcare.org,['nl'],(0329) 762146
04d3188a-9abe-4935-a6ef-993053a69b05,Information,+31(0)25-1238274,Griffin.Rheumatologic@dept.healthcare.org,"['nl', 'en']",077 8286199
5e9849f2-7e7a-4c94-8876-7eceba6bd31e,Emergency,+31(0)339 698220,Griffin.Diet@dept.healthcare.org,['nl'],(019) 0391103
