identifier,text,city,postalCode,country,anchor
8f79ccf5-390a-4a0a-8c5b-3a33bbef24a6,Petra-Falkner-Straße 107,Schwanenstadt,1006,AT,f7f6b599-6f1c-4ff4-bf84-8dfcefd622d7
676cfb0e-4df2-427e-9c0e-8433942fde03,Nikolai-Scheucher-Ring 93,Gänserndorf,8049,AT,531d07a1-ad26-4be4-8adf-4be2468f6365
21e73d45-abfe-410e-9477-2f3221714396,Manuel-Schwendinger-Weg 5,Altheim,2279,AT,ae1c3845-5676-4476-913e-7095fff70694
ee1211b4-b124-48fc-adf7-a55cbccf550e,Madeleine-Teufl-Ring 6,Rottenmann,2285,AT,8fc57f7b-eed5-40da-b11e-db4321d98c64
979d65d9-fcb8-46bf-886d-b0ffde251b65,Nikola-Schwab-Ring 3,Jennersdorf,4114,AT,f26b659b-f85c-4c9e-8f13-0e07331fcd72
160c9d78-e3a5-4a8a-8954-8722dd5cb15f,Haasstr. 75,Neulengbach,1341,AT,044ec9a8-12c1-4b82-be5c-99ac0f95b88a
6751046b-0065-4a21-bfc3-424a0963e938,Jennifer-Bernhard-Gasse 77,Judenburg,8262,AT,e8bb1f29-98d3-4b06-a454-5742d6591826
997070ed-252e-4b97-a08a-80a69320cc93,Neumayerplatz 30,Traismauer,9714,AT,5b34a62a-cfc2-40da-838e-0b04ec52cef1
6f228f09-7da3-4a25-8c99-b8759127e970,Blauensteinerweg 102,Ternitz,7599,AT,374049d3-3a4b-4aab-8659-cf439de8ddf4
cd5e2cfc-ca18-43da-b8cd-0dfdc6f22194,Sarap Crest 87,South Jüri,41096,EE,b4652600-92c4-4c99-9062-5b3bd2385cf5
64d7196b-09e7-4207-9a34-66b17d3b5565,Valeri Locks 82,Ülleview,82106,EE,7a0cd3b5-e85c-4c1b-b265-00149a7945cf
2234ec52-0573-4072-a440-9dd7cecdd01c,Raadik Junctions 95,Malleton,24650,EE,e2238f55-48e4-42fd-b89e-d0ff2c8cb3fc
80aea280-503d-465e-90a7-79cd8199dfde,Gontšarov Square 129,Jaanusburgh,44952,EE,8fdd2315-6676-44ce-bcea-20e0c497449d
34a4f6fc-f7a7-4a96-8047-4316886be185,Müür Park 111,Enebury,74120,EE,43305aa1-725b-40ca-ae00-1a756efa9a18
c9496157-14e5-4ef8-a9a7-a64ad4490c99,Katharina-Stecher-Ring 136,Groß-Enzersdorf,5588,AT,931e0d80-fc7e-4ebb-9616-7a2f57a47b99
20c441bf-cbda-42e3-9f16-279d9cd8fb23,Walterplatz 132,Feldkirchen,2486,AT,14b64d4f-c548-4917-b297-30a1560e409d
edcf6fad-4ebc-49ed-8602-32a1f8a5d445,Urbanstraße 86,Mattersburg,6922,AT,673ce1e6-fb95-40e0-acd8-88239993bdd7
9d8dab61-028a-422d-8a2a-161d4bcf0e4a,Reischlstraße 16,Amstetten,9831,AT,e90a2364-3a03-473e-bb9b-df46f5930c38
5ffffdea-c972-4e39-97a8-ce20dc2cb4ad,Rosa-Sorger-Straße 82,Gföhl,7399,AT,d4e3fd71-e861-43fd-bca1-248409aaae6d
1d7375d7-c088-45e6-9189-54fe37c4321e,Calvin-Kasper-Straße 46,Dürnstein,6578,AT,514f652f-cb71-4e2f-bbe1-4cbd9b7f3e1b
b381dad7-7b54-4b1d-b934-87b60a01096e,Fleischmanngasse 147,Köflach,1969,AT,eb63d7ef-1540-454d-a644-d4f4e0985dd3
1578b028-c120-4847-9345-dcb9a333d95f,Elyas-Pieber-Gasse 121,Schrattenthal,5709,AT,19f8b828-a40a-4ab8-aea4-e39843f26ed2
bfdaf63b-8675-47d8-9866-a0c350ddf393,Dana-Edlinger-Straße 95,Kufstein,2617,AT,a63a98d1-f116-4fa5-b3ad-f6e2736243ad
b9b76ece-9162-4896-87e1-b5b0c54b186d,Claire-Posch-Ring 75,Marchtrenk,7718,AT,08f2bc96-d0a7-46b0-9c3e-5d9b0640151e
67d13ed7-8abb-42d8-9c49-0e88255c4242,Meikelaan 31,Bakhuizen,2328 GS,NL,1f206b2e-2e40-45cc-9bb9-967b19c87c07
2b5f00bd-9b8a-447d-86ce-e9c2a72c290f,Charlottebaan 71,Rijswijk (GLD),4124 IT,NL,aa07c6e1-b284-4450-bec2-64ee8d6ba9fc
65ebc3d7-99bd-4b4a-93ae-364c9811790d,Milahof 74,Oppenhuizen,7639 KX,NL,4c9dc9a8-4da3-4a8f-9870-62f9d7d9cd2c
eb0fe10d-6bd3-43ff-9466-c8af2c4a898a,Stefring 97,Ansen,8813 TF,NL,cde7f769-6d4d-4b1a-a524-c559554829e5
16b80c7f-fd1e-4fcd-8ad3-eaa0037e496e,Tijslaan 138,Eindhoven,2501 AW,NL,0534756e-86ae-4731-ba72-ec894d34b9c9
7d73d499-64ab-4cea-b606-38543a998c0a,Fennasteeg 133,Westerbroek,8337 QD,NL,46fbd74c-525b-4551-a65c-5421ec5f3b26
559a223e-f0da-4922-b729-9a503c2aecf9,Aydenstraat 36,Zijdewind,2212 BB,NL,c14826b8-ab2a-4ee2-9bdd-3860c4cd6141
d2c82f58-f0b4-4d3f-817e-f6f7226e6868,Suzeweg 129,Achtmaal,7277 QZ,NL,ee9f143d-fe72-4797-a949-8f966ba714d9
d4e804a1-e241-4700-9a9c-22969f09e8c9,Merlehof 84,Haren Gn,2740 RV,NL,a115a910-b92f-426b-bcdd-6c4f71ca581e
e76ab485-0f1e-49f2-a80a-672919b75d3c,Noortjesteeg 33,Makkum,1350 SM,NL,eda3852f-378f-48ec-92b8-a1e10815f813
d3cf5399-efc1-4c6a-bd6f-41988a212368,Bastiaanpad 40,Kuitaart,8918 NH,NL,9b2c7c5e-3c44-42a4-bc64-46da61dbbd36
8935f934-8427-4e3e-a5f8-71daa9800895,Lotpad 136,Den Horn,7237 IN,NL,662cd6c6-c4b2-45f2-97ad-9fa3e5ea8fd8
49f0bc5b-9436-4d7b-8ec9-7c84f37f69ca,Jasperhof 106,Hidaard,1008 JC,NL,f883d4ec-c625-40f6-b224-f96d9378de03
e88dde0d-4d40-4ba3-9e95-7d96517d9f62,Nadiaring 94,Loënga,5768 LO,NL,35951baf-7432-4cbc-983a-f1862d6efa7d
16541a3a-379b-49dd-a985-4fa93a910027,Sennasteeg 120,Simpelveld,2743 UN,NL,5ab5d4c1-01a9-4f82-a339-931759f6b809
a75dc6b4-3d83-4161-a71a-4b7ef18bc2df,Esmeeweg 105,Farmsum,2103 QS,NL,9c195380-9b00-44f3-8cd6-b053f952eb70
80164f69-7575-4adb-bdb9-5c79480690f2,Reichlgasse 149,Poysdorf,9968,AT,c468c138-1871-4c59-be6c-482de83bf4c8
8ede0f98-8f8a-4dc9-a240-f8385dea54c4,Jasper-Heller-Gasse 49,Braunau am Inn,3125,AT,38411fea-a54b-4f00-a5e8-a321b111abef
584e629c-afc3-4259-9aed-c7d8677b43b7,Steinlechnerring 79,Retz,6077,AT,b90f8320-e2a3-4bd5-95c0-57741912f354
02e2b91a-58b2-4a69-b366-4468b94bb317,Höflergasse 51,Scheibbs,6984,AT,1e544cc5-7ab0-4ef0-89da-2bbb57561bef
c9e00295-459b-4042-b217-8a20f9345c12,Danilo-Mitterlehner-Gasse 113,Baden,2908,AT,84f3ffce-29d5-491a-9abb-092d28d483ca
a6bdaa6e-d9ac-4036-9106-c36919044e35,Elisabeth-Rössler-Ring 94,Schrattenthal,5869,AT,9c9da0d2-9087-4f0e-9206-d547d6a2c182
2264b0b3-dd6f-4ce0-bbc6-a050d12bd637,Laht Mews 133,Lake Irinatown,86538,EE,463f2dad-3500-4026-b927-eac4aa6fd185
a3333ada-28fb-4bae-be15-788a6ad88d2d,Pavel Lock 86,North Jekaterinastad,97935,EE,cdd1e166-3317-4126-a0cb-72ad45f4eaa8
3d1a624e-0032-4a8a-ba67-31ab58096022,Anu Trace 90,Toomasberg,18879,EE,814c8efb-9e65-4a3c-9164-9612336d5cc0
9735f102-9808-4c58-8739-b030551e1546,Peeter Islands 42,Palumouth,97685,EE,29c4a8b3-d71b-458f-90b7-865f338ad4df
67511b65-76c7-469a-a525-82a1ae8026a1,Anna Fork 68,Urmasland,21111,EE,08d6bc9c-9c16-457c-968b-1abdcef46fcc
80001632-e06a-44c3-8e2d-c0160da90057,Villemson Ranch 78,North Sergeiburgh,56893,EE,d6b0d495-3961-4bfb-956a-5e5a2627f1dd
ca0698d9-dd0f-4dd3-b5b2-26bf8eb37846,Kalmus Trail 111,Pulkmouth,57994,EE,579162f7-d96b-42f7-b1cf-c5538abc0ff7
a9ebeab6-51be-41b3-b4ed-0dd79b728829,Kristi Creek 38,New Jelena,89190,EE,6a9000a8-f744-45c9-963f-464362d63c9d
5443cbcf-8b6b-4842-8f30-359eda060b9a,Rikstraat 122,Puttershoek,5658 QN,NL,cb562026-a4d6-4d94-9097-be87168d8bf9
87b6c570-c6d3-4070-aa77-06e120b02984,Linnbaan 30,Sleen,5361 RW,NL,ee7150cd-f25b-4180-a41f-26d3b6f6fec4
4d647486-ba4d-41f7-9209-6977efdfbb78,Gijsweg 99,Beutenaken,7993 AP,NL,3a1e1faa-400a-47fc-b5ca-4006085698d7
a332d5cc-e29a-4d68-826c-ed1f4dc0a39b,Deandreef 26,Nieuw-Weerdinge,1897 GE,NL,0ce131dc-eece-4051-94b6-35d80f23d695
17318ebd-650b-4eaa-abda-c0b63e25a5a1,Samsteeg 87,Lobith,5348 TT,NL,50bea76b-e732-4e1f-a4b2-1ca69938b9e7
5f06454e-f3c3-45e4-9aed-97dacc61a594,Sebastiaanhof 113,Westerhoven,4010 ND,NL,d04ed07f-5d29-4600-bde2-ae271f3fd2cd
75c27470-26f0-4961-a2a6-31d3a309d587,Berendpad 16,Echteld,6042 AC,NL,87a35077-5d37-4869-9b91-cfb5de4f4739
63d7af37-5614-4960-ad5d-4fba12c68b65,Mickring 114,Zeijerveen,5296 CJ,NL,3464a4d6-7f6e-45a6-80b3-5a929e0394e7
d29eea1c-e5f2-47a8-891d-1879c4b16268,Rikdreef 97,Nieuwe Pekela,2569 KW,NL,412bc65b-1586-4778-96e9-ae4150011d9d
b129bca7-8349-4d89-a6d7-2338a8c1859c,Martdreef 99,Dreischor,3354 WO,NL,3a581614-3763-4524-bcb9-ca3ef0d3f406
c0dd3a1e-bbbc-4073-8667-b5d260eeabe9,Kilk Corner 132,North Kristina,64165,EE,085c52f0-f19d-49dd-9bb6-cafb82acaff5
e3e77a00-9094-4f9d-93ec-89170437b404,Ossipov Crossroad 139,South Jaanuschester,93376,EE,62d33a20-d1e8-41d6-8041-39adc89ab359
2774860d-20be-445f-9da2-b1c68250af8d,Galina Villages 104,South Kristi,80489,EE,5726adc9-aa25-45aa-9168-8dc60aab3d43
3a7eb397-441f-41a9-bfde-ce1c1fbd3ff4,Maslov Walk 8,West Mihkelton,89155,EE,dfd030d2-232d-4c75-bc20-8bb30de5a69c
6fb07130-6b3b-41b6-b33e-f4a0a75a08d4,Lebedev Extensions 76,North Natalja,19732,EE,13ea5afc-0fdd-4282-ac31-a254074fbe49
20e72112-341e-4ddb-b915-52d034766beb,Katrin Spur 147,New Roman,13028,EE,2331b262-75b1-4d44-94d2-88517042924d
43b97eec-9753-4afa-8471-f83ef62212fa,Olga Hollow 46,Kuuskmouth,18589,EE,d91f6f79-7d3c-4d71-b418-27e1a97daee1
bc6635ec-249a-492f-9119-c806d4da3670,Juulsteeg 36,Voorburg,8196 WK,NL,83448662-04a4-411a-80e1-a7683cd17950
fdb1ea0a-3400-46cd-931b-2fbe2cafe6ef,Lukahof 42,Ewijk,3850 RP,NL,53475d8a-44ba-4427-9e49-dc9e29cf0d42
d64c8566-2cac-49d1-8411-6fc2e8525ef1,Jasmijnweg 8,Zevenhoven,4578 MH,NL,4abaea30-7bfe-45c5-94c3-aaaaeceb437a
43f6c698-3411-4133-ab18-e3cbd8368d84,Amberhof 92,Lathum,1463 YW,NL,1436d260-d434-492d-8bbe-ea054653ff61
9ed5fcad-f6ad-4eb3-8cd6-62a234a67ffe,Damianhof 129,Velserbroek,7518 QF,NL,bfd81305-78ce-4c41-9cc9-31187fb5a235
6ccefc53-713a-4163-985d-c50b39d6ca23,Kayleighpad 142,Empe,5280 KE,NL,59de82a0-e8a3-405f-8538-75f4176088e5
6d513d87-5457-471b-8c5c-03afb7478cd9,Youssefdreef 133,Vries,7387 RO,NL,bbf60181-8edc-4f3f-bb3c-b1db792613ac
9e94e5e9-c393-4787-8a6f-88505908ce8d,Mayastraat 90,Deest,4644 TX,NL,395d4e8b-9f80-4627-a3c8-8c7ad35666e5
10b54fc9-af0e-41d0-8ee7-f34064a4c729,Zoëweg 54,Hierden,5852 XF,NL,592270c8-a0be-41ce-b43d-4820d50f88d0
7c8d3ede-ffce-4770-87bd-dd228c30cf23,Lilysingel 63,Kerkrade,2575 PB,NL,a7b4913b-5624-4f64-87b9-2b789469d522
1de4b28f-e504-4ba2-8503-b3fc76b56951,Madeliefstraat 141,Blokzijl,8697 EV,NL,25453a55-4e53-4609-9f92-c54bfb98c8d5
5763efd2-2274-4a3f-9d07-44c91a20918f,Tarasteeg 102,Makkum,2114 MG,NL,4e48ce3c-38a1-408d-b06f-0d4ac4092209
8b28df3c-3582-4a1d-ab6a-088568ebf1fe,Emmabaan 11,Laag-Keppel,5912 EL,NL,6d83cb04-570b-4a6d-8bb0-56566ffef3e8
937de7e8-fd1a-454c-8456-c0bd1727d659,Larastraat 137,Punthorst,7086 LB,NL,ca5aa58d-2dd7-4003-9aa3-cdad289cd17d
b80aefe7-970f-4542-bdd3-66bc31868488,Lolastraat 72,Markenbinnen,6167 FA,NL,754ab5b6-9dd5-46b4-9f6e-3974fd0293cd
25847049-3a44-424d-a99f-226ae0ef2f5d,Veerlehof 31,Tripscompagnie,8550 YW,NL,265c2480-2234-4048-9c0e-54d7c307fd76
d56b5775-eeb7-434d-8d91-efd7a6857487,Mehmetstraat 86,Mander,9197 HA,NL,e8dd17ff-fee5-463f-b296-2d39d502c185
2747dcf8-ae6b-4ccc-8dcc-df279cb36ab4,Yaraweg 29,Beek,8401 RT,NL,33755744-a22a-45f9-ab5a-8e04b76a548c
99704fca-5546-40d8-8695-a56750ecd5d3,Tiesweg 137,Voorthuizen,1552 NU,NL,d82d87e4-4040-4119-8655-114404f896dc
be1c5693-d769-4328-949d-5f4be9d60b12,Johannasingel 43,Grubbenvorst,1868 RZ,NL,17fafba0-9a4e-4610-9c5e-a35b866294bf
0c84de0d-8748-47fa-a0be-b65ac304901f,Laura Corners 45,Piretbury,76255,EE,14ab54b4-c114-497f-acee-452fde13865c
334583ea-1260-4917-9791-50d1e6b83847,Luik Garden 129,East Anneburgh,58498,EE,4d1aa07e-aca2-4647-87fa-b649e2631aac
155cbaaa-ab72-4f07-a647-b1f44c2ab4da,Mäesalu Locks 135,Reimanntown,75020,EE,c477cdad-05b7-419c-8846-6f9c4563a8eb
06117921-8c39-4567-b182-bff1e3b3821d,Kolk Stream 78,West Sirjetown,55098,EE,a2717e89-710e-4f7c-9191-08b063dfcae1
df9b0ea7-0157-4ee8-81d4-c95346ea4f0f,Reet Club 38,North Tiiuville,20501,EE,6c910628-26c2-4bba-bdd2-071a8a0492d9
e1d9259f-3c7d-4e45-aa29-6db42ba3987e,Aleksandr Knolls 104,Kisseljovside,33477,EE,8e215cad-70b4-4cad-ab76-e57760fb32f8
5bfed079-f9e3-4ce6-9735-e0b88257d09a,Jelena Rapid 28,West Andrei,67560,EE,55a6b1ce-e7a0-4b9d-b769-52875a368197
bd8e41c1-3d1f-44d9-a1f2-fd0afbd032a5,Aino Plains 117,Port Alekseiland,37382,EE,10c2d392-a9db-434c-9322-21e2fcb0959b
bc6a239c-8bf0-4653-a1fc-863c5ed321de,Keanosingel 76,Wijnjewoude,1022 QH,NL,ee41eb04-f811-4567-a01a-55d602cb637d
f6a84daf-5349-45b4-a64c-5e5446e0dec8,Vincebaan 98,2e Exloërmond,6794 GH,NL,52863cd3-658d-418f-95ee-9dd716d9b315
22851339-b365-4f52-a305-6f8e37ba912c,Simonring 120,Krewerd,4410 NO,NL,40f2bed7-6afb-4c2b-bb80-d1c3b4adfc26
333b9f57-78cf-45ec-8b41-1b6675c8a543,Pepijnsteeg 115,Beerze,2439 GU,NL,cc401018-6b3c-486a-8774-53988af57b7a
7d2fc34e-2e99-4be0-bc91-647c329eab05,Saarsteeg 12,Hoofddorp,5788 LP,NL,ea0d57eb-4b8c-4413-8556-eaef6e48ba72
