identifier,text,city,postalCode,country
ef8d9ff0-1583-4fee-ac41-e6f66c0be55c,"Mara-Wolf-Weg 31, 2568 Ebreichsdorf, AT",Ebreichsdorf,2568,AT
3b019fcb-f96d-4403-948c-93f3028d042b,"Isabell-Kerschbaum-Platz 138, 3869 Leoben, AT",Leoben,3869,AT
f5492e22-e0df-4f74-afe7-8b604bdd5f99,"Wessellaan 19, 5742 GL Assen, NL",Assen,5742 GL,NL
12bdf75f-b3c1-41c3-93f2-a37c64d02759,"Roman Brooks 110, 24846 Markoton, EE",Markoton,24846,EE
4b1678e4-5f20-4406-b438-b4e470f8dd99,"Schwaighoferring 11, 2287 Althofen, AT",Althofen,2287,AT
b2f11ef9-d486-4482-8078-cb124b7350d1,"Yassinhof 26, 7584 UU Spijk, NL",Spijk,7584 UU,NL
b5c03f6f-94e4-4c44-a3fb-dbda86ae9d5c,"Lukaring 134, 2104 VB Lambertschaag, NL",Lambertschaag,2104 VB,NL
1af55c26-8808-4ebc-b5d4-cd35a08c3a00,"Elifsteeg 77, 4946 JQ Lisse, NL",Lisse,4946 JQ,NL
51783032-8066-449b-b1d7-92a07d25cefb,"Karpov Neck 35, 82646 Maksimfort, EE",Maksimfort,82646,EE
df8693ce-4534-42cd-bfeb-5d5f00f520f4,"Florisstraat 65, 6303 AL Overloon, NL",Overloon,6303 AL,NL
fbc59e92-ca12-49ad-9963-05b371b221e4,"Jaan Ferry 133, 41189 New Laura, EE",New Laura,41189,EE
a1c2d9bf-0dcf-435b-b552-c6e86953a115,"Stanglring 37, 1483 Wolfsberg, AT",Wolfsberg,1483,AT
6d80ab08-c963-4148-904d-ff6623f1b67e,"Claire-Rudolf-Gasse 32, 3761 Langenlois, AT",Langenlois,3761,AT
ac33f644-4053-4188-b39d-78f5d658b1b3,"Tanja-Keplinger-Platz 126, 1438 Bregenz, AT",Bregenz,1438,AT
69fcbef0-275f-475c-83f3-f74dd3861b58,"Hugo-Hauer-Gasse 128, 4506 Eferding, AT",Eferding,4506,AT
043d2c47-3b56-435e-85c5-96d442d01ba3,"Ofnerweg 144, 7044 Neumarkt am Wallersee, AT",Neumarkt am Wallersee,7044,AT
483c1a4e-a91d-42cd-8bf0-6f64b4178592,"Tatjana Stravenue 100, 98246 Lake Raivostad, EE",Lake Raivostad,98246,EE
ea455fc7-c80c-4483-b4dd-7624c3d9b3b0,"Sena-Bürger-Platz 46, 2350 Ferlach, AT",Ferlach,2350,AT
e10b4aad-a92d-4b05-a9bc-cee9a71b80ef,"Jekaterina Point 96, 54302 Läätsport, EE",Läätsport,54302,EE
a867a0f0-a8e6-4772-b9cd-e60cab1e6794,"Irma-Weigl-Straße 1, 4302 Klosterneuburg, AT",Klosterneuburg,4302,AT
6c32faff-a9fa-4ea6-b8db-1a4d584d3c02,"Buchingergasse 38, 6692 Graz, AT",Graz,6692,AT
b3191702-bb80-498d-970d-a545839137a6,"Felineweg 147, 7457 FA Ouderkerk aan de Amstel, NL",Ouderkerk aan de Amstel,7457 FA,NL
a032149d-06fa-4b60-a063-75b8bb937826,"Stroblweg 9, 1491 Haag, AT",Haag,1491,AT
ef208346-432f-4308-8d56-206d920c3de9,"Viktoria Place 55, 89155 Piretfort, EE",Piretfort,89155,EE
d1f0c570-bf55-45ce-98a1-a54654a6087c,"Fuchsplatz 79, 9640 Schwanenstadt, AT",Schwanenstadt,9640,AT
11fba56e-300a-4187-9cb9-f9aabf4ddeaa,"Olivia-Zettl-Ring 147, 7457 Laakirchen, AT",Laakirchen,7457,AT
caa0a679-6e83-47b2-8857-d8c3b4a06976,"Oscarhof 10, 1327 RQ Kolderwolde, NL",Kolderwolde,1327 RQ,NL
3fcb34fa-bc39-41b3-bb1d-867704e6748a,"Johanna-Reiter-Straße 138, 4912 Weiz, AT",Weiz,4912,AT
402492a3-c334-4558-82ce-e5817e15aa2c,"Mikebaan 16, 4301 TK Noordhorn, NL",Noordhorn,4301 TK,NL
abe0a177-1c5e-4698-b7a0-2afd30d6863f,"Adamboulevard 108, 6737 SL Burgh-Haamstede, NL",Burgh-Haamstede,6737 SL,NL
d020baee-95fc-4389-8cd6-6756583e26a4,"Zaitsev Falls 148, 62924 Lake Olegton, EE",Lake Olegton,62924,EE
28cdc38a-85b3-43d3-b56b-6c0dcff0c8ac,"Miriam-Redl-Platz 14, 1775 Bludenz, AT",Bludenz,1775,AT
0b4cba0a-317e-4b1d-9b83-acd5e2ccddd8,"Leonhard-Bacher-Ring 75, 9981 Attnang-Puchheim, AT",Attnang-Puchheim,9981,AT
106861d3-633d-4c54-b304-59cc30c42d61,"Strasserring 19, 9620 Bad Hall, AT",Bad Hall,9620,AT
ce03a34d-a022-4fee-843f-b606e8b7e2da,"Anissimov Drives 16, 34674 West Maksimville, EE",West Maksimville,34674,EE
7680891b-6bb6-404e-a0db-22d329e316ad,"Pimhof 37, 2445 KF Lepelstraat, NL",Lepelstraat,2445 KF,NL
c9a6e611-613f-418d-896e-f1a5ac707464,"Lizedreef 149, 3833 YD Benthuizen, NL",Benthuizen,3833 YD,NL
a53011a2-3d74-49ee-a514-1471ea951570,"Laks Fork 104, 83807 South Matibury, EE",South Matibury,83807,EE
b693f4ef-1ad5-46c3-acb0-3f486ed63ea4,"Kikiring 27, 9905 AY Oudheusden, NL",Oudheusden,9905 AY,NL
8d2ad974-4a86-4655-8a9d-499ca2698c2d,"Kolk Light 66, 59197 Igorshire, EE",Igorshire,59197,EE
2728ec95-2b52-4ab1-a367-ad9e8dcd7d64,"Naumov Stream 66, 40255 Lake Toomasland, EE",Lake Toomasland,40255,EE
4e60678b-82f4-448a-b8a5-5d6bf2ded00f,"Keplingerstraße 105, 7690 Groß-Enzersdorf, AT",Groß-Enzersdorf,7690,AT
b8f35c26-d13e-439c-9cb6-f1f0e4751694,"Alexanderboulevard 109, 6133 MC Glane, NL",Glane,6133 MC,NL
90a00ee1-70e2-4e61-a29b-24d72bdc9c10,"Selenaring 32, 8844 IA Puiflijk, NL",Puiflijk,8844 IA,NL
9bde299d-da28-4b7a-8d6d-99a628d798b4,"Vincent-Ott-Ring 66, 8761 Hall in Tirol, AT",Hall in Tirol,8761,AT
8f3e64f4-7914-4a61-ae65-afeb1b674518,"Schreiberweg 115, 9590 Mattersburg, AT",Mattersburg,9590,AT
c2185e77-dc58-4a6a-a193-db51f6aca9b4,"Valentina Land 3, 48886 West Reetchester, EE",West Reetchester,48886,EE
1ee1723b-4a96-46a4-a752-41027acf6bcc,"Noaboulevard 127, 4417 LM Legemeer, NL",Legemeer,4417 LM,NL
f325f875-e417-4ba3-a4ee-c62b51306e5c,"Anne Mountains 80, 73891 West Oleg, EE",West Oleg,73891,EE
9aca0c4a-d24e-4104-9dd2-6234213124bd,"Benthebaan 89, 9900 BA Hurdegaryp, NL",Hurdegaryp,9900 BA,NL
565af699-d3bb-43d7-9e12-425cb42fb357,"Elisepad 7, 4979 TI Beekbergen, NL",Beekbergen,4979 TI,NL
1fe253b0-7980-4aaa-a93b-4418b170b1ed,"Daniqueboulevard 6, 3968 QQ Ritthem, NL",Ritthem,3968 QQ,NL
70df67b9-3a6f-46fa-a418-13ef799fde33,"Juri Neck 47, 38872 Kasakchester, EE",Kasakchester,38872,EE
c5ac7520-cd46-48fe-b2b7-2bd2c97be2af,"Maria Causeway 8, 89990 Metsborough, EE",Metsborough,89990,EE
2258edf3-0ff0-452a-8b25-91c40021b632,"Corneliahof 120, 9817 HP Babyloniënbroek, NL",Babyloniënbroek,9817 HP,NL
c110412c-3843-4ed6-a586-94b6113c1836,"Voglerstraße 126, 3092 Neulengbach, AT",Neulengbach,3092,AT
140a642e-10e8-47f8-8986-148f8b3e00e7,"Koort Light 123, 56347 Lake Dmitrihaven, EE",Lake Dmitrihaven,56347,EE
d2fb05ca-3a72-4b9f-96fb-5c72ed6a1bfc,"Seebacherstr. 53, 5562 Maissau, AT",Maissau,5562,AT
1d8cca3b-6261-4790-83a0-61c445a16970,"Aleksandra Roads 132, 93802 North Toomaschester, EE",North Toomaschester,93802,EE
c20166e3-ca68-4a98-b48e-f9a86aeb5a32,"Fabiënnesteeg 130, 3676 EL Neer, NL",Neer,3676 EL,NL
e5039055-f90b-4724-b883-a8ea44e8a604,"Martha-Kerschbaum-Platz 45, 2587 Mariazell, AT",Mariazell,2587,AT
882ab925-80b2-4b0c-aa24-65cf16c2b4aa,"Nisasingel 135, 2947 GQ Ledeacker, NL",Ledeacker,2947 GQ,NL
39b66d71-951a-4518-87e7-7e2b6b291a13,"Loisring 70, 3622 EI Vlodrop, NL",Vlodrop,3622 EI,NL
1fe32b56-69f5-4741-8686-1f295cb76bb9,"Ader Terrace 55, 51097 Port Indrekberg, EE",Port Indrekberg,51097,EE
f190cb53-b489-45c7-a22f-6e82ecdd001e,"Nils-Handler-Straße 125, 4162 Salzburg, AT",Salzburg,4162,AT
14ed05bd-e4d0-4ebe-9335-914ce62ce6a3,"Jacob-Oberleitner-Gasse 42, 5948 Drosendorf-Zissersdorf 1, AT",Drosendorf-Zissersdorf 1,5948,AT
03743263-4a06-49aa-827a-cd0de15093b0,"Esméeweg 55, 2698 OW Kedichem, NL",Kedichem,2698 OW,NL
94291726-6557-438d-a175-f16a9a642c24,"Tomingas Route 42, 85789 Tiiumouth, EE",Tiiumouth,85789,EE
bac114b5-ca19-45a8-8d5a-2ad386d77094,"Loiblweg 95, 3221 Mureck, AT",Mureck,3221,AT
dbb59fc2-5cff-496e-bd03-c81f7ff35029,"Maria View 13, 47215 Port Kristjan, EE",Port Kristjan,47215,EE
a0a1f43f-9638-43c7-a85e-406b817131eb,"Evystraat 92, 2239 PV Grootegast, NL",Grootegast,2239 PV,NL
c1308a09-cddd-43bb-b56a-a13d13f1484a,"Hochleitnerweg 7, 7265 Steyr, AT",Steyr,7265,AT
cd43cfeb-8938-4b90-9341-45328252f723,"Fleurpad 138, 4694 II Rotsterhaule, NL",Rotsterhaule,4694 II,NL
663eab2b-c832-45cc-995d-767b0c1333ce,"Zöhrergasse 44, 4390 Gloggnitz, AT",Gloggnitz,4390,AT
dd6af484-024d-45de-af44-eaeb6734162f,"Lucahof 49, 1443 PJ Zetten, NL",Zetten,1443 PJ,NL
8923cba1-7874-466b-bc34-e6ebaeaaec48,"Angelika-Lindinger-Ring 66, 4916 Linz, AT",Linz,4916,AT
66f1b0a0-7a1a-462b-ba13-834fde8e3228,"Pimweg 53, 7752 IS Waal, NL",Waal,7752 IS,NL
2e0885fc-5da2-4c06-b146-b0800a2cf6a9,"Raivo Knolls 59, 30060 New Nikolaiville, EE",New Nikolaiville,30060,EE
8923cba1-7874-466b-bc34-e6ebaeaaec48_var1,"Angelika-Lindinger-Ring 66, 4916 Linz, AT",Linz,,AT
51783032-8066-449b-b1d7-92a07d25cefb_var1,"Karpov Neck 35, 82646 Maksimfort, EE",Maksimfort,,EE
ce03a34d-a022-4fee-843f-b606e8b7e2da_var1,"Anissimov Drives 16, 34674 West Maksimville, EE",West Maksimville,,EE
e5039055-f90b-4724-b883-a8ea44e8a604_var1,"Martha-Kerschbaum-Platz 45, 2587 Mariazell, AT",Mariazell,,AT
69fcbef0-275f-475c-83f3-f74dd3861b58_var1,"Hugo-Hauer-Gasse 128, 4506 Eferding, AT",Eferding,,AT
b8f35c26-d13e-439c-9cb6-f1f0e4751694_var1,"Alexanderboulevard 109, 6133 MC Glane, NL",Glane,,NL
2728ec95-2b52-4ab1-a367-ad9e8dcd7d64_var1,"Naumov Stream 66, 40255 Lake Toomasland, EE",Lake Toomasland,,EE
ec3aa314-da9b-4017-b9c1-47c719a5711b_var1,"Eda-Holl-Platz 15, 1809 Steyr, AT",Steyr,,AT
2e0885fc-5da2-4c06-b146-b0800a2cf6a9_var1,"Raivo Knolls 59, 30060 New Nikolaiville, EE",New Nikolaiville,,EE
7b38785b-0932-45b6-b11d-dff70e370526_var1,"Alena-Horak-Ring 39, 5778 Trofaiach, AT",Trofaiach,,AT
3b019fcb-f96d-4403-948c-93f3028d042b_var1,"Isabell-Kerschbaum-Platz 138, 3869 Leoben, AT",Leoben,,AT
d2fb05ca-3a72-4b9f-96fb-5c72ed6a1bfc_var1,"Seebacherstr. 53, 5562 Maissau, AT",Maissau,,AT
106861d3-633d-4c54-b304-59cc30c42d61_var1,"Strasserring 19, 9620 Bad Hall, AT",Bad Hall,,AT
403d1f83-a859-490c-9670-f668637e0edc_var1,"Pärn Knolls 108, 13527 South Tiinachester, EE",South Tiinachester,,EE
b5c03f6f-94e4-4c44-a3fb-dbda86ae9d5c_var1,"Lukaring 134, 2104 VB Lambertschaag, NL",Lambertschaag,,NL
65e04993-7f41-4fed-9e70-e79933a1d1c2_var1,"Sieberweg 26, 8467 Ried im Innkreis, AT",Ried im Innkreis,,AT
abe0a177-1c5e-4698-b7a0-2afd30d6863f_var1,"Adamboulevard 108, 6737 SL Burgh-Haamstede, NL",Burgh-Haamstede,,NL
a0a1f43f-9638-43c7-a85e-406b817131eb_var1,"Evystraat 92, 2239 PV Grootegast, NL",Grootegast,,NL
b2f11ef9-d486-4482-8078-cb124b7350d1_var1,"Yassinhof 26, 7584 UU Spijk, NL",Spijk,,NL
f325f875-e417-4ba3-a4ee-c62b51306e5c_var1,"Anne Mountains 80, 73891 West Oleg, EE",West Oleg,,EE
