identifier,contactType,phone,email,availableLanguage,fax
9bcae27d-3319-48eb-9afd-518dd55f0e0e,Patient Services,+31(0)574-727455,Johnson@healthcare.org,['nl'],+31(0)696-849336
04ade7b7-119b-4fb4-b0fd-e8c97575117c,General Inquiries,791.640.3292,Rose@healthcare.org,['de'],7007924367
2dc6c2ac-cbae-4e93-af39-c04551bb91c1,Administrative,429.398.6930x0690,Harrell@healthcare.org,"['de', 'en']",(645)393-0525x47795
c634effd-f02d-4043-901a-cef6a8294aab,Media Relations,691-327-4164,Moore@healthcare.org,"['de', 'en']",+1-958-281-0090x2166
4c15514d-b40e-4501-bb2c-2c428f6dc117,Billing,+31(0)68-0782823,Williams@healthcare.org,"['nl', 'en']",+31(0)19 7444360
f4098aef-1d50-4ccf-bec0-9878f0344058,Media Relations,+31052-591153,Wall@healthcare.org,"['nl', 'en']",0757-788115
27e8aeae-24a7-43e3-920a-202fe11a15c3,Billing,069 1184945,PooleDixon@healthcare.org,"['nl', 'en']",(069)-5978538
f97b8d62-1c95-47d0-81ff-bbc184c85b95,Administrative,095 0525477,WangSanchez@healthcare.org,"['nl', 'en']",+31(0)03-7520782
dd7524bc-dd82-416d-84fa-9dd191609261,Patient Services,+31(0)866 356433,Thompson@healthcare.org,['nl'],0389-573959
99aed9de-2e78-43c5-b11b-b2df346eba31,Administrative,(793)818-7346x483,English@healthcare.org,['et'],800-733-9287x14847
f230400a-386b-41c0-9ffe-6c117b51aca6,General Inquiries,+1-211-318-0985x91930,Kim@healthcare.org,['et'],001-441-596-2998x3442
a892d63b-89ae-4616-99f8-8a690466ed6b,Administrative,824.419.4930x2390,Russell@healthcare.org,"['et', 'en']",(778)908-5327
f444adae-1d21-4e7c-a025-2b8d2cd9f51a,Media Relations,001-518-427-2648,RobinsonTran@healthcare.org,['et'],001-414-275-6805x6682
9937f592-185a-4b98-bd9f-3e803ba68577,Billing,(461)583-8337x1318,Nunez@healthcare.org,['et'],+1-298-796-9647
d5ff7894-46ac-4201-9ab1-874e17668e8a,Patient Services,+1-546-454-1917x5991,Thomas@healthcare.org,"['de', 'en']",(730)574-2852x18551
260aeef2-95dd-44bd-a7c4-bf8d59949066,Billing,001-864-431-2278,Stanley@healthcare.org,"['de', 'en']",5472915117
ba4e199c-f2b8-4d15-94c7-cd9ad28d65a1,Patient Services,+31(0)73 0329229,MartinGarrett@healthcare.org,"['nl', 'en']",+31(0)11 4149794
97b19d4f-16d2-4a67-86b1-b41f3659333f,General Inquiries,+31(0)383 750469,Terrell@healthcare.org,"['nl', 'en']",+31(0)598 634174
77dc6602-6c82-41f1-859f-7dfc9f3bca77,Administrative,+1-998-632-0416x437,Welch@healthcare.org,"['et', 'en']",662.797.4203x54106
5d587077-68fe-4666-afb5-545cd95cd1ae,Administrative,001-811-987-2108,ThompsonMonroe@healthcare.org,['et'],661.360.4924
73213530-f002-4e2e-abd4-3ea08bbd6b2f,General Inquiries,(301)601-5348x1841,KeithDuncan@healthcare.org,"['de', 'en']",001-203-812-7227x4279
96c9b54e-0224-4f10-8e65-b211a3c9c8d7,Patient Services,(593)945-8577x45422,Wheeler@healthcare.org,"['de', 'en']",705-479-4301x78236
8dcfb198-f0e5-4f30-abfa-4f2cb1886048,Media Relations,(694)831-6087x5039,Keller@healthcare.org,['et'],984.810.1566x634
b8c6773e-9610-4047-b849-07a1d5810613,Administrative,+1-947-985-4692x506,KleinDickson@healthcare.org,"['de', 'en']",313-453-6095x2271
1b4addce-e56b-4b1d-a54e-4a172868c76b,General Inquiries,+3174 4460945,RubioJohnson@healthcare.org,['nl'],(0104)-374836
23a61526-95e3-4329-94cc-a279a63cca75,Media Relations,3829111913,Williams@healthcare.org,"['de', 'en']",(311)277-8281x25682
9ade0a94-2709-483a-976f-9018b18646ce,Media Relations,+31(0)545-850002,Armstrong@healthcare.org,['nl'],0322-177244
abbf9e6d-9e19-4188-9da1-1d7aa281becd,Media Relations,001-835-261-4685x053,Chen@healthcare.org,"['et', 'en']",001-468-642-4041x56043
07b0f900-0154-4c1e-820f-edb80ae9e2e6,Billing,+31(0)52 6398308,Russell@healthcare.org,"['nl', 'en']",(0787) 995551
de5dd6f9-aaba-43a8-83c9-2eaa99919b34,Media Relations,(0976) 622667,Hardy@healthcare.org,"['nl', 'en']",(0412) 904212
eff2091a-7ffc-4eea-85f7-e0d1838bc6ab,General Inquiries,+1-288-236-4600x6814,KingMitchell@healthcare.org,"['et', 'en']",268.758.7878x7929
409b0a7a-d866-4735-b4a6-1316c851c1df,Administrative,(058)-3058468,DaltonHendrix@healthcare.org,['nl'],+3142 8221530
19c613ba-e1bd-4bab-9a6e-9ef754700834,Media Relations,+1-314-849-5207x663,Macias@healthcare.org,['et'],476-976-2636x341
2c97f169-516b-44ed-baaa-fc6c71daae43,Patient Services,+31524 511655,MooreHerrera@healthcare.org,"['nl', 'en']",050-3422827
67706bef-d5be-4022-9ea7-0756a1d577a4,Billing,+1-914-619-9134x628,Taylor@healthcare.org,['et'],001-852-664-2213x85715
330760dc-224c-45db-9286-369e1eff1078,Administrative,698.657.5978,HamiltonWard@healthcare.org,"['de', 'en']",6999243881
d83dd24b-bcd8-44e4-b8d0-56c18506b30c,Administrative,0720 180210,Murillo@healthcare.org,"['nl', 'en']",+31431-032568
a2d9281b-9433-4bb0-903b-a901337faf64,Administrative,(754)647-5867,RojasPerry@healthcare.org,"['et', 'en']",847.485.6564x03746
2f06771e-f7f6-4599-af1c-1ff43f848dfc,Administrative,+3108 0119229,Bond@healthcare.org,"['nl', 'en']",(0551) 167259
ecb501ee-2d8c-47e1-a158-3621b79f3b37,Administrative,001-244-552-7581x160,Curry@healthcare.org,"['de', 'en']",863-256-9151x79743
ca907b30-114e-40da-b17b-08aedeb5b9e5,Media Relations,(447)940-6071x2454,Cooke@healthcare.org,['et'],809.952.6042x921
b7b52ef6-e781-471b-bd62-91167a764f13,Media Relations,+1-930-865-4594x7804,Jackson@healthcare.org,['de'],770.689.6539
d2e922b3-e80a-4294-b3cf-eea6aac41158,Administrative,+31266 119381,Lutz@healthcare.org,"['nl', 'en']",(0578) 912299
fdf3aece-bd9a-424e-932b-99a54a789a0e,Administrative,001-512-658-0954,Lopez@healthcare.org,['de'],6964515451
92a90fd2-b0a3-4f75-aced-e02f0114a577,Referrals,381.200.1266x923,FaulknerHoward.Plastic@dept.healthcare.org,['de'],5667426056
1e82b4bb-3335-419c-8922-4fa0365d3eed,Referrals,955-442-2964x0619,FaulknerHoward.Emergency@dept.healthcare.org,['de'],(536)862-8795x0983
a33c8dc3-f69c-47e2-9e81-d10221968b62,Appointments,692.886.4052x08379,FaulknerHoward.Pulmonary@dept.healthcare.org,['de'],001-303-794-3514x75404
f61d103d-f860-4014-ab3c-1658aa3042f9,Staff,(360)380-8614x384,FaulknerHoward.Psychiatric@dept.healthcare.org,['de'],568.352.2144x27438
c40732b4-ef17-42f4-900c-fe8021323c24,Staff,967.459.4724x061,West.Gastroenterologic@dept.healthcare.org,['et'],216-234-1694
5bbbd419-4bc3-415a-a539-ed269af1e66f,Information,383.762.9925x2052,West.Speech@dept.healthcare.org,"['et', 'en']",+1-331-581-7897x459
cda9cfae-10ff-4de8-a6ff-73b5b36cddb8,Staff,520.717.4547x055,West.Podiatric@dept.healthcare.org,['et'],001-355-763-0698x4690
c38efb8c-1536-4c1f-90b3-59d9ff0a837a,Referrals,565.440.1746,West.Optometric@dept.healthcare.org,"['et', 'en']",001-970-620-2901x5033
0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,Information,+1-781-599-6776x098,West.Geriatric@dept.healthcare.org,"['et', 'en']",(994)584-6980
725964c4-73c4-4ceb-8467-81798383818f,Information,794-351-6501,Bryan.Speech@dept.healthcare.org,"['de', 'en']",+1-239-900-0471
9383bed6-dbcf-4686-8232-4d7203d03575,Emergency,001-599-441-5126x74549,Bryan.Toxicologic@dept.healthcare.org,['de'],+1-277-647-1128
81190840-8a64-44fd-8b58-46c879e32aa0,Referrals,654-695-1507x9259,Bryan.Geriatric@dept.healthcare.org,['de'],207.723.5310x6769
41f3ca1d-02af-47f5-8ef2-de43231e58b0,Appointments,(589)941-5795x45308,Bryan.Cardiovascular@dept.healthcare.org,"['de', 'en']",506.950.8318x30852
641cd0b7-3aa0-46f4-862e-8578a05206d2,Staff,2014295920,Bryan.Diet@dept.healthcare.org,"['de', 'en']",001-221-722-8266
5d81778a-5ef7-4581-af71-f4aead1c4859,Referrals,463-459-4238,Robbins.Nursing@dept.healthcare.org,"['de', 'en']",915.499.8919x25474
44a07ecb-5fb2-4686-8bee-3f1d5fc97072,Staff,+1-752-463-3297x96930,Robbins.Gynecologic@dept.healthcare.org,['de'],5768910649
4f5a41c7-0fa0-4b35-a7b1-13deedeeefbd,Appointments,(825)518-9729,Robbins.Infectious@dept.healthcare.org,"['de', 'en']",001-224-907-5758x349
cbce125b-da1c-4162-b87e-3cae01b62820,Staff,+1-962-449-8326x975,Robbins.Genetic@dept.healthcare.org,"['de', 'en']",6968654247
86d26605-33d6-4c61-a8f8-a67abdf76a13,Emergency,461-244-2234x2253,Robbins.Surgical@dept.healthcare.org,['de'],724-394-4204
cd1fe22d-965d-4317-ab5e-68c2e3d86d14,Appointments,416.261.9485,Thompson.Musculoskeletal@dept.healthcare.org,"['de', 'en']",8263505589
35331bc5-5abd-452e-a300-47d0085d7943,Emergency,(891)563-5112x43236,Thompson.Cardiovascular@dept.healthcare.org,['de'],708.746.3819
53ec7d88-1994-49c4-8995-e98cc82dd858,Staff,519-441-3491x16725,Thompson.Hematologic@dept.healthcare.org,['de'],520.890.7788
7a9f3f59-c92c-463c-8309-28ae79dac846,Referrals,672.893.9656,Thompson.Diet@dept.healthcare.org,"['de', 'en']",(629)287-1395
c078dac2-bb2b-46f3-ad6d-3a646d2b0123,Appointments,0980 006947,Fletcher.Pulmonary@dept.healthcare.org,"['nl', 'en']",+31086-164050
08cf9fa6-8a68-417b-811e-95c392a55f24,Staff,(0996) 411212,Fletcher.Geriatric@dept.healthcare.org,"['nl', 'en']",(037) 9463088
df539ccb-6f1a-4171-a7ca-44921e51f22a,Staff,(064)-9380862,Fletcher.Diet@dept.healthcare.org,['nl'],(092)-0469779
4dc0500f-b917-431e-b683-c8ecd34f0013,Staff,(086) 4465531,Fletcher.Nursing@dept.healthcare.org,['nl'],043-1368253
2aa8ac45-fc22-453f-98c4-07a8adfd429f,Information,+3184 4066309,RamirezGood.Oncologic@dept.healthcare.org,['nl'],+31(0)06 6566047
550a89db-b99c-48da-9c01-6a1ee64c8980,Referrals,+31(0)28-4731429,RamirezGood.Cardiovascular@dept.healthcare.org,['nl'],(0320) 074480
ad8c71a6-f3c4-42c5-86af-1de6503b4bfa,Emergency,(0834)-606772,RamirezGood.Dentistry@dept.healthcare.org,['nl'],(0188) 183865
cd62fd36-d5f2-437e-95dc-506c99d8adaf,Information,+31(0)17 0754620,RamirezGood.Otolaryngologic@dept.healthcare.org,"['nl', 'en']",+31(0)26 3498900
70e388bd-a4a9-4afd-9114-75f2217718ac,Emergency,+1-611-722-5638,Bennett.Psychiatric@dept.healthcare.org,"['et', 'en']",+1-354-980-8161x9671
7189094a-910f-4fed-a277-6fdff94cd0da,Information,+1-859-438-0378,Bennett.Podiatric@dept.healthcare.org,['et'],+1-780-634-8340
2aa092ae-b15a-4270-82a5-887cf25494de,Appointments,+1-215-863-4685x92153,Bennett.Laboratory@dept.healthcare.org,['et'],001-664-453-8399x90733
e439d480-cec1-471a-b5c8-506049c73507,Referrals,509-234-7619x5175,Bennett.Pediatric@dept.healthcare.org,['et'],857-534-4101
b205b5f7-e0c0-4353-a043-c58869ad4787,Appointments,621-699-5793x76024,Bennett.Toxicologic@dept.healthcare.org,"['et', 'en']",+1-669-507-1747x85791
358db639-90bf-4abd-a5d6-49dc41d1c954,Appointments,001-928-941-2089,Turner.Respiratory@dept.healthcare.org,"['et', 'en']",320-265-4600x036
700e6a4f-2543-43f8-b349-f09340601a0d,Emergency,001-223-233-8007x75210,Turner.Rheumatologic@dept.healthcare.org,"['et', 'en']",+1-536-540-7418x2155
272c763d-87a6-4c7c-8117-5ae3822fcf7a,Appointments,656-712-0680,Turner.Speech@dept.healthcare.org,['et'],600.600.3511
e4ad3121-1c57-40c9-bdfd-b88eae4fd0d7,Appointments,(881)655-4501,Hanson.Respiratory@dept.healthcare.org,['et'],(340)427-5331x658
779571dd-f67d-4311-b3a8-79fd90916a5f,Emergency,817.835.9559x90615,Hanson.Podiatric@dept.healthcare.org,['et'],(532)456-6843x316
762d4c36-5b90-4e06-aa05-004a271fb4e5,Staff,(754)345-6272x72685,Hanson.Respiratory@dept.healthcare.org,['et'],2253531459
e924bbb0-cb8a-47fb-b6aa-7946a5cecde7,Staff,+1-435-850-4405x905,RiveraMartin.Renal@dept.healthcare.org,['et'],768-227-7850
4dcaf1c1-ea1f-4a93-9134-0a4193339293,Appointments,001-460-980-9329,RiveraMartin.Infectious@dept.healthcare.org,['et'],(873)608-0877
7c39c32a-7291-4b34-8a64-8b77a7ed6194,Referrals,546.730.0567x3990,RiveraMartin.Toxicologic@dept.healthcare.org,['et'],624.888.2691
da531989-ca13-434b-9b7d-ff426c138b6a,Information,+3165-6403753,BrownDavidson.Pathology@dept.healthcare.org,"['nl', 'en']",+31506 639636
6f3d0471-f883-44ec-8625-80f6b224f96d,Referrals,+31423-870279,BrownDavidson.Pediatric@dept.healthcare.org,"['nl', 'en']",+31047 438825
439983f1-3595-4baf-b432-dcbc983af186,Emergency,+31(0)67-0575057,BrownDavidson.Pediatric@dept.healthcare.org,['nl'],+3171-1844965
01a95f82-a339-4317-99f6-b8098aab78d6,Appointments,+3109-7896304,BrownDavidson.Geriatric@dept.healthcare.org,['nl'],(0983) 186180
40136ca4-6810-4e35-9c19-53809b00f4f3,Emergency,749.583.4233x7334,LoganWaters.Radiography@dept.healthcare.org,['de'],001-552-816-3399
4a4d2091-733e-4301-b28f-aeb01654012d,Referrals,376-443-8589x1565,LoganWaters.Surgical@dept.healthcare.org,"['de', 'en']",+1-479-396-8548x221
bdc2acbb-b2f4-45e8-9b0a-23afbda98d6b,Referrals,397.303.8606x69883,LoganWaters.Public@dept.healthcare.org,"['de', 'en']",768-343-7729x94887
d39cfec1-cbd5-4fbe-ae50-1b5a739ed5b6,Appointments,748.722.9138x2701,LoganWaters.Psychiatric@dept.healthcare.org,['de'],(653)216-7998x19997
5710c060-2ea2-4ca2-9fda-de0ea9b0a8ae,Information,736.858.0559x7376,Walls.Toxicologic@dept.healthcare.org,['et'],(573)327-0307x02128
acf2ad7e-39b0-4a24-8285-676a83673f0a,Emergency,201.413.8118x191,Walls.Genetic@dept.healthcare.org,"['et', 'en']",679-482-4499x935
96d3e516-0f79-46a3-a110-bb6c79735da7,Appointments,(590)641-0602,Walls.Obstetric@dept.healthcare.org,"['et', 'en']",630-397-6673
80f2f7b1-7294-4e45-9eb6-eee6b17672e2,Referrals,8437035840,Walls.Obstetric@dept.healthcare.org,['et'],001-333-835-0910x135
b13a56f2-2e82-422e-8c69-532180707982,Referrals,459-321-4643,Walls.Neurologic@dept.healthcare.org,"['et', 'en']",+1-533-544-0128x74211
9c0c7b1e-9230-46a1-8ca0-2f81a512090c,Information,(792)565-8833,AndersonLevy.Dermatology@dept.healthcare.org,"['et', 'en']",+1-270-769-7085x352
b6608cf3-b2e1-4848-9d87-667a79b638c8,Emergency,674.394.4095,AndersonLevy.Respiratory@dept.healthcare.org,"['et', 'en']",6903702104
9bbdf967-ca12-420e-947b-e7889abb1ee4,Information,708.497.6490x355,AndersonLevy.Radiography@dept.healthcare.org,['et'],(636)500-4983x42906
b2570a2e-8074-4d98-a42d-9ecca78ac646,Emergency,001-618-773-4405x94943,Wood.Respiratory@dept.healthcare.org,"['de', 'en']",944.967.1163x23458
96721bd0-ed1c-48ff-8f53-f5237a470ddc,Staff,001-910-901-3865x81174,Wood.Podiatric@dept.healthcare.org,"['de', 'en']",5482875972
623fc5b9-976d-4953-a47f-1aaf5875de0f,Staff,426.623.0577x154,Wood.Musculoskeletal@dept.healthcare.org,['de'],9387443171
4f5ab827-3b33-445b-952b-c38cce0790d7,Information,(0806) 446410,Turner.Gastroenterologic@dept.healthcare.org,['nl'],0923 808299
8dfc0cb0-dc97-4aec-8fac-816ce2d371cc,Emergency,(051) 3322487,Turner.Dermatology@dept.healthcare.org,['nl'],074-3532772
68aeb048-72ec-4932-a075-44b56eb7b98b,Referrals,(0904) 980790,Turner.Gynecologic@dept.healthcare.org,['nl'],+31(0)99-2009421
b18f3aee-34a2-4626-804b-d39754a9d898,Emergency,329.676.5782,Jones.Radiography@dept.healthcare.org,"['de', 'en']",391.724.8385x695
8054c15c-aeed-440b-9755-f4a05962ceba,Appointments,439.808.3875,Jones.Pulmonary@dept.healthcare.org,['de'],673.778.6431x8769
326e1c2f-2fcf-48b7-bcef-f66406a70ddf,Referrals,+1-805-357-4595x514,Jones.Infectious@dept.healthcare.org,"['de', 'en']",001-779-559-5611x028
fed602eb-b300-43f7-85ed-f42f3c5a74fd,Emergency,565-701-1059x20494,Jones.Community@dept.healthcare.org,['de'],+1-633-829-7621
e1f51fdc-c203-453a-8b78-44b004747134,Referrals,+31(0)25-1238274,Lewis.Infectious@dept.healthcare.org,['nl'],077 8286199
b11826f6-66c3-400c-9cae-80b846695f55,Appointments,+31(0)339 698220,Lewis.Obstetric@dept.healthcare.org,['nl'],(019) 0391103
536ff84c-82c7-4e62-9f61-7ff963611515,Information,010 4402155,Lewis.Urologic@dept.healthcare.org,"['nl', 'en']",027-6331162
275ab60d-7b1e-4ff7-8476-d9681803b6e7,Appointments,(0590) 188424,Lewis.Radiography@dept.healthcare.org,"['nl', 'en']",+31616-048469
3922c73e-84d7-41e2-a0c5-f3291ea2d7d4,Emergency,(0846) 477996,Lewis.Cardiovascular@dept.healthcare.org,['nl'],(0303) 524308
87e8b9a7-1116-4820-a76d-4b32212178c7,Appointments,910-312-6940,BaileyLucero.Musculoskeletal@dept.healthcare.org,['et'],999.688.0320
02951560-27e6-411e-b94d-aba2251a54b7,Appointments,+1-804-931-4477x349,BaileyLucero.Laboratory@dept.healthcare.org,['et'],573-298-6166x3159
df6a1985-6ecb-4b06-bdcc-900ae689bad6,Emergency,746-794-6922x0120,BaileyLucero.Radiography@dept.healthcare.org,"['et', 'en']",676.336.0586x79969
c0123520-4db9-4f3e-af65-10194f9d9bbb,Referrals,+31(0)90-7384309,WilliamsWilliams.Geriatric@dept.healthcare.org,"['nl', 'en']",016-5659635
590b57d9-b56a-4ae6-b7fa-36fc5587e3c5,Appointments,+3125-5145442,WilliamsWilliams.Obstetric@dept.healthcare.org,['nl'],+31(0)96-3913472
a323d79e-7386-4418-b1db-0a78f2fd8e7a,Appointments,042 7335114,WilliamsWilliams.Pediatric@dept.healthcare.org,['nl'],(074)-6598211
6a2edd95-7915-4d51-aded-413bb43f355f,Staff,(054) 4524314,WilliamsWilliams.Renal@dept.healthcare.org,['nl'],+31(0)657-118327
a0b837ed-b3a2-41dc-8fa2-f35c90c86387,Emergency,+31209-420771,WilliamsWilliams.Oncologic@dept.healthcare.org,"['nl', 'en']",+31(0)71-0763429
4f22070d-ed39-4be0-9153-9f8f503618d0,Information,911-213-6719,ChambersFitzgerald.Psychiatric@dept.healthcare.org,['de'],+1-522-968-5252
eafa6b45-463f-4d8c-8f80-ac174fd9853b,Emergency,(393)667-8046,ChambersFitzgerald.Plastic@dept.healthcare.org,['de'],(588)264-4173x470
6db16e7a-23e0-484e-bc30-9d334ea8c3b1,Referrals,454-966-9849x763,ChambersFitzgerald.Physiotherapy@dept.healthcare.org,['de'],521-392-2444x1510
50574997-9916-408e-bb51-a89031eb113c,Information,(600)503-1071,BishopMccormick.Neurologic@dept.healthcare.org,['de'],856.923.8892x76308
