original_id,duplicate_id,entity_type,variation_type,field_name,original_value,varied_value
16e77920-5120-4f9c-b94b-a37c928b66d5,16e77920-5120-4f9c-b94b-a37c928b66d5_var3,Address,country_expansion,country,AT,Austria
db39ae44-c79c-4835-b2a7-3453074861a4,db39ae44-c79c-4835-b2a7-3453074861a4_var1,Address,house_number_suffix,text,Hemetsbergerstr. 70,Hemetsbergerstr. 70A
7c113797-76bf-4a9b-a41d-257116d91fc5,7c113797-76bf-4a9b-a41d-257116d91fc5_var4,Address,postal_format,postalCode,49651,49651 
33976f54-a627-411c-a741-92a6a15d00f2,33976f54-a627-411c-a741-92a6a15d00f2_var3,Address,country_expansion,country,NL,Netherlands
65a20e0a-e151-40df-b36f-6e304c05e703,65a20e0a-e151-40df-b36f-6e304c05e703_var4,Address,postal_format,postalCode,9832 JL,9832JL
631453f4-5768-42a9-9a30-72b6466faaa1,631453f4-5768-42a9-9a30-72b6466faaa1_var4,Address,postal_format,postalCode,70989,70989 
584c1484-a8ef-4278-9975-36a8d8b23694,584c1484-a8ef-4278-9975-36a8d8b23694_var3,Address,country_expansion,country,NL,Netherlands
d4713d60-c8a7-4639-ab11-67b367a9c378,d4713d60-c8a7-4639-ab11-67b367a9c378_var1,Address,house_number_suffix,text,Anna-Lena-Nemeth-Stra�e 84,Anna-Lena-Nemeth-Stra�e 84B
e70a26e9-eb6b-46ec-aa3a-5bf369946c6d,e70a26e9-eb6b-46ec-aa3a-5bf369946c6d_var1,Address,house_number_suffix,text,Boazhof 17,Boazhof 17C
a24e35ed-1651-423f-9f0e-68c0e27d8d11,a24e35ed-1651-423f-9f0e-68c0e27d8d11_var1,Address,house_number_suffix,text,Laks Extension 133,Laks Extension 133B
6121cc0c-525c-42ea-854b-f14ef147d5c0,6121cc0c-525c-42ea-854b-f14ef147d5c0_var1,Address,house_number_suffix,text,Manuela-Gartner-Stra�e 47,Manuela-Gartner-Stra�e 47C
594de949-8e2f-4e0e-975c-4a9ae985f7c1,594de949-8e2f-4e0e-975c-4a9ae985f7c1_var3,Address,country_expansion,country,EE,Estonia
9ad098f6-599d-4000-ba17-9e2f54ed0e60,9ad098f6-599d-4000-ba17-9e2f54ed0e60_var2,Address,city_typo,city,Scheibbs,Scheibs
9883502e-7f32-4e78-a7fe-651efd8c2a6f,9883502e-7f32-4e78-a7fe-651efd8c2a6f_var2,Address,city_typo,city,Go�nga,Gonga
e7c1b6a8-bc65-4fdb-a7f8-927724101196,e7c1b6a8-bc65-4fdb-a7f8-927724101196_var4,Address,postal_format,postalCode,1644,1644 
6326ee35-3e40-4347-9907-e4c01a254c4e,6326ee35-3e40-4347-9907-e4c01a254c4e_var1,Address,house_number_suffix,text,Matheo-Klement-Stra�e 48,Matheo-Klement-Stra�e 48A
5774a8f0-bc73-40c9-9918-cda4d95e1ab2,5774a8f0-bc73-40c9-9918-cda4d95e1ab2_var1,Address,house_number_suffix,text,Cornelius-Klinger-Ring 23,Cornelius-Klinger-Ring 23C
5f2a8e3e-d839-49b0-b4fc-5bf097ddc839,5f2a8e3e-d839-49b0-b4fc-5bf097ddc839_var3,Address,country_expansion,country,EE,Estonia
71df24d9-3f80-431f-95a5-712c5ac4b6c7,71df24d9-3f80-431f-95a5-712c5ac4b6c7_var1,Address,house_number_suffix,text,Huttererweg 72,Huttererweg 72A
97ad1730-763c-4274-b719-509c5b786208,97ad1730-763c-4274-b719-509c5b786208_var1,Address,house_number_suffix,text,Bondarenko Road 28,Bondarenko Road 28B
9b736c70-ca28-467f-855a-188d948340fa,9b736c70-ca28-467f-855a-188d948340fa_var4,Address,postal_format,postalCode,5734,5734 
78ec4ac4-5fd6-4f49-9329-0b13ac234f14,78ec4ac4-5fd6-4f49-9329-0b13ac234f14_var3,Address,country_expansion,country,EE,Estonia
81b377bd-59ea-469a-a09c-93ded12ea61b,81b377bd-59ea-469a-a09c-93ded12ea61b_var2,Address,city_typo,city,Kisseljovmouth,Kwisseljovmouth
97e27d7a-9c36-4f6d-9121-9f59df240ae5,97e27d7a-9c36-4f6d-9121-9f59df240ae5_var3,Address,country_expansion,country,NL,Netherlands
6d316b4a-7f6b-4793-b318-ad4c1db2b452,6d316b4a-7f6b-4793-b318-ad4c1db2b452_var1,Address,house_number_suffix,text,Heinsoo Neck 136,Heinsoo Neck 136B
4fae667b-b2e7-4e77-8fe1-cedfa5387901,4fae667b-b2e7-4e77-8fe1-cedfa5387901_var2,Address,city_typo,city,Echteld,Ecteld
df254e5d-befa-4c47-8dd6-650fca6ef7ce,df254e5d-befa-4c47-8dd6-650fca6ef7ce_var3,Address,country_expansion,country,NL,Netherlands
86494985-7b7c-42e3-acbb-98aed2d657be,86494985-7b7c-42e3-acbb-98aed2d657be_var2,Address,city_typo,city,Rolde,Rlode
bddaa347-5ee6-4430-9be5-c0997397d0dc,bddaa347-5ee6-4430-9be5-c0997397d0dc_var1,Address,house_number_suffix,text,Felinestraat 34,Felinestraat 34A
0bde3249-cd06-43c9-9149-fe6377f141cd,0bde3249-cd06-43c9-9149-fe6377f141cd_var2,Address,city_typo,city,East Kristjanfurt,East Kristjafnurt
31e9ca80-58bf-4b9e-a624-5b598c94af98,31e9ca80-58bf-4b9e-a624-5b598c94af98_var3,Address,country_expansion,country,AT,Austria
ad5b97ad-006b-4a01-bdbc-26e78734baef,ad5b97ad-006b-4a01-bdbc-26e78734baef_var3,Address,country_expansion,country,EE,Estonia
abab8afa-079b-4d72-86de-0552d1527d38,abab8afa-079b-4d72-86de-0552d1527d38_var4,Address,postal_format,postalCode,7090,7090 
aceca3f5-842f-4199-a00d-cee45427dc44,aceca3f5-842f-4199-a00d-cee45427dc44_var3,Address,country_expansion,country,NL,Netherlands
63aa09e3-6fdb-4d54-bd0d-fcc63a38dc11,63aa09e3-6fdb-4d54-bd0d-fcc63a38dc11_var4,Address,postal_format,postalCode,1799 ET,1799ET
055c64dd-e478-40a6-9368-e0d60b46b634,055c64dd-e478-40a6-9368-e0d60b46b634_var1,Address,house_number_suffix,text,Corneliahof 34,Corneliahof 34C
b80150f9-c7a3-477c-b229-31d3a38685f6,b80150f9-c7a3-477c-b229-31d3a38685f6_var1,Address,house_number_suffix,text,Chrisring 134,Chrisring 134B
4598244b-f0bd-4405-a50d-d400a27ee80d,4598244b-f0bd-4405-a50d-d400a27ee80d_var3,Address,country_expansion,country,AT,Austria
fd940478-bbb6-4059-8a59-f5dc395ac924,fd940478-bbb6-4059-8a59-f5dc395ac924_var2,Address,city_typo,city,Lake Mihhail,Lake eMihhail
b88e5969-a6f0-47bc-ac00-4781934dafd1,b88e5969-a6f0-47bc-ac00-4781934dafd1_var4,Address,postal_format,postalCode,56522,56522 
43e1dfa2-2522-466b-89ab-9a1b986079bb,43e1dfa2-2522-466b-89ab-9a1b986079bb_var4,Address,postal_format,postalCode,4705,4705 
1ad9ec63-ba64-4b01-a76c-5c21513a81ca,1ad9ec63-ba64-4b01-a76c-5c21513a81ca_var4,Address,postal_format,postalCode,7037,7037 
d42f0328-4e16-46a9-9a30-72b3e7934b00,d42f0328-4e16-46a9-9a30-72b3e7934b00_var2,Address,city_typo,city,Rust,Ruts
73557453-1da1-4e1a-999e-10e71138b1e2,73557453-1da1-4e1a-999e-10e71138b1e2_var2,Address,city_typo,city,Oudemirdum,Oduemirdum
a7be5443-8010-42b8-ab2f-ead91dfe8d40,a7be5443-8010-42b8-ab2f-ead91dfe8d40_var3,Address,country_expansion,country,AT,Austria
e368f7d2-d973-4b86-bfb2-30b2b55dc442,e368f7d2-d973-4b86-bfb2-30b2b55dc442_var1,Address,house_number_suffix,text,Aus Tunnel 12,Aus Tunnel 12B
d4e3fd71-e861-43fd-bca1-248409aaae6d,d4e3fd71-e861-43fd-bca1-248409aaae6d_var3,Address,country_expansion,country,AT,Austria
3f4abad4-0edf-4c50-b219-4ca9c66a764d,3f4abad4-0edf-4c50-b219-4ca9c66a764d_var3,Address,country_expansion,country,EE,Estonia
03665273-0982-4050-9c9a-6e13d51d43c3,03665273-0982-4050-9c9a-6e13d51d43c3_var3,Address,country_expansion,country,AT,Austria
9501e917-496d-427b-baf2-f402a0e624f1,9501e917-496d-427b-baf2-f402a0e624f1_var2,Address,city_typo,city,Born,Brorn
1a02744e-6b70-488d-99b3-f5f7ae83a3e8,1a02744e-6b70-488d-99b3-f5f7ae83a3e8_var2,Address,city_typo,city,Gro�-Siegharts,Gro�-iegharts
cb7b6e94-8019-4ed0-9894-e4e67e557b45,cb7b6e94-8019-4ed0-9894-e4e67e557b45_var4,Address,postal_format,postalCode,57341,57341 
eee13dc0-e1e4-49cf-8dba-6d8f7ab8572c,eee13dc0-e1e4-49cf-8dba-6d8f7ab8572c_var4,Address,postal_format,postalCode,3320 KH,3320KH
a63a98d1-f116-4fa5-b3ad-f6e2736243ad,a63a98d1-f116-4fa5-b3ad-f6e2736243ad_var3,Address,country_expansion,country,AT,Austria
7d87d793-1170-4ee3-b43b-4fb0912d791d,7d87d793-1170-4ee3-b43b-4fb0912d791d_var2,Address,city_typo,city,Soosalumouth,Soosalumuth
2e9c87b2-406e-4a06-84c9-9c1a38f511d9,2e9c87b2-406e-4a06-84c9-9c1a38f511d9_var1,Address,house_number_suffix,text,Nadineboulevard 29,Nadineboulevard 29B
890974e4-1ddd-415a-b323-e4341bbf9922,890974e4-1ddd-415a-b323-e4341bbf9922_var4,Address,postal_format,postalCode,41082,41082 
2a9df500-ff2a-4d86-baa5-07d4fe68155c,2a9df500-ff2a-4d86-baa5-07d4fe68155c_var2,Address,city_typo,city,Westerhoven,Westerhooven
7790e902-b31f-49ed-92ce-f4d339f950f5,7790e902-b31f-49ed-92ce-f4d339f950f5_var4,Address,postal_format,postalCode,83989,83989 
04490b5d-aa14-425c-b9aa-80fc2daa0123,04490b5d-aa14-425c-b9aa-80fc2daa0123_var3,Address,country_expansion,country,EE,Estonia
50abc451-9af1-4456-8034-dca41eb62178,50abc451-9af1-4456-8034-dca41eb62178_var1,Address,house_number_suffix,text,Meister Mountain 23,Meister Mountain 23A
d1f22cad-309c-46d4-9734-7e13b017d2d8,d1f22cad-309c-46d4-9734-7e13b017d2d8_var2,Address,city_typo,city,Sint-Annaland,Sint-Annalland
2066baa4-1aac-4190-8a6c-6d4d33f7b73b,2066baa4-1aac-4190-8a6c-6d4d33f7b73b_var3,Address,country_expansion,country,AT,Austria
339d78f5-d658-41b3-b012-ae1c5882e3bb,339d78f5-d658-41b3-b012-ae1c5882e3bb_var2,Address,city_typo,city,Lilienfeld,Lilieenfeld
d2bd504f-53bc-4098-afb1-fa076a8cfe71,d2bd504f-53bc-4098-afb1-fa076a8cfe71_var2,Address,city_typo,city,Achterveld,Actherveld
acb3e64b-4b2b-4839-90b3-940cf3be2b73,acb3e64b-4b2b-4839-90b3-940cf3be2b73_var1,Address,house_number_suffix,text,Jaysondreef 67,Jaysondreef 67C
ecba187c-570a-4533-bcc3-12ae80678ee3,ecba187c-570a-4533-bcc3-12ae80678ee3_var1,Address,house_number_suffix,text,Ninasteeg 25,Ninasteeg 25A
5f7e3898-2ddb-4eff-9da7-2833e1bfbdfa,5f7e3898-2ddb-4eff-9da7-2833e1bfbdfa_var4,Address,postal_format,postalCode,1394 AG,1394AG
daa6b26a-e30d-44fd-b58c-1e9f2a0b2040,daa6b26a-e30d-44fd-b58c-1e9f2a0b2040_var4,Address,postal_format,postalCode,2463 IM,2463IM
d65e5de6-4120-47c5-bce5-af5d4f351d34,d65e5de6-4120-47c5-bce5-af5d4f351d34_var1,Address,house_number_suffix,text,Mare Landing 7,Mare Landing 7C
da11d2c9-43e6-4d9b-9e7e-0170a4819363,da11d2c9-43e6-4d9b-9e7e-0170a4819363_var3,Address,country_expansion,country,EE,Estonia
5e349e31-1c67-456d-b9ac-d84313b2cc15,5e349e31-1c67-456d-b9ac-d84313b2cc15_var1,Address,house_number_suffix,text,Lorenzostraat 121,Lorenzostraat 121B
7da69555-f78e-4166-bb2f-bde51c30ebae,7da69555-f78e-4166-bb2f-bde51c30ebae_var2,Address,city_typo,city,Lake Jaanusberg,LakeJaanusberg
c57f314c-17fc-422c-9683-1b09e8b174a4,c57f314c-17fc-422c-9683-1b09e8b174a4_var2,Address,city_typo,city,South Merike,South eMrike
987695b0-23ac-4b84-be35-a53466ef219a,987695b0-23ac-4b84-be35-a53466ef219a_var3,Address,country_expansion,country,AT,Austria
6b10e53a-9145-4e05-b3ab-1b2cdf26f517,6b10e53a-9145-4e05-b3ab-1b2cdf26f517_var3,Address,country_expansion,country,NL,Netherlands
6aa33909-aff3-4c60-a7a2-d842dac513d3,6aa33909-aff3-4c60-a7a2-d842dac513d3_var2,Address,city_typo,city,Gendt,Gent
ccde7b53-f511-4f71-b4d9-380be321095e,ccde7b53-f511-4f71-b4d9-380be321095e_var4,Address,postal_format,postalCode,4948 KV,4948KV
2223ac1d-276d-4cb4-88d9-bbb6381768ca,2223ac1d-276d-4cb4-88d9-bbb6381768ca_var4,Address,postal_format,postalCode,9908,9908 
b63b0ac4-c671-441d-88d9-b7ff58b1c832,b63b0ac4-c671-441d-88d9-b7ff58b1c832_var1,Address,house_number_suffix,text,J�ri Knoll 146,J�ri Knoll 146A
29efcdfc-8199-4dc5-9748-8a7680aaf97e,29efcdfc-8199-4dc5-9748-8a7680aaf97e_var4,Address,postal_format,postalCode,1104 FT,1104FT
8d37aebb-8fc7-47e3-a8b7-4f3dec3826bc,8d37aebb-8fc7-47e3-a8b7-4f3dec3826bc_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Hess-Vega Tervisekeskus,HV Tervisekeskus
084fa819-052d-4ad3-a6c0-0984c734bb05,084fa819-052d-4ad3-a6c0-0984c734bb05_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Brown-Davidson Zorg,BD Zorg
a3289b58-a62f-45c2-b0cc-8eec3b3fd363,a3289b58-a62f-45c2-b0cc-8eec3b3fd363_var2,HealthcareOrganization,name_typo,healthcareOrganizationName,"Russell, Farley and Gonzalez Tervisekeskus","Ruslsell, Farley and Gonzalez Tervisekeskus"
a5e3a719-6bf5-4dfd-94a8-762b2b12c92c,a5e3a719-6bf5-4dfd-94a8-762b2b12c92c_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,"Lewis, Kelly and Myers Zorg",LKM Zorg
51783032-8066-449b-b1d7-92a07d25cefb,51783032-8066-449b-b1d7-92a07d25cefb_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Jones LLC Gesundheitszentrum,JLLC Gesundheitszentrum
88c15972-ec73-4312-90a5-8c1fdeaf5252,88c15972-ec73-4312-90a5-8c1fdeaf5252_var2,HealthcareOrganization,name_typo,healthcareOrganizationName,"Cooke, Morgan and Manning Tervisekeskus","Cooke, Morgan and Mannng Tervisekeskus"
a94501d7-f9d0-4163-9ef1-274a13801f25,a94501d7-f9d0-4163-9ef1-274a13801f25_var2,HealthcareOrganization,name_typo,healthcareOrganizationName,Jackson LLC Zorg,Jakson LLC Zorg
6f5714d7-a0be-4a1c-802b-2f928dc57bd9,6f5714d7-a0be-4a1c-802b-2f928dc57bd9_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Keller Ltd Tervisekeskus,KL Tervisekeskus
3665b6a5-634d-4412-816a-5ea8618a4763,3665b6a5-634d-4412-816a-5ea8618a4763_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,"Howard, Wright and Walker Zorg",HWW Zorg
0b5aafef-85a1-482a-8761-585b4168705a,0b5aafef-85a1-482a-8761-585b4168705a_var2,HealthcareOrganization,name_typo,healthcareOrganizationName,Williams-Williams Zorg,Williamn-Williams Zorg
4124405b-91fc-4e88-81c1-6e984d6cd782,4124405b-91fc-4e88-81c1-6e984d6cd782_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Rivera-Martin Tervisekeskus,RM Tervisekeskus
19724ce3-1bd0-4448-aa2b-32004c9a0ae1,19724ce3-1bd0-4448-aa2b-32004c9a0ae1_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Bennett LLC Tervisekeskus,BLLC Tervisekeskus
857d114b-4b91-4be8-bea4-ca6a33423b60,857d114b-4b91-4be8-bea4-ca6a33423b60_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Thomas Group Gesundheitszentrum,TG Gesundheitszentrum
6b35da2c-0446-4ea7-8abf-5c57c5795b58,6b35da2c-0446-4ea7-8abf-5c57c5795b58_var2,HealthcareOrganization,name_typo,healthcareOrganizationName,Russell Ltd Zorg,Russnell Ltd Zorg
3e70f16a-5548-4822-9e1b-372ad3fbf47a,3e70f16a-5548-4822-9e1b-372ad3fbf47a_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Faulkner-Howard Gesundheitszentrum,FH Gesundheitszentrum
fa679a04-2b44-47a2-94e1-b6c1584957f2,fa679a04-2b44-47a2-94e1-b6c1584957f2_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Curry and Sons Gesundheitszentrum,CS Gesundheitszentrum
748fd139-0c6d-43b7-9c14-1ab52c8aee2d,748fd139-0c6d-43b7-9c14-1ab52c8aee2d_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Hamilton-Ward Gesundheitszentrum,HW Gesundheitszentrum
ed3032ed-824c-4948-b474-b1a4f2684ee1,ed3032ed-824c-4948-b474-b1a4f2684ee1_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,"Benton, Hawkins and Baker Tervisekeskus",BHB Tervisekeskus
feeac13d-5813-42c2-a33e-383454e27ea6,feeac13d-5813-42c2-a33e-383454e27ea6_var2,HealthcareOrganization,name_typo,healthcareOrganizationName,"Brennan, Wilson and Lawson Gesundheitszentrum","Brennna, Wilson and Lawson Gesundheitszentrum"
4306dd16-a5b4-46b4-8d03-7e583ca58162,4306dd16-a5b4-46b4-8d03-7e583ca58162_var1,HealthcareOrganization,name_abbreviation,healthcareOrganizationName,Terrell Ltd Zorg,TL Zorg
947c1b26-bb86-487b-95ac-437ca13efb41,947c1b26-bb86-487b-95ac-437ca13efb41_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Physiotherapy,Physical Rehabilitation
f7cf7116-3746-4504-9e17-ca5fe53d1459,f7cf7116-3746-4504-9e17-ca5fe53d1459_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Speech Pathology,Speech Path
572ff10a-c3a2-4520-8489-45f61a98d8ed,572ff10a-c3a2-4520-8489-45f61a98d8ed_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Podiatric,Foot Care
777964a0-3ab6-4743-a345-f0bc97f74a5e,777964a0-3ab6-4743-a345-f0bc97f74a5e_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Pulmonary,Pulm
de42c97f-1a8d-45c7-9e3b-82786b0d4a8f,de42c97f-1a8d-45c7-9e3b-82786b0d4a8f_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Speech Pathology,Speech Path
1283537d-ae12-4069-a70c-825f8e534a4f,1283537d-ae12-4069-a70c-825f8e534a4f_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Infectious,Infection Control & Prevention
5c856338-a519-4d02-ad0b-587f1320cceb,5c856338-a519-4d02-ad0b-587f1320cceb_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Cardiovascular,Cardio
062384ff-fb6d-40ce-a121-89809111f1f5,062384ff-fb6d-40ce-a121-89809111f1f5_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Psychiatric,Mental Health Services
85a81960-0eab-45f6-966a-acac95d05ad6,85a81960-0eab-45f6-966a-acac95d05ad6_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Diet Nutrition,Diet & Nutr
91c8aa21-029c-42df-b5cb-aa79478903e9,91c8aa21-029c-42df-b5cb-aa79478903e9_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Gastroenterologic,Digestive Health Center
fc9360ad-8261-4c21-9346-ceb3b072e8ef,fc9360ad-8261-4c21-9346-ceb3b072e8ef_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Gastroenterologic,Digestive Health Center
df01d2ae-aaa0-49b8-b981-3b85187dd9c6,df01d2ae-aaa0-49b8-b981-3b85187dd9c6_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Emergency,ER
d608ae93-aa74-4fff-a43d-3f7fb1bb47ce,d608ae93-aa74-4fff-a43d-3f7fb1bb47ce_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Oncologic,Onc
c90b4a64-e657-4eba-8f19-347b4607c009,c90b4a64-e657-4eba-8f19-347b4607c009_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Midwifery,Midwifery & Birth Center
ee9b54fe-5120-4bb8-ba3e-059d8181b2f8,ee9b54fe-5120-4bb8-ba3e-059d8181b2f8_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Surgical,Surgical Services
0547ae03-1181-4f74-addb-5678801fa463,0547ae03-1181-4f74-addb-5678801fa463_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Laboratory Science,Lab
ce3ef9d1-00cf-415e-af51-5cdc61a35882,ce3ef9d1-00cf-415e-af51-5cdc61a35882_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Rheumatologic,Arthritis & Rheumatism Center
496fd519-6c1f-4da6-adcd-732af4d20476,496fd519-6c1f-4da6-adcd-732af4d20476_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Infectious,Infection Control & Prevention
e7a769d9-ffd0-47be-9b49-4da768167afd,e7a769d9-ffd0-47be-9b49-4da768167afd_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Cardiovascular,Cardio
88bf6f17-0493-404f-b5ed-e251e738dc60,88bf6f17-0493-404f-b5ed-e251e738dc60_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Rheumatologic,Arthritis & Rheumatism Center
3d05e7c4-49b0-4f3a-a4b4-1b9f68986032,3d05e7c4-49b0-4f3a-a4b4-1b9f68986032_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Pharmacy Specialty,Clinical Pharmacy
08415966-ad7b-487f-befd-e1439889cbe1,08415966-ad7b-487f-befd-e1439889cbe1_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Plastic Surgery,Plastics
842aab1f-f7e9-435b-9701-c3d37f796c6b,842aab1f-f7e9-435b-9701-c3d37f796c6b_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Urologic,Urology & Kidney Health
094d1c26-8022-4d18-b2d4-b711ee2121e9,094d1c26-8022-4d18-b2d4-b711ee2121e9_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Physiotherapy,PT
6b4601e6-6096-43ab-b427-f0e67d7b6e7b,6b4601e6-6096-43ab-b427-f0e67d7b6e7b_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Gynecologic,Women's Health Center
32068b53-5963-43d9-b6d6-42824b6a1b1d,32068b53-5963-43d9-b6d6-42824b6a1b1d_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Hematologic,Blood Disorders Clinic
8506d5ba-50fa-49aa-a7a6-03553af1aead,8506d5ba-50fa-49aa-a7a6-03553af1aead_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Diet Nutrition,Diet & Nutr
80d8241f-4e4b-41a1-ae21-e8f7defe6dfc,80d8241f-4e4b-41a1-ae21-e8f7defe6dfc_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Musculoskeletal,MSK
69755086-9c01-40a7-ac0d-670f053842f5,69755086-9c01-40a7-ac0d-670f053842f5_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Pediatric,Peds
35ea89b3-dc07-48eb-b475-0c52f9f602db,35ea89b3-dc07-48eb-b475-0c52f9f602db_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Pharmacy Specialty,Clinical Pharmacy
b60a6384-70d1-46d3-88be-e994081434b9,b60a6384-70d1-46d3-88be-e994081434b9_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Genetic,Gen Med
2f4a4da5-3dea-49b8-bf34-bfe34f9ccc04,2f4a4da5-3dea-49b8-bf34-bfe34f9ccc04_var2,ServiceDepartment,alternative_naming,serviceDepartmentName,Pharmacy Specialty,Clinical Pharmacy
f0ebb870-2e0b-4868-a5a9-ff7ea25df068,f0ebb870-2e0b-4868-a5a9-ff7ea25df068_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Diet Nutrition,Diet & Nutr
3c0e61e8-1413-43fe-b56f-bfc5fe8b7972,3c0e61e8-1413-43fe-b56f-bfc5fe8b7972_var1,ServiceDepartment,department_abbreviation,serviceDepartmentName,Genetic,Gen Med
