identifier,contactType,phone,email,availableLanguage,fax,anchor
5f817669-b00a-4ab9-a7cc-f505883b7000,Information,001-237-952-0782x64973,Green.Community@dept.healthcare.org,"['et', 'en']",,a5dc7c7b-cfa8-4592-8055-6e426b496a3b
76490f04-e107-45c9-8b05-d9efc8ee95cc,Emergency,592-453-2482x89177,Green.Anesthesia@dept.healthcare.org,['et'],,996d6642-3cf8-4ff0-b49d-f1fff13a9049
3406ec15-8133-4659-aab2-92c19b6656a2,Appointments,960-710-5249x87486,Green.Public@dept.healthcare.org,['et'],,d05d2cb9-6b76-411f-bc87-65b6b04a2620
66eaa8a2-40cd-48ef-893f-92cd03878807,Emergency,544.622.9322,Green.Respiratory@dept.healthcare.org,['et'],,87fde43c-9c72-41e4-ac1a-c8a3ed51fa2b
40232e48-88ae-45b7-b1cc-ecc4537ed484,Emergency,(778)908-5327,Green.Urologic@dept.healthcare.org,"['et', 'en']",,208d549b-6b0e-4d01-80dd-28b3acea35a3
b02cd790-9c1c-4335-b13c-e77546ec7f79,Referrals,+31(0)72 1174446,Nash.Midwifery@dept.healthcare.org,['nl'],,09b12bc9-8805-4048-b53a-7cec4fbf545a
f4316980-b063-4a74-95f4-0a4b9af81015,Referrals,0090 292719,Nash.Gastroenterologic@dept.healthcare.org,"['nl', 'en']",,0ed91a32-4f0f-49db-8b6a-3fea01cf7f93
062ed8db-be80-4fb0-932c-3191ffa32583,Information,+3168-2180831,Nash.Pharmacy@dept.healthcare.org,['nl'],,2360db82-1a14-4f91-8a34-065b2b058a0e
c0d4b464-252c-44f0-9a2c-a739e6dcedb4,Staff,(0221) 772442,Nash.Gynecologic@dept.healthcare.org,"['nl', 'en']",,bd966783-41ff-4f63-a4a3-b63500513063
5c441803-9545-40d6-89a4-555a7a7070b5,Referrals,053 6068424,Nash.Nursing@dept.healthcare.org,['nl'],,5b5eea1f-8eac-4752-a34a-d5b9fd72a908
ac33146e-acbb-4617-a6cc-73c5e2f6fe81,Appointments,040 0925263,Nash.Anesthesia@dept.healthcare.org,"['nl', 'en']",,d042c1c8-4900-44e6-a873-6d8a12ee6e46
5e525149-014e-498d-b7d8-ebf7d2936f07,Referrals,+31(0)903-976622,Nash.Neurologic@dept.healthcare.org,"['nl', 'en']",,bbda98aa-ae43-4b71-b8ec-fe833a614c6c
5cc14881-6d1b-401b-a88b-3670df2dcabb,Information,(071)-4954446,Nash.Hematologic@dept.healthcare.org,['nl'],,6ca1c7a8-ba71-4935-89d9-a4015207cce5
8587b260-620c-478a-9a44-484ed8b796b7,Appointments,001-379-429-0953x4613,LopezKey.Midwifery@dept.healthcare.org,['de'],,8e4e7077-71e5-4207-861f-f6a278c49995
d1fe8c56-c9dc-49d8-9575-ce23013e9600,Information,4776198027,LopezKey.Midwifery@dept.healthcare.org,"['de', 'en']",,0b5560b6-31ce-4544-9707-f76cef137c97
5cf06260-7dc8-43d6-b826-90e7dbc40452,Emergency,(676)926-3634x12755,LopezKey.Musculoskeletal@dept.healthcare.org,"['de', 'en']",,7c7e8bd2-f193-48ca-844d-d831dad389fe
0e75b506-939b-4b8b-a2f2-16af04c06189,Information,642.328.2731,LopezKey.Speech@dept.healthcare.org,['de'],,006287fa-dd33-4a90-8317-310ddb2101c5
27bdfa97-a7b1-42de-8fdf-17a98d5751bc,Emergency,352-764-2213x857,LopezKey.Dentistry@dept.healthcare.org,['de'],,b3e1da11-73de-4a9e-87f3-aa2b2c0eb235
a11fc14b-b0ba-42c3-9444-3e17881417f9,Appointments,684.940.9924x3881,LopezKey.Otolaryngologic@dept.healthcare.org,"['de', 'en']",,a3328206-f963-4ee1-96f9-012957edb96b
57cd3edb-947e-43f5-822a-1bdd305d83bc,Referrals,(601)580-2105,LopezKey.Primary@dept.healthcare.org,['de'],,ce5e761b-7b59-41c0-bd08-b032f9ad5202
6091a308-4f02-4143-86db-2962159648d6,Referrals,875-786-7548x4785,Williams.Midwifery@dept.healthcare.org,"['de', 'en']",,e20e2224-47d3-4352-8019-fdfa510020c1
26a4e25f-6fd1-469b-82bf-a2a4d859a91b,Referrals,5807119229,Williams.Gastroenterologic@dept.healthcare.org,['de'],,f059a06d-d7fa-45bc-9dc1-1ea22f06771e
7b3141f8-3c49-4a74-b491-9e455f9ace3f,Information,381-716-0035x63569,Williams.Toxicologic@dept.healthcare.org,['de'],,b5e2d9ff-fcb0-407f-b212-78352b4d0a93
4670b3c8-a8de-486c-aba1-f7650ab63c43,Referrals,001-616-747-4060x712,Williams.Speech@dept.healthcare.org,['de'],,deb5b9e5-d838-43ce-b444-8cb3be767191
2eb92e82-fe87-4309-8d05-0d0b994be59b,Appointments,713-613-7306,Williams.Emergency@dept.healthcare.org,['de'],,2b243c58-9743-4bc8-bba4-35db5c0d4feb
91b429ba-fdfa-4407-953c-c18e6fe879f5,Emergency,(844)892-6012,Williams.Gastroenterologic@dept.healthcare.org,['de'],,60c3746c-bc6b-404b-9a3d-4eac1e682c1f
66e9f92a-4f9c-4265-bce9-c53ce377495f,Referrals,(773)284-9912,Williams.Oncologic@dept.healthcare.org,"['de', 'en']",,3027bdbd-981f-45ed-8c7c-9761a617fe49
08055f81-fa57-4e8d-beae-68c9334cb74e,Emergency,369.274.0297,Williams.Public@dept.healthcare.org,"['de', 'en']",,6e95a644-022b-4290-a685-b54ed17d4cc0
ad02c20d-0be9-4ce2-a1c3-5a3b4b19802c,Information,(678)703-5729x33031,Williams.Gynecologic@dept.healthcare.org,['de'],,08415966-ad7b-487f-befd-e1439889cbe1
4e7bcb98-4c02-4542-8a49-4327e0a78a19,Referrals,001-318-412-2405,Williams.Dentistry@dept.healthcare.org,['de'],,396836c7-7c79-4d7c-a64a-aa398354e04f
514f86e6-c2a1-4616-8ad3-6f7715b8ef16,Referrals,347.571.9451x65015,Brady.Endocrine@dept.healthcare.org,"['et', 'en']",,b235872f-f682-43bd-8174-dc65f9646b27
9802e47c-f19c-4e63-af05-6ad6b01cc3fb,Referrals,001-999-641-5126,Brady.Gastroenterologic@dept.healthcare.org,['et'],,c2324d72-03d0-4575-94bb-58bd4e8b1b51
7e496c84-7f83-4d5f-89df-5e5e0f483cc5,Referrals,654-695-1507x9259,Brady.Musculoskeletal@dept.healthcare.org,['et'],,81190840-8a64-44fd-8b58-46c879e32aa0
3452f60c-1fdb-44f5-9ab9-4317ce2e3155,Appointments,9047689415,Brady.Toxicologic@dept.healthcare.org,"['et', 'en']",,231e58b0-1acd-4824-83ab-4db80e45aea5
bd23a49a-de2c-4269-9849-8c2e53c64140,Appointments,+1-245-243-6001x29592,Brady.Cardiovascular@dept.healthcare.org,['et'],,f421e7e0-5c56-4c5c-89d2-30412c05fec3
dd729375-0fa5-4b82-9ad9-8beba6daca0a,Emergency,463-459-4238,Garcia.Psychiatric@dept.healthcare.org,['de'],,5d81778a-5ef7-4581-af71-f4aead1c4859
56ce4465-f83f-4496-90a5-346e5823409a,Referrals,+1-752-463-3297x96930,Garcia.Public@dept.healthcare.org,['de'],,44a07ecb-5fb2-4686-8bee-3f1d5fc97072
27a083cf-1c2a-42cc-b781-02c106cfd327,Staff,(825)518-9729,Garcia.Midwifery@dept.healthcare.org,['de'],,4f5a41c7-0fa0-4b35-a7b1-13deedeeefbd
164e70ef-aefa-4d39-8b8c-bf8b57cb2aff,Information,+1-962-449-8326x975,Garcia.Renal@dept.healthcare.org,['de'],,cbce125b-da1c-4162-b87e-3cae01b62820
dc255f96-db68-4f68-a6d9-b6e945b56f86,Information,461-244-2234x2253,Garcia.Surgical@dept.healthcare.org,['de'],,86d26605-33d6-4c61-a8f8-a67abdf76a13
84cf6c7e-5154-4418-b95f-d97b2fb87c76,Staff,416.261.9485,Garcia.Primary@dept.healthcare.org,"['de', 'en']",,cd1fe22d-965d-4317-ab5e-68c2e3d86d14
5cbd44dc-d7d6-479f-80d3-b0822b876741,Information,(891)563-5112x43236,Garcia.Gynecologic@dept.healthcare.org,['de'],,35331bc5-5abd-452e-a300-47d0085d7943
a9f386ec-7c73-49f5-be34-5bc42aa8cd83,Information,519-441-3491x16725,Garcia.Pulmonary@dept.healthcare.org,['de'],,53ec7d88-1994-49c4-8995-e98cc82dd858
6e75b0c9-6e45-456e-9d1f-a3ba1d82f515,Information,672.893.9656,Garcia.Podiatric@dept.healthcare.org,['de'],,7a9f3f59-c92c-463c-8309-28ae79dac846
9684a66b-fd95-400b-b65e-95ab62ad578b,Appointments,9987000694,Garcia.Anesthesia@dept.healthcare.org,['de'],,c078dac2-bb2b-46f3-ad6d-3a646d2b0123
8956827f-cc35-4216-a305-f3fb2548d520,Staff,(079) 4630887,SantanaShaw.Urologic@dept.healthcare.org,['nl'],,3d361779-8dfd-4010-a7ce-5dbadce4708a
34ee956f-6a9e-4ada-b81a-3018a2d9dca5,Information,+31(0)046 977965,SantanaShaw.Gynecologic@dept.healthcare.org,"['nl', 'en']",,7e43c0b7-b356-4e54-a7b9-528c63f72b5f
370c3099-cf69-4a31-9271-18abb4d14373,Emergency,+31(0)53 6734856,SantanaShaw.Respiratory@dept.healthcare.org,"['nl', 'en']",,689a0ced-3e14-44b1-9a00-cb0031f1f4f4
9461f1ea-e12b-453e-9be2-586fc6dbf7ac,Appointments,(099)-0102983,SantanaShaw.Urologic@dept.healthcare.org,"['nl', 'en']",,44587bbe-0a66-4218-a13b-be30b8b7da07
1f593042-99b1-4b1c-a9fb-5ef28b7d717a,Referrals,+31(0)02 0865150,SantanaShaw.Rheumatologic@dept.healthcare.org,"['nl', 'en']",,9dadf9e4-cebd-49bd-b77d-a5f9618a327d
e6f5c1bf-e4b6-4f98-baea-f574dbf7ce02,Appointments,+31419-921707,SantanaShaw.Dentistry@dept.healthcare.org,['nl'],,0f33131c-98ec-42e1-bccc-a57a3b1eadb0
23167bcd-f32c-4bf6-a5f9-2dd278d74724,Information,048-5521781,SantanaShaw.Primary@dept.healthcare.org,['nl'],,746e80c4-41fb-4b2a-8fee-b9b05e9bc37d
4c55c391-9e94-417f-8386-02ba86a37327,Appointments,+31(0)71-1726268,SantanaShaw.Anesthesia@dept.healthcare.org,"['nl', 'en']",,b5f1e073-d379-4278-9362-5c7f1c71b0af
1198b157-640e-472a-a708-8a3973ec66af,Information,034 8340854,SantanaShaw.Surgical@dept.healthcare.org,['nl'],,8dc78aa7-22ee-475c-a88a-1c8181cd34bb
052c1699-f4a5-4b44-92b6-d5c4cd8356ee,Appointments,+31(0)73 0808776,Chan.Rheumatologic@dept.healthcare.org,"['nl', 'en']",,7648fb30-2d6d-4fa9-9859-792c2a865fb4
ed24e68f-0d13-47ae-ad64-8b816963c800,Emergency,(0953) 248826,Chan.Diet@dept.healthcare.org,['nl'],,a0a8175d-88f1-4464-85e8-b8d8966f92d4
69d4daf3-9744-41c5-b4f4-b54a9656eb7d,Emergency,+31(0)40-3753150,Chan.Gastroenterologic@dept.healthcare.org,['nl'],,c2555384-f868-44ec-9163-38135b0f0d7c
58e4f7f2-f799-4222-92d2-fccd2191815a,Information,+31(0)38 7027910,Chan.Endocrine@dept.healthcare.org,"['nl', 'en']",,4b080778-534b-4cd2-a338-ccfd6f3d0471
e03efa5e-1378-48b0-a712-b4fe69792620,Referrals,+31(0)70-5750575,Chan.Infectious@dept.healthcare.org,['nl'],,a6fee832-6b63-419e-83bd-e688439983f1
dc041b9d-cd7b-45a1-baae-925a3a6ad266,Staff,(089)-6304883,Chan.Toxicologic@dept.healthcare.org,"['nl', 'en']",,f35fd4a8-05e1-4a9a-a643-7b65c63c3d08
3f83e3c7-bac2-4c60-a4cf-e25fc3a83464,Emergency,(042) 3373345,Chan.Surgical@dept.healthcare.org,['nl'],,45bae81f-7b6f-4e55-8013-6ca46810ae35
bc68a32d-139d-4b59-a032-89672827f233,Staff,6055174476,Smith.Dermatology@dept.healthcare.org,['de'],,37eb9bfb-4ec7-4b01-b6cf-a3f8fc72dd60
d8351dc0-04a4-4a36-8700-01771848618c,Emergency,001-868-851-8970x3860,Smith.Midwifery@dept.healthcare.org,"['de', 'en']",,5b1e40ca-ecba-414d-816a-03fba7a120a0
b05c5f14-9f96-415a-adbf-cab571af789b,Emergency,428.340.1727x482,Smith.Musculoskeletal@dept.healthcare.org,"['de', 'en']",,58edb6ee-c235-470a-972d-982d0079a59f
7133bf58-a36f-4034-b71c-dad452cd84e2,Information,+1-441-795-0924,Smith.Radiography@dept.healthcare.org,"['de', 'en']",,ef85acba-abff-4cef-919c-91fea8abe4a5
23f54c19-849e-499f-87c4-fa939d57115c,Appointments,+1-916-238-0262x16583,Smith.Speech@dept.healthcare.org,['de'],,1cb2cb16-bd9f-4617-ae4a-5c81363ae3bc
1830784b-60c7-459f-9056-ec82af8645fb,Emergency,(972)853-3296,Smith.Podiatric@dept.healthcare.org,"['de', 'en']",,c326fbf2-4731-4680-9275-07dd390cfd7e
d29062be-aea9-4996-a139-61f1412e7f4f,Appointments,(576)959-0019x977,Carter.Cardiovascular@dept.healthcare.org,"['et', 'en']",,b6c843e4-1325-4452-ac29-c1bfb0791b94
58bf803a-642c-47a6-a103-ea4c3429e3fb,Information,491.388.2159,Carter.Pulmonary@dept.healthcare.org,"['et', 'en']",,756132a4-739f-4249-b038-f3af2fd37e43
1a6e985b-de32-4341-98e9-a3e996ebae4b,Referrals,279.871.5682,Carter.Cardiovascular@dept.healthcare.org,"['et', 'en']",,73e3cabd-21a5-423f-b8dd-43bd3f97f4f8
e76e6f21-6d01-475e-90cb-b950aa3d1ba1,Referrals,518.996.4982x3071,Carter.Optometric@dept.healthcare.org,"['et', 'en']",,fdcafb55-d386-458c-9341-16e3074af7dc
ed2007db-f00f-44ee-b0b7-48dab5f20125,Appointments,759-797-0897x64903,Carter.Oncologic@dept.healthcare.org,['et'],,f109bc67-a0f8-4547-9713-88efc973c4e3
6c746e38-7ac4-427a-a5a2-e25fcfc681fa,Referrals,668-518-7344x0594,Carter.Pediatric@dept.healthcare.org,"['et', 'en']",,540f3137-d09a-43b5-ba92-3a649cf31dca
7be9ddec-3a11-40dc-8f61-070c2cee88c0,Staff,349.910.0138x6581,Carter.Anesthesia@dept.healthcare.org,['et'],,9d2e5daa-3788-47ce-bcab-7a91183947ef
746acfa2-45ab-48a9-a650-f16570fc3585,Staff,426.623.0577x154,Carter.Urologic@dept.healthcare.org,['et'],,623fc5b9-976d-4953-a47f-1aaf5875de0f
e3499772-e3c5-4938-81ca-7418d0dd8844,Appointments,010 4402155,Riggs.Emergency@dept.healthcare.org,"['nl', 'en']",,536ff84c-82c7-4e62-9f61-7ff963611515
b825b53f-03f8-4b0e-afd7-a3b436038dc5,Emergency,(0590) 188424,Riggs.Community@dept.healthcare.org,"['nl', 'en']",,275ab60d-7b1e-4ff7-8476-d9681803b6e7
87ad2502-c9dd-4959-bbdc-db74a3131878,Staff,(0846) 477996,Riggs.Psychiatric@dept.healthcare.org,['nl'],,3922c73e-84d7-41e2-a0c5-f3291ea2d7d4
70c98e60-b9bd-4073-b327-fc303d2ba3aa,Emergency,+3110 1269407,Riggs.Geriatric@dept.healthcare.org,['nl'],,87e8b9a7-1116-4820-a76d-4b32212178c7
3c644514-3957-4512-8498-aaac4e3f5400,Staff,+31(0)720 904314,Riggs.Hematologic@dept.healthcare.org,"['nl', 'en']",,8cff3e99-1e8e-4d52-aab9-c1851af0ed28
9acb6bd9-26eb-4a66-9e8d-55b04054ce07,Appointments,(008) 1065335,Riggs.Plastic@dept.healthcare.org,['nl'],,901355e7-a6fe-434f-a6bd-a493a18b020e
9525603f-9b39-419d-872e-9e6505fa9568,Information,(0605) 867996,Riggs.Otolaryngologic@dept.healthcare.org,"['nl', 'en']",,fa17cbeb-6f9f-41b3-9605-e8bc77abb7f8
5b81b3bc-b7ed-4136-9668-2ef7a767a495,Information,(0098) 416565,Riggs.Dentistry@dept.healthcare.org,"['nl', 'en']",,cabd877d-48be-4890-9a9f-454686003bbc
98e1afb9-0e7c-41d1-aa79-4b7934daee81,Emergency,0426-963913,Riggs.Primary@dept.healthcare.org,"['nl', 'en']",,e3677779-cd45-4722-bf9e-c8b457b0757b
2bd7f418-4a84-4be6-828a-3f7b0f299ae1,Emergency,(074)-6598211,Riggs.Pulmonary@dept.healthcare.org,['nl'],,433ca80a-1b3c-4c49-9776-77c7555e4565
4f125d9b-a646-48f7-b334-4d36f3424322,Information,516.929.9513,Mathis.Laboratory@dept.healthcare.org,"['et', 'en']",,aa9bb48d-2134-44aa-bc8f-167a04d6466e
6b557c43-0708-430d-95c3-77ed568f0a8e,Referrals,538.395.0218x13265,Mathis.Toxicologic@dept.healthcare.org,"['et', 'en']",,00d2ff48-c92f-4d5b-8f67-59680a0110c1
d888f91d-c516-48b7-84cb-649022da4fe0,Information,+1-404-437-2028x35763,Mathis.Laboratory@dept.healthcare.org,['et'],,dfb0d760-9ace-4bd2-aae1-d0eee5efdaa5
5e53a7f0-0997-4013-8a6d-9fc0b2b52102,Staff,+1-557-350-1390x164,Mathis.Psychiatric@dept.healthcare.org,['et'],,b15fd5e8-fc3a-49ce-a2c5-a15cb3d7f89f
51e0aaa6-bf1f-4b04-8fbb-ffb3b50906d0,Information,913-765-4098,Mathis.Primary@dept.healthcare.org,"['et', 'en']",,98ed2175-7eba-4a36-994a-5bfdcf3f0e62
7fbe5db5-8983-4388-acbe-24f4371d4df2,Staff,001-713-521-4775x023,Mathis.Cardiovascular@dept.healthcare.org,"['et', 'en']",,2fd35a4b-d18d-43c5-8532-25fe375c61ff
796b50cd-45a5-477f-8bb4-bdb4bffb9e8b,Referrals,5452299746,Mathis.Diet@dept.healthcare.org,['et'],,0c1b3c26-325c-4827-9f19-f370b83271dd
3c77bffe-1e15-4aac-a3a5-745c37d3326e,Information,(0945) 365865,PriceRobinson.Gastroenterologic@dept.healthcare.org,['nl'],,85573355-b5f2-4c1d-909e-72632a8a9952
aa77b4f1-4246-4da4-8076-8569cbbe75f7,Staff,0257 193634,PriceRobinson.Dentistry@dept.healthcare.org,['nl'],,81fa55ad-573f-4cd6-8413-63f58ca9db0b
a2eef0fc-ef70-4dbc-9a66-a68487dd7fd6,Staff,(0361) 141526,PriceRobinson.Emergency@dept.healthcare.org,['nl'],,06f7302d-62bd-49ae-a072-6dd9e0738191
be11f48e-a609-45d7-a81e-5aa968cc93f2,Appointments,(031)-9509423,PriceRobinson.Obstetric@dept.healthcare.org,"['nl', 'en']",,e73243e6-d087-40dd-a6b6-f42c360ae10c
