identifier,institution,department,jobTitle,email,changed
f66a452e-c08c-4b8c-93bd-a87fb0cb80ed,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiology Nurse,johnpinead@healthcare.org,True
bbe01020-10d3-43d8-ab03-0749913bdd96,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Podiatrist,davidbakeer@healthcare.org,True
ab50cfce-4502-4e1a-9f4c-667b3ec6fcc8,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Foot Care Nurse,brittneyrioos@healthcare.org,True
303cc906-15e8-4cd3-b686-712b4155f76a,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,2dc6c2ac-cbae-4e93-af39-c04551bb91c1,ENT Specialist,codymitchelll@healthcare.org,True
3b48dee0-97b3-48b4-839e-d86c788e4f72,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,2dc6c2ac-cbae-4e93-af39-c04551bb91c1,Audiologist,tonyrogerrs@healthcare.org,True
3dbf78c8-dfe7-4f9d-9946-58786720855d,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Lab Technician,trryhoffman@healthcare.org,True
ea84cf96-b8ad-48e1-a045-7213ef15cb49,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,65739938-a96e-4bf4-9865-23b8f9154865,Obstetrics Technician,hannahmller@healthcare.org,True
cceed6a5-9eb0-4a25-bc43-f56f6480349d,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Podiatrist,sarahmyres@healthcare.org,True
5d60e93c-7d32-4b81-b9c3-e7e3ccbfe6ed,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiologist,roynniejames@healthcare.org,True
36267584-22fa-43dc-96a6-b5ac17bb5a7d,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Pathologist,caitlinwrright@healthcare.org,True
95eff289-1560-4fe1-9adb-6f03c25f754a,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiology Nurse,cheerylwebb@healthcare.org,True
33d2e04b-61c4-464b-bedc-da449d1eafdb,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Orthotic Specialist,suasnwilliams@healthcare.org,True
f2f20878-67aa-4f55-a8e3-8fc0eb0c592e,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Pathologist,codystephenson@healthcare.org,
e0be8582-cf27-4d6b-b036-abaa3f438f69,b6401ffe-b8c9-4b7d-b8b8-397ee22be68a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiology Nurse,sabriabrown@healthcare.org,True
cc50d5d9-a697-4239-a5f1-e9f66289bb56,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,9b83a437-28b7-405b-abc2-ded76bd8e65f,Nutrition Counselor,shariramiirez@healthcare.org,True
675d52de-6cf1-4555-81da-30117f58d7fb,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,9b83a437-28b7-405b-abc2-ded76bd8e65f,Diet Technician,patricimitchell@healthcare.org,True
d0c24d7f-d063-4048-bf86-10971c03b71a,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatology Nurse,michelelgarcia@healthcare.org,True
dd62168d-7d07-40a5-bc89-3544c8dabe3f,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatology Nurse,barbaawest@healthcare.org,True
f2d2793a-188e-44e7-9eac-21e82cc1a52b,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,c5cf255f-278d-44f6-88df-480ea3b4e529,Genetic Counselor,sandrahamll@healthcare.org,True
e82be3dd-af73-46a0-9d69-547f9abe36c4,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,c5cf255f-278d-44f6-88df-480ea3b4e529,Geneticist,cherylschmitt@healthcare.org,
a1e97083-a86b-4838-9b95-f3b8b73226bd,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,6250e9f9-08d1-4e63-a7e8-aeae24a703e3,Lung Function Technician,allsonlee@healthcare.org,True
04931f23-89b0-42bb-a1d8-52619c3d3cba,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,6250e9f9-08d1-4e63-a7e8-aeae24a703e3,Lung Function Technician,janeherring@healthcare.org,True
1f922490-361f-4edb-ac99-72e6d80b7a8d,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,f146b080-0a2c-46a9-9bd3-839291e54b3a,Community Outreach Specialist,vpictorwilson@healthcare.org,True
6e18b3e7-6e68-4b75-a3a7-53761b5a326e,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,f146b080-0a2c-46a9-9bd3-839291e54b3a,Public Health Officer,daivdhill@healthcare.org,True
c4592486-59d8-47c7-9da5-b802c4543f0e,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa,Public Health Nurse,jgohnhughes@healthcare.org,True
47f84a9d-8ef5-4472-ac41-f90f16f57851,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa,Public Health Nurse,anthonysheelton@healthcare.org,True
1e6ce8b3-7176-422d-9398-64d658efebfe,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Nurse,jessicacole@healthcare.org,
5e95e2eb-a42d-4f0d-afca-0c2cb8d384b6,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Nurse,drramberallen@healthcare.org,True
98eee7f1-d759-45af-943e-451188bb8951,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,heidibenson@healthcare.org,
3c78d787-eca8-41f0-b134-590a3be1daf3,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,jamleshampton@healthcare.org,True
6d68615d-8b0f-46f7-b252-cbf0df76d4fd,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,d0ab9ea4-c15f-47ca-a04e-6817ad982a08,Respiratory Therapist,kelseycsmith@healthcare.org,True
e38a30c8-4310-464a-85be-0c3a72166c19,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,d0ab9ea4-c15f-47ca-a04e-6817ad982a08,Respiratory Therapist,dannyyruiz@healthcare.org,True
bc4094f8-15dd-4f2e-8778-cf300c609ac2,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,10c313bd-6478-4399-8d68-2a6149262a13,Urology Nurse,michlelemeyers@healthcare.org,True
b523049d-9cde-45d1-9742-0c94fcc0ea8d,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,10c313bd-6478-4399-8d68-2a6149262a13,Urologist,stpehenmathis@healthcare.org,True
439096f6-f547-49fb-84fc-d0bf09865fdb,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,18711121-c9e8-460c-8a8f-541d052ba051,Epidemiologist,kevinkaufman@healthcare.org,
ad53638a-4f15-440d-b43e-b089ce9c390e,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,f146b080-0a2c-46a9-9bd3-839291e54b3a,Public Health Officer,erinwoods@healthcare.org,
46577a91-cb86-4fd2-b7d3-92efa74be435,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatologist,martinkwarren@healthcare.org,True
735f73a7-a37d-4464-ae7a-84b89aad49bf,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Assistant,teresaodriguez@healthcare.org,True
d77f416a-9755-4252-a881-989b4273e50c,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,lisaedwards@healthcare.org,
32adf5a2-bac4-493b-910b-2cb3e2559282,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,18711121-c9e8-460c-8a8f-541d052ba051,Public Health Officer,josfeclark@healthcare.org,True
149d4c68-a7a4-41aa-845b-2d0689ab3146,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Arthritis Specialist,gorgeboyd@healthcare.org,True
138683cc-c340-4cdb-9af9-8c52cef827b7,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,9b83a437-28b7-405b-abc2-ded76bd8e65f,Nutritionist,cynthimorales@healthcare.org,True
42f4142d-2f5c-4572-9a65-95dde35d625f,092ea03e-0ec1-47a0-978e-2cfa66b2f3d1,10c313bd-6478-4399-8d68-2a6149262a13,Urologist,joshuaflynn@healthcare.org,
c8d18462-08c7-4ee1-b2b5-7fd3289221fe,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,ed6fe79b-8c56-4b92-8f32-2470a2334974,Obstetric Nurse,danawillliams@healthcare.org,True
faba6c62-ad27-4edc-bbd9-a7c6d2aff965,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,ed6fe79b-8c56-4b92-8f32-2470a2334974,Obstetric Nurse,alexanderanzderson@healthcare.org,True
57947a3f-89a4-4061-99bc-f8cac4f1f82a,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,7cbb1bcc-ef38-4237-99a0-f532d2197d93,GI Technician,meichelejones@healthcare.org,True
84fde35a-73af-4458-b892-cc6ad7c06a47,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,7cbb1bcc-ef38-4237-99a0-f532d2197d93,Gastroenterologist,randyrice@healthcare.org,
03aa9b6e-8539-4e41-85e7-69231b0f3e95,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2709483a-176f-4018-b186-46ce90e49461,Pharmacist,davidstoen@healthcare.org,True
70c5c2c2-1736-4d0a-a146-8adfd546d8a7,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2709483a-176f-4018-b186-46ce90e49461,Clinical Pharmacologist,grycarter@healthcare.org,True
e81ffcc0-63ea-4938-91be-609c4394a0e5,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,1da11d7a-a281-4ecd-b084-486f52268c27,Gynecologist,asleyle@healthcare.org,True
3d6e4ed2-90e3-40a7-8189-cc7bf15583fa,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,1da11d7a-a281-4ecd-b084-486f52268c27,Obstetrics Technician,donaljackson@healthcare.org,True
e7e68f09-fc56-41e9-9c2e-01fb98200d0a,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,d296e670-f35f-4a3e-ad38-505b5e8a511b,Nurse Practitioner,liameyers@healthcare.org,True
c984a258-0696-4568-bc2a-50b6a947c6bf,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,d296e670-f35f-4a3e-ad38-505b5e8a511b,Nurse Practitioner,curtneylyons@healthcare.org,True
66d7bcab-b62a-419c-bd30-f1d433f37df2,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiologist,patrickmairshall@healthcare.org,True
4217bb8d-6b32-445b-90ec-b7361aa107ad,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiologist,vickiehsill@healthcare.org,True
4874c9e6-bc39-478a-a354-7368a4164149,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,Neurologist,katherinerodiguez@healthcare.org,True
009fcf4d-ba7a-440d-8fee-e0bd464d340e,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,Neurological Nurse,tiaramason@healthcare.org,True
7a78374f-7696-4c1a-b5b6-d70a8a505594,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,f3be0a6c-15ec-4910-8e38-34376a1c7817,Hematologist,williamlutz@healthcare.org,
009c7932-90e5-4600-a77f-36f01ea1f631,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,f3be0a6c-15ec-4910-8e38-34376a1c7817,Hematology Nurse,drashleyparkdsd@healthcare.org,True
6aaacd47-38c2-4b61-9487-e47c35cb16fd,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2709483a-176f-4018-b186-46ce90e49461,Pharmacist,williatmorres@healthcare.org,True
f968e854-01a4-41eb-bc6e-e07d504b0702,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2709483a-176f-4018-b186-46ce90e49461,Pharmacy Technician,daivdbuckley@healthcare.org,True
9a6b1896-0a05-4a2c-a1e3-ecd804c5e7e5,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,d296e670-f35f-4a3e-ad38-505b5e8a511b,Licensed Practical Nurse,lisajohnosn@healthcare.org,True
27b5841d-49d7-47ce-a51f-9a0429482267,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,7cbb1bcc-ef38-4237-99a0-f532d2197d93,GI Technician,marthajmenez@healthcare.org,True
9c70f0f0-72a7-4e3d-8778-014b54ade7e9,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,d296e670-f35f-4a3e-ad38-505b5e8a511b,Registered Nurse,sandrmabrown@healthcare.org,True
12e38c75-2039-4b7a-8c7e-1f3688ce9797,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiology Nurse,nichloaswood@healthcare.org,True
7654ef67-b45f-4ac4-91ba-44bce09edca2,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2709483a-176f-4018-b186-46ce90e49461,Pharmacy Technician,stevevnhunt@healthcare.org,True
19e595a1-c639-49d7-9775-7e743ca9f46f,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,ed6fe79b-8c56-4b92-8f32-2470a2334974,Midwife,linaknight@healthcare.org,True
e756edc3-1e2c-4a61-baed-a529177adea8,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,f3be0a6c-15ec-4910-8e38-34376a1c7817,Blood Bank Technologist,morganjoens@healthcare.org,True
6722534a-ef0e-46a0-aa57-1979b8b9cc93,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiology Assistant,jamieomore@healthcare.org,True
615bd6db-9d75-43db-afd1-3f3836d5c12e,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,Neurosurgeon,kyllemanning@healthcare.org,True
38007724-5453-46c4-8772-4b9a89d1518e,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,d296e670-f35f-4a3e-ad38-505b5e8a511b,Registered Nurse,justinones@healthcare.org,True
e2528dc4-ff68-45f0-bc5b-5c70c36337fe,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,ed6fe79b-8c56-4b92-8f32-2470a2334974,Obstetric Nurse,jamebsball@healthcare.org,True
8cca5817-2a3a-4255-ab36-ea0fe5bb4f04,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,2709483a-176f-4018-b186-46ce90e49461,Pharmacy Technician,carolmilvler@healthcare.org,True
b3a3e7a0-fc56-4cc4-84d2-3cb4a99b81a9,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,1da11d7a-a281-4ecd-b084-486f52268c27,Women's Health Nurse,jenniferbrooks@healthcare.org,
a09068bb-47d7-45b6-b615-3438275dcc12,5a5c9b06-e32b-446f-bdfe-ea889d7ea705,d296e670-f35f-4a3e-ad38-505b5e8a511b,Licensed Practical Nurse,robertrobbertson@healthcare.org,True
159d3d46-4f12-4261-bbe2-137e2b1c4f4c,c324a380-8539-4354-91bb-a1f185c26815,4388938a-82bc-4728-ac20-74955c5b6d49,Midwife,andrperice@healthcare.org,True
eda8edd1-42a7-4cd0-931f-c4be9000e1d1,c324a380-8539-4354-91bb-a1f185c26815,4388938a-82bc-4728-ac20-74955c5b6d49,Midwife,erikahmill@healthcare.org,True
52e450d3-18a3-4277-a40e-7947bd03b510,c324a380-8539-4354-91bb-a1f185c26815,ff09ff3a-4eef-4333-a849-4a7e4e72d338,Doula,joshaharris@healthcare.org,True
382c2744-0a6e-453d-b656-1813a8950eb4,c324a380-8539-4354-91bb-a1f185c26815,ff09ff3a-4eef-4333-a849-4a7e4e72d338,Doula,courtneyjohnsno@healthcare.org,True
183d5c3c-7c54-40f7-8389-a426da287683,c324a380-8539-4354-91bb-a1f185c26815,29c5de2a-50ec-47bf-a933-312316653367,Orthopedic Nurse,roycampbell@healthcare.org,
44be2700-1a6d-4840-96ad-a8a337783aac,c324a380-8539-4354-91bb-a1f185c26815,29c5de2a-50ec-47bf-a933-312316653367,Orthopedic Surgeon,aprrilcoleman@healthcare.org,True
fe9e2153-7b80-4901-b2eb-de6164814184,c324a380-8539-4354-91bb-a1f185c26815,67706bef-d5be-4022-9ea7-0756a1d577a4,Speech Therapist,savannahmann@healthcare.org,
d2569885-6c7e-4f54-b3a4-a4548a739b9b,c324a380-8539-4354-91bb-a1f185c26815,67706bef-d5be-4022-9ea7-0756a1d577a4,Speech Pathologist,thomasfisher@healthcare.org,
a016fd93-8403-48a6-bc0e-f76117fc737b,c324a380-8539-4354-91bb-a1f185c26815,1eff1078-3985-477f-8069-f48d5c5815b0,Dentist,jutsinnelson@healthcare.org,True
f57e11a1-3ff2-4d76-854c-d167f63df760,c324a380-8539-4354-91bb-a1f185c26815,1eff1078-3985-477f-8069-f48d5c5815b0,Orthodontist,pamelaogrdon@healthcare.org,True
c3c5ae0c-f425-4145-8ae6-460083adb283,c324a380-8539-4354-91bb-a1f185c26815,567ffb07-cbc9-4874-9bb3-aa4c5147a3fa,Audiologist,camerobnullock@healthcare.org,True
01456205-e026-47a5-a60f-dbb5a7628ad2,c324a380-8539-4354-91bb-a1f185c26815,567ffb07-cbc9-4874-9bb3-aa4c5147a3fa,ENT Specialist,cadrlfisher@healthcare.org,True
617f3688-444a-473a-8a06-2e358ae3b745,c324a380-8539-4354-91bb-a1f185c26815,02c1f0b0-bce7-4742-b228-0d9ae2cd8130,General Practitioner,trnacybrown@healthcare.org,True
9ec8e9dd-9e31-477b-a70e-3d3b0486a588,c324a380-8539-4354-91bb-a1f185c26815,02c1f0b0-bce7-4742-b228-0d9ae2cd8130,General Practitioner,karenwaelker@healthcare.org,True
ccf1e504-f485-4cde-b8c3-9baf8d9e8ea6,c324a380-8539-4354-91bb-a1f185c26815,4388938a-82bc-4728-ac20-74955c5b6d49,Obstetric Nurse,coreowens@healthcare.org,True
cee3145a-4c4e-4aec-84e1-f5dbff08d304,c324a380-8539-4354-91bb-a1f185c26815,1eff1078-3985-477f-8069-f48d5c5815b0,Dental Hygienist,jnaetbyrd@healthcare.org,True
3a89f2d2-6b75-46f4-9ca7-31693a172a60,c324a380-8539-4354-91bb-a1f185c26815,29c5de2a-50ec-47bf-a933-312316653367,Orthopedic Nurse,ashleyroy@healthcare.org,
b01eeee2-4c8c-4aa5-b7be-9e85847429a7,c324a380-8539-4354-91bb-a1f185c26815,02c1f0b0-bce7-4742-b228-0d9ae2cd8130,Primary Care Nurse,billhamilkton@healthcare.org,True
2c64ff29-979d-4c8c-9df1-7099342750e4,c324a380-8539-4354-91bb-a1f185c26815,4388938a-82bc-4728-ac20-74955c5b6d49,Obstetric Nurse,melissagomez@healthcare.org,
1f429a06-7505-462c-aa8f-2e99387602e5,c324a380-8539-4354-91bb-a1f185c26815,29c5de2a-50ec-47bf-a933-312316653367,Physical Therapist,mrsethcvook@healthcare.org,True
688f08b8-c6bb-44da-b80d-8a537c57b8aa,c324a380-8539-4354-91bb-a1f185c26815,ff09ff3a-4eef-4333-a849-4a7e4e72d338,Midwife,johjnohnson@healthcare.org,True
b3b9860b-f899-4d58-bb14-f2f0e3c4c9af,c324a380-8539-4354-91bb-a1f185c26815,67706bef-d5be-4022-9ea7-0756a1d577a4,Communication Disorders Specialist,michaelfrakn@healthcare.org,True
b5fc6f81-46f6-4238-8e71-a02e5061d313,c324a380-8539-4354-91bb-a1f185c26815,ff09ff3a-4eef-4333-a849-4a7e4e72d338,Midwife,gretgoryrowe@healthcare.org,True
e0e2650f-2dbe-4832-a473-08e69dd9f00c,caff5af9-7626-41e6-92e6-b6702a3058b1,80aaf97e-454b-47c1-ae87-4f00de906481,Midwife,donalharrison@healthcare.org,True
1250da54-fc8d-40d8-9010-21b2db6e7923,caff5af9-7626-41e6-92e6-b6702a3058b1,80aaf97e-454b-47c1-ae87-4f00de906481,Obstetric Nurse,brendaarks@healthcare.org,True
459b5bfb-6529-4e32-a2d9-c422d09e50e9,caff5af9-7626-41e6-92e6-b6702a3058b1,d6fdf516-6b1a-47c6-a3ed-6d79186f4ef1,GI Technician,stephaneprice@healthcare.org,True
4f9d70bc-70fb-4a17-ad39-1497cc03eb41,caff5af9-7626-41e6-92e6-b6702a3058b1,d6fdf516-6b1a-47c6-a3ed-6d79186f4ef1,GI Technician,mrsanerichardson@healthcare.org,True
2f497d66-8298-4aeb-9750-b939070c1bae,caff5af9-7626-41e6-92e6-b6702a3058b1,46ad6171-8f72-428c-96fc-a750fa679a04,Poison Control Specialist,glkendascott@healthcare.org,True
e7143c39-e92c-4eb4-8667-82265d0c4337,caff5af9-7626-41e6-92e6-b6702a3058b1,46ad6171-8f72-428c-96fc-a750fa679a04,Toxicologist,richardbutler@healthcare.org,
0d4a2f32-70a1-47b7-98b6-f1373863cd04,caff5af9-7626-41e6-92e6-b6702a3058b1,830d98ee-c1c3-4b57-9d56-dae36bd2623a,Communication Disorders Specialist,jneniferbarker@healthcare.org,True
