identifier,institution,department,jobTitle,email
a2e35a49-ee11-48e2-b324-8ef0860f2604,d3352057-bbda-4b05-8c76-622b89973416,b4ca0142-3b23-4fd8-8d20-f686854df9b6,Speech Pathologist,msallisonknightdvm@healthcare.org
9f2b0df0-63ee-4c71-a37e-4a1f50460006,d3352057-bbda-4b05-8c76-622b89973416,080638c9-4967-49fb-b2e0-2961ac73189c,Rheumatologist,jamiegriffith@healthcare.org
dde352de-0cd9-4403-b056-70a8a09946f6,d3352057-bbda-4b05-8c76-622b89973416,b4ca0142-3b23-4fd8-8d20-f686854df9b6,Speech Pathologist,timthyfrenchphd@healthcare.org
ce8357d8-a176-4cdc-9432-015a4e2679c6,d3352057-bbda-4b05-8c76-622b89973416,b4ca0142-3b23-4fd8-8d20-f686854df9b6,Speech Therapist,sandrasandoval@healthcare.org
9a2dc93a-3586-427f-8079-6f7d03e8763a,d3352057-bbda-4b05-8c76-622b89973416,f64e8f4a-ef89-42e7-aa17-06669b6e83a9,Foot Care Nurse,davidharrison@healthcare.org
f0695591-73be-4c93-bd5d-1b1043fe95c5,d3352057-bbda-4b05-8c76-622b89973416,833cf90f-f555-4628-9d15-3fb4968051b7,Doula,stephenmiller@healthcare.org
976b116b-c1a2-49ad-a8e4-a71da73b2f22,d3352057-bbda-4b05-8c76-622b89973416,080638c9-4967-49fb-b2e0-2961ac73189c,Arthritis Specialist,logrettatorres@healthcare.org
b3f55010-0b5d-4d37-9059-9aaba3a7c542,d3352057-bbda-4b05-8c76-622b89973416,f64e8f4a-ef89-42e7-aa17-06669b6e83a9,Foot Care Nurse,austinwade@healthcare.org
489ca1ef-6a0f-49c1-902c-fa6dfea9d595,d3352057-bbda-4b05-8c76-622b89973416,833cf90f-f555-4628-9d15-3fb4968051b7,Obstetric Nurse,ashleytyler@healthcare.org
fa2444f5-a1b7-4157-abee-d7e7f8ca1b91,d3352057-bbda-4b05-8c76-622b89973416,ca687a98-f48e-49a8-aaeb-5a328fad725d,Poison Control Specialist,catherineramiryez@healthcare.org
7c3b9146-7ac8-4f24-bc50-c236e2a97f7f,655cabcd-64d6-4c82-88c6-737e0efe3a5a,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Medical Laboratory Scientist,kevincooper@healthcare.org
dd3b9bf1-6c45-4b30-981e-283a58a65268,655cabcd-64d6-4c82-88c6-737e0efe3a5a,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Pathologist,karenmitchell@healthcare.org
ce478e0d-80b9-40bc-ae28-5b4e243650ac,655cabcd-64d6-4c82-88c6-737e0efe3a5a,65739938-a96e-4bf4-9865-23b8f9154865,Women's Health Nurse,michaelpetersen@healthcare.org
d9854d0b-5587-4f84-8a73-f7e509d17ef0,655cabcd-64d6-4c82-88c6-737e0efe3a5a,65739938-a96e-4bf4-9865-23b8f9154865,Obstetrics Technician,graceadams@healthcare.org
e53fb8b9-bce9-494e-bd9e-1ded82b43f17,655cabcd-64d6-4c82-88c6-737e0efe3a5a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiologist,pamelabowers@healthcare.org
a416264e-5146-4288-b3a2-aada417349eb,655cabcd-64d6-4c82-88c6-737e0efe3a5a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiology Nurse,johpnineda@healthcare.org
9b895bb9-12fa-49e5-a1f2-f54a09614023,655cabcd-64d6-4c82-88c6-737e0efe3a5a,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Podiatrist,davidbaker@healthcare.org
e5761fca-7005-4431-b760-ca2abaf3a46e,655cabcd-64d6-4c82-88c6-737e0efe3a5a,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Foot Care Nurse,brittneyrios@healthcare.org
e95d8714-a2b2-4783-9241-aa35c01beb2e,655cabcd-64d6-4c82-88c6-737e0efe3a5a,2dc6c2ac-cbae-4e93-af39-c04551bb91c1,ENT Specialist,codymitchell@healthcare.org
bc65e59a-6057-4959-adff-9f707aebf7cf,655cabcd-64d6-4c82-88c6-737e0efe3a5a,2dc6c2ac-cbae-4e93-af39-c04551bb91c1,Audiologist,tonyrogers@healthcare.org
01bd66d4-7a8d-4487-a6e7-0e866a70133e,655cabcd-64d6-4c82-88c6-737e0efe3a5a,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Lab Technician,terryhoffan@healthcare.org
4c540487-0e1e-4015-b76a-f94fac9e48b5,655cabcd-64d6-4c82-88c6-737e0efe3a5a,65739938-a96e-4bf4-9865-23b8f9154865,Obstetrics Technician,hannahmiller@healthcare.org
6cf8cba4-f772-4dc8-93ed-280208c4036e,655cabcd-64d6-4c82-88c6-737e0efe3a5a,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Podiatrist,sarahmyers@healthcare.org
dfe5f3d4-b505-4da8-9d52-ab107840edc6,655cabcd-64d6-4c82-88c6-737e0efe3a5a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiologist,ronniejames@healthcare.org
ba4f69c9-9931-4de6-ae8d-b1b15719e924,655cabcd-64d6-4c82-88c6-737e0efe3a5a,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Pathologist,caitlinwright@healthcare.org
77c9856c-0382-46f7-9abe-2fa193515147,655cabcd-64d6-4c82-88c6-737e0efe3a5a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiology Nurse,cherylwebb@healthcare.org
1f9021db-d249-422b-8b38-abb57de22ab1,655cabcd-64d6-4c82-88c6-737e0efe3a5a,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Orthotic Specialist,susanwilliams@healthcare.org
08446fea-4638-44bf-a2c3-7f6e17c4cd6e,655cabcd-64d6-4c82-88c6-737e0efe3a5a,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Pathologist,codystephenson@healthcare.org
26f8b3fc-4902-4bf1-95d1-2874877d70da,655cabcd-64d6-4c82-88c6-737e0efe3a5a,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiology Nurse,sabrinabrown@healthcare.org
a0bdbf38-ce7f-4d60-af60-13c0326af072,810792dd-3b06-4dd6-baf2-7f5e5f24b901,9b83a437-28b7-405b-abc2-ded76bd8e65f,Nutrition Counselor,shariramirez@healthcare.org
b222f366-722c-43bf-bd40-5d32f8b00f5f,810792dd-3b06-4dd6-baf2-7f5e5f24b901,9b83a437-28b7-405b-abc2-ded76bd8e65f,Diet Technician,patriciamitchell@healthcare.org
8f92cc97-defb-40ff-8bb1-15f64c426a17,810792dd-3b06-4dd6-baf2-7f5e5f24b901,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatology Nurse,michellegarcia@healthcare.org
81b090d9-43f5-454e-a3d4-e45eae1260b2,810792dd-3b06-4dd6-baf2-7f5e5f24b901,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatology Nurse,barbarawest@healthcare.org
305a4f80-46dd-4f6b-91d5-574e7d7a7946,810792dd-3b06-4dd6-baf2-7f5e5f24b901,c5cf255f-278d-44f6-88df-480ea3b4e529,Genetic Counselor,sandrahall@healthcare.org
4b963e62-0bf8-48a4-8474-ea080ddc68be,810792dd-3b06-4dd6-baf2-7f5e5f24b901,c5cf255f-278d-44f6-88df-480ea3b4e529,Geneticist,cherylschmitt@healthcare.org
3b28f6f2-8d96-4e61-a9b3-1b72f53f38d6,810792dd-3b06-4dd6-baf2-7f5e5f24b901,6250e9f9-08d1-4e63-a7e8-aeae24a703e3,Lung Function Technician,allisonlee@healthcare.org
47e0bb42-1958-4bac-bfbc-8580239fceda,810792dd-3b06-4dd6-baf2-7f5e5f24b901,6250e9f9-08d1-4e63-a7e8-aeae24a703e3,Lung Function Technician,janoetherring@healthcare.org
201a200e-679a-4f5c-b063-45b745c9638e,810792dd-3b06-4dd6-baf2-7f5e5f24b901,f146b080-0a2c-46a9-9bd3-839291e54b3a,Community Outreach Specialist,vicotrwilson@healthcare.org
4631363b-5756-415d-9259-3e51c1b6947b,810792dd-3b06-4dd6-baf2-7f5e5f24b901,f146b080-0a2c-46a9-9bd3-839291e54b3a,Public Health Officer,davidhill@healthcare.org
df72838e-d726-4f74-b7e4-72d66829baf4,810792dd-3b06-4dd6-baf2-7f5e5f24b901,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa,Public Health Nurse,johnhughes@healthcare.org
eda57748-e1bd-4e03-bbc3-1f35aa778d1c,810792dd-3b06-4dd6-baf2-7f5e5f24b901,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa,Public Health Nurse,anthonyshelton@healthcare.org
6d3c53c4-37c4-4106-9c34-f33f230eeab6,810792dd-3b06-4dd6-baf2-7f5e5f24b901,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Nurse,jessicacole@healthcare.org
5fba6168-d4ea-4e5e-8b73-5473111f2bb3,810792dd-3b06-4dd6-baf2-7f5e5f24b901,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Nurse,dramberallen@healthcare.org
9bfde81c-b077-4ed1-8e1b-6766a5d5c4c8,810792dd-3b06-4dd6-baf2-7f5e5f24b901,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,heidibbenson@healthcare.org
24731256-1d81-441a-9db4-cdb16e2fc118,810792dd-3b06-4dd6-baf2-7f5e5f24b901,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,jameshambpton@healthcare.org
934bb36b-2a79-4900-9c4e-7d9a15f00f04,810792dd-3b06-4dd6-baf2-7f5e5f24b901,d0ab9ea4-c15f-47ca-a04e-6817ad982a08,Respiratory Therapist,kelseysmith@healthcare.org
c3cea091-28d8-440c-88e5-e545fe81af37,810792dd-3b06-4dd6-baf2-7f5e5f24b901,d0ab9ea4-c15f-47ca-a04e-6817ad982a08,Respiratory Therapist,dannyruiz@healthcare.org
255b9009-a38e-4e47-8737-eeab3b3aba74,810792dd-3b06-4dd6-baf2-7f5e5f24b901,10c313bd-6478-4399-8d68-2a6149262a13,Urology Nurse,michellemeyers@healthcare.org
de969bbe-5cf5-42bb-a1e1-42221d6591fe,810792dd-3b06-4dd6-baf2-7f5e5f24b901,10c313bd-6478-4399-8d68-2a6149262a13,Urologist,stephenmathis@healthcare.org
f8d1a5e0-98d3-45ed-8f91-20b01316c7f4,810792dd-3b06-4dd6-baf2-7f5e5f24b901,18711121-c9e8-460c-8a8f-541d052ba051,Epidemiologist,kevinkaufman@healthcare.org
8303f95b-6527-4382-b65d-682320a710fd,810792dd-3b06-4dd6-baf2-7f5e5f24b901,f146b080-0a2c-46a9-9bd3-839291e54b3a,Public Health Officer,erinwoods@healthcare.org
ad516b3b-bfd6-4d51-abca-bff79f380305,810792dd-3b06-4dd6-baf2-7f5e5f24b901,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatologist,martinwarren@healthcare.org
89fcbca9-233b-4dbf-9f62-4fd6b3d97342,810792dd-3b06-4dd6-baf2-7f5e5f24b901,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Assistant,teresarodriguez@healthcare.org
cc449161-bb33-4514-b528-7dd42cb7e578,810792dd-3b06-4dd6-baf2-7f5e5f24b901,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,lisaedwards@healthcare.org
1f66b9ab-f4a1-43fa-aeb5-94b814fcbe4f,810792dd-3b06-4dd6-baf2-7f5e5f24b901,18711121-c9e8-460c-8a8f-541d052ba051,Public Health Officer,joseclark@healthcare.org
634e872f-06c5-4471-8945-4f8d1a51e1f6,810792dd-3b06-4dd6-baf2-7f5e5f24b901,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Arthritis Specialist,georgeboyd@healthcare.org
f5dd5fda-cea1-4746-b6f4-7801efccad28,810792dd-3b06-4dd6-baf2-7f5e5f24b901,9b83a437-28b7-405b-abc2-ded76bd8e65f,Nutritionist,cynthiamorales@healthcare.org
da0ec04c-13aa-44f8-924c-9547671cf479,810792dd-3b06-4dd6-baf2-7f5e5f24b901,10c313bd-6478-4399-8d68-2a6149262a13,Urologist,josmhuaflynn@healthcare.org
751d9dae-d593-46f0-a2b4-4fba80dd8224,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,1f217475-66f0-4769-8909-c1ba18fa5472,Doula,ashleywilliams@healthcare.org
fab5328c-fcc1-4298-b6a6-58835b2fa87e,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,1f217475-66f0-4769-8909-c1ba18fa5472,Midwife,alexbaldwin@healthcare.org
1fc55554-21e0-429d-a281-4034ea308b30,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,c9d4e1bb-c4d3-4ec2-baf3-d90e586a7302,Pulmonary Function Technologist,christinelewis@healthcare.org
791751f7-052b-43b2-be68-b9e82d273869,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,c9d4e1bb-c4d3-4ec2-baf3-d90e586a7302,Pulmonary Function Technologist,elizabethkennedy@healthcare.org
5e1cbcfd-f0ac-4733-a181-65419e25bf84,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,aef82d2e-51f8-4e44-924b-ba5b82042c0b,Obstetrician,reneejohnson@healthcare.org
49c3e850-5dd3-49f5-9ace-ff92440d154a,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,aef82d2e-51f8-4e44-924b-ba5b82042c0b,Labor & Delivery Nurse,briannathompson@healthcare.org
6d98c7ed-abe2-406f-a4f2-629c292e3f7e,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,09cef0ea-d6ca-4f41-adf1-fe3fefd9373e,Neurological Nurse,christopphersteele@healthcare.org
3a4bc99d-dde3-43b8-bec4-b5bad4537cad,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,09cef0ea-d6ca-4f41-adf1-fe3fefd9373e,Neurologist,robinmeyer@healthcare.org
0ef6879b-ada1-4e6f-942f-eb382b29c8ab,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,93c3150d-77c3-404f-9f7a-46b8450000a1,Surgical Nurse,stuarthutchinson@healthcare.org
2be2533e-6eb8-4f7d-8e3a-be5b787bba09,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,93c3150d-77c3-404f-9f7a-46b8450000a1,Surgical Nurse,paulburton@healthcare.org
659c928d-b7d8-4c9a-8833-cd8fff586f66,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,3ca58162-4509-47a7-a2bc-5350a627e31d,Neonatal Nurse,jadegardner@healthcare.org
91a9fd17-5c87-40fc-8020-0298a0cadc08,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,3ca58162-4509-47a7-a2bc-5350a627e31d,Obstetrician,paulmorris@healthcare.org
7c080f43-0c1c-43b9-aae9-11bfb26274cd,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,56c16359-352f-4341-83fa-a677b1a8e5c6,Renal Dietitian,karenhoward@healthcare.org
661c4ff8-2760-4fad-afdc-854c3988662e,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,56c16359-352f-4341-83fa-a677b1a8e5c6,Dialysis Nurse,ericmoore@healthcare.org
68096c73-a7aa-42e8-8287-fe24715c70c1,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,09cef0ea-d6ca-4f41-adf1-fe3fefd9373e,Neurologist,timothythompson@healthcare.org
233366bb-2c5b-436b-bf29-b1f2c1e34a87,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,1f217475-66f0-4769-8909-c1ba18fa5472,Obstetric Nurse,ronaldmoreno@healthcare.org
0e3e6030-9eb6-40be-b06e-d2c8d3296b22,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,1f217475-66f0-4769-8909-c1ba18fa5472,Doula,markcortez@healthcare.org
d69e3cc6-2d36-454c-8878-0c59234e5b79,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,1f217475-66f0-4769-8909-c1ba18fa5472,Obstetric Nurse,sarahphillips@healthcare.org
c5ec362d-4362-4fb2-ac00-a69f440ec6b0,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,09cef0ea-d6ca-4f41-adf1-fe3fefd9373e,EEG Technician,deborahzlewis@healthcare.org
0aba3a91-634b-4c63-a8b6-81921c8eb841,1395b0a1-a666-4812-b332-632ec39f96f2,6bfed001-18bc-4a21-b887-d3e9a3171056,CT Scan Technician,heatherhogan@healthcare.org
0f2c9372-e715-46f5-ae8a-fc994547ba52,1395b0a1-a666-4812-b332-632ec39f96f2,6bfed001-18bc-4a21-b887-d3e9a3171056,CT Scan Technician,kathleenmullins@healthcare.org
450bf0cf-728c-4fb9-8fdf-dcfa3259ebc5,1395b0a1-a666-4812-b332-632ec39f96f2,c736e166-8042-402f-9d73-22518b763f63,Nutrition Counselor,jamesknapp@healthcare.org
cd8b6e64-f69a-4965-ba11-47ea77e1b876,1395b0a1-a666-4812-b332-632ec39f96f2,c736e166-8042-402f-9d73-22518b763f63,Diet Technician,brenptjones@healthcare.org
576fb1dc-a6c5-4327-994b-6c5277d5550e,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Ophthalmologist,angelweaver@healthcare.org
919ebd7c-75e9-4e8c-a207-b76632d426b2,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Vision Therapist,tylerrodriguez@healthcare.org
f2224ba5-d729-4ef6-9a9f-70b7763d8b3e,1395b0a1-a666-4812-b332-632ec39f96f2,778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,Plastic Surgeon,mrsrobyyngardner@healthcare.org
fb452809-2d13-4e4b-9dcc-b05840d89f4a,1395b0a1-a666-4812-b332-632ec39f96f2,778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,Cosmetic Surgery Nurse,patrickmcdonlad@healthcare.org
cb87a5e0-e512-42e7-a233-2d02e192e4ac,1395b0a1-a666-4812-b332-632ec39f96f2,6689ef79-f8c3-4461-bc15-b016487eb3df,School Nurse,kathleenmeyer@healthcare.org
880c4a67-dc67-46cd-adbb-32fc923acef3,1395b0a1-a666-4812-b332-632ec39f96f2,6689ef79-f8c3-4461-bc15-b016487eb3df,Child Life Specialist,olivianelson@healthcare.org
eb19085c-9f80-4d6b-8b50-d3207e6eeb94,1395b0a1-a666-4812-b332-632ec39f96f2,3a94f14b-0830-4ee6-9a9c-1d73f173d2fe,Optician,samuelfreeman@healthcare.org
24e658f1-4a63-4ddf-b8b0-ea4292cc5a75,1395b0a1-a666-4812-b332-632ec39f96f2,3a94f14b-0830-4ee6-9a9c-1d73f173d2fe,Ophthalmologist,pamelayork@healthcare.org
a36ee279-ab29-4d96-a3aa-f125af5dc206,1395b0a1-a666-4812-b332-632ec39f96f2,6bfed001-18bc-4a21-b887-d3e9a3171056,CT Scan Technician,justinhuber@healthcare.org
5d9475c8-2d78-479f-989b-1acdf3d6a0a6,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Ophthalmologist,erinanderson@healthcare.org
730ceb99-b813-4f3f-ae84-90c966b8a9a0,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Optometrist,michaelmarquez@healthcare.org
18f0e577-b46a-4f09-8c52-53b159679279,1395b0a1-a666-4812-b332-632ec39f96f2,6689ef79-f8c3-4461-bc15-b016487eb3df,Pediatrician,carolynmoore@healthcare.org
94af8d1b-c472-4eb4-b272-1251926d12e6,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Ophthalmologist,danielglover@healthcare.org
1315fdef-40cb-42bf-b7de-815cfb1f8ee2,1395b0a1-a666-4812-b332-632ec39f96f2,3a94f14b-0830-4ee6-9a9c-1d73f173d2fe,Optician,kristihendersno@healthcare.org
e33ed508-2faf-4510-b78c-9ce35cb6e477,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Optometrist,cynthiamoreno@healthcare.org
069125b4-03a8-4698-8012-a05a2351d231,1395b0a1-a666-4812-b332-632ec39f96f2,778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,Plastic Surgeon,christopherespinoza@healthcare.org
c6d02b1f-48f0-467a-af19-e0aaf550c171,1395b0a1-a666-4812-b332-632ec39f96f2,778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,Reconstructive Specialist,mrwilliamfloresii@healthcare.org
f627d59e-4453-45fb-8f96-3c4177d2096f,1395b0a1-a666-4812-b332-632ec39f96f2,c736e166-8042-402f-9d73-22518b763f63,Nutritionist,phillyiprichardson@healthcare.org
12c1e59c-929d-4f2a-b891-8c628e0a3a09,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Vision Therapist,anthonygilbert@healthcare.org
c43ecf4d-a742-417b-a8d6-4408998e48b9,1395b0a1-a666-4812-b332-632ec39f96f2,6bfed001-18bc-4a21-b887-d3e9a3171056,X-Ray Technician,jasonwite@healthcare.org
44fd0e5b-34cf-47da-a26f-e0f7f6d65df4,1395b0a1-a666-4812-b332-632ec39f96f2,778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,Plastic Surgeon,brittanykim@healthcare.org
9ea94932-bac0-448d-8ab0-f567c18672a9,1395b0a1-a666-4812-b332-632ec39f96f2,3a94f14b-0830-4ee6-9a9c-1d73f173d2fe,Optometrist,kathleenfowler@healthcare.org
a6ff1238-5d08-4e4b-9dd0-da9831379016,1395b0a1-a666-4812-b332-632ec39f96f2,778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,Cosmetic Surgery Nurse,sephanieowen@healthcare.org
cdb3bf17-9e1c-42f5-89a6-b29c49bbd925,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Optician,kevincvarter@healthcare.org
9ed573f0-a776-42ad-9ae3-a6d6d1c8ba15,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Optician,kendralopez@healthcare.org
4bb37231-310d-4d8e-bc1f-be8b98b9186d,1395b0a1-a666-4812-b332-632ec39f96f2,c736e166-8042-402f-9d73-22518b763f63,Diet Technician,jameswitaker@healthcare.org
6f785cdb-122f-46b8-87c3-17b69c779511,1395b0a1-a666-4812-b332-632ec39f96f2,6689ef79-f8c3-4461-bc15-b016487eb3df,Child Life Specialist,brandonfuller@healthcare.org
3bba5579-75fc-42e2-b4f1-ef0ff352d056,1395b0a1-a666-4812-b332-632ec39f96f2,02246f10-ce65-4211-a3c9-c8d76ceb1865,Ophthalmologist,ayssaelliott@healthcare.org
23a44b01-89cb-41dc-a140-fd7c37b69454,1395b0a1-a666-4812-b332-632ec39f96f2,778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,Reconstructive Specialist,kristinlopez@healthcare.org
59181294-847d-43bd-830e-2857d44f658e,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,ed6fe79b-8c56-4b92-8f32-2470a2334974,Obstetric Nurse,danawilliams@healthcare.org
b0007154-77ff-49d6-9281-0b0b856b668d,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,ed6fe79b-8c56-4b92-8f32-2470a2334974,Obstetric Nurse,alexanderanderson@healthcare.org
b7212898-68e4-4d24-aff0-b227adea2ef5,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,7cbb1bcc-ef38-4237-99a0-f532d2197d93,GI Technician,michelejones@healthcare.org
c9e2275a-f086-49ef-937d-ab2f422c3297,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,7cbb1bcc-ef38-4237-99a0-f532d2197d93,Gastroenterologist,randyrice@healthcare.org
fbf6d1ec-3bd9-4547-a13b-dfc7b5b04d9a,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,2709483a-176f-4018-b186-46ce90e49461,Pharmacist,davidsctone@healthcare.org
ad1e92e1-cab3-4ca8-bf34-a2fa31b2737e,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,2709483a-176f-4018-b186-46ce90e49461,Clinical Pharmacologist,garycarter@healthcare.org
6f0da7aa-3490-48ec-bffc-0facb75a7b4a,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,1da11d7a-a281-4ecd-b084-486f52268c27,Gynecologist,ashleyle@healthcare.org
9a449e93-b3f2-4c20-9654-389ed0604e60,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,1da11d7a-a281-4ecd-b084-486f52268c27,Obstetrics Technician,donaldjackson@healthcare.org
c07707ad-a5c0-467e-9c0d-46f29a9ab0b5,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,d296e670-f35f-4a3e-ad38-505b5e8a511b,Nurse Practitioner,lsiameyers@healthcare.org
43060714-5b89-43d3-b380-6271e96471a9,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,d296e670-f35f-4a3e-ad38-505b5e8a511b,Nurse Practitioner,courtneylyons@healthcare.org
68127666-ee7f-4d4d-9a05-3d7d2b76d23b,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiologist,patrickmarshall@healthcare.org
51e922de-12af-44c7-af17-f37963d69acb,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiologist,vickiehill@healthcare.org
