identifier,text,city,postalCode,country
31daa336-e6b9-4ca4-afdc-8f3bdffd4747,Sarap Crest 87,South Jüri,41096,EE
562cd8b6-bfbc-4de2-bbff-3a538e12d9ec,Valeri Locks 82,Ülleview,82106,EE
b0cd8046-0f3d-40b2-89fd-d6f8793e877b,Raadik Junctions 95,Malleton,24650,EE
4760c250-c8d8-4e85-9d3c-40d9a1ecc25b,Gontšarov Square 129,Jaanusburgh,44952,EE
e529bb4d-7cb8-431e-8c12-3a1bae90bc14,Müür Park 111,Enebury,74120,EE
c90faf81-7e5e-47d4-ad9d-5b0d8f0fb503,Katharina-Stecher-Ring 136B,Groß-Enzersdorf,5588,AT
c4a1f1a5-ae8d-4090-a506-16814a2f551c,Walterplatz 132,Feldkirchen,2486,AT
48912537-204f-49a6-a1f6-e5e352088ee7,Urbanstraße 86,Mattersburg,6922,AT
18d53c21-13d0-4737-abb4-0b35e635776a,ReischlstraÃe 16A,Amstetten,9831,AT
2d310267-d57d-4918-9e0b-6d235285b675,Rosa-Sorger-Straße 82,Gföhl,7399,AT
26794c17-a9de-4b14-91ba-8ce44ced3bd1,Calvin-Kasper-Straße 46,Dürnstein,6578,AT
5f1bd5f2-cb38-46ad-8927-477b15140bb4,Fleischmanngasse 147,KÃ¶flah,1969,AT
d6be55af-da41-423f-970f-73a0b83f62ff,Elyas-Pieber-Gasse 121,Schrattenthal,5709,AT
faf3ca79-c912-4874-99f6-5b69ba4c7779,Dana-Edlinger-Straße 95,Kufstein,2617,AT
4d5ba2ea-bfb2-4cb1-91b4-09c4365af47a,Claire-Posch-Ring 75,Marchtrenk,7718,AT
d38d9f4c-a6a1-4c5b-9245-24e15f6adb6b,Meikelaan 31,Bakhuizen,2328 GS,NL
0e8892af-4b32-44a7-a243-087f2616483b,Charlottebaan 71,Rijswijk (GLD),4124IT,NL
022ee91c-6f45-42aa-9265-895b463d9d09,Milahof 74,Oppenhuizen,7639 KX,NL
d5ba08b3-dcbd-4041-9465-f962c3b748b2,Stefring 97,Ansen,8813TF,NL
55a98760-6627-4506-ae3a-fdeb2987e6f3,Tijslaan 138,Eindhoven,2501AW,NL
a973205c-c04d-4e92-b204-a52fdf0c8a3f,Fennasteeg 133,Westerbroek,8337 QD,NL
07b6405a-be31-4dd9-9043-900a46771040,Aydenstraat 36,Zijdewind,2212 BB,NL
ea6c591d-ad62-4bcb-a90f-d3fa0085bd70,Suzeweg 129,Achtmaal,7277 QZ,NL
31cb27b7-6f96-42ab-88d9-ca24804e402b,Merlehof 84,Haren Gn,2740 RV,NL
20d51330-3e1b-408d-a22d-9ac03cbe570e,Rensring 147,Achterveld,1965 WF,Netherlands
7a18f339-266a-43b6-9051-9a9bdb66f202,Sennaring 75,Beilen,3698 CH,NL
a91dad33-6bae-4951-9f78-c19d5fae7da7,Nikkiweg 141,Deearsum,8883 YA,NL
da64e5d3-b07c-4a41-b045-14306ddd930c,Mirteweg 112,Garsthuizen,4179 IJ,NL
c4a7a69b-bcde-465e-b529-385f053617a0,Ilseboulevard 58,Elburg,6941 VQ,NL
9ebf4d8b-7fae-4a54-b1d1-74dce08ade68,Colinbaan 105,Ameide,1088 FP,NL
872cc248-f396-4881-98e4-e9f818061aac,Katepad 61,Wilp,3670 EC,NL
2b95ecbc-2a47-4e4a-bd40-e0dae3f06701,Dewilaan 36,Hnatumeruitburen,1392 BN,NL
33a36d3f-cca6-43b2-b8b3-4479c3278203,Rikpad 149,Dirksland,6850 ER,NL
f4907e4d-6339-469a-983a-46ea36a80fa7,Kaisingel 138,Opende,5830 BU,NL
8382f852-bd9b-4cd5-9ccd-3ae0a5e627d8,Lunaring 21,Haringhuizen,6081 ZG,NL
8f721bef-c7ff-4fef-a96c-ebfbeaf2ce92,Morrisboulevard 110,Emmeloord,6368 NR,NL
8782e671-5ecc-4148-b4c2-b4c03164e46d,Olafstraat 113,Lutjebroek,6617 WI,NL
dec296e6-0065-45d3-9b35-ca0ed7dbc499,Noortjesteeg 33B,Makkum,1350 SM,NL
cd16a839-7176-47e7-8c5f-e9181e35f85a,Bastiaanpad 40,Kuitaart,8918 NH,NL
d22dbbbc-f4ef-44a7-bfc6-0fcab69cb232,Lotpad 136,Den Horn,7237 IN,NL
ad13b746-d6f2-4eaf-8785-e044ffb2b3fa,Jasperhof 106,Hidaard,1008 JC,NL
3bd11160-d2e5-4abe-a53c-b4e64c3ba403,Nadiaring 94,LoÃ«bnga,5768 LO,NL
7cb1ba1e-b641-4215-b118-81c4ff0628fc,Sennasteeg 120C,Simpelveld,2743 UN,NL
171b536a-b5d3-42aa-9dd0-3056ab4814fa,Esmeeweg 105,Farmsum,2103 QS,NL
61514157-e343-40d8-b1bd-a56a3fecfe2a,Reichlgasse 149,Poysdorf,9968,AT
857f57be-23f7-4861-8b56-f1a0b22597bb,Jasper-Heller-Gasse 49,Braunau am Inn,3125,AT
4b1fc6bc-5944-422d-97f7-02183f25e3c3,Steinlechnerring 79A,Retz,6077,AT
13bb24a6-68eb-493e-9b1e-94991adbda77,Höflergasse 51,Scheibbs,6984,AT
86c940e6-947c-4430-a6f4-143c4d51d6f8,Danilo-Mitterlehner-Gasse 113,Baden,2908,AT
b146e4de-d80b-4ed5-9c74-bd2e7a26a874,Elisabeth-Rössler-Ring 94,Schrattenthal,5869,AT
d223e792-9476-484e-bbee-bb16554c8abd,Laht Mews 133,Lake Irinatown,86538,EE
07bb4077-8271-491d-80e4-b873b555727a,Pavel Lock 86,North Jekaterinastad,97935,EE
2a03269d-9b9d-46aa-865c-3db948c13ed7,Anu Trace 90,Toomasberg,18879 ,EE
fc75b6ea-1b8b-4f5f-b196-f819d143dd1f,Peeter Islands 42,Palumouth,97685,EE
4de3517c-f8b0-482a-b46f-2a02b8085172,Anna Fork 68,Urmasland,21111,EE
b0b58c15-0b26-49dc-9171-b25d5a1c82a9,Villemson Ranch 78,North Sergeiburgh,56893 ,EE
4a566708-923a-4a80-ab37-6a41ba1df3b0,Kalmus Trail 111,Pulkmouth,57994,EE
7cf0b2e2-8d02-4c21-ac70-5b1c6c201b82,Kristi Creek 38,New Jelena,89190,EE
eee5a279-e8ca-446a-a056-4a39a5dd8201,Ravisteeg 77,Den Hoorn,6753AG,NL
6a7cb643-f5a8-453f-adb3-a8a4ffc2072e,Suusbaan 58,Goënga,1048 FS,NL
6bf3568a-acaf-4e79-aa03-10f0b286533e,Hannalaan 34,Oudemolen,9767 IG,NL
36503b2a-b616-4afb-a520-dd938cfda031,Emirring 54B,Anerveen,8763 WJ,NL
bdf76749-8c2d-4056-8b4c-43b52cc493cf,Novapad 64,Zandpol,3393 KY,NL
c09a75ae-0106-47f0-acaf-969b093c8495,Lottering 12,Hoogmade,2406 DQ,NL
c2f39ebe-8bdf-47b4-a91f-ccaf20f506ed,Michaelweg 27,Woltersum,7527 KK,NL
3741fe5e-26c6-4392-8425-6685d62f8204,Stanpad 81,IJsselstein,1567 IW,NL
26dbe8f4-cc80-4388-a32c-d20ad14901e0,Pienweg 7,Loon,2678 UN,NL
42df12c3-9876-44ab-b57c-6e4dc1c64b74,Corneliahof 35,Snakkerburen,2967 UN,NL
b3e9ecf2-4503-4afe-bd5e-0e01e5b80df7,Rikstraat 122,Puttershoek,5658QN,NL
4b8588f6-eab2-4237-95fc-a83a809e26c3,Linnbaan 30,Sleen,5361 RW,NL
987f6562-d614-4857-b84f-cf27761f7975,Gijsweg 99,Beutenaken,7993 AP,NL
c13283d6-b7b5-40ed-b72a-0835a66e3113,Deandreef 26B,Nieuw-Weerdinge,1897 GE,NL
4350a050-da90-4f98-b9a9-a4e92a8e09b6,Samsteeg 87,Lobith,5348 TT,NL
579aec3b-bd48-481f-85ff-c48dc17df285,Sebastiaanhof 113,Westerhoven,4010 ND,NL
9ec16969-81a9-4b46-beaf-11ebadf60c45,Berendpad 16,Echteld,6042 AC,NL
4063d273-c544-455d-b1a3-971099b6a56a,Mickring 114,Zeijerveen,5296 CJ,NL
7959bda4-9db5-478f-af78-dc251bb5ea85,Rikdreef 97,Nieuwe Pekela,2569 KW,NL
65c2a67d-dc94-4d8f-b43a-0de732ee9455,Martdreef 99,Dreischor,3354 WO,NL
651caad3-6cdf-4d0f-9738-e57c836446b9,Jesselaan 86,Oosetrland,3429 II,NL
04bd6f82-bd42-4a59-bad9-35d8640f5379,Timboulevard 130A,Lunteren,6148 FA,NL
310e672c-cf0f-4063-8c0a-b7e2696a3573,Tijnboulevard 98,Deursen-Dennenburg,9369 CH,NL
daf82483-39d0-406e-8f5d-28c4de8de518,Elizaweg 94,Meerssen,6745 ZI,NL
5b1da55f-6a1d-4966-878f-4b43d3a7cf59,Maritboulevard 50,Eppenhuizen,2638 JB,NL
b9773eb9-0b45-40d4-921a-b9cc2db548ce,Finnbaan 52,Leons,6614 ID,NL
52c16437-cd9c-46ec-a087-dc2a9e18b795,Robinsteeg 109,Rottum,2535 FY,NL
a1e522e3-09af-4ecd-9292-4e0443892943,Silstraat 6,Riethoven,5767 JG,NL
939a1452-88f5-4972-bb79-7bbf75bc2547,Kilk Corner 132,North Kristina,64165,EE
78151daa-f132-4384-b2cf-dbb0ecd177b9,Ossipov Crossroad 139,South Jaanuschester,93376,EE
d473effb-1c87-4d85-a7c9-f467b69977ea,Galina Villages 104,South Kristi,80489,EE
34523a1a-0b07-4e23-b638-d7e7fab744b3,Maslov Walk 8,West Mihkelton,89155,EE
5e2854f7-d3d1-4e7f-928a-5b42b6218c01,Lebedev Extensions 76,North Natalja,19732,EE
1945c0f0-8a23-4b72-b047-f2873d3491c4,Katrin Spur 147,New Roman,13028,EE
9c9b33ba-97d6-42cc-b082-239eae468aa6,Olga Hollow 46,Kuuskmouth,18589,EE
5ff0d7e8-18b8-461e-9014-2b365723b8f9,Juulsteeg 36,Voorburg,8196 WK,NL
fd634eec-e731-44d4-a2d7-d8c6b6256279,Lukahof 42,Ewijk,3850 RP,Netherlands
f0a262c5-8ee0-41cd-b755-20591116123f,Jasmijnweg 8,Zevenhoven,4578 MH,NL
2c5d52fd-0956-4068-9db1-538b0881853a,Amberhof 92,Lathum,1463 YW,NL
0946da72-9253-4698-a543-5d204e8155ed,Damianhof 129,Velserbroek,7518 QF,NL
a8c774ac-6a21-49e9-abc4-0ea8951ea555,Kayleighpad 142,Empe,5280 KE,NL
628baeab-9958-443f-a3d4-8f53f3d437e8,Youssefdreef 133,Vries,7387 RO,NL
2c4c7636-95c6-4aee-846e-7ae838e9f7be,Mayastraat 90,Deest,4644 TX,NL
464d9fc3-2263-499a-b87d-1e42c845c036,Zoëweg 54,Hierden,5852 XF,NL
c9765564-db44-43d8-9639-5e8fa27bb2ab,Lilysingel 63,Kerkrade,2575 PB,NL
03b28ecb-2376-4721-827d-9ff5feccac50,Madeliefstraat 141,Blokzijl,8697 EV,NL
6955b8ee-4ad8-40c3-9c84-eec5bdd686cf,Tarasteeg 102,Makkum,2114MG,NL
910fa3e4-e0f3-4c7b-b202-8ed4a70f3eb6,Emmabaan 11A,Laag-Keppel,5912 EL,NL
7f43686d-f951-435a-9a3e-f5759c84ba9b,Larastraat 137,Punthorst,7086 LB,NL
41af4c51-f599-48bd-864a-6768eef62d63,Lolastraat 72,Markenbinnen,6167 FA,NL
503e2f8e-d3ee-49f1-8845-358f9a430395,Veerlehof 31,Tripscompagnie,8550 YW,Netherlands
be5f878f-a60b-4a89-8f17-d3cf086f7df9,Mehmetstraat 86,Mander,9197 HA,NL
89d61c8d-29cd-47dc-b90c-6539b0c736ae,Yaraweg 29,Beek,8401 RT,NL
0bf10a5c-4bf5-4ad3-88f7-d2ac1bd9d744,Tiesweg 137,Voorthuizen,1552 NU,NL
90fa6503-3a3e-4c16-b231-652d89e31d99,Johannasingel 43,Grubbenvorst,1868 RZ,NL
5f1d5e22-43d0-42f6-a778-9a8d72212aa5,Laura Corners 45,Piretbury,76255,EE
b28ae90b-5452-4e2e-b8f8-612ba1a3190a,Luik Garden 129,East Anneurgh,58498,EE
9c6e2b85-5210-4dee-9ab2-f0895d9ddb69,Mäesalu Locks 135,Reimanntown,75020,EE
9587ed75-733b-43e5-a8a9-d6e770ae245c,Kolk Stream 78,West Sirjetown,55098,EE
db078c26-6ab4-4c3c-a3d1-859df41d168f,Reet Club 38,North Tiiuville,20501,EE
e7ad785f-945f-4ac6-810e-696c2f74ca29,Aleksandr Knolls 104,Kisseljovside,33477,EE
a78b1400-9576-4020-855b-7071511e40f0,Jelena Rapid 28,West Andrei,67560,EE
43df1433-7e1e-4adb-afa3-625b68d63fe9,Aino Plains 117,Port Alekseiland,37382,EE
242dbf7d-dc3d-4899-a31e-6c0d79e6074f,Keanosingel 76,Wijnjewoude,1022 QH,NL
1176ca7b-a814-436f-9344-f6727d41dc8a,Vincebaan 98,2e Exloërmond,6794 GH,NL
fe359c2b-9ebb-4e71-bf55-4372031cb252,Simonring 120,Krewerd,4410 NO,NL
9f2e5705-adf3-4894-adbf-491afd7df9e3,Pepijnsteeg 115,Beerze,2439GU,NL
7d83926d-5e97-4462-9938-aed4cd679b70,Saarsteeg 12,Hoofddorp,5788 LP,NL
7a4b96d6-8219-4db4-90e8-fbc1fa59d583,Tijnring 65,Boerakker,1371 WB,NL
78c6cea9-3522-474e-ad08-d8b1af3b265b,Milanpad 127,Udenhout,8151 AR,NL
9b01b335-34d7-4f58-848e-f56bb669f4d1,Gärtnerstr. 91,Dürnstein,8549,AT
71a94f6a-1a2c-4427-ada0-dc597eea8fb8,Engelring 10,Amstetten,8231,AT
021a4d18-9033-44d6-9659-5a445ac068af,Alexa-Grassl-Straße 18,Schärding,6073,AT
846c50d8-3656-47ec-9495-cef4c717f0fc,Anabella-Hartl-Gasse 91,Mattighofen,1357,Austria
5f7301d1-d5ef-495f-99e4-cdc0c7fc7ebb,Luisa-Stöckl-Ring 60,Voitsberg,7486,AT
a17a5c42-6915-4564-9337-5c75a32010d0,Anabella-Klug-Ring 92,Langenlois,3169,AT
e6c3b854-db72-498a-89e9-10da09f9df66,Anna-Maria-Nussbaumer-Straße 19,Langenlois,7071,AT
6acdbe3b-4f54-410d-ac72-7a80e0b25ece,Beatrice-Aschauer-Gasse 40,Frauenkirchen,4961,AT
471fdb28-6361-4b79-8186-76658296e1e5,Zimmermannstr. 33C,Oberpullendorf,5885,AT
6d2ca9b0-214c-4491-9440-10523a79491d,Jurrelaan 50,Geldrop,7340 LP,NL
5602de44-289c-42c3-86d2-4daa98b20e4b,Joeyboulevard 98,Ulrum,9055 LG,NL
3f217a2a-042f-4b7d-b8cb-07b0a81c7b7a,Aydendreef 123,Akersloot,9277 GF,NL
34967a38-b99f-4d2c-9fa9-8e3013ec7dda,Chloélaan 150,Abbenbroek,9819 EB,NL
d89d3e85-704a-454c-924a-8480500bf692,Jortring 2,Eext,2459 FM,NL
b0033ba8-4f07-47f8-9c59-2c5d0addd5f2,Timosingel 89,Warstiens,6328 KH,NL
18ead644-1b16-42f8-9732-40c8eec73883,Mathijsstraat 61,Ubbena,8664 SC,NL
fbd70ea3-7ec2-49ef-8415-cabfd8d8deb3,Barthof 44,Boekel,6770 LM,NL
c500ba91-d943-4580-afbc-6d09ab6a9466,Elifboulevard 29,Tiel,7443 CE,Netherlands
23e94767-f127-44c8-83db-d9a8b1646a2b,Laureen-Nowak-Weg 135,Schwechat,3793,AT
57e224d8-2f05-4212-9be0-9bf2767f25dc,Melisa-Werner-Straße 111,Trieben,3252,AT
bcbd6963-8027-47fb-ac33-cb418f246da7,John-Varga-Straße 113,Völkermarkt,7251,AT
