identifier,contactType,phone,email,availableLanguage,fax
03f4402e-da70-4539-b0a7-8695cf5669c2,Information,305.568.6116,KimTodd.Neurologic@dept.healthcare.de,['de'],(486)630-9419
83635ed3-6a4c-493e-9d5c-1b17b7a0f79b,Information,(0097)-410786,Buch.Public@dept.healthcare.org,['nl'],+31406-186509
0b7ce50a-e5bc-4296-b88d-5d3c2d315e76,Emergency,(035) 7800046,Burch.Musculoskeletal@dept.healthcare.nl,"['nl', 'en']",+31(0)68-3403275
a0074c4a-da76-450a-a6eb-a5cbdfbb1bc5,Information,+3152 2748501,Burc.Endocrine@dept.healthcare.org,"['nl', 'en']",(076) 7970617
66c49866-2372-4eca-b1a7-c231b1e1fede,Referrals,(0164) 630310,Burch.Psychiatric@dept.healthcare.nl,['nl'],+3179-3504229
cc0429de-384b-4b64-973e-6d9a7d499794,Information,+3194-1929490,Burch.Toxxicologic@dept.healthcare.org,['nl'],+31(0)86 8362629
00205d4e-4d80-40d3-96b6-42f5e32afae0,Appointments,+31(0)54-7591563,Burch.Midwifery@dept.healthcare.nl,"['nl', 'en']",(0509) 558393
7b26d082-7eda-4d14-b9cd-321c702f6ae3,Emergency,0029-619693,Burch.Diet@dept.healthcare.org,"['nl', 'en']",+31(0)65 7902785
88ad19b4-a592-4b05-a8f1-d46cd7cb4a68,Staff,+31188-086167,Burch.Psychiatric@dept.healthcare.nl,"['nl', 'en']",(0508) 687889
93473956-794a-424c-9467-7be5b83396e9,Appointments,073-0946836,Burch.Dermatology@dept.healthcare.nl,"['nl', 'en']",+31567 806730
5f02c315-73f4-44cd-afc0-cc5413df01eb,Emergency,+3138 8353878,Burch.Toxicoljogic@dept.healthcare.org,['nl'],+3142-1484461
5f5e5913-5da7-4675-b214-18494f887ff8,Emergency,+1-975-205-2623x3784,Berg..Gastroenterologic@dept.healthcare.org,['et'],286.284.6394x9164
bbcca0e0-ef8c-443f-ad60-d927ebd4c308,Information,7549738569,Berg.odiatric@dept.healthcare.org,['et'],839-717-0341
fea32811-e10b-4aad-8ada-93e41a0460f0,Referrals,+1-533-745-0510x528,Berg.Endocrine@dept.healthcare.et,"['et', 'en']",603-583-9718x7485
b0ebcce6-e4b0-4a7a-b17d-b3023df5a4a6,Staff,(596)958-8188x425,Berg.Mucsuloskeletal@dept.healthcare.org,['et'],+1-224-712-5148x0071
43e5849f-6605-464d-a50c-c03adf7b3595,Staff,9353528260,Berg.Endocrine@dept.healthcare.et,"['et', 'en']",001-579-550-2428
82ef5bab-2ea7-48af-b091-cc1ab6b222f8,Emergency,689.351.5075x482,Berg.Geriatric@dept.healthcare.et,['et'],(218)919-2132x39644
118291dd-342b-46fb-90f0-1e57ee1d9b28,Staff,842-242-8523x70724,Berg.Gnetic@dept.healthcare.org,"['et', 'en']",001-886-612-6113
a93ea540-e49f-4808-a490-3d929befb522,Appointments,301.775.3660,Berg.Gastroenterologgic@dept.healthcare.org,"['et', 'en']",+1-538-735-7371
596c38b1-1ba5-4510-973f-305822bb48a7,Appointments,388.634.5531x592,Berg.Hematologc@dept.healthcare.org,['et'],410.668.5962
89b60326-bc4d-4ad7-ba1a-78c9f16aa012,Appointments,725.722.5268,Berg.Gynecologic@dept.healthcare.et,['et'],562-376-2752x90074
fe8f621d-0879-440a-b434-88d070eff148,Emergency,625-782-5920,PerezBecker.Infectious@dept.healthcare.org,"['de', 'en']",321-651-4018x70599
6101a9f5-3e19-41fd-9035-4c0308ac6f9c,Staff,+1-558-923-7359x01116,PerezBecker.Speech@dept.healthcare.de,['de'],767-730-9628
0cfbb683-8de1-4e41-940d-d90f656e4d3e,Appointments,001-846-228-0242,PerezBecker.Laboratory@dept.healthcare.org,['de'],779.410.9392
3b660bf4-7c80-4ef1-9c09-c58ab2e1bfe2,Staff,816.677.9769x2660,PerezBecker.Rheumatologic@dept.healthcare.de,"['de', 'en']",7435094459
0aaf5b8e-a4d0-4fd1-9e08-f883f71ef068,Information,+1-650-470-0550,PerezBecker.Gynecologic@dept.healthcare.de,"['de', 'en']",001-641-244-5672x53298
faacdb53-5a19-4559-83c8-1592bd7e01f5,Staff,001-332-215-0490,PerezBecker.Renal@dept.healthcare.de,"['de', 'en']",+1-333-812-1909x9708
43e3f704-4a26-4cd7-a0ea-6d9a1c2c7ab0,Referrals,(759)234-0792,Novak.Respiratory@dept.healthcare.et,['et'],001-688-826-8379x6355
60b61c4e-303c-4923-a2ce-1d9ce1793ddf,Information,309.961.9742,Noavk.Otolaryngologic@dept.healthcare.org,"['et', 'en']",(365)251-0888x770
bccdc895-a0f4-493b-8584-4d1afb72b034,Staff,001-755-982-6187,Novak.Hemaxtologic@dept.healthcare.org,['et'],813-315-4293
f2a3ab27-1351-4828-8f45-33992571c932,Referrals,(280)351-9921x4987,Novak.Podiatric@dept.healthcare.et,"['et', 'en']",(203)841-5253
2d371bd1-54ce-4e48-b848-6046f367bc9f,Referrals,815.536.9489x002,Novak.Gastroenterologic@dept.healthcare.et,['et'],+1-872-295-4400x13981
d0c3406a-e615-4def-b856-c8e25b187e7f,Information,(445)726-5176,Novak.Gynecologic@dept.healthcare.org,"['et', 'en']",537.763.2598x79412
