identifier,text,city,postalCode,country
201efe5a-968b-4093-97b1-745088f89613,Sarv Circle 23,Anneville,83054,Estonia
3e063cad-3ae3-4e1b-b603-788e2ab826e4,Kuus Passage 1B,Võsubury,30330,EE
c450f713-d9ad-47b1-878a-fa568c178e41,Raivo Ford 78,KÃ¼ttton,36650,EE
2aa31a70-e17c-4390-8a00-af4dd0e24036,Jefimov Locks 88,Lake Matipotr,30371,EE
bd4cf3d7-3c27-4645-99bd-a9a62e2d500a,Elizelaan 2,Rien,2167 YB,Netherlands
0f42b4b1-ce65-4801-a2a6-8f3ae05b8cd1,Lucashof 89,Beinsdorp,1040 RN,NL
17c81b33-341f-40eb-8766-b0a5676d41fd,Maritweg 143C,Den Dungen,3352 ZE,NL
4959caca-b268-4910-97c5-f220ab59bbbf,Sethring 78,Losser,9549 RA,NL
3e399322-a415-4b71-b55c-7ef0fb15bff5,Kyaraweg 147,Kattendije,2578 DX,NL
65f29fcf-5bcf-4114-84a1-29c7921bd2b2,Kikipad 130A,Mill,8908 UH,NL
e1e2e652-9338-43f7-a2fd-f109bc809bb5,Félineweg 114,Hoofddrp,5994 VN,NL
c279022a-351b-4dfc-b794-7a64d9140ce7,Lexdreef 34,Uithuizermeeden,1278 TQ,NL
1bb7a6ab-bf6b-4f84-90bf-1d2497162c30,Rensring 147,Achtervveld,1965 WF,NL
9d9dc924-2816-4966-9a19-83f316ddc90d,Sennaring 75,Beilen,3698 CH,NL
cb811cf8-aa07-4228-9eb8-19928c81bfd9,Nikkiweg 141,Dearsum,8883YA,NL
07b664b9-e53c-4a14-bfb1-1b3c751d7562,Mirteweg 112C,Garsthuizen,4179 IJ,NL
1078d79d-8083-4077-9479-f2977922696f,Ilseboulevard 58,Elburg,6941VQ,NL
5d8b9009-3bb3-4da4-a84e-5413452a36ad,Colinbaan 105,Ameide,1088FP,NL
9be85367-e509-4b4b-9aa9-004d913fcc34,Katepad 61,Wilp,3670 EC,NL
679c4794-dece-40e6-8191-3336fcd3936b,Dewilaan 36,Hantumeruitburen,1392 BN,Netherlands
86e83feb-1163-40a8-aaf2-f91817533642,Rikpad 149,Dirksland,6850ER,NL
68ef981d-8b7a-492a-b49d-77340c0bd0c3,Kaisingel 138,Opened,5830 BU,NL
424cf91e-9470-41b8-867a-7d8c04a2e90e,Lunaring 21,Haringhuuizen,6081 ZG,NL
9d41af32-a8c0-4654-8bfb-9a103014d0cc,Morrisboulevard 110A,Emmeloord,6368 NR,NL
22099ce9-3421-4c24-b9f7-941efcbb3738,Olafstraat 113,Lutjebroek,6617 WI,Netherlands
a2ac42d0-5603-44b0-b7c6-626bfa24cac6,Ravisteeg 77,Den Heoorn,6753 AG,NL
fce51bc6-5fcc-4792-907f-2cb648a0599b,Suusbaan 58,GoÃ«nnga,1048 FS,NL
1647a334-a205-45a5-bfe0-08fc1b82bf7d,Hannalaan 34A,Oudemolen,9767 IG,NL
31e1388d-c7c8-4724-87c1-7407164ffabc,Emirring 54A,Anerveen,8763 WJ,NL
5f5e12a7-2535-4b0a-8223-08f7d0126216,Novapad 64,Zandpol,3393 KY,NL
c25c2586-dc5a-4759-a36b-0dc2990ecbe6,Lottering 12,Hoogmade,2406 DQ,NL
d701551c-2443-433f-898c-211b33860b62,Michaelweg 27,Wolersum,7527 KK,NL
2543d91b-1329-4e2f-9903-2c1a062a4214,Stanpad 81,IJsselstein,1567IW,NL
353fc8ed-c90e-4c33-9923-952d23456218,Pienweg 7,Loon,2678UN,NL
723dbbdc-7c06-484f-981f-c83194cb02f1,Corneliahof 35,Snakkerburen,2967UN,NL
0683aa92-85eb-45c7-a435-890bcba72e1d,Jesselaan 86,Oosterlaand,3429 II,NL
3c0e8dbc-5e28-4a27-b6f1-5a4e5a99ff89,Timboulevard 130,Lunteren,6148 FA,Netherlands
8d2b0cd9-f59d-4d04-8c6e-fbc84873bcf5,Tijnboulevard 98,Deursen-Dennenburg,9369 CH,NL
021df9c8-e5be-43e7-bd04-cc4087c50fc3,Elizaweg 94,Meerssen,6745 ZI,NL
00ac4a97-1658-4fd3-a055-2c841c1c8652,Maritboulevard 50C,Eppenhuizen,2638 JB,NL
3d4f18bb-d620-4373-8a1e-093da200fe0c,Finnbaan 52,Lens,6614 ID,NL
e145067b-8760-4378-8504-5bb1ed4f52c3,Robinsteeg 109,Rottum,2535 FY,NL
0432928c-9f2a-488b-bad3-bcdb407d4011,Silstraat 6,Riethoven,5767 JG,Netherlands
c954bc9d-51ed-4375-8997-a0179d76c1d8,GÃ¤rtnerstr. 91B,Dürnstein,8549,AT
873caa79-cc79-4106-9010-6e655bc7d2a7,Engelring 10,Amstetten,8231,AT
c98cd4fd-f9f1-459d-a904-479fdc9bcb55,Alexa-Grassl-Straße 18,Schärding,6073 ,AT
ac379788-9e50-4872-9898-7fad61c5e1dd,Anabella-Hartl-Gasse 91A,Mattighofen,1357,AT
7f87bc49-374d-4321-a1fb-c024226493ca,Luisa-Stöckl-Ring 60,Voitsberg,7486 ,AT
c62939fe-115f-4356-aea6-1517caa5bfda,Anabella-Klug-Ring 92,Lagenlois,3169,AT
4a191675-cc9e-4ca8-9410-9834579f9f51,Anna-Maria-Nussbaumer-Straße 19,Langenlois,7071,AT
baaf093e-4ae9-4373-baa3-dd09903b81d7,Beatrice-Aschauer-Gasse 40,Frauenkirchen,4961 ,AT
8d69de6f-861a-478d-8960-ad130cdfa4f1,Zimmermannstr. 33B,Oberpullendorf,5885,AT
46b96bbf-83cf-4c9f-9ff0-e41f9c5bf566,Jurrelaan 50,Geldrpo,7340 LP,NL
44b91381-97ec-49ce-a2c8-8f5741f4f6dd,Joeyboulevard 98B,Ulrum,9055 LG,NL
ef025bd0-46d6-485f-96cd-cf3680d42938,Aydendreef 123,Akersloot,9277GF,NL
5b698429-b19f-422e-ae97-c6bf68e9bc65,Chloélaan 150,Abbenbroek,9819 EB,NL
c60079b4-d390-41e0-9b5a-3f7f6bea78ee,Jortring 2C,Eext,2459 FM,NL
f88d84ea-b69a-4a1f-bcbc-407e5604b1c9,Timosingel 89,Warstiens,6328 KH,NL
6684842f-4bc6-4328-bd5b-b997c1b1036b,Mathijsstraat 61,Ubbena,8664 SC,NL
239693d5-407e-4803-8520-b12f9127bc4a,Barthof 44,Boekel,6770 LM,NL
ae1beb73-0443-4bdc-9781-9a68f6846252,Elifboulevard 29,Tel,7443 CE,NL
0fadfe00-a606-4aea-809c-333e5acff386,Wesselhof 101,Noorden,6222LR,NL
beafea5b-454d-4e18-b0e7-3a7652bd3cb4,Saarbaan 80,Weiteveen,4009 AY,NL
9879da72-a05a-4068-9847-764592f88d11,Merelring 6,Ouderkerk aan den IJssel,6019MI,NL
b28b3552-4ff0-4a2e-b2e7-240bb5dc9966,Aiméesingel 113,Nijeholtpde,1419 XK,NL
4828bfee-eaaf-4e71-8fcd-204a3f83a35c,Evipad 110,Zuiland,6480 AA,NL
cdc8614a-839d-4cc4-a53d-a553fe12c4bf,Ceylinsingel 98,Heenvliet,3713 EU,Netherlands
8df92f88-8f1d-454f-b67e-7f142fd94075,Pascal-Krammer-Platz 68,Wilhelmburg,1802,AT
620d1bb7-24c3-47b2-8938-ee9fd3e569fb,Widhalmstr. 51,Radstdat,7118,AT
516c7e4a-7a5d-47a1-aab9-8847e1df20d3,Stockerstr. 105,Gerasdorf bei Wien,6380,AT
de9ad327-00bd-44b5-9c26-7992b5b2fae1,Vincent-Friedrich-Ring 121,Friedberg,2489 ,AT
aa028d76-59a1-44aa-8472-1575b08b7116,Annika-Schuler-Gasse 17,Linz,8046,Austria
5e64eda4-791a-4d58-960d-971966e28281,Jolijnsteeg 97C,Oudwoude,8582 AO,NL
fe5773b7-d827-412d-86ad-579c63f3b2d0,Marinusstraat 115,Bunnschoten-Spakenburg,8945 QR,NL
b43baeb2-62b1-4c36-99a2-e67258cf1235,Leahbaan 26B,Pernis Rotterdam,4372 KD,NL
4d5930e1-2012-426f-b754-6c94d8c0dbc0,Lindseydreef 49,Munnekeburen,4505 YN,NL
8f7167df-0559-44eb-90c2-16642ac9f06c,Puckboulevard 64,Legemeer,6939 BJ,Netherlands
1781dd2c-0c7a-48c8-8c17-a1be7a9f5c11,Jensweg 69B,Nispen,3419 RX,NL
e8484384-60bd-4eaa-91f1-0799a2d76535,Youssefhof 97,Warmond,4744MC,NL
93449b47-6ed1-40a5-b1ea-d39567637eb3,Juliebaan 30,Barendrecht,2296 TV,Netherlands
273326e5-ad5c-4f4b-afd5-75acd0ed68cd,Annemijnring 16,IJlst,2946BJ,NL
af174767-e50a-4fb0-b6d6-4c31c3a55a3e,Ashleyhof 106,Wernhotu,4372 TZ,NL
49e30952-5dab-40aa-b62a-b87e2dc7c648,Triin Road 77,Liivtown,11181,Estonia
77f867a4-0c20-4132-9a54-ef4b1fda4bb0,JÃµgi Causeway 101C,Lake Aleksander,55297,EE
32fd16b8-2e2d-4257-9bd2-e411bfc5e5ce,Siim Corners 52C,Antsside,88239,EE
b06dfa1c-0d9c-4b86-8a14-24f4eab83fea,Natalja Turnpike 77,Markomouth,53409,EE
8cb9869f-a054-402c-a847-c4936e8c9537,Andreev Mountains 144A,Roosilehtside,42298,EE
80ab3c8a-4209-49dd-9726-06429894fa79,Galina Landing 107,Sanddermouth,60040,EE
3570a717-347f-4a92-bc58-bb5b432d6382,Ojala Mall 143,North Dmitrihaven,69451 ,EE
f5a1ab5a-312f-4482-904a-fdd1c7b55348,Kaljuvee Valley 79,Viiraburgh,86485,EE
25f5eabc-15f1-423f-88c9-07d722f321d6,Nina Courts 41,New Vello,49095 ,EE
667694b6-1426-4b05-aaec-c7b0a317671e,Priit Freeway 68,Abrmovfurt,49182,EE
c62e652b-6a3d-4af7-ad68-1b3fd75ef186,Ina-Hager-Ring 132,Terntz,6479,AT
b71812c1-f21c-4b12-a74e-a3c7bbe1355a,Constanze-Hirschmann-Gasse 142,Drosendorf-Zissersdorf 1,3665,AT
e76c07c8-6b35-461b-b318-b5c2cb033a17,Emilija-Mayerhofer-Gasse 80,Bad Leonfelden,3548 ,AT
e2009e67-2154-4690-8675-543b7aa16f6b,Obermayrring 94B,Sankt Pölten,2375,AT
0bbee14d-e87c-48d5-a256-f74cd3014efd,Buchbergergasse 123,Sankt Veit an der Glan,4320,AT
7309784f-fab6-490c-b8ed-02a63910b3d4,Florentina-Haider-Straße 18,Zwettl,1226,AT
d1f3cd97-61a1-401a-ba42-abc1e96c7456,Tilk Gardens 128,Tomingasview,46417,EE
c3409010-3c5c-4186-b7f6-732de3f9e2d7,Bondarenko Dam 122,Port Martin,56228 ,EE
0537b076-04ed-42e4-8e0b-1a29dea66d2e,Katrin Parks 68C,South Kadriport,72226,EE
e9b93ff7-1d3c-4297-b080-5fb4cb77938d,Linda Expressway 107B,Mõttustown,82276,EE
7429dbf7-cf0f-4899-ab00-46c384032064,Vaht Prairie 14,Gerassimovville,28799 ,EE
98afe578-2769-40f4-9f4a-8ebf363e8c16,Salumets Ramp 103,Mihkeltown,71568 ,EE
