identifier,contactType,phone,email,availableLanguage,fax,anchor
303dda85-9a99-40a9-bec0-b19e7dd06f0d,Administrative,820-929-8300,Baker@healthcare.de,"['de', 'en']",001-617-585-5103x374,5c05c1f3-241d-4e27-8bf4-1e101c622f82
e087c38f-f7f1-4361-91e5-f265ac2d88dd,het factureren,(054)-6921658,ValenciaThomas@healthcare.org,['nl'],(035)-5645641,c6b7e7cb-be0d-44ed-b306-1611ef96a214
be9ff472-b424-4081-9de6-24f2992f3609,Patient Services,+1-561-882-3366x706,Obrien@healthcare.de,"['de', 'en']",001-609-340-9555x72981,852d2ee5-0061-4d30-9907-3286329cd43a
a5efbd02-440d-4ccf-a97e-954aca3e94c9,Administrative,318.777.2785x2646,Fisher@healthcare.et,"['et', 'en']",873.957.6070,e93b4418-b170-41ed-9b04-0be38f41d3e4
0b1cbbfd-dc43-4368-ab41-49efda934682,Billing,+1-945-373-2585x7675,Bshop@healthcare.org,['et'],(231)226-7835,a54e6c8f-ecb3-477a-acef-5e55840658d1
d90e4eab-7b18-44f7-949b-23f9d4b5e7cd,Appointments,(046)-8811970,FaulknerHoward.Midwifery@dept.healthcare.nl,"['nl', 'en']",(0695) 410390,a49999cf-87e5-4bbc-a2e9-e671ab341860
07e3d905-af3c-4a0f-ba2c-8dc1ba802b33,Appointments,+31394-102599,FaulknerHoward.Podiatric@dept.healthcare.org,['nl'],(018)-7656016,6251d74d-61f9-4408-b833-0558fb2323e7
41f0ffcc-0d77-49d7-a1ce-bf3feb79738d,Emergency,059-3880588,FaulknerHoward.Toxicoloigc@dept.healthcare.org,"['nl', 'en']",0270 452519,5804a881-1d8c-4a3b-a261-479043a061c4
e88ee6fc-2e79-4e13-9f6b-326401b341bc,Staff,(051) 8323639,FaulknerHoward.Primary@dept.healthcare.nl,['nl'],(0524)-583375,d733f669-852d-4585-88df-6b197c3ad037
a7ffccaf-b1d4-42ba-91e3-df0a58454c1d,noodgeval,0388-571688,FaulknerHoward.Rheumatologic@dept.healthcare.org,['nl'],+31(0)11-9752436,2a9e9a38-1d5a-474c-8da8-40fd4adb0798
6be10c32-b637-42b5-ad5f-34a4bf526073,Information,(082) 4906649,FaulknerHoward.Speech@dept.healthcare.nl,"['nl', 'en']",(045) 8771652,0c661a49-4995-4cf1-baaf-500ca74b3d20
5e78059e-4924-4073-9731-ab2614e13a4f,Emergency,001-458-761-8374x46670,Garrett.Laboratory@dept.healthcare.org,"['et', 'en']",232.434.2284,03e3c25b-700b-4433-b5d6-147620f12d46
ec712fac-3e3a-450b-8ba7-bd3459927b42,Referrals,940.373.0626x86368,Garrett.Gynecologic@dept.healthcare.org,['et'],(618)801-0367,3f79dd31-beb7-48d6-ab02-1118ae63ad3a
e65929aa-12d1-4631-8a4d-904bf1c9158a,hÃ¤daolukord,473-772-9840,Garrett.Anesthesia@dept.healthcare.org,"['et', 'en']",+1-655-948-4207x39657,82e2f424-0dbc-4d25-9aac-e3a3c2f89ef4
f6d9313b-1e42-43c2-8957-730e1ce4baa0,Referrals,936.734.8282,Garrett.Podiatriic@dept.healthcare.org,"['et', 'en']",364-678-0347x103,9090d244-c1d4-4db0-909b-f39cacb1691c
6dfff508-2c8f-4515-abfe-130aebb154eb,Appointments,3928436755,Garrett.Otolaryhngologic@dept.healthcare.org,"['et', 'en']",802-509-8453,0438b3d4-a81b-4fe3-bda4-8455acac00dc
42b1807b-781f-4719-89e2-da26463d0986,Appointments,+1-402-781-6459x305,Gree.Diet@dept.healthcare.org,['et'],+1-847-979-5417x21848,6fa68010-0ddd-49b7-80b4-25aae7eb533c
21ebd948-6a0b-4fc1-8715-91be6e213f0d,Appointments,001-216-444-1588x1009,Green.Rheumatoloic@dept.healthcare.org,['et'],566-270-5216,afbae6c3-4b51-4edb-bb76-8615f6b1465d
51392c6a-3367-49dd-b17b-080a57522914,Appointments,+1-407-382-8239,Green.Gennetic@dept.healthcare.org,"['et', 'en']",001-374-244-3600,d5562dab-f4a9-44e3-ba4f-4535e45d8903
c773fdc7-526b-458e-9163-864e487561a0,Information,001-711-953-4757x78811,Green.Pulmonary@dept.healthcare.org,['et'],(468)378-6813x2685,940f737e-548c-4ec4-a536-5ca8d66a45e9
98714c38-d96b-4a50-90a2-29468692a4e1,Staff,397-985-3806x55803,Green.Public@dept.healthcare.et,"['et', 'en']",356-293-8088,976ae5fb-66f1-40a0-ba1a-262bba13834f
edce3d76-e53c-4a29-8d28-deb89bc18a33,teave,001-237-952-0782x64973,Green.Community@dept.healthcare.org,"['et', 'en']",+1-892-897-5956x928,a5dc7c7b-cfa8-4592-8055-6e426b496a3b
405f4705-d484-4bbc-9f5d-2112accfbc94,hÃ¤daolukord,592-453-2482x89177,Green.Anesthesia@dept.healthcare.org,['et'],+1-559-731-8734x648,996d6642-3cf8-4ff0-b49d-f1fff13a9049
6a9d0495-7348-45c6-983e-0a7cbd98ef67,Appointments,960-710-5249x87486,Green.Public@dept.healthcare.et,['et'],311.518.0985,d05d2cb9-6b76-411f-bc87-65b6b04a2620
7ded23ac-ec51-4e9b-856f-dfe2045ed124,Emergency,544.622.9322,Green.Repsiratory@dept.healthcare.org,['et'],742.994.3126x2390,87fde43c-9c72-41e4-ac1a-c8a3ed51fa2b
fb5ba25d-7d39-48e1-b01c-a4bb3f849724,hÃ¤daolukord,(778)908-5327,Green.Urologic@dept.healthcare.org,"['et', 'en']",643.515.7458,208d549b-6b0e-4d01-80dd-28b3acea35a3
d053dd5b-ea4f-435e-914c-f52ea8311600,Referrals,+31(0)72 1174446,Nash.Midwifery@dept.healthcare.org,['nl'],094 5710437,09b12bc9-8805-4048-b53a-7cec4fbf545a
2136b80f-0319-448f-b49e-f5e6c6338d71,Referrals,0090 292719,Nash.cGastroenterologic@dept.healthcare.org,"['nl', 'en']",+31(0)082 111913,0ed91a32-4f0f-49db-8b6a-3fea01cf7f93
9dd8d514-9d75-4047-a6ce-72d64c7763d9,Information,+3168-2180831,Nash.Pharmacy@dept.healthcare.nl,['nl'],+31(0)585-898643,2360db82-1a14-4f91-8a34-065b2b058a0e
92f53fff-2b54-4809-9f89-d99709a46091,Staff,(0221) 772442,Nash.Gynnecologic@dept.healthcare.org,"['nl', 'en']",025 5318724,bd966783-41ff-4f63-a4a3-b63500513063
0f8ca34f-e49c-4389-854e-e13b23de05d3,verwijzingen,053 6068424,Nash.Nursing@dept.healthcare.org,['nl'],041 5604324,5b5eea1f-8eac-4752-a34a-d5b9fd72a908
49fde473-67a5-4fb9-8cdb-cc262300fcb2,Appointments,040 0925263,Nash.Anesthesia@dept.healthcare.nl,"['nl', 'en']",(0083) 787995,d042c1c8-4900-44e6-a873-6d8a12ee6e46
f87b8858-e320-47af-a88f-aec7988af239,Referrals,+31(0)903-976622,Nash.Neurologic@dept.healthcare.nl,"['nl', 'en']",+31(0)67-3412904,bbda98aa-ae43-4b71-b8ec-fe833a614c6c
63065346-8e07-4f40-b945-8ec69ded03ff,Information,(071)-4954446,Nash.Hematologic@dept.healthcare.nl,['nl'],0788 364600,6ca1c7a8-ba71-4935-89d9-a4015207cce5
ee5ff29a-1d4d-4cba-a68f-44d1c05597ad,Appointments,001-379-429-0953x4613,LopezKey.Midwifery@dept.healthcare.de,['de'],+1-572-275-7274x758,8e4e7077-71e5-4207-861f-f6a278c49995
8a205b45-7413-4ba4-a467-85b187bb7a61,Information,4776198027,LopezKey.Midwdifery@dept.healthcare.org,"['de', 'en']",345-327-5051,0b5560b6-31ce-4544-9707-f76cef137c97
41da3b4d-4454-40f4-948a-8cb76a0f66e6,Emergency,(676)926-3634x12755,LopezKey.Musculoskeletal@dept.healthcare.de,"['de', 'en']",732-472-5372x18997,7c7e8bd2-f193-48ca-844d-d831dad389fe
abc3b6b1-241f-453b-9965-28029afaa4ac,Information,642.328.2731,LopezKey.Speech@dept.healthcare.org,['de'],3614677220,006287fa-dd33-4a90-8317-310ddb2101c5
bcbe6a25-c04d-4167-b8f1-52c15ddcebf0,Emergency,352-764-2213x857,LoepzKey.Dentistry@dept.healthcare.org,['de'],864.370.2527x33127,b3e1da11-73de-4a9e-87f3-aa2b2c0eb235
9f7f2105-6fae-4f14-ae2b-09d3efa1eca0,Appointments,684.940.9924x3881,LopezKey.Otolaryngologic@dept.healthcare.org,"['de', 'en']",(810)878-8899,a3328206-f963-4ee1-96f9-012957edb96b
6e745d14-2aa2-43ea-92c0-bc8f7a75e827,Referrals,(601)580-2105,LopezKey.Primary@dept.healthcare.de,['de'],001-510-232-5689x56360,ce5e761b-7b59-41c0-bd08-b032f9ad5202
be61738e-5152-4716-b53a-143066a2a054,Referrals,875-786-7548x4785,Williams.Midwifery@dept.healthcare.org,"['de', 'en']",(540)337-4662x2732,e20e2224-47d3-4352-8019-fdfa510020c1
ba94f298-55d0-458f-9993-ad2b5f1b8826,Referrals,5807119229,Williams.Gastroenterologic@dept.healthcare.de,['de'],(911)667-2598x393,f059a06d-d7fa-45bc-9dc1-1ea22f06771e
83d0f7bc-95f7-4ecd-a264-091e8a4c3906,Information,381-716-0035x63569,Williams.Toxicologic@dept.healthcare.de,['de'],779-474-3605,b5e2d9ff-fcb0-407f-b212-78352b4d0a93
6e02100e-bed0-4a7d-9002-3e1ee0fa4450,Ãberweisungen,001-616-747-4060x712,Williams.Speech@dept.healthcare.org,['de'],492-377-0952x6042,deb5b9e5-d838-43ce-b444-8cb3be767191
a0ec2628-c8b7-43c3-860f-ea902459dbf9,Appointments,713-613-7306,Williams.Emergency@dept.healthcare.de,['de'],(894)778-0476x370,2b243c58-9743-4bc8-bba4-35db5c0d4feb
5725b62f-2c38-4198-8993-251d73e9ce95,Notfall,(844)892-6012,Williams.Gastroenterologic@dept.healthcare.org,['de'],319-438-1357,60c3746c-bc6b-404b-9a3d-4eac1e682c1f
01cf28bf-c5dc-46f2-b8cf-aabbae827a82,Referrals,(773)284-9912,Williams.Oncologic@dept.healthcare.org,"['de', 'en']",+1-754-683-9409x651,3027bdbd-981f-45ed-8c7c-9761a617fe49
c34f7ccf-b8cc-4c86-ae72-0607026f09f1,Emergency,369.274.0297,Willliams.Public@dept.healthcare.org,"['de', 'en']",+1-801-626-6923x81006,6e95a644-022b-4290-a685-b54ed17d4cc0
5d445011-ccb4-4635-9d60-0987fb6bcb4f,Information,(678)703-5729x33031,Williams.Gynecologic@dept.healthcare.org,['de'],542-829-6406x19726,08415966-ad7b-487f-befd-e1439889cbe1
a6a45eeb-f954-45ce-b348-d0b708f52db5,Ãberweisungen,001-318-412-2405,Williams.Dentistry@dept.healthcare.org,['de'],+1-589-928-6405x208,396836c7-7c79-4d7c-a64a-aa398354e04f
0ab0893c-680a-407e-afde-eb2e1e76cbbd,suunamine,347.571.9451x65015,Brady.Endocrine@dept.healthcare.org,"['et', 'en']",001-900-504-7180,b235872f-f682-43bd-8174-dc65f9646b27
62aaf446-4b2b-4438-bc62-770a6d7f7275,suunamine,001-999-641-5126,Brady.Gastroenterologic@dept.healthcare.org,['et'],(449)232-8774x711,c2324d72-03d0-4575-94bb-58bd4e8b1b51
1498cd21-8ca3-486f-9093-b7163735dab6,Referrals,654-695-1507x9259,Brady.Musculoskelletal@dept.healthcare.org,['et'],207.723.5310x6769,81190840-8a64-44fd-8b58-46c879e32aa0
b745d414-9ed0-4d5c-8486-3ec036ebf8b1,ametisse nimetamine,9047689415,Brady.Toxicologic@dept.healthcare.org,"['et', 'en']",553-308-3780x650,231e58b0-1acd-4824-83ab-4db80e45aea5
f9849e28-8603-4950-b480-9613f6c208d7,Appointments,+1-245-243-6001x29592,Brady.Cardioovascular@dept.healthcare.org,['et'],+1-829-821-2282,f421e7e0-5c56-4c5c-89d2-30412c05fec3
2d859487-0c4b-4105-a5a1-aed6cbc1a43c,Notfall,463-459-4238,Garcia.Psychiatric@dept.healthcare.org,['de'],915.499.8919x25474,5d81778a-5ef7-4581-af71-f4aead1c4859
0b654c53-325f-4611-8291-ed6075eb8fb3,Referrals,+1-752-463-3297x96930,Garcgia.Public@dept.healthcare.org,['de'],5768910649,44a07ecb-5fb2-4686-8bee-3f1d5fc97072
2cb74eee-baa2-45f0-9515-5b21f92667da,Staff,(825)518-9729,Garcia.Midwifery@dept.healthcare.de,['de'],001-224-907-5758x349,4f5a41c7-0fa0-4b35-a7b1-13deedeeefbd
b4281d1e-73ad-44ba-b88d-bcf908709bdc,Information,+1-962-449-8326x975,Garcia.Renal@dept.healthcare.org,['de'],6968654247,cbce125b-da1c-4162-b87e-3cae01b62820
58095fc8-97f8-40b7-86ac-ce9482b65611,Information,461-244-2234x2253,Garcia.Surgical@dept.healthcare.de,['de'],724-394-4204,86d26605-33d6-4c61-a8f8-a67abdf76a13
7f29bc0c-2c59-4590-85d3-4cef95a458fd,Staff,416.261.9485,Garcia.Primary@dept.healthcare.de,"['de', 'en']",8263505589,cd1fe22d-965d-4317-ab5e-68c2e3d86d14
30b089d2-a51a-4dc1-99a3-874a028fab6f,Information,(891)563-5112x43236,Garcia.Gynecologic@dept.healthcare.de,['de'],708.746.3819,35331bc5-5abd-452e-a300-47d0085d7943
01dda7f2-fd45-4997-b43d-94426c3a077b,Information,519-441-3491x16725,Garcia.Pulmonary@dept.healthcare.de,['de'],520.890.7788,53ec7d88-1994-49c4-8995-e98cc82dd858
fb6e0a4f-2325-4465-8fe5-ecdcebc173c1,Information,672.893.9656,Garcia.Podiatric@dept.healthcare.de,['de'],(629)287-1395,7a9f3f59-c92c-463c-8309-28ae79dac846
4d28a9e8-f945-49e1-9e41-a0819a8776cb,Appointments,9987000694,Garcia.Aneesthesia@dept.healthcare.org,['de'],+1-208-361-6405x0051,c078dac2-bb2b-46f3-ad6d-3a646d2b0123
3a61b3c4-cd68-4a5b-b9e1-da7e70012c9d,Staff,(079) 4630887,SantanaShaw.Urolgoic@dept.healthcare.org,['nl'],+31326 713312,3d361779-8dfd-4010-a7ce-5dbadce4708a
98657a51-2d9c-4226-8344-c5d7ec8edd39,Information,+31(0)046 977965,SantanaShaw.Gynecologic@dept.healthcare.org,"['nl', 'en']",(014) 8835438,7e43c0b7-b356-4e54-a7b9-528c63f72b5f
c3e0b788-9bc4-46b2-849a-55b3f188f246,Emergency,+31(0)53 6734856,SantanaShaw.Respiratory@dept.healthcare.nl,"['nl', 'en']",+31977 121844,689a0ced-3e14-44b1-9a00-cb0031f1f4f4
92741061-ae78-4019-98fb-c11720e0013d,afspraken,(099)-0102983,SantanaShaw.Urologic@dept.healthcare.org,"['nl', 'en']",+31(0)56 2847314,44587bbe-0a66-4218-a13b-be30b8b7da07
c75f4eb2-ccc4-43e9-b3fb-632059d3c100,Referrals,+31(0)02 0865150,SantanaShaw.Rheumatologic@dept.healthcare.nl,"['nl', 'en']",(0834)-606772,9dadf9e4-cebd-49bd-b77d-a5f9618a327d
ebe2e91f-c3ed-41ed-9f11-22899e133934,Appointments,+31419-921707,SantanaShaw.Dentistry@dept.healthcare.nl,['nl'],+3146-2082263,0f33131c-98ec-42e1-bccc-a57a3b1eadb0
b3177095-9c45-4ca8-ac15-69b7f5017995,Information,048-5521781,SantanSahaw.Primary@dept.healthcare.org,['nl'],+3122 5638455,746e80c4-41fb-4b2a-8fee-b9b05e9bc37d
97415994-0e57-40b1-b764-16fbfff45db0,Appointments,+31(0)71-1726268,SnatanaShaw.Anesthesia@dept.healthcare.org,"['nl', 'en']",056 4421978,b5f1e073-d379-4278-9362-5c7f1c71b0af
22c99c3d-d455-4688-9a35-f01ba075a935,informatie,034 8340854,SantanaShaw.Surgical@dept.healthcare.org,['nl'],+31(0)203-943740,8dc78aa7-22ee-475c-a88a-1c8181cd34bb
4e78150e-8fa4-4db4-8ddf-f53c5730dff7,Appointments,+31(0)73 0808776,Chan.Rhematologic@dept.healthcare.org,"['nl', 'en']",0759-981290,7648fb30-2d6d-4fa9-9859-792c2a865fb4
51c38eb3-0ef3-4f71-89b1-55f3278d9b3e,noodgeval,(0953) 248826,Chan.Diet@dept.healthcare.org,['nl'],+3146 3195626,a0a8175d-88f1-4464-85e8-b8d8966f92d4
c6e1e964-de23-43fd-a131-f8b3d93bba3a,noodgeval,+31(0)40-3753150,Chan.Gastroenterologic@dept.healthcare.org,['nl'],+31(0)639-636510,c2555384-f868-44ec-9163-38135b0f0d7c
c076d1d4-541d-4d4b-aca9-057ecce2d23c,Information,+31(0)38 7027910,Chan.Endocrie@dept.healthcare.org,"['nl', 'en']",074-3882542,4b080778-534b-4cd2-a338-ccfd6f3d0471
e4e14f83-4380-4a92-9046-6e822bd6ef75,Referrals,+31(0)70-5750575,Chan.nfectious@dept.healthcare.org,['nl'],(0118)-449657,a6fee832-6b63-419e-83bd-e688439983f1
b5a6c8ad-f082-4e1e-a569-47cb4893795f,Staff,(089)-6304883,Chan.Toxicologic@dept.healthcare.nl,"['nl', 'en']",(0186) 180455,f35fd4a8-05e1-4a9a-a643-7b65c63c3d08
0dd2ff70-870d-43e3-bbc1-1017b531b938,noodgeval,(042) 3373345,Chan.Surgical@dept.healthcare.org,['nl'],(0952) 163399,45bae81f-7b6f-4e55-8013-6ca46810ae35
61978731-21a7-4b02-b35c-cb4ca4e664c9,Staff,6055174476,Smith.Dermatology@dept.healthcare.org,['de'],+1-885-789-1565x18297,37eb9bfb-4ec7-4b01-b6cf-a3f8fc72dd60
0adf8c26-2a95-4e2f-a53f-5ce4033951cd,Emergency,001-868-851-8970x3860,Smth.Midwifery@dept.healthcare.org,"['de', 'en']",001-688-531-1568,5b1e40ca-ecba-414d-816a-03fba7a120a0
e0df63a6-2189-4a17-82a3-1c4329539943,Emergency,428.340.1727x482,Smith.Musculoskeletal@dept.healthcare.org,"['de', 'en']",+1-838-927-0185x56531,58edb6ee-c235-470a-972d-982d0079a59f
aaf8b0bb-a252-450f-8c86-bcab1f280404,Information,+1-441-795-0924,Smith.Radiography@dept.healthcare.org,"['de', 'en']",736.858.0559x7376,ef85acba-abff-4cef-919c-91fea8abe4a5
34593eb5-a74e-41ac-924b-2f3f8b015511,Appointments,+1-916-238-0262x16583,Smith.Speech@dept.healthcare.de,['de'],313-281-1819,1cb2cb16-bd9f-4617-ae4a-5c81363ae3bc
dc923747-c37d-4faf-9259-12a11a0800d9,Emergency,(972)853-3296,Smith.Podiatric@dept.healthcare.org,"['de', 'en']",2924904106,c326fbf2-4731-4680-9275-07dd390cfd7e
cf8271b9-aa55-49f8-8d45-e6474d4524c3,ametisse nimetamine,(576)959-0019x977,Carter.Cardiovascular@dept.healthcare.org,"['et', 'en']",504.730.3584x06533,b6c843e4-1325-4452-ac29-c1bfb0791b94
6101da8a-2047-42e1-adfa-574699948a0d,teave,491.388.2159,Carter.Pulmonary@dept.healthcare.org,"['et', 'en']",001-346-443-2133x440,756132a4-739f-4249-b038-f3af2fd37e43
4a9adee9-2bd0-42b5-ab0d-fc46bb8c5afa,Referrals,279.871.5682,Carter.Cardiovascular@dept.healthcare.et,"['et', 'en']",+1-599-929-2658x8335,73e3cabd-21a5-423f-b8dd-43bd3f97f4f8
e439ac50-aeb9-48ad-bcc4-dd813f83e6a2,Referrals,518.996.4982x3071,Carter.Optometric@dept.healthcare.et,"['et', 'en']",294-440-9541x0907,fdcafb55-d386-458c-9341-16e3074af7dc
334558c2-e259-46eb-a5cb-9484747a1dd6,Appointments,759-797-0897x64903,Carter.Oncologic@dept.healthcare.org,['et'],226-836-0049x83429,f109bc67-a0f8-4547-9713-88efc973c4e3
46dccd5d-1caa-496e-baf0-ad5f9d4ee95b,Referrals,668-518-7344x0594,Carter.Pediatric@dept.healthcare.et,"['et', 'en']",001-445-584-4671x163,540f3137-d09a-43b5-ba92-3a649cf31dca
0fefd882-262e-4221-a05c-d7a82ea728d1,Staff,349.910.0138x6581,Carter.Anesthesia@dept.healthcare.et,['et'],577-204-8875x9728,9d2e5daa-3788-47ce-bcab-7a91183947ef
1c1e81a9-2846-446e-8ab1-f17d9a4bd1a7,personal,426.623.0577x154,Carter.Urologic@dept.healthcare.org,['et'],9387443171,623fc5b9-976d-4953-a47f-1aaf5875de0f
32e0f85a-4038-42cf-bf56-27021dd1af96,Appointments,010 4402155,Riggs.Emergency@dept.healthcare.nl,"['nl', 'en']",027-6331162,536ff84c-82c7-4e62-9f61-7ff963611515
f24b0a2a-33b9-48ae-a194-8541277dee1d,Emergency,(0590) 188424,Riggs.Community@dept.healthcare.org,"['nl', 'en']",+31616-048469,275ab60d-7b1e-4ff7-8476-d9681803b6e7
96cec88a-a2be-4882-b859-36369b9253b0,Staff,(0846) 477996,Rfiggs.Psychiatric@dept.healthcare.org,['nl'],(0303) 524308,3922c73e-84d7-41e2-a0c5-f3291ea2d7d4
540ee7fe-0d13-4d96-b6ce-1c9e164da35b,Emergency,+3110 1269407,Rmiggs.Geriatric@dept.healthcare.org,['nl'],+3139 9880320,87e8b9a7-1116-4820-a76d-4b32212178c7
ba1ffcd7-2120-4c8a-926c-22c15778118a,Staff,+31(0)720 904314,Riggs.Hematologic@dept.healthcare.org,"['nl', 'en']",0773-498674,8cff3e99-1e8e-4d52-aab9-c1851af0ed28
bbccbb0d-afd9-45ef-94ec-db1b9bd76d95,Appointments,(008) 1065335,Riggs.Plastic@dept.healthcare.nl,['nl'],+31(0)10-7644694,901355e7-a6fe-434f-a6bd-a493a18b020e
edd02199-9cdb-4db8-b1b0-d61c6d832009,Information,(0605) 867996,Riggs.Otolaryngologic@dept.healthcare.org,"['nl', 'en']",0991-242898,fa17cbeb-6f9f-41b3-9605-e8bc77abb7f8
9e65978f-724d-4633-8e6c-4dc104e149f0,Information,(0098) 416565,Riggs.Dentihstry@dept.healthcare.org,"['nl', 'en']",+31(0)350-019861,cabd877d-48be-4890-9a9f-454686003bbc
6ce89f88-0b7a-49fa-848a-a8fac0898fca,noodgeval,0426-963913,Riggs.Primary@dept.healthcare.org,"['nl', 'en']",0724-240035,e3677779-cd45-4722-bf9e-c8b457b0757b
