identifier,text,city,postalCode,country
ff893bcf-c3e3-487b-9fae-c0ab3a70f605,Chrishof 66,Hoornsterzwaag,1377 EM,NL
ecba187c-570a-4533-bcc3-12ae80678ee3,Ninasteeg 42,Wassenaar,5083 HC,NL
70a3eddd-79fb-4bcd-b382-650595d570e1,Sebastiaanboulevard 91,Kalenberg,7030 IQ,NL
2a08214c-3c91-41d0-8f28-b6f3fc788700,Victoriastraat 4,Alde Leie,5142 CB,NL
dd0d8085-fa84-479f-9774-80db5ab3f451,Anoukring 17,Giethoorn,6780 BF,NL
ccde7b53-f511-4f71-b4d9-380be321095e,Renskeboulevard 33,Blitterswijck,3167 KV,NL
54bd103a-864b-4c2a-876d-d8a4483b995a,Marastraat 56,Onderdendam,2234 ZI,NL
688df8af-2f42-4b58-bc1e-8fbb61c2dec4,Mira-Ullmann-Platz 92,Bludenz,7273,AT
0acb56bb-00d2-470b-8b5c-31ed72bbccfc,Domenica-Trimmel-Platz 49,Bad Leonfelden,8989,AT
6559f2d5-3b52-4373-bebd-75551410d483,Handlgasse 8,Gallneukirchen,9981,AT
db9098ea-116c-4881-80c0-8143c5a428c6,Schönauergasse 55,Klagenfurt,8702,AT
7e39fd94-f850-4bec-a7f5-794c007ea2cb,Steigerstr. 106,Waidhofen an der Thaya,4707,AT
0bded216-0863-4195-a960-a9f6b395bc69,Leibetsedergasse 142,Leibnitz,4245,AT
a3167929-0e61-4684-a5a6-1f880c461b54,Ferdinand-Wiedner-Weg 30,Tulln an der Donau,6095,AT
a8cb2f6e-ee5e-456e-859e-3dc990c31d60,Pfeffergasse 107,Bad Vöslau,9594,AT
01d04d0f-e5bc-460f-9e22-aff647a1d7c7,Lorena-Huemer-Ring 48,Baden,9099,AT
63985173-50cb-48ae-9b53-d85fbaaa418b,Sergejev Rue 15,Ljudmilatown,53481,EE
68c316e6-23ba-49a9-b6c6-bf55a9b932bc,Raid Dam 132,Martinburgh,30053,EE
e53ae519-8cb0-45ac-ab9e-37926efeb18f,Urmas Shores 12,West Galinachester,77133,EE
ee220a40-0b99-49aa-8458-d9ea815c8e7a,Kalamees Branch 84,South Igor,55401,EE
9dd4ad96-1014-4a85-b78f-383462308f53,Tiiu Glens 78,South Sergey,30800,EE
4d4145e0-36cc-45db-9319-d5124c4649dd,Jaan Roads 30,Kotkasville,54522,EE
35951baf-7432-4cbc-983a-f1862d6efa7d,Mayerhoferstraße 98,Langenlois,6247,AT
4e1fb078-f81d-4bf3-8f17-3d8bb7bd77ce,Hagerweg 43,Raabs an der Thaya,9496,AT
ebdc732a-303b-4a50-9872-1ad4d15455a9,Alma-Spitzer-Ring 111,Pregarten,6680,AT
c600b9b6-fab8-4e73-88fb-786c1e46c595,Eva-Kraus-Ring 123,Rohrbach in Oberösterreich,4118,AT
7e4ab70a-36e2-48e5-a609-567c4e762047,Helena-Kölbl-Weg 65,Drosendorf-Zissersdorf 1,3487,AT
6d734ec1-55f7-49a0-8069-bfca5a3377af,Lennart-Strohmaier-Weg 52,Oberpullendorf,9926,AT
90e7bdea-6a98-4352-b50b-e8b234481bf8,Pilzstraße 87,Linz,8168,AT
2e10b1a5-ef9f-4c0b-b15a-4acc026abbaa,Fayboulevard 138,Den Velde,6667 DR,NL
e90db4fb-e986-4d22-b619-551e2650b124,Thijnbaan 108,Amersfoort,5387 JD,NL
fddcfa71-d52a-45a0-ba77-1420ee95755b,Liambaan 142,Sint Annen,9336 QA,NL
8c695321-8070-4982-857f-314c17fc422c,Novastraat 143,Schildwolde,3394 OO,NL
df803cce-7f3b-4a27-b289-92a173e3cabd,Kevindreef 65,Heibloem,3204 TQ,NL
d71bd58f-50b7-465f-b38a-d4df523ac49a,Berendsteeg 93,Bergharen,4313 YN,NL
0c099d16-f195-49bb-aaae-3ff9e253ab7a,Romysingel 105,De Cocksdorp,4003 AT,NL
0779c443-ce5a-4b18-8d7e-fcae65200e98,Stenhof 20,Noordhoek,7356 LK,NL
e5059533-fa78-4425-8c3b-d25a9394eb11,Beaupad 145,Swalmen,1997 HI,NL
c0f9e07f-9672-4bd0-ad1c-78ff4f53f523,Fabiënnesingel 130,Nieuwer Ter Aa,4918 DX,NL
97bfe2e4-f6df-4947-bfff-1ee0f5fddc69,Dinahof 123,Hoogkarspel,7865 UB,NL
f3ce6252-1d02-4dad-b570-b84e14c27cc7,Lukehof 88,Lutjewinkel,6901 BG,NL
20a4c25b-b923-4f7e-8a12-4f0e003417e3,Koensteeg 140,Blauwhuis,3261 AS,NL
6e323ff4-c345-495e-b8fa-29e6831520ca,Woutdreef 47,Nieuweroord,7913 GE,NL
05b827dc-f75f-4cd5-9516-c1a645d3fa2c,Collinbaan 143,Alkmaar,3291 TI,NL
55db7eb5-9295-480e-ae6b-f0de690aae3f,Liseweg 98,Wedde,4528 HU,NL
4d543a0e-b3e5-47e4-a261-a3d28bdbf1f8,Maudsingel 130,Overdinkel,8192 PP,NL
15dc9a26-52b3-4b34-95ff-60d690a069ba,Veerlepad 10,Nijemirdum,3569 YP,NL
5394eee9-dcb2-44dc-89dd-6da069ea1f64,Markpad 56,Milsbeek,7691 PB,NL
e2d7b0c2-54be-46c7-af37-42ace1fab06a,Mehmetweg 69,Oosterwolde,4260 KV,NL
d368e0d6-0b46-4634-b97e-1c398e7a372b,Ceylinpad 21,Ilpendam,9895 OU,NL
a4d69d94-5097-4e87-968d-8bf996de7955,Daniëlpad 102,Nieuw Scheemda,9769 NQ,NL
ee7150cd-f25b-4180-a41f-26d3b6f6fec4,Linnbaan 26,Vlissingen,1777 OR,NL
3a1e1faa-400a-47fc-b5ca-4006085698d7,Gijsweg 110,Beutenaken,1386 AP,NL
0ce131dc-eece-4051-94b6-35d80f23d695,Deandreef 87,Nieuw-Weerdinge,5195 GE,NL
50bea76b-e732-4e1f-a4b2-1ca69938b9e7,Samsteeg 149,Lobith,9820 TT,NL
d04ed07f-5d29-4600-bde2-ae271f3fd2cd,Sebastiaanhof 136,Westerhoven,9896 ND,NL
87a35077-5d37-4869-9b91-cfb5de4f4739,Berendpad 40,Echteld,9728 AC,NL
3464a4d6-7f6e-45a6-80b3-5a929e0394e7,Mickring 50,Zeijerveen,8576 CJ,NL
412bc65b-1586-4778-96e9-ae4150011d9d,Koberplatz 15,Kufstein,4235,AT
cb6ef63a-6bae-49b1-8e1b-ae2877dcf7b2,Justus-Herrmann-Straße 39,Kufstein,3280,AT
c1a8ccc3-5c33-4a30-94fc-085b307cb228,Alma-Fürst-Straße 101,Waidhofen an der Thaya,4956,AT
7f136375-4f43-4433-8a4d-266fd2d9e4be,Jessica-Schlosser-Straße 39,Neunkirchen,4322,AT
aacab643-95d6-4abe-ac8d-e1d5eafa6b45,Dilara-Jandl-Ring 96,Wien,6586,AT
411f92fd-6db1-4e7a-a3e0-e84ebc309d33,Elisa-Mair-Ring 37,Drosendorf-Zissersdorf 1,1134,AT
50574997-9916-408e-bb51-a89031eb113c,Schererweg 141,Friedberg,6624,AT
29074abb-9f14-4852-b153-916b50ed151c,Nico-Pohl-Platz 108,Mattighofen,1669,AT
f117f274-1840-4ff8-966d-a609aa80ddfc,Schüllerplatz 12,Gallneukirchen,9032,AT
e67fda4e-0f1b-48df-b61c-14e4aa74cb72,Windischstr. 144,Kindberg,3215,AT
b8b69abe-d5ce-41e4-bc5a-96a22854ce42,Hämmerlering 127,Perg,1539,AT
dcb1c60b-d4ef-48c5-9530-5e900fe00010,Cristiano-Krug-Platz 62,Wörgl,2738,AT
6461d43b-8e1c-4ee9-ba65-8913ccf2ea43,Harrerring 6,Ebreichsdorf,7733,AT
c7230929-95c0-4df8-8032-a324a21b4bf3,Brandstätterstr. 150,Köflach,2377,AT
a667e116-585f-4eb3-b86c-246273045a1a,Lukas-Denk-Ring 4,Voitsberg,1592,AT
d844bf78-3ef5-4ae8-a219-ed06e97ee52a,Wilfingerring 90,Ternitz,5101,AT
643b9776-cf92-4a64-9c91-accef94a1dee,Kellerplatz 120,Ternitz,1307,AT
ae299c08-e1f1-4c64-910d-06b689fd6af9,Estherpad 130,Huisduinen,5766 IB,NL
335480ac-f1e8-4db5-b173-3582c87e7309,Emirdreef 104,Ryptsjerk,3681 DD,NL
987695b0-23ac-4b84-be35-a53466ef219a,Eviehof 112,Steenderen,9711 YX,NL
e38aaa38-63a7-479a-9eb5-d53c0ca172be,Joshuaweg 17,Zaltbommel,3666 UP,NL
341b6ada-a013-4a3e-ad96-a0442b162563,Lucassingel 2,Streefkerk,3209 CK,NL
c68323a9-762a-44bb-9991-2bedf9fcb988,Elisedreef 91,Erichem,7870 FI,NL
1cc3f06a-b457-4b7b-ac39-96aebdc165bf,Jimhof 61,Eck en Wiel,6315 PP,NL
f200e63a-d570-4b5a-8be0-15fcd1dfc26b,Woutbaan 45,Rottum,5294 BW,NL
e4f78188-ab8b-4683-a51b-95d40f633fda,Elisa-Kronsteiner-Straße 48,Amstetten,9096,AT
e94f51b2-cf74-4443-8248-3212f7023321,Amonweg 123,Gmunden,2670,AT
86d34bfe-1de4-4628-ad10-0cbf767bf585,Scherzerstraße 52,Murau,1274,AT
01cf8436-31cc-42bb-9e83-e5414492cc12,Steiningerstraße 149,Wilhelmsburg,1972,AT
f9a31bd2-3fee-4277-bf90-c4b98e87e850,Müllnerplatz 29,Pregarten,8174,AT
9ad098f6-599d-4000-ba17-9e2f54ed0e60,Krainerweg 13,Scheibbs,5468,AT
1704e146-312c-4940-a497-78e2194c955f,Wechselbergerring 10,Allentsteig,3390,AT
19c502db-1bad-42f5-90da-e03db25b8444,Zeilingerstraße 84,Radenthein,1457,AT
16e77920-5120-4f9c-b94b-a37c928b66d5,Frida-Paulitsch-Platz 50,Leoben,6762,AT
6aadd5ee-2d9a-4462-9b7f-3e3516fb588c,Julia Ways 109,Lake Reetbury,59729,EE
dc89a69c-7c59-4193-acb7-7d6ce07858fa,Roos Stream 45,Ülletown,54336,EE
06e9fc33-3e86-48a4-815d-b01a81734cdb,Suur Neck 119,Poljakovfort,19494,EE
4de2f84f-c47f-4f2b-b964-a0c7a6702775,Oja Shoals 118,New Jevgeniberg,34584,EE
c6305724-e7b5-40fa-b56b-27966d828567,Novikov Landing 54,Marekchester,36365,EE
55a6b1ce-e7a0-4b9d-b769-52875a368197,Jelena Rapid 107,West Andrei,88208,EE
10c2d392-a9db-434c-9322-21e2fcb0959b,Aino Plains 27,Port Alekseiland,41268,EE
0b33d390-c04d-4309-ae41-eb04f811b567,Abramov Crossroad 100,North Jekaterina,33093,EE
028dba17-7f30-4ca3-916d-5d35e4a85e2b,Maria Islands 95,South Aino,38725,EE
b1124849-e73c-415d-b9c1-3062dd05ed91,Jürisson Locks 92,Suvitown,67878,EE
01f71027-555c-4e9f-ba79-3d3e96085016,Õun Fall 75,Palmtown,94788,EE
addf72e4-058a-4b59-a833-44e886848137,Ojala Well 129,Kaldaton,14179,EE
d8dcc8ae-f4df-4fb1-9bf9-1122cf2eb2ed,Artur Walk 142,West Alexanderland,74043,EE
ac705f76-fe7a-495b-8afc-3e3aa6c19f8d,Andrus Ville 97,Reimanntown,90056,EE
3133e8b9-0bc6-474e-99cd-4b91d7e7ea72,Loorits Mall 116,New Aino,33597,EE
fc64e97c-9f3a-4204-b7cf-71163746e504,Uustalu Land 121,Lake Andrus,34505,EE
c3aebd36-8fea-470f-9ed0-c113f52a2944,Väli Plaza 90,Alekseitown,89688,EE
4465259b-c419-42b5-bd79-ab44c633ff19,Valeri Vista 33,South Maria,62448,EE
711f02ac-e905-4731-bd38-7e53f882006a,Ellaring 105,Maasbree,7661 LK,NL
561f7e5e-e771-4bab-8fdf-98182142373c,Emmabaan 82,Drogeham,6708 CR,NL
dd1d62d3-1622-4797-8f98-75b326d89a8c,Loekpad 81,Huijbergen,7546 JJ,NL
4e2cf688-1adf-4bdb-afed-84ebfedb852f,Renskeboulevard 107,Susteren,8151 DO,NL
14268795-b1b2-4d3e-b8da-a7f231837385,Thijmenbaan 142,Urk,4033 SA,NL
2f348ad2-e688-405e-be6f-332d367cf088,Helenasingel 57,Haule,9884 YE,NL
529fefba-97bf-46b3-9768-ba9a1fa9abd6,Basring 46,Haringhuizen,6536 CF,NL
71494031-67ef-4e9e-803f-00347399a177,Aydendreef 97,Akersloot,5656 GF,NL
406ec398-9a4a-4a9c-a735-a17352ec0382,Chloélaan 124,Abbenbroek,5209 EB,NL
9f78299c-b9a9-4a03-bf8d-c9f2e3a10464,Jortring 58,Eext,6439 FM,NL
eee13dc0-e1e4-49cf-8dba-6d8f7ab8572c,Timosingel 50,Warstiens,6715 KH,NL
48d46113-b50a-4a15-a0ff-f2cb6857548c,Mathijsstraat 18,Ubbena,8548 SC,NL
2985c817-a937-4c86-9f40-ec4712d527a0,Barthof 33,Boekel,9895 LM,NL
c3629df7-6898-4668-9f18-1e4f394e61fe,Elifboulevard 3,Tiel,6457 CE,NL
b9452195-d03c-4606-8b7f-c1618c1d76b2,Ayasteeg 38,Rotsterhaule,8012 TC,NL
72883dfe-3bef-4eef-b630-7286a3f5f60a,Tiina Field 56,Jekaterinaside,73800,EE
11a3c10e-5df2-40d2-95ff-6f2220e7b30f,Nadežda Cliff 33,Marekland,78277,EE
5a469d02-f117-4924-b709-18e85df4e0e8,Tamara Skyway 24,Aivarland,16673,EE
c3d2e249-a0b3-430f-8a23-12e869c458e7,Urmas Radial 70,North Ivan,82506,EE
9e730261-181a-40c0-b9e5-399e55a0fcb3,Kudrjavtsev Green 10,Port Ülleside,64044,EE
9131507d-92f4-4460-9a1c-1c2646bc0d80,Olesk Keys 130,North Markofort,40939,EE
7081aef6-a9ed-4ad7-99eb-8211272e1601,Finnstraat 52,Berkenwoude,3377 YO,NL
b5f5cf3e-3ae7-4934-88ee-fc0581b02aef,Felixboulevard 93,Emmer-Compascuum,9070 WX,NL
4757ee6e-b176-415c-abdb-6e3eb075b085,Ianbaan 60,Velp,6416 FP,NL
