identifier,institution,department,jobTitle,email
ff300d96-7436-467d-8a6a-9be02fabf1db,6288e1a5-cc45-4821-98a6-416d1775336d,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Podiatrist,sarahmyers@healthcare.org
8b6a86c0-299a-4c03-852e-3f483072b3e3,6288e1a5-cc45-4821-98a6-416d1775336d,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiologist,ronniejames@healthcare.org
5b7feec3-ad43-4e14-9a2f-c72117fe41c3,6288e1a5-cc45-4821-98a6-416d1775336d,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Pathologist,caitlinwright@healthcare.org
0791488b-e0db-48b2-bd62-f4ce0c640f49,6288e1a5-cc45-4821-98a6-416d1775336d,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiology Nurse,cherylwebb@healthcare.org
872296c7-87c2-415d-8c35-6c8374003a2e,6288e1a5-cc45-4821-98a6-416d1775336d,0044c690-f17a-4c84-8b3d-7ee7fa9f941a,Orthotic Specialist,susanwilliams@healthcare.org
26d6ec32-3848-4348-afa4-5063b191aeca,6288e1a5-cc45-4821-98a6-416d1775336d,b8c5ee78-d214-4218-9d3b-8d933b8ddd5b,Pathologist,codystephenson@healthcare.org
199d9679-fbb3-486e-abed-cda1972f5943,6288e1a5-cc45-4821-98a6-416d1775336d,4bc01de3-d197-4561-b9b6-8b9523aa9e67,Anesthesiology Nurse,sabrinabrown@healthcare.org
f3bf298c-ae30-4cef-849c-550d3e3f979c,5f3f5638-3870-4a14-b490-b6081dfc8352,9b83a437-28b7-405b-abc2-ded76bd8e65f,Nutrition Counselor,shariramirez@healthcare.org
f6e68035-3612-42fe-80da-c72e4365c89a,5f3f5638-3870-4a14-b490-b6081dfc8352,9b83a437-28b7-405b-abc2-ded76bd8e65f,Diet Technician,patriciamitchell@healthcare.org
960ad3a1-e1bd-44e6-8771-6ddfe7a4d2f7,5f3f5638-3870-4a14-b490-b6081dfc8352,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatology Nurse,michellegarcia@healthcare.org
99880164-8b01-4cc5-85a1-350b996ac4d8,5f3f5638-3870-4a14-b490-b6081dfc8352,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatology Nurse,barbarawest@healthcare.org
24344145-7f9b-4492-a977-d9fcea2464d9,5f3f5638-3870-4a14-b490-b6081dfc8352,c5cf255f-278d-44f6-88df-480ea3b4e529,Genetic Counselor,sandrahall@healthcare.org
2256a104-6b8d-491c-b6d0-bbd9e5ce89f8,5f3f5638-3870-4a14-b490-b6081dfc8352,c5cf255f-278d-44f6-88df-480ea3b4e529,Geneticist,cherylschmitt@healthcare.org
0ac1f2aa-9453-48a3-9d38-bed2c7c854e1,5f3f5638-3870-4a14-b490-b6081dfc8352,6250e9f9-08d1-4e63-a7e8-aeae24a703e3,Lung Function Technician,allisonlee@healthcare.org
01d4c080-c6d4-41f2-b5da-4791f99ccbfe,5f3f5638-3870-4a14-b490-b6081dfc8352,6250e9f9-08d1-4e63-a7e8-aeae24a703e3,Lung Function Technician,janetherring@healthcare.org
e1432e73-04ef-4ca7-a196-1f7a1d67829c,5f3f5638-3870-4a14-b490-b6081dfc8352,f146b080-0a2c-46a9-9bd3-839291e54b3a,Community Outreach Specialist,victorwilson@healthcare.org
111004d0-3dd0-463c-bbbd-cd207c9814b7,5f3f5638-3870-4a14-b490-b6081dfc8352,f146b080-0a2c-46a9-9bd3-839291e54b3a,Public Health Officer,davidhill@healthcare.org
9415e92f-1d72-4ac3-9c76-4a47b3ac1729,5f3f5638-3870-4a14-b490-b6081dfc8352,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa,Public Health Nurse,johnhughes@healthcare.org
cca6216f-9350-466e-8cd6-5e9848ece305,5f3f5638-3870-4a14-b490-b6081dfc8352,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa,Public Health Nurse,anthonyshelton@healthcare.org
4aa7a7fb-f399-480e-9451-80ee6a7d6b1c,5f3f5638-3870-4a14-b490-b6081dfc8352,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Nurse,jessicacole@healthcare.org
bba7f3ab-601f-4788-8384-a61b9dc7ee45,5f3f5638-3870-4a14-b490-b6081dfc8352,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Nurse,dramberallen@healthcare.org
b1d8c383-1272-492c-b64c-dfba05915bf5,5f3f5638-3870-4a14-b490-b6081dfc8352,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,heidibenson@healthcare.org
19f4ea14-d540-4af7-b1b3-8ddb10c70842,5f3f5638-3870-4a14-b490-b6081dfc8352,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,jameshampton@healthcare.org
e5816dfc-d0eb-4f91-a716-d7150ce384e3,5f3f5638-3870-4a14-b490-b6081dfc8352,d0ab9ea4-c15f-47ca-a04e-6817ad982a08,Respiratory Therapist,kelseysmith@healthcare.org
e2c4af37-e756-4ebf-81e4-cfd0564522bb,5f3f5638-3870-4a14-b490-b6081dfc8352,d0ab9ea4-c15f-47ca-a04e-6817ad982a08,Respiratory Therapist,dannyruiz@healthcare.org
197841d4-e706-45d2-aa96-e79f1140b40c,5f3f5638-3870-4a14-b490-b6081dfc8352,10c313bd-6478-4399-8d68-2a6149262a13,Urology Nurse,michellemeyers@healthcare.org
84eaee51-311d-4bd3-b066-787f71c0f077,5f3f5638-3870-4a14-b490-b6081dfc8352,10c313bd-6478-4399-8d68-2a6149262a13,Urologist,stephenmathis@healthcare.org
8889daf9-6c06-4266-bfe0-826c42f123e6,5f3f5638-3870-4a14-b490-b6081dfc8352,18711121-c9e8-460c-8a8f-541d052ba051,Epidemiologist,kevinkaufman@healthcare.org
8c227625-efd8-4200-bf98-b2fdc452e610,5f3f5638-3870-4a14-b490-b6081dfc8352,f146b080-0a2c-46a9-9bd3-839291e54b3a,Public Health Officer,erinwoods@healthcare.org
fa84d79e-88b8-4b81-9f05-785370696824,5f3f5638-3870-4a14-b490-b6081dfc8352,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Rheumatologist,martinwarren@healthcare.org
851a811a-6601-4459-87b8-a4b6fc164e12,5f3f5638-3870-4a14-b490-b6081dfc8352,bb1a48e2-50b9-4e51-a81e-5658d813a70f,Anesthesiology Assistant,teresarodriguez@healthcare.org
f8027f47-3679-43c0-8f0b-f061bd4d330d,5f3f5638-3870-4a14-b490-b6081dfc8352,18711121-c9e8-460c-8a8f-541d052ba051,Community Outreach Specialist,lisaedwards@healthcare.org
d9dfe7be-1ddb-4a6c-b7a2-7fb32a9570b8,5f3f5638-3870-4a14-b490-b6081dfc8352,18711121-c9e8-460c-8a8f-541d052ba051,Public Health Officer,joseclark@healthcare.org
5646bd7d-aee2-493c-9f01-8c743df7fe6a,5f3f5638-3870-4a14-b490-b6081dfc8352,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,Arthritis Specialist,georgeboyd@healthcare.org
59d66239-0166-4796-a975-d06b0043af98,5f3f5638-3870-4a14-b490-b6081dfc8352,9b83a437-28b7-405b-abc2-ded76bd8e65f,Nutritionist,cynthiamorales@healthcare.org
3e98b054-2b71-4653-b3ad-e4d96ed66248,5f3f5638-3870-4a14-b490-b6081dfc8352,10c313bd-6478-4399-8d68-2a6149262a13,Urologist,joshuaflynn@healthcare.org
9355ac4c-61fd-4e44-9d58-e098a14a3bf0,870f084c-7244-4536-a85e-25b4b3969057,ed6fe79b-8c56-4b92-8f32-2470a2334974,Obstetric Nurse,danawilliams@healthcare.org
67ddb936-3e0f-4a71-9f7c-4f1a1e94d967,870f084c-7244-4536-a85e-25b4b3969057,ed6fe79b-8c56-4b92-8f32-2470a2334974,Obstetric Nurse,alexanderanderson@healthcare.org
1d09f845-0757-4743-bf5f-eba8f2f4d6c1,870f084c-7244-4536-a85e-25b4b3969057,7cbb1bcc-ef38-4237-99a0-f532d2197d93,GI Technician,michelejones@healthcare.org
dc4dc502-a5ef-40cd-8ac1-f2c897f31293,870f084c-7244-4536-a85e-25b4b3969057,7cbb1bcc-ef38-4237-99a0-f532d2197d93,Gastroenterologist,randyrice@healthcare.org
23984285-e82d-4545-8584-7c7b35672a2e,870f084c-7244-4536-a85e-25b4b3969057,2709483a-176f-4018-b186-46ce90e49461,Pharmacist,davidstone@healthcare.org
6333d1ec-8c85-4a14-9ef0-2a9098407d45,870f084c-7244-4536-a85e-25b4b3969057,2709483a-176f-4018-b186-46ce90e49461,Clinical Pharmacologist,garycarter@healthcare.org
280a063f-9e83-4a1f-a12a-7e7234fceff5,870f084c-7244-4536-a85e-25b4b3969057,1da11d7a-a281-4ecd-b084-486f52268c27,Gynecologist,ashleyle@healthcare.org
e6e5b8a4-3a43-4c61-89b5-026b4757cb16,870f084c-7244-4536-a85e-25b4b3969057,1da11d7a-a281-4ecd-b084-486f52268c27,Obstetrics Technician,donaldjackson@healthcare.org
12fd3550-ff88-43ce-a49c-c66396cd2a09,870f084c-7244-4536-a85e-25b4b3969057,d296e670-f35f-4a3e-ad38-505b5e8a511b,Nurse Practitioner,lisameyers@healthcare.org
27e13b47-fa11-4dc5-a8e3-cb0ac3c8ad84,870f084c-7244-4536-a85e-25b4b3969057,d296e670-f35f-4a3e-ad38-505b5e8a511b,Nurse Practitioner,courtneylyons@healthcare.org
7d6a840f-e5b7-4b77-a9a4-3d8d0a76ef0d,870f084c-7244-4536-a85e-25b4b3969057,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiologist,patrickmarshall@healthcare.org
b5eb125d-d828-45f0-8e36-9e2150357bc4,870f084c-7244-4536-a85e-25b4b3969057,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiologist,vickiehill@healthcare.org
9fc7e9a9-4e62-430b-a800-c6f73776b599,870f084c-7244-4536-a85e-25b4b3969057,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,Neurologist,katherinerodriguez@healthcare.org
e34ea0c6-e83b-4e1f-992f-7f93098b55a7,870f084c-7244-4536-a85e-25b4b3969057,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,Neurological Nurse,taramason@healthcare.org
bd84ac7c-068c-4375-9fac-a4a1d8fa61f9,870f084c-7244-4536-a85e-25b4b3969057,f3be0a6c-15ec-4910-8e38-34376a1c7817,Hematologist,williamlutz@healthcare.org
d9955c24-bbde-4b2b-96ec-c5a77dac37ea,870f084c-7244-4536-a85e-25b4b3969057,f3be0a6c-15ec-4910-8e38-34376a1c7817,Hematology Nurse,drashleyparkdds@healthcare.org
44049ac4-f112-4897-8f2e-a9d01efb7ecb,870f084c-7244-4536-a85e-25b4b3969057,2709483a-176f-4018-b186-46ce90e49461,Pharmacist,williamtorres@healthcare.org
c951ab85-3f65-4cfe-8878-228cd15e5685,870f084c-7244-4536-a85e-25b4b3969057,2709483a-176f-4018-b186-46ce90e49461,Pharmacy Technician,davidbuckley@healthcare.org
7c1691b4-3bbf-4d08-bca0-9ca1733c2b58,870f084c-7244-4536-a85e-25b4b3969057,d296e670-f35f-4a3e-ad38-505b5e8a511b,Licensed Practical Nurse,lisajohnson@healthcare.org
0307b970-02ce-465d-b52c-08a482b2a2ae,870f084c-7244-4536-a85e-25b4b3969057,7cbb1bcc-ef38-4237-99a0-f532d2197d93,GI Technician,marthajimenez@healthcare.org
486d4a98-c6c2-4d08-b4b6-7809e2d21f8b,870f084c-7244-4536-a85e-25b4b3969057,d296e670-f35f-4a3e-ad38-505b5e8a511b,Registered Nurse,sandrabrown@healthcare.org
bcbf9090-e461-4a49-a214-8ddf4f7a6286,870f084c-7244-4536-a85e-25b4b3969057,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiology Nurse,nicholaswood@healthcare.org
d94a5b7d-6666-49ff-ac5e-d6c63b0c6e22,870f084c-7244-4536-a85e-25b4b3969057,2709483a-176f-4018-b186-46ce90e49461,Pharmacy Technician,stevenhunt@healthcare.org
2a835718-0d49-4483-8a44-7865a5ee8e69,870f084c-7244-4536-a85e-25b4b3969057,ed6fe79b-8c56-4b92-8f32-2470a2334974,Midwife,lindaknight@healthcare.org
8d76d5d7-a707-4610-96f8-5401f4c33994,870f084c-7244-4536-a85e-25b4b3969057,f3be0a6c-15ec-4910-8e38-34376a1c7817,Blood Bank Technologist,morganjones@healthcare.org
bb790b4a-393f-4a83-be0d-a720e17bcec5,870f084c-7244-4536-a85e-25b4b3969057,5d7ee6e3-58bd-4490-926c-34f8f6b1557e,Anesthesiology Assistant,jamiemoore@healthcare.org
0de1eedb-6036-4ec4-be05-4bf517ae33ff,870f084c-7244-4536-a85e-25b4b3969057,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b,Neurosurgeon,kylemanning@healthcare.org
41c52128-0555-4221-8aac-f91caa798d9b,870f084c-7244-4536-a85e-25b4b3969057,d296e670-f35f-4a3e-ad38-505b5e8a511b,Registered Nurse,justinjones@healthcare.org
d46ff5d4-0917-4692-abc8-c0e3af9c64ef,870f084c-7244-4536-a85e-25b4b3969057,ed6fe79b-8c56-4b92-8f32-2470a2334974,Obstetric Nurse,jamesball@healthcare.org
dd5a4625-7539-4c29-9f4f-f6d711c275d6,870f084c-7244-4536-a85e-25b4b3969057,2709483a-176f-4018-b186-46ce90e49461,Pharmacy Technician,carolmiller@healthcare.org
3199cf3d-4024-45a7-a4d6-7ef20c3b21f3,870f084c-7244-4536-a85e-25b4b3969057,1da11d7a-a281-4ecd-b084-486f52268c27,Women's Health Nurse,jenniferbrooks@healthcare.org
02f6ef8e-f8a8-470e-80fc-4c999150b640,870f084c-7244-4536-a85e-25b4b3969057,d296e670-f35f-4a3e-ad38-505b5e8a511b,Licensed Practical Nurse,robertrobertson@healthcare.org
6481c434-6fd0-438e-bfbf-f0ff704530ad,ccc14d51-73f6-40d8-a9f4-1cc04653a560,4388938a-82bc-4728-ac20-74955c5b6d49,Midwife,andreprice@healthcare.org
4694572e-4aab-4296-a866-365afb4d9ca6,ccc14d51-73f6-40d8-a9f4-1cc04653a560,4388938a-82bc-4728-ac20-74955c5b6d49,Midwife,erikahill@healthcare.org
1db98691-1c7e-4395-840b-e549f7ebf8cd,ccc14d51-73f6-40d8-a9f4-1cc04653a560,ff09ff3a-4eef-4333-a849-4a7e4e72d338,Doula,joshuaharris@healthcare.org
0e1bebee-5052-4fb0-b33a-463cd3e01f89,ccc14d51-73f6-40d8-a9f4-1cc04653a560,ff09ff3a-4eef-4333-a849-4a7e4e72d338,Doula,courtneyjohnson@healthcare.org
3145bb7c-933d-4798-bb0f-b9990777a678,ccc14d51-73f6-40d8-a9f4-1cc04653a560,29c5de2a-50ec-47bf-a933-312316653367,Orthopedic Nurse,roycampbell@healthcare.org
525ce2ea-854b-414e-b147-d5c07c7e845d,ccc14d51-73f6-40d8-a9f4-1cc04653a560,29c5de2a-50ec-47bf-a933-312316653367,Orthopedic Surgeon,aprilcoleman@healthcare.org
d3d6bff2-ec12-4349-b86f-a276b7834f3d,ccc14d51-73f6-40d8-a9f4-1cc04653a560,67706bef-d5be-4022-9ea7-0756a1d577a4,Speech Therapist,savannahmann@healthcare.org
2687d2f9-fa49-495e-8886-6fc636b92227,ccc14d51-73f6-40d8-a9f4-1cc04653a560,67706bef-d5be-4022-9ea7-0756a1d577a4,Speech Pathologist,thomasfisher@healthcare.org
67744de2-2c6e-44f3-b3ca-e1f93b2d8bb2,ccc14d51-73f6-40d8-a9f4-1cc04653a560,1eff1078-3985-477f-8069-f48d5c5815b0,Dentist,justinnelson@healthcare.org
75a09dcb-9366-4b23-831d-604b24ef7197,ccc14d51-73f6-40d8-a9f4-1cc04653a560,1eff1078-3985-477f-8069-f48d5c5815b0,Orthodontist,pamelagordon@healthcare.org
928cd65a-fb80-4f4f-9a70-94dc6a29abfc,ccc14d51-73f6-40d8-a9f4-1cc04653a560,567ffb07-cbc9-4874-9bb3-aa4c5147a3fa,Audiologist,cameronbullock@healthcare.org
10de99f3-c3c6-4930-af97-d437f1831c1a,ccc14d51-73f6-40d8-a9f4-1cc04653a560,567ffb07-cbc9-4874-9bb3-aa4c5147a3fa,ENT Specialist,carlfisher@healthcare.org
511f69b8-8822-4f9e-ab3c-45fb6b94a0c5,ccc14d51-73f6-40d8-a9f4-1cc04653a560,02c1f0b0-bce7-4742-b228-0d9ae2cd8130,General Practitioner,tracybrown@healthcare.org
71e50582-535b-4d81-8250-457fc4d91d9e,ccc14d51-73f6-40d8-a9f4-1cc04653a560,02c1f0b0-bce7-4742-b228-0d9ae2cd8130,General Practitioner,karenwalker@healthcare.org
36aeb559-b28b-4985-9865-d61161891f61,ccc14d51-73f6-40d8-a9f4-1cc04653a560,4388938a-82bc-4728-ac20-74955c5b6d49,Obstetric Nurse,coreyowens@healthcare.org
c2a79b57-6c81-4f39-aead-a2e29350a953,ccc14d51-73f6-40d8-a9f4-1cc04653a560,1eff1078-3985-477f-8069-f48d5c5815b0,Dental Hygienist,janetbyrd@healthcare.org
00da5e70-027d-48dd-98bb-b0a9dfcff5af,ccc14d51-73f6-40d8-a9f4-1cc04653a560,29c5de2a-50ec-47bf-a933-312316653367,Orthopedic Nurse,ashleyroy@healthcare.org
377c33f5-c35a-4e65-8d4a-d056a9f0fccf,ccc14d51-73f6-40d8-a9f4-1cc04653a560,02c1f0b0-bce7-4742-b228-0d9ae2cd8130,Primary Care Nurse,billhamilton@healthcare.org
7442d9eb-d81c-4d72-bb18-4fa6740a1cd1,ccc14d51-73f6-40d8-a9f4-1cc04653a560,4388938a-82bc-4728-ac20-74955c5b6d49,Obstetric Nurse,melissagomez@healthcare.org
c18a71cb-16e0-4001-bf8e-08b7a0ceb53c,ccc14d51-73f6-40d8-a9f4-1cc04653a560,29c5de2a-50ec-47bf-a933-312316653367,Physical Therapist,mrsethcook@healthcare.org
4417d108-e256-4d3a-a90c-85a21ac2a40f,ccc14d51-73f6-40d8-a9f4-1cc04653a560,ff09ff3a-4eef-4333-a849-4a7e4e72d338,Midwife,johnjohnson@healthcare.org
4881918a-376a-43ae-a245-cf08dec1244e,ccc14d51-73f6-40d8-a9f4-1cc04653a560,67706bef-d5be-4022-9ea7-0756a1d577a4,Communication Disorders Specialist,michaelfrank@healthcare.org
92355e65-7255-40d2-9922-cb0f29055c9a,ccc14d51-73f6-40d8-a9f4-1cc04653a560,ff09ff3a-4eef-4333-a849-4a7e4e72d338,Midwife,gregoryrowe@healthcare.org
99ecd0c4-8422-4dc4-a19e-8e35e6a600ff,fb5eb866-2640-411e-a9f2-c3c74505f4f6,80aaf97e-454b-47c1-ae87-4f00de906481,Midwife,donaldharrison@healthcare.org
d9a9ed18-49ef-4314-9826-8ba21af01a6b,fb5eb866-2640-411e-a9f2-c3c74505f4f6,80aaf97e-454b-47c1-ae87-4f00de906481,Obstetric Nurse,brendaparks@healthcare.org
60c50be5-3980-41ec-b286-5561dffe77d3,fb5eb866-2640-411e-a9f2-c3c74505f4f6,d6fdf516-6b1a-47c6-a3ed-6d79186f4ef1,GI Technician,stephanieprice@healthcare.org
afa05c08-ecff-46d5-b3d3-4a6139eb331f,fb5eb866-2640-411e-a9f2-c3c74505f4f6,d6fdf516-6b1a-47c6-a3ed-6d79186f4ef1,GI Technician,mrsannerichardson@healthcare.org
dc61e992-8cca-445b-a623-ebd0a278cffa,fb5eb866-2640-411e-a9f2-c3c74505f4f6,46ad6171-8f72-428c-96fc-a750fa679a04,Poison Control Specialist,glendascott@healthcare.org
fc3856f9-2f1d-4b37-a747-07ac086e6da6,fb5eb866-2640-411e-a9f2-c3c74505f4f6,46ad6171-8f72-428c-96fc-a750fa679a04,Toxicologist,richardbutler@healthcare.org
65c8d5a4-52f6-4978-ab94-7864bfca3d56,fb5eb866-2640-411e-a9f2-c3c74505f4f6,830d98ee-c1c3-4b57-9d56-dae36bd2623a,Communication Disorders Specialist,jenniferbarker@healthcare.org
7855d5eb-85d8-4d58-99ad-17ad8c0f36bb,fb5eb866-2640-411e-a9f2-c3c74505f4f6,830d98ee-c1c3-4b57-9d56-dae36bd2623a,Speech Therapist,dianestrickland@healthcare.org
c90b4a64-e657-4eba-8f19-347b4607c009,fb5eb866-2640-411e-a9f2-c3c74505f4f6,900e7701-f888-432e-b45a-6a8736e11fc9,Emergency Medical Technician,michealperez@healthcare.org
c33fd7f7-59cb-4836-9c36-8f6dbfb1b73b,fb5eb866-2640-411e-a9f2-c3c74505f4f6,900e7701-f888-432e-b45a-6a8736e11fc9,Emergency Medical Technician,amandadaniels@healthcare.org
2c15d6bd-45ce-4d3c-a75e-e5a9dddc046d,fb5eb866-2640-411e-a9f2-c3c74505f4f6,c413e9ba-28db-4021-a56a-3078cf7d511b,GI Technician,mrslindsayshaffer@healthcare.org
49935154-1061-4764-9835-bbe1c038bf33,fb5eb866-2640-411e-a9f2-c3c74505f4f6,c413e9ba-28db-4021-a56a-3078cf7d511b,GI Nurse,michaelgrant@healthcare.org
