row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
19,5041b3d0-8950-4262-a797-765abc854e3f,serviceDepartmentName,Radiography,Radiografie,Translation,ServiceDepartment,SD20
20,754151b0-0cdf-420e-81e7-5ade858e8dfb,serviceDepartmentName,Rheumatologic,Joint & Immune Clinic,Alternate Naming,ServiceDepartment,SD21
21,3b4590c6-7380-427c-af25-a8cdde699e1e,serviceDepartmentName,Pathology,Pathologie,Translation,ServiceDepartment,SD22
22,4a082de7-4f6d-4f01-b0dc-2737db807618,serviceDepartmentName,Renal,Kidney Health,Alternate Naming,ServiceDepartment,SD23
23,0d0fbbe9-6b7d-4713-8ba1-527dad7114db,serviceDepartmentName,Gastroenterologic,Digestive Health,Alternate Naming,ServiceDepartment,SD24
24,9641af55-358d-4639-90bf-babda5d649dc,serviceDepartmentName,Speech Pathology,Spraakpathologie,Translation,ServiceDepartment,SD25
25,f0c53802-4474-4ac6-9df7-327635ba9da1,serviceDepartmentName,Pediatric,Child Health,Alternate Naming,ServiceDepartment,SD26
26,19b5024c-eee2-4362-8ccb-cb6e42e14ce9,serviceDepartmentName,Primary Care,General Practice,Alternate Naming,ServiceDepartment,SD27
27,d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,serviceDepartmentName,Gynecologic,Gynaecologisch,Translation,ServiceDepartment,SD28
28,bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,serviceDepartmentName,Optometric,Optometrisch,Translation,ServiceDepartment,SD29
29,8034f222-b4a4-45c3-b4dc-5b1949523e70,serviceDepartmentName,Endocrine,Endocrijns,Translation,ServiceDepartment,SD30
30,483b7b7f-e2b1-46c9-8f2f-bda2b50ad6d5,serviceDepartmentName,Speech Pathology,Spraakpathologie,Translation,ServiceDepartment,SD31
31,76c6bf55-a9b9-42bc-a350-0fcaad785312,serviceDepartmentName,Neurologic,Neurologisch,Translation,ServiceDepartment,SD32
32,01df3805-5f18-4cea-9b28-9a8432a88b74,serviceDepartmentName,Optometric,Optometrisch,Translation,ServiceDepartment,SD33
33,91340a41-9333-4293-ba04-a0d5d997e4bf,serviceDepartmentName,Pulmonary,Long-,Translation,ServiceDepartment,SD34
34,a97e76ef-ebef-4ae1-89c3-a12df0bed3ed,serviceDepartmentName,Musculoskeletal,Bone & Joint Clinic,Alternate Naming,ServiceDepartment,SD35
35,6e323ff4-c345-495e-b8fa-29e6831520ca,serviceDepartmentName,Respiratory Therapy,Ademhalingstherapie,Translation,ServiceDepartment,SD36
36,5516c1a6-45d3-4a2c-8826-8550d171a798,serviceDepartmentName,Psychiatric,Mental Health,Alternate Naming,ServiceDepartment,SD37
37,690aae3f-ade5-4235-84d4-09975748c032,serviceDepartmentName,Respiratory Therapy,Ademhalingstherapie,Translation,ServiceDepartment,SD38
38,4d543a0e-b3e5-47e4-a261-a3d28bdbf1f8,serviceDepartmentName,Plastic Surgery,Plastische chirurgie,Translation,ServiceDepartment,SD39
39,5447353b-c9dc-4fb4-b567-7aaf4f462933,serviceDepartmentName,Toxicologic,Toxicologisch,Translation,ServiceDepartment,SD40
40,0f32e315-7a2b-45d6-926d-076cd58cf189,serviceDepartmentName,Respiratory Therapy,Ademhalingstherapie,Translation,ServiceDepartment,SD41
41,54496139-add6-4d20-93f3-f048d814a978,serviceDepartmentName,Anesthesia,Anesthesie,Translation,ServiceDepartment,SD42
42,e675e7e7-f848-419a-91fa-1e143cde8704,serviceDepartmentName,Rheumatologic,Joint & Immune Clinic,Alternate Naming,ServiceDepartment,SD43
43,56123a73-379e-44d2-a764-10c23f6b772a,serviceDepartmentName,Diet Nutrition,Dieetvoeding,Translation,ServiceDepartment,SD44
44,94307158-03cd-4178-b578-b202a834a79f,serviceDepartmentName,Plastic Surgery,Plastische chirurgie,Translation,ServiceDepartment,SD45
45,1d60ee66-1540-42f1-8f22-070ded39abe0,serviceDepartmentName,Urologic,Urologisch,Translation,ServiceDepartment,SD46
46,4c8909e3-1d54-4d05-b0de-ca69debcb6d2,serviceDepartmentName,Genetic,Genetisch,Translation,ServiceDepartment,SD47
47,6c77700a-55d6-4f9b-85b0-3a351c16dc39,serviceDepartmentName,Pulmonary,Long-,Translation,ServiceDepartment,SD48
48,ec319b23-c7ff-4268-b14b-bea9404f72f3,serviceDepartmentName,Renal,Kidney Health,Alternate Naming,ServiceDepartment,SD49
49,5b30f894-8122-408e-b24f-550f4e7aef59,serviceDepartmentName,Cardiovascular,Heart & Vascular Center,Alternate Naming,ServiceDepartment,SD50
50,a9c0fdec-6c25-4ad6-9dcc-668fa4007b48,serviceDepartmentName,Emergency,Noodgeval,Translation,ServiceDepartment,SD51
51,f117f274-1840-4ff8-966d-a609aa80ddfc,serviceDepartmentName,Pharmacy Specialty,Medication Services,Alternate Naming,ServiceDepartment,SD52
52,b9be64e1-b08d-4f95-8d8f-1e8bcac8d101,serviceDepartmentName,Public Health,Community Wellness,Alternate Naming,ServiceDepartment,SD53
53,fc1f14ac-a6bb-429a-8a6e-e1d2b7815143,serviceDepartmentName,Midwifery,Geburtshilfe,Translation,ServiceDepartment,SD54
54,1745c170-d7bc-4fdf-8948-aff1182e1a8e,serviceDepartmentName,Infectious,Infection Control,Alternate Naming,ServiceDepartment,SD55
55,7d79ab44-c633-4f19-9958-07d2be77e40e,serviceDepartmentName,Cardiovascular,Herz -Kreislauf,Translation,ServiceDepartment,SD56
56,711f02ac-e905-4731-bd38-7e53f882006a,serviceDepartmentName,Pediatric,Pädiatrisch,Translation,ServiceDepartment,SD57
57,c17c1820-23f6-40e8-8978-25ad137e21d5,serviceDepartmentName,Obstetric,Pregnancy Care,Alternate Naming,ServiceDepartment,SD58
58,ad21e2ab-aac3-4d22-bbb4-7ebfce0efed3,serviceDepartmentName,Optometric,Optometrisch,Translation,ServiceDepartment,SD59
59,4c407098-5dd6-4593-b1f2-c908e38dbb7e,serviceDepartmentName,Nursing,Patient Care,Alternate Naming,ServiceDepartment,SD60
60,ca9553d2-44e8-4777-83b2-67e216396b7a,serviceDepartmentName,Pathology,Pathologie,Translation,ServiceDepartment,SD61
61,eda0f2f3-10fd-41ca-941a-7e9c915ad4d1,serviceDepartmentName,Cardiovascular,Heart & Vascular Center,Alternate Naming,ServiceDepartment,SD62
62,1f1472db-c7ff-4f21-8839-e2b5409d108c,serviceDepartmentName,Pediatric,Child Health,Alternate Naming,ServiceDepartment,SD63
63,92eb4614-4b4f-4248-8e49-720d2225137e,serviceDepartmentName,Dentistry,Tandheelkunde,Translation,ServiceDepartment,SD64
64,9505de76-3ae0-4936-8170-b9484f130b23,serviceDepartmentName,Nursing,Verzorging,Translation,ServiceDepartment,SD65
65,101efc05-873e-40dd-bdcb-54acb369907d,serviceDepartmentName,Public Health,Volksgezondheid,Translation,ServiceDepartment,SD66
66,350b62e7-9712-41a9-aecb-26826fe47e69,serviceDepartmentName,Physiotherapy,Fysiotherapie,Translation,ServiceDepartment,SD67
67,827254df-3830-4e4b-83d4-540a526aea43,serviceDepartmentName,Renal,Kidney Health,Alternate Naming,ServiceDepartment,SD68
68,fc961495-3051-4587-bec9-787d2a0f12d3,serviceDepartmentName,Psychiatric,Mental Health,Alternate Naming,ServiceDepartment,SD69
69,12d06ce5-dff4-4562-8464-77d001f59b1c,serviceDepartmentName,Pediatric,Child Health,Alternate Naming,ServiceDepartment,SD70
70,a2ab116f-f0d6-4eb0-8629-9940a6a48f65,serviceDepartmentName,Urologic,Urologisch,Translation,ServiceDepartment,SD71
71,7ffd5e75-5fee-4d78-8052-1e37dddfc648,serviceDepartmentName,Geriatric,Geriatrisch,Translation,ServiceDepartment,SD72
72,29ae1d3a-2512-4961-880b-6a4cfcec2c1d,serviceDepartmentName,Laboratory Science,Diagnostic Lab,Alternate Naming,ServiceDepartment,SD73
73,1e1eedd9-7b19-4256-8c44-605e8ccde8ad,serviceDepartmentName,Laboratory Science,Diagnostic Lab,Alternate Naming,ServiceDepartment,SD74
74,e5a2a4ef-a5fd-4acb-98a4-85f5a72125ce,serviceDepartmentName,Gastroenterologic,Digestive Health,Alternate Naming,ServiceDepartment,SD75
75,abe520ec-1fe1-49cd-8a54-e75953bdfba8,serviceDepartmentName,Neurologic,Neurologisch,Translation,ServiceDepartment,SD76
76,c21f2252-6321-4a69-b151-f48f111566e4,serviceDepartmentName,Gynecologic,Women's Health,Alternate Naming,ServiceDepartment,SD77
77,bf7b6b3c-b1ca-41c3-8061-d029cb1d6d78,serviceDepartmentName,Geriatric,Elder Care,Alternate Naming,ServiceDepartment,SD78
78,de9ac8b8-640b-4b28-8322-b4ff856df911,serviceDepartmentName,Renal,Nieren,Translation,ServiceDepartment,SD79
79,57630d70-0eb7-4062-a807-74606da638b2,serviceDepartmentName,Midwifery,Geburtshilfe,Translation,ServiceDepartment,SD80
80,ee3c763d-2997-4088-ba31-24df44f10516,serviceDepartmentName,Neurologic,Neurologisch,Translation,ServiceDepartment,SD81
81,d49d81b9-54d5-4ee1-b160-77f5d07aae7f,serviceDepartmentName,Public Health,Volksgezondheid,Translation,ServiceDepartment,SD82
82,34eba27e-aac4-4839-a9d6-cff87b67e167,serviceDepartmentName,Musculoskeletal,Bone & Joint Clinic,Alternate Naming,ServiceDepartment,SD83
83,daacae0c-c983-43fa-9102-9ff49930036a,serviceDepartmentName,Endocrine,Endocrijns,Translation,ServiceDepartment,SD84
84,3408850e-0fdc-46f4-aee6-0ff3492cd84e,serviceDepartmentName,Psychiatric,Mental Health,Alternate Naming,ServiceDepartment,SD85
85,7166c54b-9305-4571-9e69-b4b0b54d83e5,serviceDepartmentName,Toxicologic,Toxicologisch,Translation,ServiceDepartment,SD86
86,b4fecb14-b2b4-40cc-a636-c72f584ca7a8,serviceDepartmentName,Midwifery,Maternity Services,Alternate Naming,ServiceDepartment,SD87
87,38b7db84-c39a-41ec-92b4-6ef212905a3a,serviceDepartmentName,Diet Nutrition,Dieetvoeding,Translation,ServiceDepartment,SD88
88,09463e6f-3215-400e-a272-e2af92126ff1,serviceDepartmentName,Psychiatric,Mental Health,Alternate Naming,ServiceDepartment,SD89
89,87dbfdda-8944-4eca-aab6-5b1daa5611a2,serviceDepartmentName,Dermatology,Dermatologie,Translation,ServiceDepartment,SD90
90,7766f556-ce51-4ffc-943d-da2a7bacbd85,serviceDepartmentName,Toxicologic,Toxicologisch,Translation,ServiceDepartment,SD91
91,da6b236d-18a8-4f2e-843a-69ea1a6ed48d,serviceDepartmentName,Gastroenterologic,Gastroenteroloogiline,Translation,ServiceDepartment,SD92
92,4a9007ca-67a1-4225-84e8-8209f7edf89b,serviceDepartmentName,Podiatric,Podiaatriline,Translation,ServiceDepartment,SD93
93,c1402fa6-756a-49be-a8c7-d9f108e0eb59,serviceDepartmentName,Endocrine,Hormonal Health,Alternate Naming,ServiceDepartment,SD94
94,cb89ba42-095b-4ec0-8b7f-62c4a371e89d,serviceDepartmentName,Musculoskeletal,Lihas -skeleti-,Translation,ServiceDepartment,SD95
95,32c973a4-2580-4532-a7c0-16ad9e4b4102,serviceDepartmentName,Endocrine,Hormonal Health,Alternate Naming,ServiceDepartment,SD96
96,767d3080-74d5-4980-b2ac-96120fc54496,serviceDepartmentName,Geriatric,Elder Care,Alternate Naming,ServiceDepartment,SD97
97,f5492fe4-471d-4312-aeee-86d52536c20e,serviceDepartmentName,Genetic,Genetics Unit,Alternate Naming,ServiceDepartment,SD98
98,704b2b61-62c7-431e-9da9-cdbca1c61284,serviceDepartmentName,Gastroenterologic,Gastroenteroloogiline,Translation,ServiceDepartment,SD99
99,816c03df-3e33-4680-85c0-826ac67c6d5a,serviceDepartmentName,Hematologic,Hematoloogiline,Translation,ServiceDepartment,SD100
100,d3e8b9f1-798b-47b9-9954-748a029729f9,serviceDepartmentName,Gynecologic,Women's Health,Alternate Naming,ServiceDepartment,SD101
101,97e379e9-f919-4ea4-9d0b-bc0c6635897f,serviceDepartmentName,Infectious,Infection Control,Alternate Naming,ServiceDepartment,SD102
102,df1f2a73-fc78-4d8e-b085-3e44a546947b,serviceDepartmentName,Speech Pathology,Sprachpathologie,Translation,ServiceDepartment,SD103
103,0604b061-30d2-4eb7-9449-5504b90c55bf,serviceDepartmentName,Laboratory Science,Laborwissenschaft,Translation,ServiceDepartment,SD104
104,f6ef5d0a-25a1-4101-bf57-4e77fac49cf7,serviceDepartmentName,Rheumatologic,Rheumatologisch,Translation,ServiceDepartment,SD105
105,6850f3a3-4507-4b46-b271-3810c5030168,serviceDepartmentName,Gynecologic,Women's Health,Alternate Naming,ServiceDepartment,SD106
106,7159cd07-cb44-402b-b69e-14bce47d7cfe,serviceDepartmentName,Renal,Nieren,Translation,ServiceDepartment,SD107
107,df561807-8c25-43ff-b4cc-0b62e7bb695c,serviceDepartmentName,Respiratory Therapy,Hingamisravi,Translation,ServiceDepartment,SD108
108,c8e7e4e5-d3eb-4a23-b64b-f06e22a23be8,serviceDepartmentName,Otolaryngologic,Otolarüngoloogiline,Translation,ServiceDepartment,SD109
109,9b4a4276-da41-4bbc-b40b-5ddba649ec91,serviceDepartmentName,Hematologic,Hematoloogiline,Translation,ServiceDepartment,SD110
110,b07ce4cb-bc28-4c8c-9e6a-0f46a893e447,serviceDepartmentName,Podiatric,Podiaatriline,Translation,ServiceDepartment,SD111
111,473d6d85-56d2-4bf9-9b82-7bb955fc6343,serviceDepartmentName,Gastroenterologic,Gastroenteroloogiline,Translation,ServiceDepartment,SD112
112,85bd8d14-3cd3-45dc-8368-557f39795e8c,serviceDepartmentName,Gynecologic,Women's Health,Alternate Naming,ServiceDepartment,SD113
15,ea4f44cf-eafd-480b-9ec8-633fb73888a4,postalCode,7229,7229 ,Postal Code Formatting Variations,Address,Ad_SD1
15,ea4f44cf-eafd-480b-9ec8-633fb73888a4,city,Litschau,Litscahu,City and Locality Name Variations,Address,Ad_SD1
16,60c36cdd-9937-4592-985a-eb983d9f3e80,text,Chris-Grünberger-Platz 54,Chris-Grünberger-Platz 54-1,Street Number Manipulation,Address,Ad_SD2
16,60c36cdd-9937-4592-985a-eb983d9f3e80,country,AT,Austria,Country Representation Variations,Address,Ad_SD2
16,60c36cdd-9937-4592-985a-eb983d9f3e80,postalCode,3867,3867 ,Postal Code Formatting Variations,Address,Ad_SD2
17,d35f581e-3648-431f-ae9e-8d0384983111,text,Raphael-Lengauer-Platz 79,Raphael-Lengauer-Platr 79,Street Name Manipulation,Address,Ad_SD77
17,d35f581e-3648-431f-ae9e-8d0384983111,postalCode,9664,9664 ,Postal Code Formatting Variations,Address,Ad_SD77
18,b9c4abb6-a6a9-4aab-ac81-1d57b2835bff,country,AT,Austria,Country Representation Variations,Address,Ad_SD4
18,b9c4abb6-a6a9-4aab-ac81-1d57b2835bff,city,Lienz,iLenz,City and Locality Name Variations,Address,Ad_SD4
19,853a9135-3ee2-451b-be88-c93319db1d7b,text,Katarina-Rohrer-Gasse 42,Katarina-Rohrer-Gasse 42A,Street Number Manipulation,Address,Ad_SD5
19,853a9135-3ee2-451b-be88-c93319db1d7b,city,Perg,Pegr,City and Locality Name Variations,Address,Ad_SD5
20,faa83536-d3d7-49d5-a430-1b871322439a,city,Schrattenthal,Schrattetnhal,City and Locality Name Variations,Address,Ad_SD6
20,faa83536-d3d7-49d5-a430-1b871322439a,postalCode,5842,5842 ,Postal Code Formatting Variations,Address,Ad_SD6
21,a4b0c73b-f74e-41a1-a2e5-b72606b9370b,city,Kindberg,Kindbegr,City and Locality Name Variations,Address,Ad_SD7
22,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,text,Mati Inlet 51,Mate Inlet 51,Street Name Manipulation,Address,Ad_SD8
22,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,country,EE,Estonia,Country Representation Variations,Address,Ad_SD8
23,ad82e067-ab35-4414-8ed2-b26b1fda2e53,text,Klaas Pine 145,Klaai Pine 145,Street Name Manipulation,Address,Ad_SD9
23,ad82e067-ab35-4414-8ed2-b26b1fda2e53,country,EE,Estonia,Country Representation Variations,Address,Ad_SD9
24,1c7bc6c8-d62f-4e8c-abca-09663eef04eb,country,EE,Estonia,Country Representation Variations,Address,Ad_SD10
25,da595d3e-a0fe-4e1b-b910-18255057df41,text,Kuus Passage 1,Kuus Passage 1B,Street Number Manipulation,Address,Ad_SD11
26,21ab9e3d-fdf4-4f09-bd87-d79311705ee3,country,EE,Estonia,Country Representation Variations,Address,Ad_SD12
27,eafe0d1f-6e79-4d5f-9314-70c8acb14314,text,Jefimov Locks 88,Jefimop Locks 88,Street Name Manipulation,Address,Ad_SD13
27,eafe0d1f-6e79-4d5f-9314-70c8acb14314,city,Lake Matiport,Lake aMtiport,City and Locality Name Variations,Address,Ad_SD13
27,eafe0d1f-6e79-4d5f-9314-70c8acb14314,postalCode,30371,3037 1,Postal Code Formatting Variations,Address,Ad_SD13
28,1ae3237f-aa88-4965-9654-7b4d317588ff,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD14
29,15f82b2f-bc89-4faf-8cf4-627782dcf736,city,Beinsdorp,Beisndorp,City and Locality Name Variations,Address,Ad_SD15
29,15f82b2f-bc89-4faf-8cf4-627782dcf736,postalCode,1040 RN,1040RN,Postal Code Formatting Variations,Address,Ad_SD15
29,15f82b2f-bc89-4faf-8cf4-627782dcf736,text,Lucashof 89,Lucashof 89-1,Street Number Manipulation,Address,Ad_SD15
30,100cfe80-2132-4c24-81b3-77bd59eae69a,text,Maritweg 143,Maritwek 143,Street Name Manipulation,Address,Ad_SD16
30,100cfe80-2132-4c24-81b3-77bd59eae69a,city,Den Dungen,Den Dunegn,City and Locality Name Variations,Address,Ad_SD16
31,e31b328e-3a32-4205-9e26-b29d8615ad73,city,Losser,oLsser,City and Locality Name Variations,Address,Ad_SD17
31,e31b328e-3a32-4205-9e26-b29d8615ad73,text,Sethring 78,Sethrine 78,Street Name Manipulation,Address,Ad_SD17
31,e31b328e-3a32-4205-9e26-b29d8615ad73,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD17
32,b2b5591a-9d7f-442b-85e2-b0787a3e9905,text,Kyaraweg 147,Kyaraweg 147B,Street Number Manipulation,Address,Ad_SD18
33,f2aaaaf0-e8eb-4ae2-9bc1-c77afa29fad9,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD19
33,f2aaaaf0-e8eb-4ae2-9bc1-c77afa29fad9,city,Mill,iMll,City and Locality Name Variations,Address,Ad_SD19
34,054efa50-4962-473b-a0f9-986ab2363b7e,text,Félineweg 114,Félinewep 114,Street Name Manipulation,Address,Ad_SD20
35,3b6b8130-f687-4f7a-b683-4a01bdb5ff1d,postalCode,1278 TQ,1278TQ,Postal Code Formatting Variations,Address,Ad_SD21
36,44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,text,Rensring 147,Rensring 147-1,Street Number Manipulation,Address,Ad_SD22
36,44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,postalCode,1965 WF,1965WF,Postal Code Formatting Variations,Address,Ad_SD22
36,44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,city,Achterveld,Achterevld,City and Locality Name Variations,Address,Ad_SD22
37,2542cff6-0710-41c5-802e-3a7aa1515f1e,city,Beilen,Beilne,City and Locality Name Variations,Address,Ad_SD23
38,335be677-df1b-425e-af66-be879a4c2227,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD24
38,335be677-df1b-425e-af66-be879a4c2227,text,Nikkiweg 141,Nikkiweg 141A,Street Number Manipulation,Address,Ad_SD24
39,970ea1aa-c76f-48ae-adf3-d0246f88c633,text,Mirteweg 112,Mirtewex 112,Street Name Manipulation,Address,Ad_SD25
40,df66946a-0116-4168-bac8-a7602d5df04a,city,Elburg,lEburg,City and Locality Name Variations,Address,Ad_SD26
40,df66946a-0116-4168-bac8-a7602d5df04a,text,Ilseboulevard 58,Ilseboulevard 58B,Street Number Manipulation,Address,Ad_SD26
41,700e6a4f-2543-43f8-b349-f09340601a0d,postalCode,1088 FP,1088FP,Postal Code Formatting Variations,Address,Ad_SD27
41,700e6a4f-2543-43f8-b349-f09340601a0d,text,Colinbaan 105,Colinbaan 105A,Street Number Manipulation,Address,Ad_SD27
42,a7fd116e-d8f5-417f-85bd-ca63a100ba8f,text,Katepad 61,Katepad 61B,Street Number Manipulation,Address,Ad_SD28
43,929c8ac4-bf28-40fb-a8cb-2f6eee5e256e,postalCode,1392 BN,1392BN,Postal Code Formatting Variations,Address,Ad_SD29
44,eae9c546-446c-4893-89d3-cdb9ebb9aa72,text,Rikpad 149,Rikpan 149,Street Name Manipulation,Address,Ad_SD30
44,eae9c546-446c-4893-89d3-cdb9ebb9aa72,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD30
44,eae9c546-446c-4893-89d3-cdb9ebb9aa72,postalCode,6850 ER,6850ER,Postal Code Formatting Variations,Address,Ad_SD30
45,f67d2311-33a8-49fd-9091-6a5f97ad1730,text,Kaisingel 138,Kaisingec 138,Street Name Manipulation,Address,Ad_SD31
45,f67d2311-33a8-49fd-9091-6a5f97ad1730,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD31
46,317f1e9b-2ee6-416d-b51e-7fc8d6ab5c68,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD32
46,317f1e9b-2ee6-416d-b51e-7fc8d6ab5c68,text,Lunaring 21,Lunarins 21,Street Name Manipulation,Address,Ad_SD32
46,317f1e9b-2ee6-416d-b51e-7fc8d6ab5c68,city,Haringhuizen,Hairnghuizen,City and Locality Name Variations,Address,Ad_SD32
47,b41fdcad-e36a-4265-ae51-686507afe1c5,city,Emmeloord,Emmeloodr,City and Locality Name Variations,Address,Ad_SD33
47,b41fdcad-e36a-4265-ae51-686507afe1c5,postalCode,6368 NR,6368NR,Postal Code Formatting Variations,Address,Ad_SD33
48,69259d81-2a2e-4ea7-9834-aeaf0f332bab,text,Olafstraat 113,Olafstraat 113B,Street Number Manipulation,Address,Ad_SD34
49,5f7e3898-2ddb-4eff-9da7-2833e1bfbdfa,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD35
50,9883502e-7f32-4e78-a7fe-651efd8c2a6f,text,Suusbaan 58,Suusbaan 58B,Street Number Manipulation,Address,Ad_SD36
50,9883502e-7f32-4e78-a7fe-651efd8c2a6f,city,Goënga,Goënag,City and Locality Name Variations,Address,Ad_SD36
51,b31190b6-21e4-4b25-adb2-bb78765d13de,city,Oudemolen,Oudeomlen,City and Locality Name Variations,Address,Ad_SD37
52,c04bd397-54a9-4898-bcb7-b35d68298389,postalCode,8763 WJ,8763WJ,Postal Code Formatting Variations,Address,Ad_SD38
